wall_time,cam,rtp_seq,rtsp_unwrap_ms,depay_ms,pay_ms,udpsink_ms,total_sender_ms
12:20:50.112,0,3603,0.007,0.054,0.063,0.068,0.334
12:20:50.120,2,7244,0.012,0.120,0.106,0.176,0.459
12:20:50.140,1,15605,0.017,0.150,0.140,0.250,0.990
12:20:51.131,0,3900,0.016,24.406,0.073,0.052,24.842
12:20:52.114,0,4250,0.010,0.041,0.025,0.292,0.393
12:20:52.139,2,7868,0.007,31.086,0.086,0.069,31.285
12:20:52.159,1,16209,0.007,36.496,0.087,0.035,36.674
12:20:53.114,0,4604,0.008,0.073,0.097,0.044,0.395
12:20:54.120,0,4973,0.008,0.073,0.091,0.275,0.586
12:20:54.124,2,8572,0.007,0.199,0.050,0.549,0.822
12:20:54.155,1,16912,0.007,0.237,0.038,0.090,0.410
12:20:55.116,0,5340,0.007,0.068,0.029,0.075,0.201
12:20:56.125,0,5708,0.016,0.138,0.073,0.032,0.316
12:20:56.133,2,9276,0.006,0.077,0.141,0.404,0.682
12:20:56.160,1,17634,0.007,0.228,0.052,0.055,0.396
12:20:57.121,0,6082,0.012,0.056,0.049,0.044,0.202
12:20:58.119,0,6456,0.013,0.079,0.025,0.303,0.437
12:20:58.129,2,9996,0.007,0.058,0.055,0.034,0.200
12:20:58.154,1,18376,0.007,0.177,0.045,0.064,0.340
12:20:59.122,0,6825,0.007,0.047,0.029,0.076,0.194
12:21:00.122,0,7197,0.017,0.079,0.025,0.040,0.185
12:21:00.143,2,10716,0.021,0.171,0.088,0.072,0.403
12:21:00.155,1,19119,0.006,0.267,0.022,0.080,0.424
12:21:01.119,0,7570,0.007,0.052,0.027,0.076,0.196
12:21:02.130,0,7942,0.016,0.096,0.053,0.151,0.584
12:21:02.133,2,11445,0.007,0.070,0.199,0.137,0.537
12:21:02.161,1,19857,0.016,0.264,0.083,0.059,0.479
12:21:03.122,0,8315,0.007,0.045,0.048,0.049,0.274
12:21:04.127,0,8686,0.009,0.073,0.160,0.093,0.436
12:21:04.137,2,12174,0.007,0.057,0.049,0.051,0.200
12:21:04.162,1,20597,0.017,0.237,0.127,0.060,0.476
12:21:05.123,0,9058,0.008,0.040,0.051,0.056,0.185
12:21:06.121,0,9433,0.016,0.073,0.029,0.187,0.356
12:21:06.137,2,12926,0.017,0.055,0.034,0.044,0.221
12:21:06.165,1,21341,0.007,0.218,0.024,0.049,0.373
12:21:07.120,0,9806,0.007,0.068,0.038,0.071,0.359
12:21:08.122,0,10180,0.008,0.066,0.028,0.061,0.192
12:21:08.139,2,13666,0.007,0.084,0.030,0.030,0.191
12:21:08.164,1,22080,0.015,0.240,0.101,0.061,0.464
12:21:09.120,0,10549,0.007,0.055,0.037,0.079,0.222
12:21:10.111,2,14433,0.007,0.048,0.056,0.036,0.211
12:21:10.116,0,10915,0.053,0.055,0.056,0.036,0.280
12:21:10.125,1,22859,0.008,0.066,0.044,0.038,0.199
12:21:11.111,0,11260,0.008,0.027,0.032,0.024,0.122
12:21:12.113,2,15156,0.009,0.049,0.086,0.031,0.441
12:21:12.119,0,11594,0.022,0.064,0.106,0.059,0.324
12:21:12.127,1,23529,0.008,0.065,0.026,0.037,0.163
12:21:13.117,0,11964,0.007,0.054,0.039,0.019,0.163
12:21:14.120,0,12340,0.032,0.103,0.070,0.097,0.365
12:21:14.131,2,15863,0.067,0.064,0.048,0.079,0.306
12:21:14.138,1,24165,0.009,0.082,0.045,0.039,0.211
12:21:15.115,0,12695,0.016,0.044,0.026,0.021,0.129
12:21:16.111,2,16603,0.007,0.209,0.045,0.070,0.396
12:21:16.116,0,13074,0.011,0.032,0.032,0.043,0.146
12:21:16.130,1,24883,0.008,0.060,0.032,0.066,0.222
12:21:17.114,0,13409,0.008,0.033,0.057,0.051,0.202
12:21:18.112,2,17336,0.015,0.059,0.053,0.095,0.287
12:21:18.113,0,13774,0.008,0.043,0.033,0.045,0.170
12:21:18.126,1,25609,0.007,0.051,0.047,0.045,0.194
12:21:19.118,0,14147,0.008,0.032,0.049,0.036,0.196
12:21:20.112,0,14518,0.010,0.036,0.031,0.070,0.186
12:21:20.119,2,18080,0.017,0.057,0.017,0.034,0.186
12:21:20.140,1,26337,0.010,0.057,0.036,0.038,0.175
12:21:21.115,0,14889,0.007,0.029,0.040,0.021,0.135
12:21:22.112,0,15264,0.008,0.029,0.027,0.036,0.128
12:21:22.119,2,18829,0.009,0.033,0.067,0.029,0.162
12:21:22.134,1,27086,0.008,0.047,0.032,0.027,0.154
12:21:23.123,0,15639,0.007,0.044,0.026,0.029,0.132
12:21:24.115,0,16017,0.008,0.030,0.033,0.028,0.158
12:21:24.118,2,19556,0.007,0.044,0.047,0.031,0.187
12:21:24.139,1,27821,0.016,0.095,0.051,0.067,0.271
12:21:25.121,0,16385,0.007,0.037,0.027,0.037,0.136
12:21:26.119,0,16756,0.012,0.043,0.170,0.027,0.538
12:21:26.120,2,20313,0.009,0.043,0.046,0.419,0.566
12:21:26.137,1,28574,0.007,0.057,0.048,0.037,0.184
12:21:27.125,0,17132,0.007,0.033,0.052,0.026,0.159
12:21:28.117,2,21062,0.009,0.045,0.024,0.068,0.168
12:21:28.117,0,17498,0.008,0.030,0.026,0.040,0.130
12:21:28.142,1,29331,0.007,0.045,0.103,0.045,0.517
12:21:29.123,0,17870,0.008,0.034,0.055,0.023,0.170
12:21:30.119,0,18255,0.010,0.034,0.033,0.073,0.186
12:21:30.122,2,21816,0.013,0.036,0.023,0.024,0.116
12:21:30.143,1,30081,0.008,0.046,0.029,0.031,0.132
12:21:31.120,0,18624,0.011,0.034,0.030,0.020,0.127
12:21:32.119,0,18995,0.015,0.074,0.048,0.030,0.216
12:21:32.124,2,22566,0.019,0.076,0.074,0.027,0.226
12:21:32.140,1,30824,0.007,0.061,0.032,0.026,0.187
12:21:33.129,0,19354,0.007,0.067,0.066,0.052,0.251
12:21:34.119,0,19741,0.007,0.031,0.026,0.041,0.133
12:21:34.124,2,23279,0.008,0.047,0.029,0.028,0.134
12:21:34.154,1,31536,0.016,0.078,0.043,0.040,0.218
12:21:35.130,0,20114,0.007,0.028,0.022,0.264,0.343
12:21:36.124,0,20484,0.019,0.050,0.053,0.047,0.530
12:21:36.130,2,24023,0.017,0.087,0.026,0.087,0.262
12:21:36.156,1,32278,0.008,0.062,0.062,0.056,0.254
12:21:37.133,0,20866,0.008,0.051,0.047,0.035,0.176
12:21:38.128,0,21264,0.007,0.031,0.084,0.296,0.660
12:21:38.129,2,24787,0.010,0.041,0.020,0.065,0.155
12:21:38.159,1,33040,0.007,0.054,0.030,0.069,0.199
