wall_time,cam,rtp_seq,rtsp_unwrap_ms,depay_ms,pay_ms,udpsink_ms,total_sender_ms
16:50:56.288,0,27503,0.007,0.157,0.109,0.230,0.670
16:50:56.308,2,1138,0.008,0.098,0.059,0.089,0.409
16:50:56.346,1,6081,0.008,0.061,0.034,0.224,0.354
16:50:57.331,0,27940,0.007,0.073,0.042,0.125,0.319
16:50:58.324,2,1948,0.007,0.083,0.030,0.133,0.283
16:50:58.333,0,28284,0.007,0.110,0.083,0.062,0.300
16:50:58.351,1,6773,0.008,17.879,0.114,0.068,18.237
16:50:59.318,0,28651,0.007,0.044,0.034,0.073,0.209
16:51:00.317,2,2664,0.006,0.040,0.048,0.050,0.265
16:51:00.335,0,29009,0.022,0.192,0.355,0.072,0.741
16:51:00.339,1,7523,0.007,0.042,0.021,0.032,0.166
16:51:01.334,0,29379,0.007,0.091,0.065,0.071,0.263
16:51:02.333,0,29756,0.007,0.091,0.112,0.059,0.414
16:51:02.337,2,3379,0.021,0.058,0.030,0.125,0.293
16:51:02.359,1,8183,0.013,0.062,0.030,0.029,0.175
16:51:03.333,0,30133,0.007,0.118,0.031,0.025,0.208
16:51:04.335,0,30505,0.007,0.139,0.034,0.160,0.404
16:51:04.340,2,4111,0.007,0.085,0.027,0.045,0.192
16:51:04.360,1,8899,0.007,0.080,0.032,0.055,0.206
16:51:05.326,0,30880,0.007,0.125,0.038,0.035,0.237
16:51:06.329,0,31255,0.007,0.124,0.070,0.033,0.261
16:51:06.339,2,4849,0.017,0.103,0.049,0.029,0.232
16:51:06.360,1,9653,0.007,0.046,0.054,0.039,0.184
16:51:08.324,2,5600,0.006,0.049,0.065,0.053,0.232
16:51:08.336,0,32001,0.007,0.121,0.411,0.078,0.681
16:51:08.347,1,10385,0.007,0.039,0.033,0.026,0.139
16:51:09.294,0,32386,0.008,0.012,0.043,0.141,0.247
16:51:10.294,0,32612,0.008,0.016,0.038,0.026,0.122
16:51:10.309,2,6333,0.006,0.029,0.052,0.021,0.146
16:51:10.335,1,11113,0.007,0.021,0.040,0.023,0.164
16:51:11.304,0,32989,0.007,0.037,0.042,0.024,0.143
16:51:12.301,0,33377,0.008,0.025,0.033,0.040,0.130
16:51:12.312,2,7046,0.007,0.022,0.033,0.022,0.127
16:51:12.338,1,11936,0.007,0.024,0.027,0.036,0.116
16:51:13.313,0,33748,0.008,0.038,0.038,0.021,0.139
16:51:14.313,2,7763,0.013,0.057,0.072,0.032,0.247
16:51:14.319,0,34130,0.007,0.041,0.026,0.060,0.156
16:51:14.345,1,12621,0.007,0.043,0.030,0.022,0.135
16:51:15.315,0,34519,0.007,0.035,0.026,0.162,0.252
16:51:16.326,0,34901,0.008,0.051,0.033,0.050,0.169
16:51:16.328,2,8512,0.007,0.039,0.031,0.024,0.155
16:51:16.351,1,13360,0.008,0.040,0.035,0.024,0.151
16:51:17.319,0,35293,0.007,0.041,0.026,0.045,0.143
16:51:18.326,2,9276,0.007,0.051,0.035,0.155,0.299
16:51:18.327,0,35664,0.008,0.046,0.031,0.031,0.139
16:51:18.355,1,14110,0.007,0.037,0.057,0.054,0.186
16:51:19.314,0,36051,0.007,0.036,0.014,0.033,0.111
16:51:20.318,2,10039,0.007,0.037,0.086,0.065,0.262
16:51:20.320,0,36418,0.007,0.036,0.024,0.041,0.127
16:51:20.354,1,14859,0.007,0.035,0.041,0.187,0.307
16:51:21.315,0,36792,0.016,0.036,0.023,0.036,0.131
16:51:22.316,2,10765,0.018,0.053,0.042,0.045,0.222
16:51:22.318,0,37159,0.007,0.031,0.026,0.038,0.124
16:51:22.352,1,15598,0.007,0.033,0.025,0.176,0.263
16:51:23.309,0,37524,0.008,0.030,0.030,0.164,0.263
16:51:24.322,0,37880,0.008,0.045,0.112,0.045,0.268
16:51:24.330,2,11494,0.007,0.041,0.026,0.103,0.200
16:51:24.358,1,16335,0.007,0.038,0.044,0.181,0.309
16:51:25.330,0,38268,0.008,0.059,0.035,0.024,0.170
16:51:26.332,0,38660,0.007,0.082,0.024,0.035,0.167
16:51:26.349,2,12238,0.008,0.054,0.018,0.068,0.174
16:51:26.368,1,17086,0.007,0.067,0.032,0.059,0.190
16:51:27.338,0,39051,0.007,0.113,0.041,0.157,0.380
16:51:28.317,0,39462,0.010,0.043,0.066,0.114,0.276
16:51:28.319,2,13006,0.007,0.031,0.029,0.074,0.169
16:51:28.352,1,17845,0.007,0.031,0.056,0.029,0.264
16:51:29.298,0,39779,0.007,0.011,0.028,0.045,0.118
16:51:30.293,0,39938,0.008,0.013,0.044,0.054,0.152
16:51:30.320,2,13705,0.006,0.027,0.031,0.050,0.143
16:51:30.350,1,18585,0.007,0.027,0.037,0.026,0.138
16:51:31.316,0,40435,0.009,0.027,0.045,0.027,0.143
16:51:32.331,0,40821,0.008,0.056,0.022,0.037,0.141
16:51:32.332,2,14439,0.021,0.077,0.036,0.176,0.360
16:51:32.357,1,19285,0.008,0.051,0.027,0.051,0.162
16:51:33.331,0,41224,0.007,0.063,0.044,0.039,0.200
16:51:34.346,0,41627,0.020,0.114,0.085,0.131,0.575
16:51:34.354,2,15203,0.007,0.060,0.033,0.039,0.187
16:51:34.364,1,20032,0.009,0.049,0.034,0.027,0.171
16:51:35.345,0,42027,0.007,0.118,0.067,0.037,0.375
16:51:36.344,0,42414,0.008,0.111,0.060,0.021,0.250
16:51:36.353,2,15973,0.008,0.056,0.059,0.065,0.238
16:51:36.364,1,20805,0.007,0.045,0.059,0.040,0.202
16:51:37.340,0,42795,0.008,0.134,0.053,0.032,0.272
16:51:38.349,0,43172,0.006,0.111,0.097,0.028,0.324
16:51:38.356,2,16731,0.011,0.112,0.039,0.039,0.261
16:51:38.379,1,21564,0.008,0.069,0.039,0.033,0.202
16:51:39.345,0,43550,0.008,0.099,0.062,0.064,0.271
16:51:40.347,0,43924,0.008,0.112,0.030,0.039,0.244
16:51:40.357,2,17487,0.007,0.110,0.032,0.081,0.297
16:51:40.372,1,22321,0.009,0.073,0.037,0.030,0.207
16:51:41.340,0,44295,0.008,0.090,0.027,0.038,0.188
16:51:42.353,0,44667,0.063,0.103,0.052,0.048,0.321
16:51:42.356,2,18236,0.007,0.100,0.033,0.032,0.238
16:51:42.372,1,23067,0.007,0.067,0.053,0.031,0.217
16:51:43.343,0,45042,0.007,0.049,0.026,0.035,0.140
16:51:44.348,0,45418,0.014,0.149,0.097,0.130,0.456
16:51:44.357,2,18987,0.038,0.059,0.069,0.034,0.232
16:51:44.374,1,23814,0.008,0.044,0.030,0.025,0.165
16:51:45.340,0,45789,0.011,0.106,0.027,0.142,0.311
16:51:46.349,0,46164,0.010,0.046,0.016,0.027,0.155
16:51:46.355,2,19728,0.008,0.053,0.101,0.055,0.349
16:51:46.371,1,24543,0.008,0.060,0.036,0.024,0.182
16:51:47.336,0,46538,0.007,0.097,0.025,0.136,0.286
16:51:48.338,2,20473,0.008,0.045,0.108,0.133,0.456
16:51:48.345,0,46900,0.012,0.038,0.026,0.083,0.183
16:51:48.371,1,25281,0.007,0.038,0.030,0.031,0.130
16:51:49.338,0,47266,0.007,0.076,0.027,0.024,0.166
16:51:50.334,0,47637,0.009,0.101,0.041,0.093,0.395
16:51:50.353,2,21207,0.012,0.053,0.055,0.022,0.170
16:51:50.363,1,26011,0.007,0.040,0.029,0.032,0.135
16:51:51.346,0,48007,0.007,0.044,0.039,0.026,0.158
16:51:52.345,0,48378,0.009,0.041,0.066,0.023,0.299
16:51:52.354,2,21947,0.008,0.047,0.041,0.038,0.190
16:51:52.361,1,26745,0.008,0.035,0.031,0.026,0.163
16:51:53.352,0,48752,0.008,0.038,0.040,0.044,0.281
16:51:54.347,0,49129,0.007,0.048,0.023,0.264,0.357
16:51:54.351,2,22690,0.027,0.053,0.220,0.083,0.513
16:51:54.364,1,27466,0.007,0.038,0.017,0.034,0.164
16:51:55.343,0,49499,0.007,0.042,0.036,0.025,0.148
16:51:56.320,0,49886,0.007,0.020,0.035,0.224,0.323
16:51:56.323,2,23432,0.007,0.023,0.027,0.058,0.148
16:51:56.358,1,28183,0.008,0.028,0.028,0.031,0.119
16:51:57.327,0,50200,0.007,0.028,0.026,0.176,0.290
16:51:58.347,2,24126,0.047,0.061,0.029,0.039,0.196
16:51:58.352,0,50547,0.008,0.055,0.028,0.046,0.165
16:51:58.364,1,28910,0.012,0.057,0.034,0.024,0.185
16:51:59.346,0,50952,0.007,0.052,0.053,0.060,0.220
16:52:00.348,2,24892,0.007,0.052,0.033,0.048,0.175
16:52:00.353,0,51347,0.008,0.047,0.027,0.142,0.249
16:52:00.367,1,29651,0.007,0.058,0.027,0.041,0.163
16:52:01.352,0,51727,0.007,0.044,0.059,0.028,0.203
16:52:02.344,2,25656,0.007,0.062,0.033,0.055,0.226
16:52:02.344,0,52105,0.035,0.101,0.067,0.033,0.273
16:52:02.362,1,30392,0.013,0.070,0.032,0.034,0.183
