wall_time,cam_index,rtp_seq,network_ms
15:47:46.333,1,9773,0.0208
15:47:46.338,1,9797,0.0179
15:47:46.343,1,9807,0.0142
15:47:46.348,1,9817,0.0165
15:47:46.351,1,9828,0.0148
15:47:46.356,1,9838,0.0201
15:47:46.391,1,9849,0.0663
15:47:46.417,1,9860,0.0160
15:47:46.462,1,9868,0.0597
15:47:46.493,1,9879,0.0159
15:47:46.542,1,9890,0.0368
15:47:46.580,1,9902,0.0174
15:47:46.622,1,9911,0.0174
15:47:46.653,1,9921,0.0154
15:47:46.698,1,9931,0.0162
15:47:46.757,1,9940,0.0777
15:47:46.782,1,9951,0.0155
15:47:46.812,1,9962,0.0204
15:47:46.869,1,9973,0.0256
15:47:46.915,1,9983,0.0335
15:47:46.975,1,9993,0.0152
15:47:46.978,1,10003,0.0120
15:47:47.038,1,10015,0.0227
15:47:47.090,1,10025,0.0621
15:47:47.100,1,10037,0.0126
15:47:47.211,1,10047,0.0628
15:47:47.224,1,10057,0.0967
15:47:47.227,1,10067,0.0118
15:47:47.276,1,10077,0.0150
15:47:47.292,1,10087,0.0141
15:47:47.336,1,10097,0.0171
15:47:47.396,1,10109,0.0179
15:47:47.452,1,10122,0.0274
15:47:47.455,1,10131,0.0125
15:47:47.513,1,10140,0.0706
15:47:47.572,1,10150,0.0611
15:47:47.584,1,10161,0.0154
15:47:47.615,1,10172,0.0319
15:47:47.664,1,10182,0.0147
15:47:47.703,1,10193,0.0190
15:47:47.744,1,10202,0.0271
15:47:47.774,1,10213,0.0152
15:47:47.850,1,10224,0.0789
15:47:47.860,1,10233,0.0153
15:47:47.908,1,10244,0.1051
15:47:47.970,1,10253,0.1297
15:47:47.977,1,10264,0.0126
15:47:48.032,1,10275,0.0582
15:47:48.345,1,10467,0.2178
15:47:48.363,1,10511,0.0176
15:47:48.366,1,10522,0.0126
15:47:48.369,1,10533,0.0155
15:47:48.386,1,10556,0.0136
15:47:48.421,1,10567,0.0157
15:47:48.458,1,10579,0.0168
15:47:48.516,1,10589,0.0139
15:47:48.563,1,10599,0.0297
15:47:48.616,1,10609,0.0592
15:47:48.619,1,10622,0.0150
15:47:48.678,1,10631,0.0345
15:47:48.735,1,10643,0.0594
15:47:48.743,1,10654,0.0130
15:47:48.792,1,10665,0.0277
15:47:48.833,1,10677,0.0175
15:47:48.864,1,10687,0.0264
15:47:48.902,1,10697,0.0143
15:47:48.934,1,10707,0.0136
15:47:49.003,1,10717,0.0789
15:47:49.019,1,10728,0.0157
15:47:49.073,1,10738,0.0318
15:47:49.103,1,10749,0.0150
15:47:49.195,1,10760,0.0613
15:47:49.234,1,10772,0.1764
15:47:49.238,1,10783,0.0140
15:47:49.261,1,10794,0.0133
15:47:49.326,1,10805,0.0152
15:47:49.342,1,10816,0.0131
15:47:49.379,1,10827,0.0149
15:47:49.426,1,10838,0.0331
15:47:49.455,1,10848,0.0139
15:47:49.518,1,10859,0.0169
15:47:49.542,1,10869,0.0334
15:47:49.583,1,10880,0.0294
15:47:49.613,1,10890,0.0157
15:47:49.661,1,10901,0.0825
15:47:49.704,1,10912,0.0166
15:47:49.742,1,10921,0.0266
15:47:49.777,1,10932,0.0155
15:47:49.873,1,10942,0.0173
15:47:49.893,1,10952,0.0132
15:47:49.905,1,10962,0.0145
15:47:49.939,1,10974,0.0408
15:47:50.009,1,10986,0.0179
15:47:50.020,1,10996,0.0642
15:47:50.341,1,11203,0.1149
