wall_time,cam_index,decoder_ms
15:05:00.221,0,13.4797
15:05:01.466,2,16.8133
15:05:25.406,1,21.9619
15:05:25.408,0,25186.2956
15:05:25.411,2,23944.3504
15:05:25.422,2,23949.4677
15:05:25.423,1,15.4731
15:05:25.428,1,4.5004
15:05:25.429,0,25157.0887
15:05:25.433,2,23955.9395
15:05:25.437,1,7.9153
15:05:25.441,2,23955.4728
15:05:25.514,0,25237.1322
15:05:25.514,1,4.0841
15:05:25.527,2,24036.9615
15:05:25.527,1,3.8898
15:05:25.528,0,25246.7565
15:05:25.534,2,24037.3207
15:05:25.547,0,25179.2452
15:05:25.578,2,24075.3850
15:05:25.581,1,4.0596
15:05:25.583,0,25211.9061
15:05:25.592,1,4.0543
15:05:25.601,2,24093.5560
15:05:25.662,0,25279.1255
15:05:25.663,2,24032.5015
15:05:25.663,1,4.4563
15:05:25.670,0,25234.3543
15:05:25.676,1,4.2970
15:05:25.682,2,24030.1387
15:05:25.715,0,25248.4464
15:05:25.716,2,24040.5930
15:05:25.722,1,4.9224
15:05:25.745,0,25251.5977
15:05:25.751,1,4.0673
15:05:25.759,2,24078.6104
15:05:25.806,0,25261.5787
15:05:25.806,1,4.4331
15:05:25.811,2,24073.4877
15:05:25.827,0,25237.5877
15:05:25.838,1,4.5393
15:05:25.849,2,24099.6855
15:05:25.865,0,25256.2252
15:05:25.874,2,24085.4750
15:05:25.881,1,3.6622
15:05:25.937,0,25282.9605
15:05:25.938,2,24067.2133
15:05:25.938,1,4.4793
15:05:25.945,0,25252.2075
15:05:25.961,2,24078.1882
15:05:25.963,1,5.4633
15:05:25.992,0,25256.8747
15:05:25.997,1,5.1474
15:05:26.003,2,23948.4266
15:05:26.026,0,25258.3156
15:05:26.057,2,23997.6703
15:05:26.059,1,6.0791
15:05:26.070,0,25254.5913
15:05:26.076,1,5.2475
15:05:26.082,2,24019.1100
15:05:26.136,2,24062.7053
15:05:26.136,1,4.0280
15:05:26.220,1,4.1098
15:05:26.223,2,24106.3397
15:05:26.234,2,24112.3448
15:05:26.237,1,5.8156
15:05:26.243,0,25381.9035
15:05:26.247,0,25353.3169
15:05:26.252,0,25316.9549
15:05:26.257,0,25291.8094
15:05:26.269,1,4.3323
15:05:26.276,0,25260.2328
15:05:26.276,2,23907.3987
15:05:26.281,1,6.1354
15:05:26.284,2,23910.1974
15:05:26.367,0,25303.5835
15:05:26.367,2,23946.7789
15:05:26.368,1,4.8691
15:05:26.375,2,23951.4471
15:05:26.376,0,25083.5326
15:05:26.376,1,7.8198
15:05:26.383,0,25075.7961
15:05:26.392,1,4.0006
15:05:26.421,2,23935.2610
15:05:26.424,0,25045.4795
15:05:26.438,1,3.4345
15:05:26.442,2,23951.5574
15:05:26.486,0,25104.4799
15:05:26.489,1,5.3171
15:05:26.492,2,23997.2194
15:05:26.507,0,25056.8677
15:05:26.513,2,23966.9755
15:05:26.518,1,3.7224
15:05:26.551,0,25097.9650
15:05:26.553,1,5.0072
15:05:26.560,2,24010.1316
15:05:26.579,0,25110.7100
15:05:26.628,0,25149.1671
15:05:26.629,2,23984.1884
15:05:26.629,1,4.2898
15:05:26.642,1,4.2850
15:05:26.645,2,23996.8087
15:05:26.702,0,25217.1052
15:05:26.709,0,25220.2612
15:05:26.709,2,24043.9773
15:05:26.713,1,7.7936
15:05:26.719,2,23997.3164
15:05:26.719,1,5.0546
15:05:26.767,0,25269.6830
15:05:26.773,2,24045.7580
15:05:26.773,1,5.2137
15:05:26.779,0,25213.8981
15:05:26.798,1,4.1518
15:05:26.804,2,24073.6160
15:05:26.826,0,25195.7370
15:05:26.837,2,24082.6314
15:05:26.840,1,4.3635
15:05:26.905,0,25253.4693
15:05:26.912,1,4.8487
15:05:26.915,0,25239.7518
15:05:26.915,2,24122.7231
15:05:26.922,2,24065.8060
15:05:26.922,1,5.6643
15:05:26.987,0,25289.6386
15:05:26.987,1,3.5816
15:05:26.987,2,24114.9386
15:05:26.995,0,25256.5553
15:05:26.998,2,24049.4515
15:05:27.001,1,3.8039
15:05:27.049,0,25267.0052
15:05:27.049,1,4.0385
15:05:27.050,2,24097.8743
15:05:27.067,0,25258.1327
15:05:27.073,1,3.3922
15:05:27.082,2,24087.6467
15:05:27.253,0,25370.0620
15:05:27.330,0,25277.7444
15:05:27.379,0,25323.2987
15:05:27.410,0,25351.4288
15:05:27.415,0,25342.8512
15:05:27.497,2,24447.2848
15:05:27.500,1,19.0387
15:05:27.504,1,3.5978
15:05:27.574,0,25457.6563
15:05:27.576,2,24512.0421
15:05:27.577,1,5.6051
15:05:27.580,0,25097.9184
15:05:27.583,1,6.0144
15:05:27.592,2,23835.2633
15:05:27.624,0,25121.7484
15:05:27.641,0,25134.8801
15:05:27.641,1,4.6048
15:05:27.642,2,23880.7374
15:05:27.684,1,4.3709
15:05:27.684,0,25175.6361
15:05:27.684,2,23842.2373
15:05:27.693,1,6.7725
15:05:27.693,2,23848.2762
15:05:27.708,0,25196.4518
15:05:27.708,2,23861.0575
15:05:27.709,1,4.6083
15:05:27.716,0,25170.5479
15:05:27.717,1,7.6365
15:05:27.740,0,25162.3504
15:05:27.742,2,23889.4214
