wall_time,cam,rtp_seq,pipeline_ms,dropped_nals
12:12:51.363,0,15205,2.283,0
12:12:51.378,1,13834,4.152,0
12:12:51.380,2,25337,1.551,0
12:12:51.404,0,15298,2.146,0
12:12:51.420,1,13921,18.824,0
12:12:51.426,0,15311,0.598,0
12:12:51.430,2,25445,3.139,1
12:12:51.461,0,15323,5.298,0
12:12:51.469,2,25460,0.732,0
12:12:51.498,0,15335,0.696,0
12:12:51.508,1,13963,9.724,2
12:12:51.509,2,25474,1.010,0
12:12:51.538,0,15346,0.714,0
12:12:51.539,2,25487,0.428,0
12:12:51.543,1,13977,0.452,0
12:12:51.579,0,15355,0.445,0
12:12:51.585,2,25499,0.440,0
12:12:51.586,1,13990,0.881,0
12:12:51.610,0,15364,0.554,0
12:12:51.625,2,25511,0.467,0
12:12:51.628,1,14002,0.582,0
12:12:51.655,0,15373,0.887,0
12:12:51.659,1,14014,0.194,0
12:12:51.667,2,25522,0.220,0
12:12:51.697,0,15382,0.546,0
12:12:51.699,2,25534,0.389,0
12:12:51.704,1,14026,0.317,0
12:12:51.737,0,15391,0.260,0
12:12:51.745,2,25546,0.564,0
12:12:51.745,1,14038,0.315,0
12:12:51.778,0,15399,0.230,0
12:12:51.785,2,25557,0.403,0
12:12:51.787,1,14049,0.228,0
12:12:51.810,0,15406,0.149,0
12:12:51.820,1,14060,0.493,0
12:12:51.827,2,25567,0.408,0
12:12:51.851,0,15415,0.338,0
12:12:51.859,2,25578,0.261,0
12:12:51.864,1,14071,0.411,0
12:12:51.896,0,15423,0.318,0
12:12:51.904,2,25589,0.531,0
12:12:51.905,1,14082,0.281,0
12:12:51.937,0,15432,0.310,0
12:12:51.945,2,25599,0.271,0
12:12:51.947,1,14093,0.232,0
12:12:51.978,0,15440,0.335,0
12:12:51.979,1,14105,0.274,0
12:12:51.987,2,25611,0.264,0
12:12:52.010,0,15449,0.319,0
12:12:52.019,2,25624,0.256,0
12:12:52.023,1,14117,0.306,0
12:12:52.052,0,15458,0.210,0
12:12:52.065,2,25636,0.567,0
12:12:52.065,1,14130,0.359,0
12:12:52.096,0,15467,0.383,0
12:12:52.105,2,25648,0.209,0
12:12:52.107,1,14141,0.435,0
12:12:52.137,0,15477,0.547,0
12:12:52.140,1,14153,0.402,0
12:12:52.148,2,25660,0.255,0
