wall_time,cam_index,decoder_ms,dropped
11:56:28.274,2,21.9813,0
11:56:31.210,0,17.4570,0
11:56:56.344,1,18.7227,0
11:56:56.346,2,13.6988,693
11:56:56.349,0,7.3225,627
11:56:56.357,1,12.2601,0
11:56:56.361,0,6.6250,0
11:56:56.370,2,10.3702,0
11:56:56.370,1,10.6760,0
11:56:56.381,2,9.6426,0
11:56:56.390,0,4.8636,0
11:56:56.393,2,6.9904,0
11:56:56.393,1,7.3883,0
11:56:56.417,0,3.7646,0
11:56:56.422,1,5.3615,0
11:56:56.441,2,5.6271,0
11:56:56.449,0,3.9234,0
11:56:56.459,1,6.7201,0
11:56:56.470,2,5.7860,0
11:56:56.497,0,3.6140,0
11:56:56.502,2,4.5231,0
11:56:56.502,1,5.2464,0
11:56:56.557,1,4.8017,0
11:56:56.557,0,5.0430,0
11:56:56.563,2,9.3627,0
11:56:56.582,0,3.4331,0
11:56:56.585,2,4.1160,0
11:56:56.586,1,6.4555,0
11:56:56.610,0,4.2688,0
11:56:56.619,2,4.9256,0
11:56:56.620,1,5.2781,0
11:56:56.676,0,4.6879,0
11:56:56.677,2,4.6631,0
11:56:56.677,1,5.1889,0
11:56:56.695,0,3.4098,0
11:56:56.702,1,4.1357,0
11:56:56.706,2,5.8698,0
11:56:56.736,0,3.9383,0
11:56:56.743,1,3.9943,0
11:56:56.746,2,4.8730,0
11:56:56.781,0,3.5559,0
11:56:56.786,2,3.6152,0
11:56:56.787,1,4.5290,0
11:56:56.814,0,4.2253,0
11:56:56.831,1,3.9763,0
11:56:56.834,2,6.3590,0
11:56:56.856,0,3.8304,0
11:56:56.862,1,4.5785,0
11:56:56.864,2,4.5306,0
11:56:56.896,0,3.4543,0
11:56:56.907,1,4.0248,0
11:56:56.907,2,3.9219,0
11:56:56.948,1,4.1051,0
11:56:56.953,0,3.5676,0
11:56:56.953,2,3.7890,0
11:56:56.971,0,3.6519,0
11:56:56.992,1,3.8558,0
11:56:56.992,2,3.8143,0
11:56:57.013,0,3.4175,0
11:56:57.020,1,3.8412,0
11:56:57.023,2,3.4985,0
11:56:57.056,0,3.7437,0
11:56:57.063,1,4.0219,0
11:56:57.067,2,4.3618,0
11:56:57.116,1,3.8922,0
11:56:57.122,0,3.2387,0
11:56:57.124,2,5.3173,0
11:56:57.138,1,3.7041,0
11:56:57.138,0,4.4608,0
11:56:57.144,2,6.5741,0
11:56:57.189,1,3.7098,0
11:56:57.189,2,3.5619,0
11:56:57.233,1,3.2609,0
11:56:57.235,2,5.0418,0
11:56:57.241,0,12.7458,0
11:56:57.245,0,3.6507,0
11:56:57.259,1,4.1028,0
