abs_time,cam,rtp_seq
1777726052.344217,1,26179
1777726052.344227,1,26180
1777726052.344238,1,26181
1777726052.344250,1,26182
1777726052.344261,1,26183
1777726052.344273,1,26184
1777726052.344283,1,26185
1777726052.344293,1,26186
1777726052.344302,1,26187
1777726052.344314,1,26188
1777726052.344324,1,26189
1777726052.344335,1,26190
1777726052.344347,1,26191
1777726052.344357,1,26192
1777726052.344369,1,26193
1777726052.344380,1,26194
1777726052.344390,1,26195
1777726052.344400,1,26196
1777726052.344410,1,26197
1777726052.344420,1,26198
1777726052.344430,1,26199
1777726052.344440,1,26200
1777726052.344450,1,26201
1777726052.344462,1,26202
1777726052.344472,1,26203
1777726052.344484,1,26204
1777726052.344495,1,26205
1777726052.344506,1,26206
1777726052.344516,1,26207
1777726052.344527,1,26208
1777726052.344537,1,26209
1777726052.344548,1,26210
1777726052.344559,1,26211
1777726052.344570,1,26212
1777726052.344582,1,26213
1777726052.344593,1,26214
1777726052.344604,1,26215
1777726052.344887,0,10845
1777726052.344983,0,10846
1777726052.345087,0,10847
1777726052.345099,0,10848
1777726052.345109,0,10849
1777726052.345119,0,10850
1777726052.345129,0,10851
1777726052.345142,0,10852
1777726052.345151,0,10853
1777726052.345160,0,10854
1777726052.345169,0,10855
1777726052.345179,0,10856
1777726052.345188,0,10857
1777726052.345197,0,10858
1777726052.345208,0,10859
1777726052.345222,0,10860
1777726052.345232,0,10861
1777726052.345241,0,10862
1777726052.345251,0,10863
1777726052.345261,0,10864
1777726052.345270,0,10865
1777726052.345280,0,10866
1777726052.345289,0,10867
1777726052.345299,0,10868
1777726052.345309,0,10869
1777726052.345318,0,10870
1777726052.345327,0,10871
1777726052.345335,0,10872
1777726052.345345,0,10873
1777726052.345355,0,10874
1777726052.345364,0,10875
1777726052.345374,0,10876
1777726052.345385,0,10877
1777726052.345395,0,10878
1777726052.345411,0,10879
1777726052.345421,0,10880
1777726052.345432,0,10881
1777726052.345442,0,10882
1777726052.345453,0,10883
1777726052.345463,0,10884
1777726052.345474,0,10885
1777726052.345485,0,10886
1777726052.345498,0,10887
1777726052.345508,0,10888
1777726052.345518,0,10889
1777726052.345528,0,10890
1777726052.345539,0,10891
1777726052.345549,0,10892
1777726052.345562,0,10893
1777726052.345572,0,10894
1777726052.345582,0,10895
1777726052.345592,0,10896
1777726052.345602,0,10897
1777726052.345612,0,10898
1777726052.345623,0,10899
1777726052.345634,0,10900
1777726052.345644,0,10901
1777726052.345654,0,10902
1777726052.345665,0,10903
1777726052.345678,0,10904
1777726052.345690,0,10905
1777726052.345700,0,10906
1777726052.345713,0,10907
1777726052.345724,0,10908
1777726052.345736,0,10909
1777726052.345748,0,10910
1777726052.345758,0,10911
1777726052.345770,0,10912
1777726052.345784,0,10913
1777726052.345794,0,10914
1777726052.345806,0,10915
1777726052.345816,0,10916
1777726052.345827,0,10917
1777726052.345839,0,10918
1777726052.345849,0,10919
1777726052.345862,0,10920
1777726052.345873,0,10921
1777726052.345887,0,10922
1777726052.345902,0,10923
1777726052.345913,0,10924
1777726052.345931,0,10925
1777726052.345945,0,10926
1777726052.345959,0,10927
1777726052.345973,0,10928
1777726052.345985,0,10929
1777726052.345997,0,10930
1777726052.346009,0,10931
1777726052.346020,0,10932
1777726052.346030,0,10933
1777726052.346040,0,10934
1777726052.346051,0,10935
1777726052.346063,0,10936
1777726052.346073,0,10937
1777726052.346084,0,10938
1777726052.346095,0,10939
1777726052.346106,0,10940
1777726052.346116,0,10941
1777726052.346128,0,10942
1777726052.369357,2,19524
1777726052.369458,2,19525
1777726052.369606,2,19526
1777726052.369630,2,19527
1777726052.369651,2,19528
1777726052.369671,2,19529
1777726052.369691,2,19530
1777726052.369711,2,19531
1777726052.369730,2,19532
1777726052.369749,2,19533
1777726052.369767,2,19534
1777726052.369786,2,19535
1777726052.369805,2,19536
1777726052.369824,2,19537
1777726052.369843,2,19538
1777726052.369861,2,19539
1777726052.369880,2,19540
1777726052.369899,2,19541
1777726052.369917,2,19542
1777726052.369964,2,19543
1777726052.369983,2,19544
1777726052.370003,2,19545
1777726052.370021,2,19546
1777726052.370039,2,19547
1777726052.370132,2,19548
1777726052.370182,2,19549
1777726052.370211,2,19550
1777726052.370235,2,19551
1777726052.370258,2,19552
1777726052.370280,2,19553
1777726052.370305,2,19554
1777726052.370333,2,19555
1777726052.370354,2,19556
1777726052.370376,2,19557
1777726052.370407,2,19558
1777726052.370447,2,19559
1777726052.370494,2,19560
1777726052.370541,2,19561
1777726052.370585,2,19562
1777726052.370626,2,19563
1777726052.370671,2,19564
1777726052.370701,2,19565
1777726052.370722,2,19566
1777726052.370744,2,19567
1777726052.370768,2,19568
1777726052.370792,2,19569
1777726052.370815,2,19570
1777726052.370837,2,19571
1777726052.370860,2,19572
1777726052.370882,2,19573
1777726052.370903,2,19574
1777726052.370932,2,19575
1777726052.370955,2,19576
1777726052.370976,2,19577
1777726052.370997,2,19578
1777726052.371018,2,19579
1777726052.371039,2,19580
1777726052.371060,2,19581
1777726052.371081,2,19582
1777726052.371103,2,19583
1777726052.371123,2,19584
1777726052.371144,2,19585
1777726052.371166,2,19586
1777726052.371186,2,19587
1777726052.371207,2,19588
1777726052.371228,2,19589
1777726052.371248,2,19590
1777726052.371268,2,19591
1777726052.371292,2,19592
1777726052.371318,2,19593
1777726052.371349,2,19594
1777726052.371377,2,19595
1777726052.371405,2,19596
1777726052.371429,2,19597
1777726052.371453,2,19598
1777726052.371478,2,19599
1777726052.371503,2,19600
1777726052.371528,2,19601
1777726052.371554,2,19602
1777726052.371578,2,19603
1777726052.371601,2,19604
1777726052.371621,2,19605
1777726052.371642,2,19606
1777726052.371663,2,19607
1777726052.371684,2,19608
1777726052.371705,2,19609
1777726052.371726,2,19610
1777726052.371746,2,19611
1777726052.371767,2,19612
1777726052.371789,2,19613
1777726052.371810,2,19614
1777726052.371833,2,19615
1777726052.377686,1,26216
1777726052.377738,1,26217
1777726052.377779,1,26218
1777726052.377817,1,26219
1777726052.377854,1,26220
1777726052.377891,1,26221
1777726052.377937,1,26222
1777726052.377974,1,26223
1777726052.377994,1,26224
1777726052.378028,1,26225
1777726052.378064,1,26226
1777726052.378099,1,26227
1777726052.378135,1,26228
1777726052.386556,2,19616
1777726052.386578,2,19617
1777726052.386595,2,19618
1777726052.386611,2,19619
1777726052.386625,2,19620
1777726052.386639,2,19621
1777726052.386653,2,19622
1777726052.386668,2,19623
1777726052.386681,2,19624
1777726052.386695,2,19625
1777726052.386708,2,19626
1777726052.386722,2,19627
1777726052.388348,1,26229
1777726052.388387,1,26230
1777726052.388417,1,26231
1777726052.388447,1,26232
1777726052.388474,1,26233
1777726052.388502,1,26234
1777726052.388529,1,26235
1777726052.388555,1,26236
1777726052.388582,1,26237
1777726052.388608,1,26238
1777726052.388634,1,26239
1777726052.392609,0,10943
1777726052.392630,0,10944
1777726052.392649,0,10945
1777726052.392667,0,10946
1777726052.392686,0,10947
1777726052.392705,0,10948
1777726052.392723,0,10949
1777726052.392743,0,10950
1777726052.392762,0,10951
1777726052.392781,0,10952
1777726052.392799,0,10953
1777726052.392818,0,10954
1777726052.392836,0,10955
1777726052.395147,0,10956
1777726052.395168,0,10957
1777726052.395187,0,10958
1777726052.395205,0,10959
1777726052.395224,0,10960
1777726052.395242,0,10961
1777726052.395261,0,10962
1777726052.395280,0,10963
1777726052.395298,0,10964
1777726052.418470,2,19628
1777726052.418492,2,19629
1777726052.418511,2,19630
1777726052.418529,2,19631
1777726052.418548,2,19632
1777726052.418567,2,19633
1777726052.418586,2,19634
1777726052.418605,2,19635
1777726052.418623,2,19636
1777726052.418642,2,19637
1777726052.430111,1,26240
1777726052.430159,1,26241
1777726052.430186,1,26242
1777726052.430210,1,26243
1777726052.430233,1,26244
1777726052.430256,1,26245
1777726052.430279,1,26246
1777726052.430301,1,26247
1777726052.430323,1,26248
1777726052.430346,1,26249
1777726052.436150,0,10965
1777726052.436172,0,10966
1777726052.436191,0,10967
1777726052.436210,0,10968
1777726052.436229,0,10969
1777726052.436247,0,10970
1777726052.436266,0,10971
1777726052.436285,0,10972
1777726052.436304,0,10973
1777726052.436323,0,10974
1777726052.436342,0,10975
1777726052.463694,2,19638
1777726052.463715,2,19639
1777726052.463733,2,19640
1777726052.463753,2,19641
1777726052.463772,2,19642
1777726052.463790,2,19643
1777726052.463809,2,19644
1777726052.463829,2,19645
1777726052.463847,2,19646
1777726052.463866,2,19647
1777726052.463885,2,19648
1777726052.463904,2,19649
1777726052.471701,1,26250
1777726052.471733,1,26251
1777726052.471756,1,26252
1777726052.471780,1,26253
1777726052.471805,1,26254
1777726052.471828,1,26255
1777726052.471850,1,26256
1777726052.471873,1,26257
1777726052.471896,1,26258
1777726052.478141,0,10976
1777726052.478162,0,10977
1777726052.478181,0,10978
1777726052.478201,0,10979
1777726052.478221,0,10980
1777726052.478240,0,10981
1777726052.478260,0,10982
1777726052.478279,0,10983
1777726052.478297,0,10984
1777726052.503817,1,26259
1777726052.503850,1,26260
1777726052.503879,1,26261
1777726052.503908,1,26262
1777726052.503946,1,26263
1777726052.503972,1,26264
1777726052.503996,1,26265
1777726052.504020,1,26266
1777726052.504044,1,26267
1777726052.504795,2,19650
1777726052.504837,2,19651
1777726052.504868,2,19652
1777726052.504894,2,19653
1777726052.504918,2,19654
1777726052.504949,2,19655
1777726052.504971,2,19656
1777726052.504992,2,19657
1777726052.505014,2,19658
1777726052.505038,2,19659
1777726052.505060,2,19660
1777726052.505082,2,19661
1777726052.509492,0,10985
1777726052.509513,0,10986
1777726052.509532,0,10987
1777726052.509551,0,10988
1777726052.509570,0,10989
1777726052.509589,0,10990
1777726052.509608,0,10991
1777726052.509627,0,10992
1777726052.509645,0,10993
1777726052.509664,0,10994
1777726052.546339,2,19662
1777726052.546374,2,19663
1777726052.546404,2,19664
1777726052.546429,2,19665
1777726052.546453,2,19666
1777726052.546477,2,19667
1777726052.546499,2,19668
1777726052.546522,2,19669
1777726052.546544,2,19670
1777726052.546567,2,19671
1777726052.546595,2,19672
1777726052.549643,1,26268
1777726052.549675,1,26269
1777726052.549701,1,26270
1777726052.549726,1,26271
1777726052.549749,1,26272
1777726052.549772,1,26273
1777726052.549795,1,26274
1777726052.549816,1,26275
1777726052.549842,1,26276
1777726052.549867,1,26277
1777726052.555242,0,10995
1777726052.555270,0,10996
1777726052.555294,0,10997
1777726052.555317,0,10998
1777726052.555337,0,10999
1777726052.555357,0,11000
1777726052.555376,0,11001
1777726052.555396,0,11002
1777726052.555417,0,11003
1777726052.555437,0,11004
1777726052.579568,2,19673
1777726052.579610,2,19674
1777726052.579640,2,19675
1777726052.579665,2,19676
1777726052.579687,2,19677
1777726052.579709,2,19678
1777726052.579734,2,19679
1777726052.579757,2,19680
1777726052.579779,2,19681
1777726052.579801,2,19682
1777726052.579823,2,19683
1777726052.590344,1,26278
1777726052.590382,1,26279
1777726052.590409,1,26280
1777726052.590431,1,26281
1777726052.590456,1,26282
1777726052.590479,1,26283
1777726052.590500,1,26284
1777726052.590528,1,26285
1777726052.590551,1,26286
1777726052.590574,1,26287
1777726052.595785,0,11005
1777726052.595829,0,11006
1777726052.595863,0,11007
1777726052.595896,0,11008
1777726052.595931,0,11009
1777726052.595951,0,11010
1777726052.595972,0,11011
1777726052.595992,0,11012
1777726052.596012,0,11013
1777726052.624168,2,19684
1777726052.624198,2,19685
1777726052.624223,2,19686
1777726052.624247,2,19687
1777726052.624271,2,19688
1777726052.624294,2,19689
1777726052.624316,2,19690
1777726052.624338,2,19691
1777726052.624360,2,19692
1777726052.624383,2,19693
1777726052.624404,2,19694
1777726052.624431,2,19695
1777726052.631715,1,26288
1777726052.631753,1,26289
1777726052.631781,1,26290
1777726052.631808,1,26291
1777726052.631830,1,26292
1777726052.631854,1,26293
1777726052.631878,1,26294
1777726052.631902,1,26295
1777726052.631932,1,26296
1777726052.631957,1,26297
1777726052.638158,0,11014
1777726052.638187,0,11015
1777726052.638208,0,11016
1777726052.638229,0,11017
1777726052.638249,0,11018
1777726052.638270,0,11019
1777726052.638290,0,11020
1777726052.638310,0,11021
1777726052.638329,0,11022
1777726052.638349,0,11023
1777726052.664076,1,26298
1777726052.664113,1,26299
1777726052.664140,1,26300
1777726052.664165,1,26301
1777726052.664196,1,26302
1777726052.664226,1,26303
1777726052.664252,1,26304
1777726052.664287,1,26305
1777726052.664317,1,26306
1777726052.664341,1,26307
1777726052.664366,1,26308
1777726052.664798,2,19696
1777726052.664826,2,19697
1777726052.664849,2,19698
1777726052.664875,2,19699
1777726052.664899,2,19700
1777726052.664921,2,19701
1777726052.664954,2,19702
1777726052.664978,2,19703
1777726052.665000,2,19704
1777726052.665023,2,19705
1777726052.665048,2,19706
1777726052.669226,0,11024
1777726052.669252,0,11025
1777726052.669274,0,11026
1777726052.669295,0,11027
1777726052.669315,0,11028
1777726052.669334,0,11029
1777726052.669355,0,11030
1777726052.669374,0,11031
1777726052.669393,0,11032
1777726052.706043,2,19707
1777726052.706063,2,19708
1777726052.706079,2,19709
1777726052.706092,2,19710
1777726052.706105,2,19711
1777726052.706116,2,19712
1777726052.706129,2,19713
1777726052.706141,2,19714
1777726052.706153,2,19715
1777726052.706165,2,19716
1777726052.709418,1,26309
1777726052.709431,1,26310
1777726052.709442,1,26311
1777726052.709453,1,26312
1777726052.709463,1,26313
1777726052.709473,1,26314
1777726052.709484,1,26315
1777726052.709494,1,26316
1777726052.709505,1,26317
1777726052.709517,1,26318
1777726052.715489,0,11033
1777726052.715519,0,11034
1777726052.715544,0,11035
1777726052.715568,0,11036
1777726052.715592,0,11037
1777726052.715616,0,11038
1777726052.715651,0,11039
1777726052.715674,0,11040
1777726052.715697,0,11041
1777726052.715725,0,11042
1777726052.738359,2,19717
1777726052.738377,2,19718
1777726052.738390,2,19719
1777726052.738404,2,19720
1777726052.738415,2,19721
1777726052.738427,2,19722
1777726052.738439,2,19723
1777726052.738450,2,19724
1777726052.738461,2,19725
1777726052.738472,2,19726
1777726052.738483,2,19727
1777726052.750116,1,26319
1777726052.750141,1,26320
1777726052.750159,1,26321
1777726052.750175,1,26322
1777726052.750191,1,26323
1777726052.750206,1,26324
1777726052.750221,1,26325
1777726052.750236,1,26326
1777726052.750254,1,26327
1777726052.750270,1,26328
1777726052.755901,0,11043
1777726052.755969,0,11044
1777726052.756024,0,11045
1777726052.756039,0,11046
1777726052.756052,0,11047
1777726052.756065,0,11048
1777726052.756078,0,11049
1777726052.756091,0,11050
1777726052.756103,0,11051
1777726052.756115,0,11052
1777726052.784021,2,19728
1777726052.784060,2,19729
1777726052.784089,2,19730
1777726052.784115,2,19731
1777726052.784138,2,19732
1777726052.784162,2,19733
1777726052.784184,2,19734
1777726052.784206,2,19735
1777726052.784228,2,19736
1777726052.784249,2,19737
1777726052.784278,2,19738
1777726052.791795,1,26329
1777726052.791827,1,26330
1777726052.791848,1,26331
1777726052.791868,1,26332
1777726052.791886,1,26333
1777726052.791905,1,26334
1777726052.791928,1,26335
1777726052.791947,1,26336
1777726052.791965,1,26337
1777726052.797743,0,11053
1777726052.797774,0,11054
1777726052.797798,0,11055
1777726052.797817,0,11056
1777726052.797833,0,11057
1777726052.797849,0,11058
1777726052.797863,0,11059
1777726052.797877,0,11060
1777726052.824165,1,26338
1777726052.824205,1,26339
1777726052.824237,1,26340
1777726052.824265,1,26341
1777726052.824289,1,26342
1777726052.824314,1,26343
1777726052.824339,1,26344
1777726052.824363,1,26345
1777726052.824392,1,26346
1777726052.824418,1,26347
1777726052.824744,2,19739
1777726052.824776,2,19740
1777726052.824803,2,19741
1777726052.824828,2,19742
1777726052.824851,2,19743
1777726052.824873,2,19744
1777726052.824896,2,19745
1777726052.824919,2,19746
1777726052.824952,2,19747
1777726052.824976,2,19748
1777726052.824998,2,19749
1777726052.832397,0,11061
1777726052.832423,0,11062
1777726052.832444,0,11063
1777726052.832464,0,11064
1777726052.832481,0,11065
1777726052.832499,0,11066
1777726052.832516,0,11067
1777726052.832534,0,11068
1777726052.832552,0,11069
1777726052.832569,0,11070
1777726052.832587,0,11071
1777726052.866663,2,19750
1777726052.866702,2,19751
1777726052.866729,2,19752
1777726052.866753,2,19753
1777726052.866777,2,19754
1777726052.866801,2,19755
1777726052.866825,2,19756
1777726052.866854,2,19757
1777726052.866877,2,19758
1777726052.866899,2,19759
1777726052.866922,2,19760
1777726052.866958,2,19761
1777726052.869908,1,26348
1777726052.869958,1,26349
1777726052.869987,1,26350
1777726052.870011,1,26351
1777726052.870035,1,26352
1777726052.870058,1,26353
1777726052.870081,1,26354
1777726052.870104,1,26355
1777726052.870127,1,26356
1777726052.870149,1,26357
1777726052.870172,1,26358
1777726052.875392,0,11072
1777726052.875431,0,11073
1777726052.875461,0,11074
1777726052.875486,0,11075
1777726052.875510,0,11076
1777726052.875533,0,11077
1777726052.875555,0,11078
1777726052.875576,0,11079
1777726052.875600,0,11080
1777726052.875624,0,11081
1777726052.901342,2,19762
1777726052.901380,2,19763
1777726052.901412,2,19764
1777726052.901441,2,19765
1777726052.901465,2,19766
1777726052.901489,2,19767
1777726052.901517,2,19768
1777726052.901540,2,19769
1777726052.901561,2,19770
1777726052.901584,2,19771
1777726052.901607,2,19772
1777726052.910455,1,26359
1777726052.910493,1,26360
1777726052.910522,1,26361
1777726052.910545,1,26362
1777726052.910569,1,26363
1777726052.910592,1,26364
1777726052.910614,1,26365
1777726052.910636,1,26366
1777726052.910659,1,26367
1777726052.915831,0,11082
1777726052.915869,0,11083
1777726052.915897,0,11084
1777726052.915920,0,11085
1777726052.915958,0,11086
1777726052.915982,0,11087
1777726052.916003,0,11088
1777726052.916025,0,11089
1777726052.916048,0,11090
1777726052.943866,2,19773
1777726052.943903,2,19774
1777726052.943941,2,19775
1777726052.943966,2,19776
1777726052.943990,2,19777
1777726052.944013,2,19778
1777726052.944036,2,19779
1777726052.944059,2,19780
1777726052.944083,2,19781
1777726052.944105,2,19782
1777726052.944128,2,19783
1777726052.951888,1,26368
1777726052.951917,1,26369
1777726052.951950,1,26370
1777726052.951973,1,26371
1777726052.951997,1,26372
1777726052.952020,1,26373
1777726052.952041,1,26374
1777726052.952064,1,26375
1777726052.952085,1,26376
1777726052.952108,1,26377
1777726052.958033,0,11091
1777726052.958060,0,11092
1777726052.958083,0,11093
1777726052.958107,0,11094
1777726052.958128,0,11095
1777726052.958151,0,11096
1777726052.958172,0,11097
1777726052.958196,0,11098
1777726052.958219,0,11099
1777726052.984102,1,26378
1777726052.984133,1,26379
1777726052.984159,1,26380
1777726052.984184,1,26381
1777726052.984208,1,26382
1777726052.984231,1,26383
1777726052.984254,1,26384
1777726052.984278,1,26385
1777726052.984301,1,26386
1777726052.984325,1,26387
1777726052.984599,2,19784
1777726052.984635,2,19785
1777726052.984664,2,19786
1777726052.984690,2,19787
1777726052.984715,2,19788
1777726052.984739,2,19789
1777726052.984761,2,19790
1777726052.984784,2,19791
1777726052.984805,2,19792
1777726052.984828,2,19793
1777726052.989372,0,11100
1777726052.989402,0,11101
1777726052.989427,0,11102
1777726052.989450,0,11103
1777726052.989473,0,11104
1777726052.989498,0,11105
1777726052.989521,0,11106
1777726052.989542,0,11107
1777726052.989564,0,11108
1777726053.026539,2,19794
1777726053.026579,2,19795
1777726053.026608,2,19796
1777726053.026634,2,19797
1777726053.026661,2,19798
1777726053.026687,2,19799
1777726053.026710,2,19800
1777726053.026734,2,19801
1777726053.026758,2,19802
1777726053.026783,2,19803
1777726053.026807,2,19804
1777726053.029526,1,26388
1777726053.029562,1,26389
1777726053.029591,1,26390
1777726053.029616,1,26391
1777726053.029639,1,26392
1777726053.029662,1,26393
1777726053.029683,1,26394
1777726053.029706,1,26395
1777726053.029731,1,26396
1777726053.035229,0,11109
1777726053.035258,0,11110
1777726053.035280,0,11111
1777726053.035303,0,11112
1777726053.035326,0,11113
1777726053.035347,0,11114
1777726053.035368,0,11115
1777726053.035390,0,11116
1777726053.035411,0,11117
1777726053.035433,0,11118
1777726053.058641,2,19805
1777726053.058680,2,19806
1777726053.058708,2,19807
1777726053.058735,2,19808
1777726053.058758,2,19809
1777726053.058781,2,19810
1777726053.058808,2,19811
1777726053.058831,2,19812
1777726053.058853,2,19813
1777726053.058875,2,19814
1777726053.058898,2,19815
1777726053.070315,1,26397
1777726053.070349,1,26398
1777726053.070375,1,26399
1777726053.070397,1,26400
1777726053.070421,1,26401
1777726053.070444,1,26402
1777726053.070465,1,26403
1777726053.070487,1,26404
1777726053.070510,1,26405
1777726053.075866,0,11119
1777726053.075894,0,11120
1777726053.075920,0,11121
1777726053.075948,0,11122
1777726053.075969,0,11123
1777726053.075989,0,11124
1777726053.076011,0,11125
1777726053.076032,0,11126
1777726053.076053,0,11127
1777726053.103193,2,19816
1777726053.103230,2,19817
1777726053.103258,2,19818
1777726053.103281,2,19819
1777726053.103306,2,19820
1777726053.103330,2,19821
1777726053.103356,2,19822
1777726053.103379,2,19823
1777726053.103401,2,19824
1777726053.103423,2,19825
1777726053.103446,2,19826
1777726053.111886,1,26406
1777726053.111918,1,26407
1777726053.111956,1,26408
1777726053.111979,1,26409
1777726053.112003,1,26410
1777726053.112027,1,26411
1777726053.112049,1,26412
1777726053.112072,1,26413
1777726053.112095,1,26414
1777726053.112117,1,26415
1777726053.112140,1,26416
1777726053.118016,0,11128
1777726053.118036,0,11129
1777726053.118052,0,11130
1777726053.118065,0,11131
1777726053.118079,0,11132
1777726053.118093,0,11133
1777726053.118106,0,11134
1777726053.118121,0,11135
1777726053.118135,0,11136
1777726053.143972,1,26417
1777726053.144006,1,26418
1777726053.144034,1,26419
1777726053.144059,1,26420
1777726053.144084,1,26421
1777726053.144108,1,26422
1777726053.144131,1,26423
1777726053.144156,1,26424
1777726053.144181,1,26425
1777726053.144934,2,19827
1777726053.144974,2,19828
1777726053.145001,2,19829
1777726053.145027,2,19830
1777726053.145052,2,19831
1777726053.145076,2,19832
1777726053.145098,2,19833
1777726053.145120,2,19834
1777726053.145143,2,19835
1777726053.145165,2,19836
1777726053.145187,2,19837
1777726053.149564,0,11137
1777726053.149595,0,11138
1777726053.149624,0,11139
1777726053.149649,0,11140
1777726053.149673,0,11141
1777726053.149695,0,11142
1777726053.149718,0,11143
1777726053.149740,0,11144
1777726053.149764,0,11145
1777726053.149787,0,11146
1777726053.186729,2,19838
1777726053.186768,2,19839
1777726053.186796,2,19840
1777726053.186821,2,19841
1777726053.186846,2,19842
1777726053.186870,2,19843
1777726053.186893,2,19844
1777726053.186915,2,19845
1777726053.186951,2,19846
1777726053.186975,2,19847
1777726053.186999,2,19848
1777726053.189887,1,26426
1777726053.189943,1,26427
1777726053.189977,1,26428
1777726053.190010,1,26429
1777726053.190037,1,26430
1777726053.190061,1,26431
1777726053.190086,1,26432
1777726053.190109,1,26433
1777726053.190133,1,26434
1777726053.190155,1,26435
1777726053.190178,1,26436
1777726053.195472,0,11147
1777726053.195504,0,11148
1777726053.195530,0,11149
1777726053.195556,0,11150
1777726053.195580,0,11151
1777726053.195604,0,11152
1777726053.195626,0,11153
1777726053.195648,0,11154
1777726053.195670,0,11155
1777726053.195693,0,11156
1777726053.195714,0,11157
1777726053.221247,2,19849
1777726053.221287,2,19850
1777726053.221317,2,19851
1777726053.221341,2,19852
1777726053.221365,2,19853
1777726053.221390,2,19854
1777726053.221413,2,19855
1777726053.221436,2,19856
1777726053.221459,2,19857
1777726053.221481,2,19858
1777726053.221504,2,19859
1777726053.221528,2,19860
1777726053.221551,2,19861
1777726053.230480,1,26437
1777726053.230517,1,26438
1777726053.230542,1,26439
1777726053.230566,1,26440
1777726053.230588,1,26441
1777726053.230613,1,26442
1777726053.230636,1,26443
1777726053.230658,1,26444
1777726053.230680,1,26445
1777726053.230704,1,26446
1777726053.236126,0,11158
1777726053.236157,0,11159
1777726053.236184,0,11160
1777726053.236206,0,11161
1777726053.236231,0,11162
1777726053.236254,0,11163
1777726053.236276,0,11164
1777726053.236299,0,11165
1777726053.236320,0,11166
1777726053.236341,0,11167
1777726053.236365,0,11168
1777726053.264205,2,19862
1777726053.264243,2,19863
1777726053.264274,2,19864
1777726053.264301,2,19865
1777726053.264325,2,19866
1777726053.264347,2,19867
1777726053.264371,2,19868
1777726053.264395,2,19869
1777726053.264419,2,19870
1777726053.264441,2,19871
1777726053.271787,1,26447
1777726053.271817,1,26448
1777726053.271842,1,26449
1777726053.271866,1,26450
1777726053.271890,1,26451
1777726053.271912,1,26452
1777726053.271947,1,26453
1777726053.271971,1,26454
1777726053.271993,1,26455
1777726053.278271,0,11169
1777726053.278306,0,11170
1777726053.278334,0,11171
1777726053.278358,0,11172
1777726053.278382,0,11173
1777726053.278404,0,11174
1777726053.278427,0,11175
1777726053.278449,0,11176
1777726053.278470,0,11177
1777726053.278491,0,11178
1777726053.304447,1,26456
1777726053.304477,1,26457
1777726053.304506,1,26458
1777726053.304532,1,26459
1777726053.304559,1,26460
1777726053.304583,1,26461
1777726053.304607,1,26462
1777726053.304631,1,26463
1777726053.304654,1,26464
1777726053.304678,1,26465
1777726053.304701,1,26466
1777726053.304978,2,19872
1777726053.305013,2,19873
1777726053.305039,2,19874
1777726053.305063,2,19875
1777726053.305089,2,19876
1777726053.305112,2,19877
1777726053.305134,2,19878
1777726053.305157,2,19879
1777726053.305180,2,19880
1777726053.305203,2,19881
1777726053.305225,2,19882
1777726053.341573,0,11179
1777726053.341677,0,11180
1777726053.341904,0,11181
1777726053.341953,0,11182
1777726053.341978,0,11183
1777726053.342000,0,11184
1777726053.342023,0,11185
1777726053.342046,0,11186
1777726053.342067,0,11187
1777726053.342090,0,11188
1777726053.342112,0,11189
