wall_time,cam_index,rtp_seq,network_ms
11:56:28.276,2,3236,0.0870
11:56:28.286,2,3250,0.0727
11:56:28.306,2,3263,0.1865
11:56:28.337,2,3276,0.0476
11:56:28.374,2,3290,0.0562
11:56:28.417,2,3301,0.0535
11:56:28.441,2,3312,0.0479
11:56:28.489,2,3324,0.0576
11:56:28.534,2,3336,0.0509
11:56:28.584,2,3350,0.0625
11:56:28.599,2,3361,0.0264
11:56:28.651,2,3373,0.0565
11:56:28.697,2,3385,0.0549
11:56:28.732,2,3397,0.0540
11:56:28.762,2,3411,0.0546
11:56:28.830,2,3423,0.1352
11:56:28.846,2,3435,0.0563
11:56:28.900,2,3447,0.0594
11:56:28.933,2,3459,0.0270
11:56:28.967,2,3471,0.1004
11:56:29.010,2,3484,0.0472
11:56:29.062,2,3496,0.0750
11:56:29.082,2,3508,0.0558
11:56:29.128,2,3521,0.1848
11:56:29.189,2,3533,0.0919
11:56:29.214,2,3545,0.0506
11:56:29.257,2,3557,0.0742
11:56:29.290,2,3569,0.0493
11:56:29.333,2,3581,0.0515
11:56:29.394,2,3593,0.0482
11:56:29.403,2,3606,0.0506
11:56:29.460,2,3618,0.0610
11:56:29.486,2,3629,0.0475
11:56:29.536,2,3641,0.0473
11:56:29.602,2,3655,0.1217
11:56:29.609,2,3666,0.0455
11:56:29.661,2,3678,0.0562
11:56:29.689,2,3689,0.0480
11:56:29.722,2,3701,0.0508
11:56:29.771,2,3713,0.0476
11:56:29.834,2,3726,0.0205
11:56:29.849,2,3738,0.0501
11:56:29.886,2,3751,0.0527
11:56:29.957,2,3763,0.0360
11:56:29.971,2,3777,0.0543
11:56:30.011,2,3789,0.0490
11:56:30.057,2,3800,0.0488
11:56:30.088,2,3812,0.0489
11:56:30.142,2,3825,0.0226
11:56:30.270,2,3918,0.3754
11:56:30.307,2,3932,0.0494
11:56:30.314,2,3947,0.0479
11:56:30.322,2,3959,0.0489
11:56:30.329,2,3972,0.0920
11:56:30.375,2,3984,0.0465
11:56:30.437,2,3996,0.1020
11:56:30.446,2,4008,0.0500
11:56:30.498,2,4021,0.0481
11:56:30.530,2,4034,0.0488
11:56:30.572,2,4046,0.1162
11:56:30.619,2,4061,0.0502
11:56:30.648,2,4073,0.0686
11:56:30.691,2,4085,0.0475
11:56:30.731,2,4099,0.0638
11:56:30.793,2,4111,0.0723
11:56:30.809,2,4124,0.0471
11:56:30.899,2,4138,0.0474
11:56:30.906,2,4151,0.0247
11:56:30.940,2,4164,0.0542
11:56:30.970,2,4177,0.0375
11:56:31.010,2,4189,0.0451
11:56:31.069,2,4200,0.0552
11:56:31.082,2,4213,0.0475
11:56:31.132,2,4226,0.0494
11:56:31.181,2,4240,0.0703
11:56:31.210,0,13573,0.0225
11:56:31.226,2,4254,0.0634
11:56:31.243,2,4267,0.0310
11:56:31.245,0,13586,0.0356
11:56:31.288,0,13600,0.0729
11:56:31.289,2,4280,0.0242
11:56:31.340,0,13611,0.0812
11:56:31.341,2,4291,0.0240
11:56:31.356,0,13623,0.0529
11:56:31.370,2,4304,0.0744
11:56:31.408,0,13634,0.0413
11:56:31.409,2,4316,0.0793
11:56:31.448,0,13645,0.1285
11:56:31.454,2,4329,0.0682
11:56:31.499,0,13656,0.0328
11:56:31.505,2,4341,0.0520
11:56:31.516,0,13668,0.0294
11:56:31.532,2,4353,0.0244
11:56:31.564,0,13680,0.0236
11:56:31.567,2,4367,0.0676
11:56:31.628,2,4379,0.1955
11:56:31.628,0,13692,0.0881
11:56:31.648,0,13704,0.0345
11:56:31.649,2,4391,0.0503
11:56:31.687,0,13716,0.0263
11:56:31.694,2,4404,0.0578
11:56:31.722,0,13727,0.1176
11:56:31.743,2,4417,0.0577
11:56:31.764,0,13739,0.0232
11:56:31.774,2,4430,0.0525
11:56:31.807,0,13750,0.0440
11:56:31.810,2,4443,0.0555
11:56:31.843,0,13762,0.0254
11:56:31.853,2,4456,0.0519
11:56:31.898,0,13774,0.0559
11:56:31.899,2,4468,0.0725
11:56:31.932,2,4481,0.0934
11:56:31.932,0,13787,0.0817
11:56:31.966,0,13798,0.0388
11:56:31.971,2,4494,0.0853
11:56:32.013,0,13811,0.0398
11:56:32.015,2,4508,0.0539
11:56:32.043,2,4520,0.0651
11:56:32.043,0,13824,0.0259
11:56:32.093,0,13834,0.2941
11:56:32.093,2,4533,0.0773
11:56:32.143,0,13844,0.1104
11:56:32.144,2,4545,0.1351
11:56:32.313,0,13943,0.1193
11:56:32.316,2,4663,0.2387
11:56:32.334,0,13950,0.0471
11:56:32.339,0,13964,0.0265
11:56:32.340,2,4673,0.0885
11:56:32.345,2,4688,0.0576
11:56:32.345,0,13977,0.0225
11:56:32.351,0,13990,0.0238
11:56:32.369,2,4728,0.0238
11:56:32.370,0,14002,0.0237
11:56:32.425,0,14013,0.0705
11:56:32.427,2,4740,0.0566
11:56:32.443,2,4754,0.0522
11:56:32.448,0,14025,0.0547
11:56:32.489,0,14037,0.1800
11:56:32.490,2,4766,0.0504
11:56:32.545,0,14048,0.1410
11:56:32.546,2,4779,0.0637
11:56:32.568,0,14060,0.0524
11:56:32.572,2,4793,0.0631
11:56:32.615,0,14072,0.2353
11:56:32.615,2,4804,0.1057
11:56:32.637,0,14084,0.0243
11:56:32.661,2,4817,0.0531
11:56:32.684,0,14096,0.0249
11:56:32.695,2,4831,0.0846
11:56:32.723,0,14108,0.0772
11:56:32.729,2,4842,0.0250
11:56:32.776,0,14119,0.1187
11:56:32.777,2,4855,0.0845
11:56:32.801,0,14131,0.0510
11:56:32.827,2,4868,0.0595
11:56:32.844,0,14142,0.0238
11:56:32.852,2,4881,0.0566
11:56:32.902,0,14154,0.0249
11:56:32.904,2,4894,0.0614
11:56:32.928,2,4907,0.1149
11:56:32.928,0,14166,0.2763
11:56:32.956,0,14178,0.0252
11:56:32.970,2,4919,0.0235
11:56:33.015,0,14190,0.0941
11:56:33.017,2,4933,0.0526
11:56:33.065,0,14201,0.1543
11:56:33.065,2,4946,0.1828
11:56:33.086,2,4957,0.0928
11:56:33.087,0,14210,0.0220
11:56:33.120,0,14221,0.0245
11:56:33.130,2,4970,0.0608
11:56:33.174,2,4982,0.0316
11:56:33.203,0,14313,0.0610
11:56:33.247,2,4994,0.0517
11:56:33.249,0,14326,0.0581
11:56:33.253,2,5007,0.0253
11:56:33.256,0,14338,0.0554
11:56:33.293,2,5020,0.1193
11:56:33.293,0,14349,0.0805
11:56:33.347,0,14360,0.1638
11:56:33.349,2,5033,0.0525
11:56:33.365,0,14372,0.0246
11:56:33.372,2,5046,0.0505
11:56:33.437,0,14384,0.0845
11:56:33.437,2,5058,0.0771
11:56:33.443,0,14395,0.0269
11:56:33.450,2,5070,0.0492
11:56:33.490,0,14406,0.0245
11:56:33.496,2,5083,0.1035
11:56:33.544,0,14417,0.0265
11:56:33.550,2,5096,0.0230
11:56:33.556,0,14429,0.0260
11:56:33.562,2,5109,0.0489
11:56:33.601,0,14441,0.0231
11:56:33.604,2,5122,0.0544
11:56:33.661,0,14452,0.0392
11:56:33.663,2,5134,0.0477
11:56:33.687,0,14463,0.0388
11:56:33.690,2,5147,0.0552
11:56:33.718,0,14475,0.0260
11:56:33.724,2,5160,0.0272
11:56:33.772,0,14487,0.0974
11:56:33.776,2,5172,0.0535
11:56:33.806,0,14498,0.0262
11:56:33.827,2,5185,0.0475
11:56:33.848,0,14510,0.0874
11:56:33.852,2,5198,0.0467
11:56:33.881,0,14520,0.0233
11:56:33.885,2,5210,0.0244
11:56:33.944,0,14531,0.0935
11:56:33.945,2,5223,0.0560
11:56:33.966,0,14543,0.0584
11:56:33.970,2,5235,0.0473
11:56:34.006,0,14555,0.0249
11:56:34.012,2,5248,0.0230
11:56:34.045,0,14566,0.0462
11:56:34.045,2,5261,0.0436
11:56:34.090,0,14578,0.0858
11:56:34.091,2,5274,0.0351
11:56:34.124,0,14590,0.1084
11:56:34.148,2,5286,0.0236
11:56:34.230,0,14678,0.2254
11:56:34.234,2,5369,0.0903
11:56:34.272,0,14691,0.0245
11:56:34.273,2,5383,0.2437
11:56:34.278,0,14704,0.0550
11:56:34.280,2,5397,0.0531
11:56:34.285,0,14717,0.0275
11:56:34.286,2,5411,0.0229
11:56:34.327,0,14728,0.0244
11:56:34.332,2,5424,0.1291
11:56:34.373,0,14739,0.0626
11:56:34.374,2,5437,0.1538
11:56:34.409,0,14751,0.0539
11:56:34.429,2,5450,0.0536
11:56:34.451,0,14763,0.0857
11:56:34.451,2,5463,0.0650
11:56:34.506,0,14773,0.1776
11:56:34.506,2,5475,0.0639
11:56:34.525,0,14786,0.0252
11:56:34.533,2,5489,0.0504
11:56:34.584,0,14798,0.1175
11:56:34.584,2,5502,0.1559
11:56:34.603,0,14809,0.0393
11:56:34.604,2,5515,0.0389
11:56:34.644,0,14821,0.0241
11:56:34.655,2,5529,0.0555
11:56:34.739,0,14833,0.0954
11:56:34.739,2,5542,0.0750
11:56:34.745,0,14844,0.0258
11:56:34.747,2,5555,0.0488
11:56:34.771,0,14856,0.0592
11:56:34.771,2,5569,0.0835
11:56:34.805,0,14868,0.0250
11:56:34.811,2,5582,0.0496
11:56:34.860,0,14879,0.2664
11:56:34.861,2,5596,0.0549
11:56:34.878,0,14890,0.0501
11:56:34.917,2,5609,0.0873
11:56:34.923,0,14902,0.0248
11:56:34.926,2,5622,0.0730
11:56:34.977,0,14913,0.0698
11:56:34.979,2,5635,0.0744
11:56:35.009,0,14926,0.0255
11:56:35.025,2,5648,0.0677
11:56:35.037,0,14936,0.0240
11:56:35.053,2,5660,0.0487
11:56:35.092,0,14947,0.0256
11:56:35.092,2,5674,0.0237
11:56:35.138,0,14959,0.0433
11:56:35.144,2,5688,0.0490
11:56:35.171,2,5701,0.0695
11:56:35.216,0,15035,0.0751
11:56:35.220,2,5714,0.0478
11:56:35.234,0,15047,0.0471
11:56:35.273,2,5728,0.1337
11:56:35.274,0,15060,0.0507
11:56:35.290,0,15072,0.1608
11:56:35.291,2,5740,0.1899
11:56:35.325,0,15084,0.0506
11:56:35.333,2,5752,0.0478
11:56:35.382,0,15096,0.1693
11:56:35.383,2,5765,0.0474
11:56:35.409,2,5778,0.0954
11:56:35.409,0,15108,0.1602
11:56:35.449,0,15120,0.1321
11:56:35.450,2,5792,0.0645
11:56:35.479,0,15133,0.0261
11:56:35.494,2,5805,0.0470
11:56:35.527,0,15144,0.0252
11:56:35.534,2,5817,0.0553
11:56:35.585,2,5831,0.3692
11:56:35.585,0,15156,0.0355
11:56:35.610,0,15169,0.1318
11:56:35.611,2,5844,0.0477
11:56:35.641,0,15179,0.0236
11:56:35.650,2,5857,0.0486
11:56:35.700,0,15192,0.0874
11:56:35.701,2,5871,0.0501
11:56:35.725,2,5884,0.0688
11:56:35.726,0,15204,0.0238
11:56:35.769,0,15216,0.0406
11:56:35.773,2,5896,0.0346
11:56:35.818,0,15229,0.1200
11:56:35.818,2,5910,0.0786
11:56:35.844,0,15241,0.0528
11:56:35.852,2,5923,0.0553
11:56:35.885,2,5937,0.0241
11:56:35.888,0,15252,0.0232
11:56:35.929,0,15265,0.1051
11:56:35.931,2,5950,0.0536
11:56:35.958,0,15277,0.0255
11:56:36.015,2,5962,0.0771
11:56:36.015,0,15288,0.1074
11:56:36.023,2,5975,0.0505
11:56:36.047,0,15300,0.0858
11:56:36.047,2,5989,0.0845
11:56:36.090,0,15312,0.1763
11:56:36.094,2,6002,0.0514
11:56:36.131,0,15324,0.2159
11:56:36.133,2,6015,0.0543
11:56:36.256,0,15411,0.0867
11:56:36.271,2,6107,0.0604
11:56:36.278,0,15424,0.0243
11:56:36.286,0,15436,0.0255
11:56:36.290,2,6120,0.0257
11:56:36.292,0,15449,0.0248
11:56:36.295,2,6134,0.0224
11:56:36.330,2,6149,0.0704
11:56:36.330,0,15461,0.0249
11:56:36.337,2,6162,0.0553
11:56:36.374,0,15471,0.0250
