wall_time,cam_index,rtp_seq,network_ms
11:13:33.125,0,21973,0.0360
11:13:33.133,0,21982,0.0391
11:13:33.143,0,21989,0.2084
11:13:33.178,0,21997,0.0563
11:13:33.217,0,22004,0.0427
11:13:33.260,0,22012,0.0337
11:13:33.300,0,22019,0.0925
11:13:33.336,0,22027,0.0197
11:13:33.377,0,22033,0.0585
11:13:33.421,0,22041,0.0393
11:13:33.462,0,22048,0.0295
11:13:33.492,0,22055,0.0196
11:13:33.538,0,22062,0.0135
11:13:33.576,0,22068,0.0721
11:13:33.620,0,22076,0.1045
11:13:33.663,0,22083,0.0154
11:13:33.694,0,22090,0.0160
11:13:33.743,0,22096,0.0708
11:13:33.779,0,22103,0.0754
11:13:33.824,0,22111,0.0132
11:13:33.863,0,22118,0.2019
11:13:33.893,0,22126,0.0460
11:13:33.937,0,22134,0.0710
11:13:33.976,0,22141,0.0334
11:13:34.189,0,22313,0.2452
11:13:34.206,0,22340,0.0140
11:13:34.209,0,22349,0.0106
11:13:34.236,0,22357,0.0298
11:13:34.260,0,22365,0.0130
11:13:34.294,0,22373,0.0420
11:13:34.338,0,22381,0.0336
11:13:34.380,0,22389,0.0345
11:13:34.433,0,22396,0.0330
11:13:34.453,0,22403,0.0150
11:13:34.498,0,22411,0.0479
11:13:34.541,0,22418,0.0352
11:13:34.582,0,22426,0.0721
11:13:34.621,0,22433,0.0324
11:13:34.658,0,22440,0.0442
11:13:34.696,0,22447,0.1870
11:13:34.739,0,22454,0.0368
11:13:34.782,0,22461,0.0328
11:13:34.823,0,22469,0.0306
11:13:34.855,0,22476,0.0408
11:13:34.898,0,22484,0.0140
11:13:34.938,0,22491,0.0325
11:13:34.987,0,22498,0.0324
11:13:35.115,0,22685,0.1538
11:13:35.135,0,22694,0.0146
11:13:35.138,0,22703,0.0119
11:13:35.148,0,22712,0.0337
11:13:35.180,0,22720,0.0324
11:13:35.222,0,22730,0.0382
11:13:35.262,0,22739,0.0320
11:13:35.300,0,22747,0.0798
11:13:35.337,0,22755,0.0317
11:13:35.379,0,22763,0.0900
11:13:35.420,0,22771,0.0366
11:13:35.501,0,22779,0.0144
11:13:35.516,0,22785,0.0585
11:13:35.539,0,22792,0.1250
11:13:35.595,0,22801,0.1263
11:13:35.635,0,22809,0.0794
11:13:35.661,0,22817,0.0335
11:13:35.694,0,22824,0.0305
11:13:35.741,0,22831,0.0460
11:13:35.783,0,22838,0.1617
11:13:35.817,0,22845,0.0151
11:13:35.868,0,22852,0.0859
11:13:35.909,0,22859,0.0460
11:13:35.942,0,22867,0.0703
11:13:35.985,0,22875,0.0394
11:13:36.135,0,23031,0.2702
11:13:36.165,0,23041,0.1602
11:13:36.169,0,23050,0.0579
11:13:36.174,0,23060,0.0737
11:13:36.185,0,23069,0.0312
11:13:36.226,0,23077,0.0484
11:13:36.252,0,23085,0.1356
11:13:36.295,0,23092,0.0753
11:13:36.338,0,23100,0.0718
11:13:36.383,0,23108,0.0315
11:13:36.422,0,23117,0.0332
11:13:36.455,0,23125,0.0307
11:13:36.498,0,23133,0.0762
11:13:36.613,0,23141,0.0845
11:13:36.616,0,23149,0.0105
11:13:36.626,0,23159,0.0121
11:13:36.656,0,23168,0.0797
11:13:36.705,0,23175,0.1702
11:13:36.739,0,23182,0.1313
11:13:36.795,0,23190,0.1239
11:13:36.821,0,23198,0.0317
11:13:36.879,0,23206,0.0417
11:13:36.901,0,23215,0.0311
11:13:36.968,0,23223,0.0671
11:13:36.978,0,23232,0.0296
11:13:37.153,0,23402,0.1298
11:13:37.173,0,23412,0.0322
11:13:37.178,0,23421,0.0582
11:13:37.182,0,23430,0.0332
11:13:37.200,0,23440,0.0175
11:13:37.219,0,23448,0.0311
11:13:37.263,0,23456,0.0694
11:13:37.323,0,23465,0.0762
11:13:37.338,0,23473,0.0322
11:13:37.382,0,23481,0.0560
11:13:37.446,0,23489,0.0667
11:13:37.451,0,23497,0.0781
11:13:37.507,0,23504,0.0800
11:13:37.564,0,23512,0.0701
11:13:37.628,0,23520,0.2380
11:13:37.630,0,23527,0.0117
11:13:37.686,0,23535,0.0716
11:13:37.696,0,23544,0.0300
11:13:37.748,0,23553,0.0424
11:13:37.803,0,23561,0.0715
11:13:37.820,0,23569,0.0288
11:13:37.866,0,23577,0.0395
11:13:37.923,0,23585,0.1184
11:13:37.943,0,23594,0.0130
11:13:38.067,0,23602,0.0925
11:13:38.631,0,23772,0.1378
11:13:38.654,2,7132,0.0164
11:13:38.665,0,23792,0.0843
11:13:38.668,2,7144,0.0576
11:13:38.670,0,23800,0.0201
11:13:38.673,0,23808,0.0207
11:13:38.676,2,7155,0.0393
11:13:38.678,0,23816,0.0411
11:13:38.681,2,7166,0.0396
11:13:38.682,0,23824,0.0344
11:13:38.686,2,7177,0.0214
11:13:38.686,0,23833,0.0334
11:13:38.737,2,7189,0.0639
11:13:38.737,0,23842,0.3957
11:13:38.741,0,23849,0.0290
11:13:38.741,2,7201,0.0191
11:13:38.745,0,23856,0.0281
11:13:38.745,2,7212,0.0564
11:13:38.748,0,23863,0.0156
11:13:38.749,2,7222,0.0149
11:13:39.054,0,23871,0.1798
11:13:39.054,2,7233,0.0812
11:13:39.058,0,23879,0.0415
11:13:39.068,2,7245,0.1585
11:13:39.069,0,23887,0.0387
11:13:39.073,2,7256,0.0306
11:13:39.077,0,23896,0.0456
11:13:39.078,2,7267,0.0375
11:13:39.081,0,23904,0.0304
11:13:39.082,2,7278,0.0142
11:13:39.147,0,23912,0.2672
11:13:39.147,2,7287,0.1248
11:13:39.150,0,23920,0.0178
11:13:39.151,2,7297,0.0305
11:13:39.196,2,7309,0.0414
11:13:39.196,0,23929,0.2807
11:13:39.200,0,23936,0.0208
11:13:39.200,2,7322,0.0148
11:13:39.202,0,23945,0.0127
11:13:39.203,2,7334,0.0140
11:13:39.316,0,23952,0.0468
11:13:39.316,2,7343,0.0395
11:13:39.320,0,23959,0.1299
11:13:39.320,2,7352,0.0370
11:13:39.367,2,7364,0.0422
11:13:39.367,0,23968,0.2520
11:13:39.371,2,7375,0.0142
11:13:39.375,2,7388,0.0580
11:13:39.386,2,7399,0.0306
11:13:39.491,2,7409,0.0627
11:13:39.497,2,7419,0.1136
11:13:39.503,0,24154,0.1199
11:13:39.541,2,7430,0.0326
11:13:39.546,2,7441,0.0299
11:13:39.547,0,24191,0.0163
11:13:39.550,2,7454,0.0301
11:13:39.555,0,24223,0.1197
11:13:39.556,2,7465,0.0302
11:13:39.557,0,24230,0.0115
11:13:39.560,2,7475,0.1247
11:13:39.561,0,24237,0.0616
11:13:39.563,2,7486,0.0143
11:13:39.564,0,24246,0.0121
11:13:39.567,0,24255,0.0136
11:13:39.567,2,7498,0.0147
11:13:39.667,2,7508,0.0852
11:13:39.668,0,24262,0.0332
11:13:39.672,2,7519,0.0391
