wall_time,cam,rtp_seq,pipeline_ms
12:36:45.858,0,6024,1.143
12:36:45.902,0,6117,1.508
12:36:45.918,0,6127,0.226
12:36:45.925,2,5573,1.378
12:36:45.935,1,16995,1.783
12:36:45.944,2,5586,0.294
12:36:45.949,1,17004,0.334
12:36:45.951,0,6138,0.520
12:36:45.986,2,5598,0.283
12:36:45.991,1,17014,0.380
12:36:45.995,0,6149,0.407
12:36:46.018,2,5611,0.293
12:36:46.023,1,17024,0.364
12:36:46.036,0,6159,0.235
12:36:46.063,2,5624,0.351
12:36:46.067,1,17034,0.330
12:36:46.078,0,6170,0.364
12:36:46.103,2,5637,0.428
12:36:46.109,1,17043,0.473
12:36:46.110,0,6180,0.268
12:36:46.146,2,5649,0.463
12:36:46.152,1,17054,0.446
12:36:46.155,0,6190,0.439
12:36:46.177,2,5661,0.278
12:36:46.183,1,17064,0.540
12:36:46.196,0,6199,0.222
12:36:46.222,2,5673,0.456
12:36:46.228,1,17075,0.407
12:36:46.237,0,6209,0.276
12:36:46.263,2,5684,0.196
12:36:46.270,1,17085,0.416
12:36:46.278,0,6218,0.382
12:36:46.305,2,5696,0.441
12:36:46.310,0,6228,0.485
12:36:46.312,1,17095,0.647
12:36:46.344,1,17106,0.952
12:36:46.346,2,5709,0.633
12:36:46.355,0,6238,0.965
12:36:46.378,2,5721,0.452
12:36:46.385,1,17116,0.502
12:36:46.396,0,6247,0.187
12:36:46.422,2,5733,0.505
12:36:46.430,1,17128,0.671
12:36:46.437,0,6256,0.343
12:36:46.464,2,5746,0.525
12:36:46.471,1,17140,0.730
12:36:46.478,0,6265,0.239
12:36:46.506,2,5757,0.665
12:36:46.510,0,6275,0.435
12:36:46.511,1,17150,0.496
12:36:46.537,2,5768,0.271
12:36:46.543,1,17162,0.457
12:36:46.551,0,6285,0.175
12:36:46.582,2,5781,0.502
12:36:46.588,1,17172,0.330
12:36:46.596,0,6295,0.259
12:36:46.624,2,5793,0.288
12:36:46.630,1,17183,0.339
12:36:46.638,0,6306,0.653
12:36:46.667,2,5805,0.581
12:36:46.672,1,17195,0.334
12:36:46.678,0,6316,0.366
12:36:46.698,2,5816,0.882
12:36:46.704,1,17207,0.561
12:36:46.711,0,6326,0.440
12:36:46.743,2,5829,0.274
12:36:46.747,1,17218,0.210
12:36:46.755,0,6335,0.737
12:36:46.784,2,5840,0.295
12:36:46.789,1,17228,0.244
12:36:46.796,0,6344,0.236
12:36:46.825,2,5851,0.225
12:36:46.831,1,17239,0.242
12:36:46.838,0,6356,0.353
12:36:46.857,2,5863,0.405
12:36:46.863,1,17248,0.221
12:36:46.900,0,6463,1.073
12:36:46.902,2,5876,0.305
12:36:46.905,1,17258,0.235
12:36:46.917,0,6475,0.322
12:36:46.944,2,5887,0.324
12:36:46.949,1,17269,0.265
12:36:46.958,0,6486,0.292
12:36:46.986,2,5899,0.378
12:36:46.990,1,17279,0.258
12:36:46.991,0,6498,0.255
12:36:47.018,2,5911,0.280
12:36:47.031,1,17289,0.305
12:36:47.035,0,6508,0.216
12:36:47.063,1,17300,0.240
12:36:47.063,2,5923,0.335
12:36:47.076,0,6517,0.184
12:36:47.104,2,5934,0.449
12:36:47.108,1,17313,0.337
12:36:47.118,0,6528,0.244
12:36:47.146,2,5946,0.485
12:36:47.150,1,17325,0.214
12:36:47.151,0,6539,0.328
12:36:47.177,2,5958,0.258
12:36:47.192,1,17337,0.474
12:36:47.195,0,6550,0.310
12:36:47.223,2,5970,0.234
12:36:47.224,1,17348,0.533
12:36:47.236,0,6559,0.348
12:36:47.264,2,5983,0.265
12:36:47.269,1,17359,0.893
12:36:47.278,0,6568,0.469
12:36:47.306,2,5996,0.647
12:36:47.310,1,17369,0.576
12:36:47.310,0,6579,0.173
12:36:47.338,2,6008,0.320
12:36:47.352,1,17380,0.291
12:36:47.355,0,6588,0.499
12:36:47.383,2,6020,0.411
12:36:47.384,1,17390,0.463
12:36:47.396,0,6599,0.288
12:36:47.424,2,6031,0.306
12:36:47.427,1,17401,0.158
12:36:47.437,0,6608,0.241
12:36:47.466,2,6043,0.618
12:36:47.470,1,17413,0.300
12:36:47.479,0,6619,0.271
12:36:47.498,2,6057,0.292
12:36:47.512,0,6631,0.718
12:36:47.512,1,17425,0.184
12:36:47.543,2,6068,0.468
12:36:47.544,1,17440,0.181
12:36:47.556,0,6640,0.331
12:36:47.584,2,6080,0.287
12:36:47.590,1,17457,0.365
12:36:47.597,0,6651,0.327
12:36:47.627,2,6094,0.514
12:36:47.630,1,17470,0.261
12:36:47.638,0,6661,0.321
12:36:47.658,2,6105,0.365
12:36:47.670,0,6671,0.322
12:36:47.672,1,17484,0.321
12:36:47.702,2,6117,0.379
12:36:47.704,1,17498,0.162
12:36:47.716,0,6680,0.636
12:36:47.743,2,6128,0.224
12:36:47.748,1,17512,0.170
12:36:47.757,0,6690,0.473
12:36:47.788,2,6140,0.426
12:36:47.790,1,17525,0.256
12:36:47.799,0,6700,0.430
12:36:47.822,2,6151,0.340
12:36:47.831,0,6711,0.512
12:36:47.832,1,17539,0.276
12:36:47.864,2,6163,0.248
12:36:47.873,1,17554,0.175
12:36:47.901,0,6823,0.996
12:36:47.925,0,6834,0.191
12:36:47.933,1,17655,1.088
12:36:47.937,2,6276,1.061
12:36:47.945,2,6289,0.302
12:36:47.955,1,17665,0.246
12:36:47.956,0,6845,0.142
12:36:47.986,2,6303,0.407
12:36:47.996,1,17676,0.511
12:36:47.996,0,6856,0.301
12:36:48.027,2,6316,0.333
12:36:48.028,1,17687,0.356
12:36:48.037,0,6868,0.174
12:36:48.058,2,6327,0.441
12:36:48.069,1,17698,0.435
12:36:48.078,0,6878,0.207
12:36:48.103,2,6339,0.501
12:36:48.111,1,17710,0.383
12:36:48.111,0,6889,0.334
12:36:48.144,2,6352,0.285
12:36:48.152,1,17720,0.465
12:36:48.154,0,6899,0.244
12:36:48.184,1,17730,0.517
12:36:48.186,2,6364,0.323
12:36:48.196,0,6910,0.145
12:36:48.218,2,6376,0.157
12:36:48.230,1,17741,0.783
12:36:48.237,0,6920,0.218
12:36:48.263,2,6388,0.219
12:36:48.271,1,17752,0.637
12:36:48.278,0,6930,0.133
12:36:48.304,2,6401,0.214
12:36:48.310,0,6940,0.211
12:36:48.312,1,17762,0.585
12:36:48.344,1,17773,0.467
12:36:48.346,2,6414,0.189
12:36:48.355,0,6952,0.421
12:36:48.378,2,6426,0.138
12:36:48.389,1,17783,0.565
