wall_time,cam_index,rtp_seq,network_ms
15:24:05.906,0,6780,0.0158
15:24:05.909,0,6790,0.0188
15:24:06.000,0,6797,0.0155
15:24:06.004,0,6805,0.0267
15:24:06.008,0,6813,0.0320
15:24:06.043,0,6821,0.0163
15:24:06.090,0,6829,0.1023
15:24:06.128,0,6838,0.0153
15:24:06.160,0,6846,0.0148
15:24:06.197,0,6854,0.0168
15:24:06.250,0,6864,0.0416
15:24:06.282,0,6871,0.0144
15:24:06.327,0,6879,0.0336
15:24:06.360,0,6887,0.0140
15:24:06.416,0,6896,0.0301
15:24:06.437,0,6903,0.0133
15:24:06.477,0,6911,0.0143
15:24:06.535,0,6919,0.0200
15:24:06.625,0,6926,0.0961
15:24:06.627,0,6933,0.0130
15:24:06.651,0,6942,0.0180
15:24:06.688,0,6951,0.0368
15:24:06.736,0,6958,0.0171
15:24:06.777,0,6966,0.0453
15:24:07.114,0,7137,0.1950
15:24:07.131,0,7174,0.0122
15:24:07.134,0,7182,0.0188
15:24:07.137,0,7190,0.0138
15:24:07.158,0,7198,0.0587
15:24:07.163,0,7206,0.0233
15:24:07.167,0,7214,0.0185
15:24:07.168,1,4211,0.0238
15:24:07.175,1,4221,0.0314
15:24:07.179,1,4233,0.0204
15:24:07.199,0,7222,0.0189
15:24:07.229,1,4244,0.0326
15:24:07.232,0,7230,0.0172
15:24:07.274,1,4254,0.0357
15:24:07.281,0,7238,0.0168
15:24:07.299,1,4266,0.0287
15:24:07.344,0,7246,0.2634
15:24:07.348,1,4276,0.1231
15:24:07.359,0,7254,0.0208
15:24:07.396,1,4286,0.0337
15:24:07.402,0,7262,0.0145
15:24:07.413,1,4296,0.0389
15:24:07.427,0,7271,0.0148
15:24:07.455,1,4306,0.0365
15:24:07.471,0,7280,0.0140
15:24:07.491,1,4319,0.0149
15:24:07.520,0,7288,0.0138
15:24:07.528,1,4328,0.0138
15:24:07.554,0,7296,0.0130
15:24:07.572,1,4339,0.0209
15:24:07.601,0,7303,0.0137
15:24:07.624,1,4349,0.0211
15:24:07.635,0,7312,0.0163
15:24:07.670,1,4361,0.0137
15:24:07.675,0,7319,0.0127
15:24:07.683,1,4370,0.0163
15:24:07.716,0,7327,0.0132
15:24:07.732,1,4380,0.0145
15:24:07.765,0,7335,0.0136
