wall_time,cam,rtp_seq,pipeline_ms,dropped_nals
13:00:37.902,1,20878,1.342,0
13:00:37.904,2,8231,1.774,0
13:00:37.923,0,26325,1.468,0
13:00:37.925,1,20891,0.191,0
13:00:37.929,2,8244,0.458,0
13:00:37.944,0,26337,0.249,0
13:00:37.966,1,20903,0.386,0
13:00:37.972,2,8257,0.548,0
13:00:37.986,0,26349,0.161,0
13:00:38.003,2,8268,0.391,0
13:00:38.008,1,20915,0.375,0
13:00:38.027,0,26358,0.181,0
13:00:38.044,2,8280,0.662,0
13:00:38.050,1,20927,0.511,0
13:00:38.059,0,26368,0.188,0
13:00:38.081,1,20939,0.471,0
13:00:38.084,2,8292,0.786,0
13:00:38.103,0,26378,0.150,0
13:00:38.126,2,8304,0.682,0
13:00:38.127,1,20951,0.536,0
13:00:38.146,0,26387,0.223,0
13:00:38.157,2,8314,0.422,0
13:00:38.168,1,20965,0.615,0
13:00:38.187,0,26395,0.154,0
13:00:38.201,2,8326,0.385,0
13:00:38.210,1,20976,0.523,0
13:00:38.219,0,26404,0.216,0
13:00:38.240,1,20986,0.314,0
13:00:38.244,2,8338,0.571,0
13:00:38.263,0,26413,0.153,0
13:00:38.286,2,8350,0.670,0
13:00:38.287,1,20998,0.589,0
13:00:38.305,0,26422,0.174,0
13:00:38.317,2,8361,0.315,0
13:00:38.327,1,21009,0.438,0
13:00:38.346,0,26432,0.165,0
13:00:38.362,2,8372,0.228,0
13:00:38.369,1,21020,0.349,0
13:00:38.387,0,26441,0.256,0
13:00:38.400,1,21031,0.299,0
13:00:38.404,2,8384,0.325,0
13:00:38.419,0,26452,0.247,0
13:00:38.445,1,21044,0.434,0
13:00:38.445,2,8395,0.433,0
13:00:38.463,0,26461,0.194,0
13:00:38.477,2,8407,0.369,0
13:00:38.487,1,21057,0.246,0
13:00:38.505,0,26470,0.216,0
13:00:38.523,2,8419,0.424,0
13:00:38.527,1,21068,0.247,0
13:00:38.546,0,26479,0.135,0
13:00:38.563,2,8430,0.363,0
13:00:38.569,1,21081,0.246,0
13:00:38.588,0,26489,0.256,0
13:00:38.600,1,21092,0.232,0
13:00:38.605,2,8441,0.204,0
13:00:38.619,0,26499,0.251,0
13:00:38.637,2,8454,0.250,0
13:00:38.645,1,21102,0.261,0
13:00:38.663,0,26509,0.199,0
13:00:38.682,2,8465,0.206,0
13:00:38.687,1,21114,0.262,0
13:00:38.705,0,26518,0.116,0
13:00:38.723,2,8476,0.189,0
13:00:38.729,1,21125,0.261,0
13:00:38.746,0,26527,0.251,0
13:00:38.760,1,21137,0.253,0
13:00:38.765,2,8488,0.266,0
13:00:38.788,0,26536,0.249,0
13:00:38.797,2,8499,0.139,0
13:00:38.805,1,21149,0.463,0
13:00:38.819,0,26545,0.133,0
13:00:38.843,2,8511,0.216,0
13:00:38.847,1,21160,0.266,0
13:00:38.864,0,26555,0.280,0
13:00:38.883,2,8523,0.187,0
13:00:38.889,1,21171,0.230,0
13:00:38.921,1,21182,0.335,0
13:00:38.926,2,8534,0.496,0
