wall_time,cam_index,decoder_ms
12:20:19.450,0,16.6325
12:20:35.483,2,20.2408
12:20:43.496,1,15.7201
12:20:43.499,2,8015.2926
12:20:43.511,0,24060.2664
12:20:43.513,1,16.6286
12:20:43.516,0,24059.5381
12:20:43.519,1,5.1372
12:20:43.527,0,24066.5242
12:20:43.530,1,9.4290
12:20:43.537,0,24072.2617
12:20:43.537,1,6.4768
12:20:43.537,2,8026.0671
12:20:43.545,2,8025.8421
12:20:43.546,1,6.7126
12:20:43.546,0,24073.8936
12:20:43.554,0,24044.1573
12:20:43.555,1,7.4819
12:20:43.555,2,8028.0272
12:20:43.574,2,8043.4300
12:20:43.585,1,3.3145
12:20:43.585,0,24024.5835
12:20:43.592,1,6.5044
12:20:43.598,2,8051.8010
12:20:43.600,0,24005.5287
12:20:43.651,2,8039.7457
12:20:43.651,1,5.0269
12:20:43.651,0,24013.4655
12:20:43.685,2,8050.8045
12:20:43.685,1,4.6033
12:20:43.689,0,24002.1183
12:20:43.723,0,24010.9270
12:20:43.726,2,8047.3657
12:20:43.726,1,5.3491
12:20:43.752,1,4.0111
12:20:43.756,2,8045.8451
12:20:43.786,0,24028.8385
12:20:43.802,2,8043.5931
12:20:43.802,1,4.3699
12:20:43.814,0,23998.3866
12:20:43.864,1,3.6154
12:20:43.867,2,8053.3526
12:20:43.870,0,24032.2965
12:20:43.877,1,3.6106
12:20:43.877,2,8044.1469
12:20:43.882,0,24005.1668
12:20:43.936,2,8059.5056
12:20:43.937,1,4.3404
12:20:43.937,0,24025.8849
12:20:43.952,1,4.2655
12:20:43.958,2,8049.4122
12:20:43.967,0,23971.4641
12:20:44.003,2,8047.7306
12:20:44.003,1,4.7121
12:20:44.011,0,23996.0915
12:20:44.039,2,8028.4448
12:20:44.066,0,24035.8285
12:20:44.067,1,3.9802
12:20:44.078,2,8052.6268
12:20:44.082,1,4.6592
12:20:44.084,0,24012.3893
12:20:44.143,1,4.2034
12:20:44.158,2,8048.3865
12:20:44.158,0,24036.8310
12:20:44.165,2,8046.0481
12:20:44.165,1,7.2937
12:20:44.168,0,24015.9377
12:20:44.210,2,8036.6313
12:20:44.213,1,5.0738
12:20:44.213,0,24020.7325
12:20:44.239,2,8053.3324
12:20:44.243,1,5.4956
12:20:44.243,0,24009.0820
12:20:44.294,2,8052.8911
12:20:44.294,1,4.4449
12:20:44.320,1,4.1812
12:20:44.325,0,23974.9019
12:20:44.358,0,23990.2001
12:20:44.359,2,8086.7069
12:20:44.363,1,6.1380
12:20:44.366,2,8019.6617
12:20:44.366,0,23994.3365
12:20:44.428,1,4.1190
12:20:44.428,2,8077.8718
12:20:44.435,0,24038.8584
12:20:44.436,1,4.6623
12:20:44.453,2,8062.0172
12:20:44.455,0,24018.4941
12:20:44.495,1,3.5329
12:20:44.495,0,24017.1211
12:20:44.497,2,8032.5070
12:20:44.512,2,8038.0425
12:20:44.517,1,4.7122
12:20:44.525,0,24009.8434
12:20:44.574,2,8037.4554
12:20:44.577,1,6.0077
12:20:44.577,0,24018.6251
12:20:44.591,1,4.1928
12:20:44.599,2,8044.7955
12:20:44.628,0,23986.9423
12:20:44.634,1,4.2658
12:20:44.640,0,23995.6894
12:20:44.640,2,8042.6574
12:20:44.711,1,4.5262
12:20:44.712,2,8073.6959
12:20:44.712,0,24025.2947
12:20:44.725,2,8017.6207
12:20:44.728,0,24019.5335
12:20:44.728,1,5.0349
12:20:44.764,2,8049.4118
12:20:44.765,1,4.6414
12:20:44.769,0,24012.3421
12:20:44.791,1,3.5219
12:20:44.798,0,23986.5597
12:20:44.908,2,8064.4993
12:20:44.914,2,8061.4227
12:20:44.917,0,24054.8979
12:20:44.917,1,5.3302
12:20:44.921,2,8064.5690
12:20:44.924,0,24029.1945
12:20:44.925,1,7.0185
12:20:44.929,2,8012.9157
12:20:44.932,0,24026.2029
12:20:44.933,1,5.6040
12:20:44.997,1,4.3596
12:20:45.005,0,24021.6954
12:20:45.005,2,8082.9172
12:20:45.010,1,7.5413
12:20:45.013,2,8002.0382
12:20:45.014,0,24022.5000
12:20:45.077,1,4.1856
12:20:45.086,0,24037.9477
12:20:45.086,2,8072.0867
12:20:45.091,1,6.1144
12:20:45.094,2,8063.2661
12:20:45.094,0,23970.3515
12:20:45.111,1,4.8884
12:20:45.142,2,8067.5500
12:20:45.142,0,24014.7282
12:20:45.151,2,8005.6798
12:20:45.157,1,4.7495
12:20:45.163,0,24001.1122
12:20:45.211,2,8061.6376
12:20:45.211,0,24021.5568
12:20:45.211,1,4.8365
12:20:45.240,2,8020.7308
12:20:45.243,1,5.7278
12:20:45.264,0,24004.0625
12:20:45.367,0,23994.6355
12:20:45.406,0,24012.6599
12:20:45.427,0,23970.4319
12:20:45.430,1,15.7330
12:20:45.433,1,3.0362
12:20:45.434,0,23972.7189
12:20:45.441,1,7.1343
12:20:45.441,2,8207.4469
12:20:45.446,2,8053.4591
12:20:45.450,1,7.5107
12:20:45.452,2,8045.2367
12:20:45.455,1,4.8565
12:20:45.475,0,23991.6361
12:20:45.483,2,8073.1123
12:20:45.483,1,4.6371
12:20:45.488,0,23954.1475
12:20:45.685,2,8272.1136
12:20:45.688,1,6.0318
12:20:45.692,0,24148.5892
12:20:45.695,1,5.5492
12:20:45.695,2,8261.0567
12:20:45.699,0,24146.5234
12:20:45.703,2,8205.1897
12:20:45.703,1,6.3396
12:20:45.708,0,24105.2926
12:20:45.711,2,8205.4955
12:20:45.712,1,7.1003
12:20:45.716,0,24041.6614
12:20:45.720,2,8148.0198
12:20:45.720,1,6.3678
12:20:45.724,0,24046.1696
12:20:45.750,2,8159.1300
12:20:45.751,0,24020.2256
12:20:45.755,1,6.4388
12:20:45.761,2,8115.7805
12:20:45.762,1,5.4039
12:20:45.765,0,24017.6084
12:20:45.821,2,8155.4684
12:20:45.824,1,4.5802
12:20:45.824,0,24018.4479
12:20:45.842,2,8129.5268
12:20:45.842,1,4.6563
12:20:45.849,0,24013.9393
12:20:45.899,0,24003.7611
12:20:45.899,1,3.5941
12:20:45.900,2,8127.7482
12:20:45.915,1,3.5378
12:20:45.920,2,8120.8946
12:20:45.924,0,24018.3156
12:20:45.989,2,8138.9973
12:20:45.989,1,3.8882
12:20:45.989,0,24024.3139
12:20:46.001,2,8128.4162
12:20:46.001,0,24009.3101
12:20:46.005,1,6.4159
12:20:46.053,2,8126.8951
12:20:46.053,0,24014.8193
12:20:46.053,1,4.0708
12:20:46.076,1,3.7063
12:20:46.082,2,8124.9806
12:20:46.085,0,23969.5512
12:20:46.113,2,8115.9435
12:20:46.118,1,4.0997
12:20:46.127,0,24001.6555
12:20:46.210,2,8124.2495
12:20:46.218,2,8125.1089
12:20:46.218,0,24065.5274
12:20:46.222,1,6.9687
12:20:46.225,0,23983.8270
12:20:46.228,1,5.9301
12:20:46.265,1,4.6217
12:20:46.272,2,8156.5856
12:20:46.272,0,24027.0440
12:20:46.279,2,8120.5907
12:20:46.280,1,5.0378
12:20:46.360,2,8136.4399
12:20:46.363,1,5.0529
12:20:46.366,2,8134.6477
12:20:46.370,1,5.5153
12:20:46.373,0,24059.3220
12:20:46.376,0,24051.9788
12:20:46.382,0,24012.5511
12:20:46.398,1,3.7362
12:20:46.402,2,8112.3343
12:20:46.408,0,24018.6119
12:20:46.435,2,8077.7674
12:20:46.452,0,24013.6944
12:20:46.455,1,5.5480
12:20:46.483,1,4.5596
12:20:46.483,2,8113.3319
12:20:46.488,0,23986.2209
12:20:46.528,1,3.5108
12:20:46.536,2,8143.7183
12:20:46.536,0,24024.1959
12:20:46.558,1,4.8046
12:20:46.561,2,8123.9497
12:20:46.589,0,24020.1986
12:20:46.596,2,8101.0853
12:20:46.607,0,24012.7650
12:20:46.607,1,3.6096
12:20:46.668,1,4.4620
12:20:46.668,0,24014.8489
12:20:46.669,2,8155.1223
12:20:46.678,1,8.6475
12:20:46.684,2,8115.5342
12:20:46.686,0,24011.2352
12:20:46.742,2,8150.0109
12:20:46.742,1,3.7208
12:20:46.746,0,24023.1988
12:20:46.755,2,8117.0946
12:20:46.760,1,5.3756
12:20:46.763,0,24013.5655
12:20:46.913,2,8223.6244
12:20:46.917,0,24121.9754
12:20:46.917,1,5.7681
12:20:46.921,2,8200.7225
12:20:46.925,0,24074.3690
12:20:46.925,1,6.6674
12:20:46.929,2,8165.1591
12:20:46.932,0,24065.6721
12:20:46.932,1,6.4398
12:20:46.937,2,8120.3571
12:20:46.940,1,6.9324
12:20:46.953,0,24019.6111
12:20:46.957,2,8131.6282
12:20:46.963,1,4.1012
12:20:46.966,0,24013.1820
12:20:47.022,2,8127.5709
12:20:47.024,1,5.3179
12:20:47.026,0,24019.1193
12:20:47.045,1,3.8466
12:20:47.050,0,24022.4484
12:20:47.050,2,8131.5794
12:20:47.096,2,8131.6722
12:20:47.096,0,24023.5171
12:20:47.096,1,4.6218
12:20:47.169,2,8176.2732
12:20:47.176,1,4.4566
12:20:47.176,0,24038.2676
12:20:47.183,1,6.0819
12:20:47.228,2,8175.7660
12:20:47.229,1,3.5624
12:20:47.232,0,24080.0215
12:20:47.235,2,8162.0878
12:20:47.238,0,24006.4765
12:20:47.241,2,8117.4976
12:20:47.244,0,24002.1291
12:20:47.244,1,5.2803
12:20:47.398,1,15.1077
12:20:47.459,1,4.0669
12:20:47.464,1,4.9370
12:20:47.467,0,24093.1420
12:20:47.470,1,5.3242
12:20:47.472,0,24045.4400
12:20:47.513,0,24082.6518
12:20:47.516,1,5.6291
12:20:47.518,0,24071.1155
12:20:47.524,2,8376.9268
12:20:47.528,2,8333.4709
12:20:47.531,1,5.7438
12:20:47.531,0,24081.5144
12:20:47.535,2,8284.0118
12:20:47.538,1,5.8100
12:20:47.539,0,24071.7932
12:20:47.542,2,8053.8542
12:20:47.547,2,8042.1595
12:20:47.594,2,8085.2245
12:20:47.594,1,4.7098
12:20:47.594,0,24081.2914
12:20:47.604,2,8064.6879
12:20:47.605,0,24038.7909
12:20:47.609,1,8.1608
12:20:47.660,0,24069.1310
12:20:47.661,2,8113.4025
12:20:47.665,1,7.4525
12:20:47.680,2,8069.1621
12:20:47.684,1,6.5189
12:20:47.686,0,24042.5479
12:20:47.731,2,8093.5813
12:20:47.731,0,24061.8765
12:20:47.732,1,4.5881
12:20:47.754,2,8075.7619
12:20:47.758,1,4.6343
12:20:47.764,0,24055.8420
12:20:47.800,2,8090.9411
12:20:47.801,1,4.5240
12:20:47.806,0,24028.0497
12:20:47.873,2,8119.7282
12:20:47.875,0,24083.2478
12:20:47.876,1,5.7217
12:20:47.883,2,8071.9828
12:20:47.883,0,24031.1588
12:20:47.884,1,6.8600
12:20:47.937,2,8102.2290
12:20:47.937,0,24069.4794
12:20:47.937,1,4.9047
12:20:48.006,0,24084.4974
12:20:48.007,2,8120.2732
12:20:48.011,1,7.0742
12:20:48.014,0,24042.2421
12:20:48.014,2,8104.0376
12:20:48.018,1,6.8607
12:20:48.032,1,3.9848
12:20:48.037,0,24042.3454
12:20:48.140,2,8187.5276
12:20:48.144,1,5.9395
12:20:48.144,0,24092.4234
12:20:48.148,2,8127.3553
12:20:48.151,1,7.0217
