wall_time,cam,rtp_seq,pipeline_ms,dropped_nals
13:30:10.880,2,2211,2.132,0
13:30:10.906,0,23746,2.925,0
13:30:10.907,2,2301,4.233,0
13:30:10.915,1,8315,1.971,0
13:30:10.922,0,23752,0.437,0
13:30:10.928,2,2314,0.515,0
13:30:10.950,1,8327,12.862,0
13:30:10.959,2,2327,0.616,0
13:30:10.965,0,23764,0.702,0
13:30:10.978,1,8340,0.424,0
13:30:10.996,0,23776,0.514,0
13:30:11.000,2,2339,0.440,0
13:30:11.008,1,8351,0.175,0
13:30:11.040,0,23787,0.664,0
13:30:11.041,2,2351,0.742,0
13:30:11.050,1,8364,0.410,0
13:30:11.082,2,2363,0.506,0
13:30:11.082,0,23799,0.500,0
13:30:11.090,1,8377,0.166,0
13:30:11.113,2,2374,0.286,0
13:30:11.122,0,23807,0.226,0
13:30:11.131,1,8389,0.504,0
13:30:11.158,2,2386,0.639,0
13:30:11.162,1,8399,0.355,0
13:30:11.164,0,23817,0.131,0
13:30:11.196,0,23828,0.246,0
13:30:11.200,2,2400,0.382,0
13:30:11.207,1,8409,0.406,0
13:30:11.240,0,23840,0.424,0
13:30:11.242,2,2413,0.484,0
13:30:11.249,1,8420,0.591,0
13:30:11.273,2,2424,0.320,0
13:30:11.282,0,23849,0.353,0
13:30:11.291,1,8432,0.337,0
13:30:11.319,2,2436,0.951,0
13:30:11.322,1,8444,0.326,0
13:30:11.325,0,23860,0.633,0
13:30:11.356,0,23870,0.428,0
13:30:11.360,2,2448,0.516,0
13:30:11.368,1,8457,0.771,0
13:30:11.402,2,2460,0.464,0
13:30:11.402,0,23880,1.307,0
13:30:11.410,1,8470,0.791,0
13:30:11.442,2,2470,0.465,0
13:30:11.444,0,23891,0.546,0
13:30:11.451,1,8481,0.772,0
13:30:11.474,2,2483,0.425,0
13:30:11.483,1,8493,0.673,0
13:30:11.484,0,23901,0.295,0
13:30:11.516,0,23911,0.330,0
13:30:11.520,2,2494,1.290,0
13:30:11.528,1,8506,0.785,0
13:30:11.560,2,2505,0.691,0
13:30:11.561,0,23922,0.535,0
13:30:11.569,1,8519,0.481,0
13:30:11.602,2,2518,0.288,0
13:30:11.602,0,23931,0.607,0
13:30:11.611,1,8531,0.656,0
13:30:11.634,2,2531,0.328,0
13:30:11.643,1,8544,0.551,0
13:30:11.644,0,23941,0.474,0
13:30:11.676,0,23951,0.486,0
13:30:11.678,2,2542,0.408,0
13:30:11.688,1,8557,0.698,0
13:30:11.720,2,2554,0.330,0
13:30:11.721,0,23961,0.674,0
13:30:11.729,1,8570,0.677,0
13:30:11.762,2,2566,0.360,0
13:30:11.763,0,23972,0.501,0
13:30:11.771,1,8582,0.542,0
13:30:11.794,2,2578,0.299,0
13:30:11.803,1,8595,0.430,0
13:30:11.805,0,23982,0.581,0
13:30:11.836,0,23992,0.473,0
13:30:11.839,2,2591,0.538,0
13:30:11.848,1,8607,0.594,0
13:30:11.880,2,2603,0.365,0
13:30:11.890,1,8620,0.859,0
13:30:11.908,0,24105,1.274,0
13:30:11.922,2,2613,0.308,0
13:30:11.931,1,8631,0.164,0
13:30:11.954,2,2624,0.346,0
13:30:11.963,1,8644,0.261,0
13:30:11.977,0,24126,14.719,1
13:30:11.998,2,2635,0.380,0
13:30:12.003,0,24137,0.392,0
13:30:12.007,1,8657,0.190,0
13:30:12.040,2,2648,0.280,0
13:30:12.043,0,24148,0.438,0
