wall_time,cam,rtp_seq,pipeline_ms,dropped_nals
13:10:52.996,2,22213,1.774,0
13:10:53.034,2,22294,2.023,0
13:10:53.049,0,17577,4.007,0
13:10:53.052,1,13064,2.081,0
13:10:53.058,2,22306,0.270,0
13:10:53.088,0,17589,19.137,0
13:10:53.099,2,22318,0.319,0
13:10:53.100,0,17600,0.405,0
13:10:53.132,2,22331,0.252,0
13:10:53.134,1,13085,62.301,0
13:10:53.140,0,17610,0.419,0
13:10:53.144,1,13098,41.945,0
13:10:53.175,2,22344,0.435,0
13:10:53.181,0,17620,0.657,0
13:10:53.185,1,13111,41.319,0
13:10:53.215,2,22356,0.293,0
13:10:53.223,0,17631,0.467,0
13:10:53.226,1,13124,41.841,0
13:10:53.255,0,17641,0.585,0
13:10:53.258,1,13135,31.796,0
13:10:53.258,2,22369,0.656,0
13:10:53.289,2,22380,0.169,0
13:10:53.299,0,17652,0.502,0
13:10:53.302,1,13148,45.321,0
13:10:53.334,2,22392,0.423,0
13:10:53.341,0,17662,0.507,0
13:10:53.345,1,13161,42.851,0
13:10:53.376,2,22405,0.710,0
13:10:53.383,0,17672,0.627,0
13:10:53.386,1,13174,41.944,0
13:10:53.415,0,17681,0.671,0
13:10:53.417,1,13186,32.177,0
13:10:53.418,2,22418,0.233,0
13:10:53.449,2,22431,0.277,0
13:10:53.459,0,17690,0.862,0
13:10:53.462,1,13198,44.937,0
13:10:53.495,2,22444,0.574,0
13:10:53.501,0,17700,0.508,0
13:10:53.503,1,13210,42.521,0
13:10:53.535,2,22456,0.295,0
13:10:53.543,0,17710,0.542,0
13:10:53.545,1,13221,42.229,0
13:10:53.574,0,17720,0.337,0
13:10:53.577,1,13233,32.324,0
13:10:53.578,2,22468,0.280,0
13:10:53.610,2,22482,0.318,0
13:10:53.619,0,17730,0.333,0
13:10:53.621,1,13245,44.876,0
13:10:53.654,2,22494,0.286,0
13:10:53.661,0,17739,0.619,0
13:10:53.663,1,13256,42.310,0
13:10:53.695,2,22505,0.291,0
13:10:53.703,0,17749,0.204,0
13:10:53.706,1,13267,42.669,0
13:10:53.735,0,17759,0.462,0
13:10:53.737,1,13280,32.155,0
13:10:53.738,2,22518,0.180,0
13:10:53.769,2,22529,0.156,0
13:10:53.779,0,17769,0.403,0
13:10:53.781,1,13291,44.615,0
13:10:53.814,2,22541,0.717,0
13:10:53.821,0,17779,0.446,0
13:10:53.824,1,13302,42.492,0
13:10:53.855,2,22553,0.293,0
13:10:53.863,0,17789,0.594,0
13:10:53.865,1,13314,41.630,0
13:10:53.895,0,17799,0.414,0
13:10:53.898,2,22565,0.745,0
13:10:53.905,1,13326,41.097,0
13:10:53.929,2,22577,0.341,0
13:10:53.937,1,13337,32.302,0
13:10:53.939,0,17809,0.591,0
13:10:53.974,2,22589,0.534,0
13:10:53.981,1,13348,44.820,0
13:10:53.982,0,17818,0.386,0
13:10:54.016,2,22601,0.633,0
13:10:54.024,1,13360,43.137,0
13:10:54.034,0,17880,1.351,0
13:10:54.058,2,22614,0.558,0
13:10:54.059,0,17888,0.393,0
13:10:54.066,1,13371,42.301,0
13:10:54.089,2,22626,0.607,0
13:10:54.097,1,13382,32.321,0
13:10:54.100,0,17900,0.471,0
13:10:54.134,2,22637,0.773,0
13:10:54.141,0,17911,0.237,0
13:10:54.142,1,13395,45.599,0
13:10:54.175,2,22649,0.324,0
13:10:54.184,0,17923,0.562,0
13:10:54.184,1,13408,42.236,0
13:10:54.215,0,17935,0.268,0
13:10:54.217,2,22662,0.473,0
13:10:54.226,1,13419,42.030,0
13:10:54.257,1,13430,31.918,0
13:10:54.258,2,22674,0.849,0
13:10:54.259,0,17946,0.481,0
13:10:54.289,2,22686,0.395,0
13:10:54.301,0,17957,0.533,0
13:10:54.302,1,13442,44.996,0
13:10:54.334,2,22699,0.504,0
13:10:54.344,0,17969,0.476,0
13:10:54.344,1,13454,42.489,0
13:10:54.375,0,17981,0.222,0
13:10:54.376,2,22711,0.171,0
13:10:54.384,1,13465,40.931,0
13:10:54.417,2,22722,0.252,0
13:10:54.420,0,17992,0.286,0
13:10:54.425,1,13475,41.636,0
13:10:54.457,1,13486,32.162,0
13:10:54.460,2,22734,0.391,0
13:10:54.461,0,18004,0.284,0
13:10:54.494,2,22747,0.461,0
13:10:54.502,1,13499,44.945,0
13:10:54.503,0,18013,0.223,0
13:10:54.535,0,18024,0.264,0
13:10:54.535,2,22759,0.237,0
13:10:54.543,1,13509,41.950,0
13:10:54.576,2,22772,0.349,0
13:10:54.580,0,18036,0.288,0
13:10:54.585,1,13522,41.648,0
13:10:54.618,2,22784,0.377,0
13:10:54.621,0,18049,0.168,0
13:10:54.626,1,13533,41.434,0
13:10:54.650,2,22797,0.822,0
13:10:54.657,1,13545,31.969,0
13:10:54.663,0,18061,0.168,0
13:10:54.695,2,22811,1.285,0
13:10:54.695,0,18073,0.232,0
13:10:54.702,1,13558,44.717,0
13:10:54.736,2,22823,0.386,0
13:10:54.740,0,18084,0.417,0
13:10:54.744,1,13570,42.813,0
13:10:54.777,2,22836,0.706,0
13:10:54.782,0,18096,0.647,0
13:10:54.785,1,13584,41.007,0
13:10:54.818,2,22848,0.244,0
13:10:54.823,0,18106,0.158,0
13:10:54.826,1,13597,41.402,0
13:10:54.849,2,22860,0.153,0
13:10:54.855,0,18117,0.206,0
13:10:54.858,1,13609,31.998,0
13:10:54.894,2,22871,0.347,0
13:10:54.899,0,18128,0.298,0
13:10:54.902,1,13623,45.068,0
13:10:54.936,2,22883,0.342,0
13:10:54.941,0,18139,0.395,0
13:10:54.943,1,13633,41.694,0
13:10:54.978,2,22895,0.528,0
13:10:54.983,0,18151,0.214,0
13:10:54.985,1,13644,41.877,0
13:10:55.039,2,22999,1.219,0
13:10:55.045,1,13734,59.999,0
13:10:55.047,0,18246,2.137,0
13:10:55.065,2,23009,7.555,0
13:10:55.066,1,13744,24.291,0
13:10:55.100,2,23023,0.614,0
13:10:55.133,2,23037,0.436,0
13:10:55.138,1,13757,71.380,0
13:10:55.138,1,13768,30.365,0
13:10:55.172,0,18282,111.613,0
13:10:55.175,2,23050,0.330,0
13:10:55.180,0,18293,76.646,0
13:10:55.183,1,13780,45.650,0
13:10:55.216,2,23063,0.192,0
13:10:55.222,0,18303,86.231,0
13:10:55.224,1,13792,41.229,0
13:10:55.259,2,23077,1.165,0
13:10:55.264,0,18314,84.923,0
13:10:55.266,1,13803,42.613,0
13:10:55.290,2,23089,0.185,0
13:10:55.296,0,18326,74.705,0
13:10:55.298,1,13814,31.741,0
13:10:55.334,2,23101,0.323,0
13:10:55.340,0,18337,76.770,0
13:10:55.342,1,13826,44.796,0
13:10:55.376,2,23114,0.395,0
13:10:55.382,0,18349,86.949,0
13:10:55.384,1,13839,42.373,0
13:10:55.418,2,23126,0.257,0
13:10:55.424,0,18360,84.730,0
13:10:55.426,1,13852,41.840,0
13:10:55.450,2,23139,0.285,0
13:10:55.455,0,18371,74.025,0
13:10:55.458,1,13865,32.090,0
13:10:55.495,2,23152,0.325,0
13:10:55.500,0,18383,76.560,0
13:10:55.502,1,13877,44.463,0
13:10:55.537,2,23166,0.276,0
13:10:55.542,0,18395,86.526,0
13:10:55.544,1,13890,42.142,0
13:10:55.578,2,23177,0.272,0
13:10:55.584,0,18406,84.534,0
13:10:55.586,1,13903,42.287,0
13:10:55.610,2,23189,0.291,0
13:10:55.616,0,18419,74.471,0
13:10:55.617,1,13914,31.112,0
13:10:55.655,2,23203,0.286,0
13:10:55.661,0,18430,77.056,0
13:10:55.662,1,13926,45.657,0
13:10:55.696,2,23215,0.219,0
13:10:55.702,0,18441,86.313,0
13:10:55.703,1,13940,41.083,0
13:10:55.738,2,23227,0.242,0
13:10:55.744,0,18453,83.387,0
13:10:55.746,1,13953,42.507,0
13:10:55.770,2,23240,0.162,0
13:10:55.775,0,18462,74.165,0
13:10:55.778,1,13963,32.368,0
13:10:55.814,2,23254,0.217,0
13:10:55.820,0,18473,76.317,0
13:10:55.822,1,13974,44.556,0
13:10:55.856,2,23265,0.160,0
13:10:55.862,0,18484,86.985,0
13:10:55.864,1,13985,42.131,0
13:10:55.897,2,23278,0.470,0
13:10:55.904,0,18495,85.002,0
13:10:55.905,1,13997,41.026,0
13:10:55.936,0,18506,74.494,0
13:10:55.938,2,23290,0.146,0
13:10:55.946,1,14011,41.347,0
13:10:55.970,2,23303,0.339,0
13:10:55.978,1,14022,32.543,0
13:10:55.980,0,18518,76.943,0
13:10:56.014,2,23316,0.323,0
13:10:56.023,1,14036,45.267,0
13:10:56.039,0,18608,104.179,0
13:10:56.056,2,23327,0.176,0
13:10:56.060,0,18620,80.195,0
13:10:56.065,1,14048,42.276,0
13:10:56.097,2,23340,0.188,0
13:10:56.102,0,18633,63.780,0
13:10:56.106,1,14059,41.531,0
13:10:56.138,2,23351,0.403,0
13:10:56.139,1,14072,33.077,0
13:10:56.143,0,18645,83.292,0
13:10:56.170,2,23365,0.406,0
13:10:56.183,1,14085,44.917,0
13:10:56.184,0,18657,82.836,0
13:10:56.215,2,23379,0.301,0
13:10:56.216,0,18668,73.717,0
13:10:56.225,1,14098,42.096,0
13:10:56.257,2,23391,0.349,0
13:10:56.261,0,18679,76.928,0
13:10:56.266,1,14109,41.572,0
13:10:56.299,2,23404,0.643,0
13:10:56.299,1,14122,33.459,0
13:10:56.302,0,18689,86.153,0
13:10:56.330,2,23416,0.188,0
13:10:56.343,1,14134,45.103,0
13:10:56.344,0,18700,84.349,0
13:10:56.375,2,23428,0.803,0
13:10:56.377,0,18712,75.527,0
13:10:56.384,1,14146,41.894,0
13:10:56.417,2,23441,0.426,0
13:10:56.421,0,18725,77.067,0
13:10:56.426,1,14158,41.931,0
13:10:56.459,2,23454,0.307,0
13:10:56.459,1,14172,33.610,0
13:10:56.462,0,18737,86.159,0
13:10:56.490,2,23466,0.282,0
13:10:56.503,1,14184,43.925,0
13:10:56.504,0,18749,84.184,0
13:10:56.535,2,23479,0.707,0
13:10:56.536,0,18760,74.046,0
13:10:56.545,1,14198,42.722,0
13:10:56.577,2,23492,0.604,0
13:10:56.581,0,18771,77.007,0
13:10:56.587,1,14214,41.836,0
13:10:56.619,2,23504,0.548,0
13:10:56.621,0,18780,85.754,0
13:10:56.622,1,14229,35.875,0
13:10:56.651,2,23517,0.447,0
13:10:56.664,0,18793,83.358,0
