wall_time,cam,rtp_seq,rtsp_unwrap_ms,depay_ms,pay_ms,udpsink_ms,total_sender_ms
16:38:24.843,0,1444,0.000,0.062,0.000,0.052,0.329
16:38:24.915,1,32150,0.000,0.079,0.000,0.184,0.374
16:38:24.919,2,2798,0.000,0.092,0.000,0.039,0.196
16:38:25.880,0,1830,0.000,0.064,0.000,0.061,0.285
16:38:26.876,0,2158,0.000,0.035,0.000,0.143,0.241
16:38:26.903,1,32912,0.000,0.078,0.000,0.042,0.186
16:38:26.921,2,3480,0.000,0.088,0.000,0.209,0.362
16:38:27.881,0,2510,0.000,0.051,0.000,0.049,0.160
16:38:30.882,0,3613,0.000,0.067,0.000,0.065,0.199
16:38:31.876,0,3987,0.000,0.044,0.000,0.047,0.154
16:38:32.886,0,4352,0.000,0.078,0.000,0.038,0.300
16:38:32.919,1,35123,0.000,16.931,0.000,0.046,17.185
16:38:32.928,2,5649,0.000,0.152,0.000,0.027,0.215
16:38:33.888,0,4745,0.000,0.072,0.000,0.047,0.338
16:38:34.915,1,35884,0.000,0.060,0.000,0.204,0.333
16:38:34.926,2,6397,0.000,0.108,0.000,0.146,0.335
16:38:35.895,0,5497,0.000,0.088,0.000,0.140,0.288
16:38:36.909,0,5887,0.000,0.150,0.000,0.129,0.339
16:38:36.924,1,36640,0.000,0.110,0.000,0.098,0.359
16:38:36.944,2,7130,0.000,22.701,0.000,0.056,22.829
16:38:37.906,0,6277,0.000,0.069,0.000,0.187,0.429
16:38:38.904,0,6649,0.000,0.061,0.000,0.164,0.287
16:38:38.916,1,37398,0.000,0.045,0.000,0.028,0.244
16:38:38.932,2,7883,0.000,0.121,0.000,0.059,0.262
16:38:39.884,0,7020,0.000,0.034,0.000,0.032,0.137
16:38:40.896,0,7362,0.000,0.053,0.000,0.047,0.154
16:38:40.905,1,38136,0.000,0.029,0.000,0.025,0.117
16:38:40.929,2,8632,0.000,0.061,0.000,0.139,0.249
16:38:41.892,0,7730,0.000,0.060,0.000,0.048,0.182
16:38:42.877,0,8112,0.000,0.032,0.000,0.036,0.139
16:38:42.905,1,38838,0.000,0.026,0.000,0.051,0.145
16:38:42.927,2,9373,0.000,0.077,0.000,0.200,0.352
16:38:44.910,0,8845,0.000,0.098,0.000,0.114,0.276
16:38:44.923,1,39533,0.000,0.042,0.000,0.054,0.165
16:38:44.953,2,10098,0.000,0.075,0.000,0.113,0.512
