wall_time,cam,rtp_seq,passthrough_ms,dropped_packets
16:43:05.105,2,36519,1.081,0
16:43:05.105,1,48082,0.658,0
16:43:05.105,2,36520,0.774,0
16:43:05.105,1,48083,0.224,0
16:43:05.106,1,48084,0.236,0
16:43:05.106,2,36521,1.409,0
16:43:05.107,1,48085,0.500,0
16:43:05.107,1,48086,0.420,0
16:43:05.107,2,36522,0.959,0
16:43:05.107,2,36523,0.840,0
16:43:05.108,1,48087,0.368,0
16:43:05.108,2,36524,0.274,0
16:43:05.108,2,36525,0.199,0
16:43:05.108,2,36526,0.189,0
16:43:05.109,2,36527,0.188,0
16:43:05.109,2,36528,0.213,0
16:43:05.109,2,36529,0.200,0
16:43:05.109,1,48088,1.739,0
16:43:05.110,1,48092,0.887,3
16:43:05.110,1,48093,0.857,0
16:43:05.110,2,36530,0.268,0
16:43:05.110,1,48094,0.742,0
16:43:05.111,2,36531,0.206,0
16:43:05.111,1,48095,0.221,0
16:43:05.111,1,48096,0.387,0
16:43:05.112,2,36532,0.438,0
16:43:05.112,1,48097,0.574,0
16:43:05.112,2,36533,0.238,0
16:43:05.112,2,36534,0.171,0
16:43:05.113,2,36535,0.168,0
16:43:05.113,2,36536,0.166,0
16:43:05.113,1,48098,1.412,0
16:43:05.114,1,48102,0.685,3
16:43:05.114,2,36537,0.867,0
16:43:05.114,1,48103,0.904,0
16:43:05.114,2,36538,1.147,0
16:43:05.115,1,48104,0.479,0
16:43:05.115,2,36539,1.375,0
16:43:05.115,1,48105,0.520,0
16:43:05.115,2,36541,0.990,1
16:43:05.116,1,48106,0.742,0
16:43:05.116,2,36542,1.042,0
16:43:05.116,1,48107,0.765,0
16:43:05.116,2,36543,1.201,0
16:43:05.116,1,48108,0.546,0
16:43:05.117,2,36544,1.164,0
16:43:05.117,1,48109,0.755,0
16:43:05.117,2,36545,1.072,0
16:43:05.117,1,48110,0.703,0
16:43:05.117,1,48111,0.533,0
16:43:05.117,2,36546,0.779,0
16:43:05.118,2,36547,0.417,0
16:43:05.118,1,48112,0.313,0
16:43:05.118,1,48113,0.298,0
16:43:05.118,2,36548,0.857,0
16:43:05.119,2,36549,0.980,0
16:43:05.119,1,48114,0.387,0
16:43:05.119,2,36550,1.304,0
16:43:05.120,2,36551,1.205,0
16:43:05.120,2,36552,0.784,0
16:43:05.120,1,48115,0.703,0
16:43:05.120,1,48116,0.613,0
16:43:05.121,1,48117,0.374,0
16:43:05.121,2,36553,1.290,0
16:43:05.121,1,48118,0.752,0
16:43:05.121,1,48119,0.184,0
16:43:05.121,1,48120,0.332,0
16:43:05.122,2,36554,1.043,0
16:43:05.122,2,36555,0.523,0
16:43:05.122,2,36556,0.457,0
16:43:05.123,1,48121,0.662,0
16:43:05.123,2,36557,0.186,0
16:43:05.123,1,48122,0.941,0
16:43:05.123,1,48124,0.433,1
16:43:05.124,2,36558,0.474,0
16:43:05.124,2,36560,0.376,1
16:43:05.124,2,36561,0.585,0
16:43:05.124,1,48125,1.349,0
16:43:05.125,1,48126,1.344,0
16:43:05.125,2,36562,1.035,0
16:43:05.125,1,48127,0.581,0
16:43:05.125,2,36563,1.236,0
16:43:05.125,2,36565,0.571,1
16:43:05.126,2,36566,0.541,0
16:43:05.126,2,36567,0.564,0
16:43:05.126,1,48128,0.806,0
16:43:05.126,2,36570,0.580,2
16:43:05.126,2,36571,0.587,0
16:43:05.127,1,48129,0.509,0
16:43:05.127,1,48130,0.451,0
16:43:05.127,2,36572,0.897,0
16:43:05.127,1,48131,0.465,0
16:43:05.127,2,36574,0.788,1
16:43:05.128,2,36575,0.609,0
16:43:05.128,2,36576,0.646,0
16:43:05.128,1,48132,0.267,0
16:43:05.128,2,36577,0.667,0
16:43:05.128,1,48133,0.448,0
16:43:05.128,2,36578,0.273,0
16:43:05.129,1,48134,0.563,0
16:43:05.129,2,36579,0.457,0
16:43:05.129,2,36580,0.349,0
16:43:05.129,0,29724,0.498,0
16:43:05.129,0,29725,0.642,0
16:43:05.130,2,36581,0.910,0
16:43:05.130,1,48135,0.546,0
16:43:05.130,0,29726,0.813,0
16:43:05.130,2,36584,1.053,2
16:43:05.131,1,48136,0.406,0
16:43:05.131,0,29727,1.269,0
16:43:05.131,2,36588,0.814,3
16:43:05.131,2,36590,0.648,1
16:43:05.131,2,36591,0.536,0
16:43:05.131,2,36592,0.184,0
16:43:05.132,1,48137,0.901,0
16:43:05.132,2,36593,0.496,0
16:43:05.132,0,29728,2.659,0
16:43:05.132,0,29739,0.499,10
16:43:05.132,2,36594,0.499,0
16:43:05.133,1,48140,1.174,2
16:43:05.133,0,29740,0.686,0
16:43:05.133,2,36595,0.810,0
16:43:05.133,1,48141,1.486,0
16:43:05.133,0,29741,0.130,0
16:43:05.133,2,36596,1.006,0
16:43:05.133,0,29742,0.273,0
16:43:05.134,0,29743,0.089,0
16:43:05.134,1,48143,1.782,1
16:43:05.134,0,29744,0.222,0
16:43:05.134,0,29745,0.078,0
16:43:05.134,1,48145,0.395,1
16:43:05.134,1,48146,0.251,0
16:43:05.134,0,29746,0.152,0
16:43:05.134,1,48147,0.111,0
16:43:05.134,0,29747,0.327,0
16:43:05.135,0,29748,0.252,0
16:43:05.135,1,48148,0.565,0
16:43:05.135,1,48152,0.329,3
16:43:05.135,0,29749,0.335,0
16:43:05.135,0,29750,0.216,0
16:43:05.135,1,48153,0.486,0
16:43:05.135,1,48155,0.316,1
16:43:05.135,0,29751,0.076,0
16:43:05.135,1,48156,0.274,0
16:43:05.135,1,48157,0.225,0
16:43:05.136,0,29752,0.123,0
16:43:05.136,0,29753,0.052,0
16:43:05.136,0,29754,0.049,0
16:43:05.136,0,29755,0.091,0
16:43:05.136,0,29756,0.082,0
16:43:05.136,0,29757,0.093,0
16:43:05.136,0,29758,0.095,0
16:43:05.136,0,29759,0.104,0
16:43:05.136,0,29760,0.094,0
16:43:05.136,0,29761,0.086,0
16:43:05.136,0,29762,0.091,0
16:43:05.136,0,29763,0.102,0
16:43:05.136,0,29764,0.088,0
16:43:05.136,0,29765,0.086,0
16:43:05.136,0,29766,0.083,0
16:43:05.136,0,29767,0.083,0
16:43:05.136,0,29768,0.091,0
16:43:05.137,0,29769,0.085,0
16:43:05.137,0,29770,0.083,0
16:43:05.137,0,29771,0.163,0
16:43:05.137,0,29772,0.074,0
16:43:05.143,0,29773,0.119,0
16:43:05.143,0,29774,0.235,0
16:43:05.143,0,29775,0.178,0
16:43:05.143,0,29776,0.148,0
16:43:05.143,0,29777,0.113,0
16:43:05.143,0,29778,0.121,0
16:43:05.144,0,29779,0.128,0
16:43:05.144,0,29780,0.091,0
16:43:05.144,0,29781,0.107,0
16:43:05.144,0,29782,0.110,0
16:43:05.144,0,29783,0.100,0
16:43:05.145,0,29784,0.083,0
16:43:05.145,0,29785,0.076,0
16:43:05.145,0,29786,0.099,0
16:43:05.145,0,29787,0.079,0
16:43:05.145,0,29788,0.080,0
16:43:05.146,0,29789,0.075,0
16:43:05.146,0,29790,0.079,0
16:43:05.146,0,29791,0.087,0
16:43:05.146,0,29792,0.076,0
16:43:05.146,0,29793,0.073,0
16:43:05.147,0,29794,0.075,0
16:43:05.147,0,29795,0.076,0
16:43:05.147,0,29796,0.070,0
16:43:05.147,0,29797,0.070,0
16:43:05.147,0,29798,0.069,0
16:43:05.147,0,29799,0.077,0
16:43:05.148,0,29800,0.069,0
16:43:05.148,0,29801,0.072,0
16:43:05.148,0,29802,0.065,0
16:43:05.148,0,29803,0.066,0
16:43:05.148,0,29804,0.197,0
16:43:05.149,0,29805,0.057,0
16:43:05.149,0,29806,0.055,0
16:43:05.149,0,29807,0.056,0
16:43:05.149,0,29808,0.114,0
16:43:05.149,0,29809,0.215,0
16:43:05.149,0,29810,0.218,0
16:43:05.149,0,29811,0.165,0
16:43:05.150,0,29812,0.153,0
16:43:05.150,0,29813,0.129,0
16:43:05.150,0,29814,0.170,0
16:43:05.150,0,29816,0.126,1
16:43:05.150,0,29817,0.186,0
16:43:05.150,0,29818,0.199,0
16:43:05.150,0,29819,0.204,0
16:43:05.150,0,29820,0.198,0
16:43:05.150,0,29822,0.154,1
16:43:05.150,0,29823,0.197,0
16:43:05.150,0,29824,0.193,0
16:43:05.151,0,29825,0.216,0
16:43:05.151,0,29828,0.114,2
16:43:05.151,0,29829,0.179,0
16:43:05.151,0,29830,0.196,0
16:43:05.151,0,29832,0.116,1
16:43:05.151,0,29833,0.202,0
16:43:05.151,0,29834,0.182,0
16:43:05.151,0,29835,0.161,0
16:43:05.151,0,29836,0.170,0
16:43:05.151,0,29837,0.082,0
16:43:05.151,0,29838,0.038,0
16:43:05.152,0,29839,0.047,0
16:43:05.152,0,29840,0.037,0
16:43:05.152,0,29841,0.036,0
16:43:05.152,0,29842,0.047,0
16:43:05.152,0,29843,0.043,0
16:43:05.152,0,29844,0.039,0
16:43:05.152,0,29845,0.037,0
16:43:05.152,0,29846,0.035,0
16:43:05.153,0,29847,0.035,0
16:43:05.153,0,29848,0.034,0
16:43:05.153,0,29849,0.043,0
16:43:05.153,0,29850,0.036,0
16:43:05.153,0,29851,0.044,0
16:43:05.153,0,29852,0.035,0
16:43:05.153,0,29853,0.041,0
16:43:05.154,0,29854,0.055,0
16:43:05.154,0,29855,0.080,0
16:43:05.154,0,29856,0.030,0
16:43:05.154,0,29857,0.035,0
16:43:05.154,0,29858,0.033,0
16:43:05.154,0,29859,0.032,0
16:43:05.154,0,29860,0.030,0
16:43:05.154,0,29861,0.036,0
16:43:05.155,0,29862,0.030,0
16:43:05.155,0,29863,0.030,0
16:43:05.155,0,29864,0.036,0
16:43:05.155,0,29865,0.029,0
16:43:05.155,0,29866,0.030,0
16:43:05.155,0,29867,0.036,0
16:43:05.155,0,29868,0.029,0
16:43:05.155,0,29869,0.033,0
16:43:05.156,0,29870,0.028,0
16:43:05.156,0,29871,0.028,0
16:43:05.156,0,29872,0.028,0
16:43:05.156,0,29873,0.041,0
16:43:05.156,0,29874,0.028,0
16:43:05.156,0,29875,0.037,0
16:43:05.156,0,29876,0.026,0
16:43:05.156,0,29877,0.034,0
16:43:05.160,2,36597,0.200,0
16:43:05.160,2,36598,0.529,0
16:43:05.160,2,36600,0.502,1
16:43:05.161,2,36601,0.490,0
16:43:05.161,2,36602,0.494,0
16:43:05.161,2,36603,0.359,0
16:43:05.161,2,36604,0.333,0
16:43:05.161,2,36605,0.243,0
16:43:05.162,0,29878,0.080,0
16:43:05.162,0,29879,0.044,0
16:43:05.162,0,29880,0.038,0
16:43:05.162,0,29881,0.041,0
16:43:05.163,0,29882,0.036,0
16:43:05.163,0,29883,0.045,0
16:43:05.163,0,29884,0.036,0
16:43:05.163,0,29885,0.045,0
16:43:05.163,0,29886,0.035,0
16:43:05.163,0,29887,0.042,0
16:43:05.163,0,29888,0.034,0
16:43:05.164,0,29889,0.036,0
16:43:05.164,0,29890,0.033,0
16:43:05.164,0,29891,0.041,0
16:43:05.164,0,29892,0.078,0
16:43:05.164,0,29893,0.085,0
16:43:05.164,0,29894,0.032,0
16:43:05.164,0,29895,0.046,0
16:43:05.164,0,29896,0.033,0
16:43:05.165,0,29897,0.039,0
16:43:05.165,0,29898,0.035,0
16:43:05.165,0,29899,0.030,0
16:43:05.165,0,29900,0.040,0
16:43:05.165,1,48158,0.066,0
16:43:05.165,1,48159,0.046,0
16:43:05.166,1,48160,0.038,0
16:43:05.166,1,48161,0.029,0
16:43:05.166,1,48162,0.028,0
16:43:05.166,1,48163,0.030,0
16:43:05.166,1,48164,0.029,0
16:43:05.166,1,48165,0.027,0
16:43:05.166,1,48166,0.027,0
16:43:05.202,2,36606,0.689,0
16:43:05.203,2,36607,0.901,0
16:43:05.204,2,36608,0.523,0
16:43:05.204,2,36609,0.904,0
16:43:05.205,2,36610,0.826,0
16:43:05.205,2,36611,0.736,0
16:43:05.206,2,36612,1.042,0
16:43:05.207,2,36613,1.276,0
16:43:05.207,0,29901,1.301,0
16:43:05.207,2,36614,1.230,0
16:43:05.208,0,29902,1.221,0
16:43:05.208,0,29903,0.558,0
16:43:05.208,1,48167,1.106,0
16:43:05.208,1,48168,0.442,0
16:43:05.209,1,48169,0.488,0
16:43:05.209,0,29904,0.389,0
16:43:05.210,1,48170,0.752,0
16:43:05.210,0,29905,0.750,0
16:43:05.211,1,48171,1.575,0
16:43:05.211,1,48174,0.813,2
16:43:05.211,0,29907,1.145,1
16:43:05.211,1,48175,0.900,0
16:43:05.211,0,29908,1.232,0
16:43:05.211,0,29909,0.767,0
16:43:05.212,0,29910,0.265,0
16:43:05.212,0,29911,0.265,0
16:43:05.212,0,29912,0.258,0
16:43:05.212,0,29913,0.266,0
16:43:05.212,0,29914,0.200,0
16:43:05.212,0,29915,0.195,0
16:43:05.212,0,29916,0.157,0
16:43:05.212,0,29917,0.153,0
16:43:05.212,0,29918,0.153,0
16:43:05.212,0,29919,0.165,0
16:43:05.213,0,29920,0.171,0
16:43:05.213,0,29921,0.160,0
16:43:05.213,0,29922,0.155,0
16:43:05.213,0,29923,0.168,0
16:43:05.213,0,29924,0.160,0
16:43:05.213,0,29925,0.109,0
16:43:05.239,0,29926,0.656,0
16:43:05.240,0,29928,1.051,1
16:43:05.240,0,29929,1.234,0
16:43:05.240,0,29930,0.772,0
16:43:05.241,0,29932,0.534,1
16:43:05.241,0,29936,0.382,3
16:43:05.241,0,29938,0.406,1
16:43:05.241,0,29940,0.254,1
16:43:05.241,0,29941,0.291,0
16:43:05.242,0,29942,0.251,0
16:43:05.242,0,29943,0.128,0
16:43:05.242,0,29944,0.214,0
16:43:05.242,0,29945,0.237,0
16:43:05.242,0,29946,0.168,0
16:43:05.242,0,29947,0.159,0
16:43:05.243,0,29948,0.305,0
16:43:05.243,0,29949,0.120,0
16:43:05.245,2,36615,0.364,0
16:43:05.245,2,36616,0.583,0
16:43:05.246,2,36617,0.474,0
16:43:05.246,2,36618,0.371,0
16:43:05.246,2,36619,0.585,0
16:43:05.247,2,36620,0.433,0
16:43:05.247,2,36621,0.251,0
16:43:05.248,1,48176,0.275,0
16:43:05.248,1,48177,0.638,0
16:43:05.248,1,48178,0.525,0
16:43:05.249,1,48180,0.461,1
16:43:05.249,1,48182,0.393,1
16:43:05.249,1,48183,0.573,0
16:43:05.249,1,48184,0.546,0
16:43:05.283,0,29951,0.648,1
16:43:05.283,0,29954,0.261,2
16:43:05.283,0,29955,0.458,0
16:43:05.284,0,29956,0.369,0
16:43:05.284,0,29957,0.367,0
16:43:05.284,0,29958,0.384,0
16:43:05.284,0,29959,0.262,0
16:43:05.284,0,29960,0.363,0
16:43:05.285,0,29961,0.476,0
16:43:05.285,0,29962,0.417,0
16:43:05.285,0,29963,0.330,0
16:43:05.285,0,29964,0.313,0
16:43:05.285,0,29965,0.260,0
16:43:05.285,0,29966,0.256,0
16:43:05.286,0,29967,0.144,0
16:43:05.287,2,36622,0.633,0
16:43:05.288,2,36624,0.823,1
16:43:05.288,2,36625,1.121,0
16:43:05.289,2,36627,0.694,1
16:43:05.289,1,48185,0.403,0
16:43:05.289,2,36628,0.885,0
16:43:05.290,1,48186,0.418,0
16:43:05.290,1,48187,0.712,0
16:43:05.290,1,48188,0.967,0
16:43:05.291,1,48189,0.907,0
16:43:05.291,1,48191,0.339,1
16:43:05.291,1,48192,0.258,0
16:43:05.319,2,36629,0.564,0
16:43:05.320,1,48193,0.595,0
16:43:05.322,2,36630,2.905,0
16:43:05.323,0,29968,0.616,0
16:43:05.323,2,36631,2.789,0
16:43:05.324,2,36632,1.489,0
16:43:05.324,1,48194,3.897,0
16:43:05.324,1,48195,3.532,0
16:43:05.325,0,29969,1.655,0
16:43:05.325,1,48196,3.555,0
16:43:05.325,2,36633,0.194,0
16:43:05.326,0,29970,2.193,0
16:43:05.326,0,29971,1.966,0
16:43:05.326,2,36634,0.770,0
16:43:05.327,0,29972,1.466,0
16:43:05.327,1,48197,2.503,0
16:43:05.327,2,36635,0.563,0
16:43:05.327,1,48199,1.646,1
16:43:05.327,1,48200,0.623,0
16:43:05.328,0,29973,0.644,0
16:43:05.328,0,29974,0.645,0
16:43:05.328,0,29975,0.433,0
16:43:05.328,0,29976,0.380,0
16:43:05.329,0,29977,0.403,0
16:43:05.329,0,29978,0.427,0
16:43:05.329,0,29979,0.346,0
16:43:05.329,0,29980,0.255,0
16:43:05.330,0,29981,0.363,0
16:43:05.330,0,29982,0.282,0
16:43:05.330,0,29983,0.393,0
16:43:05.355,0,29984,0.710,0
16:43:05.356,0,29985,1.101,0
16:43:05.356,0,29986,0.873,0
16:43:05.356,0,29987,0.323,0
16:43:05.357,0,29988,0.357,0
16:43:05.358,0,29989,0.654,0
16:43:05.358,0,29990,0.436,0
16:43:05.358,0,29991,0.577,0
16:43:05.358,0,29993,0.341,1
16:43:05.358,0,29994,0.392,0
16:43:05.359,0,29995,0.668,0
16:43:05.359,0,29998,0.524,2
16:43:05.359,0,29999,0.583,0
16:43:05.359,0,30000,0.336,0
16:43:05.360,2,36636,0.383,0
16:43:05.360,2,36637,0.584,0
16:43:05.361,2,36638,0.348,0
16:43:05.361,2,36639,0.300,0
16:43:05.361,2,36640,0.303,0
16:43:05.361,2,36641,0.279,0
16:43:05.361,2,36642,0.146,0
16:43:05.364,1,48201,0.178,0
16:43:05.364,1,48202,0.129,0
16:43:05.365,1,48203,0.114,0
16:43:05.365,1,48204,0.102,0
16:43:05.365,1,48205,0.102,0
16:43:05.365,1,48206,0.102,0
16:43:05.366,1,48207,0.093,0
16:43:05.366,1,48208,0.088,0
16:43:05.396,0,30004,0.552,3
16:43:05.397,0,30006,0.201,1
16:43:05.397,0,30007,0.404,0
16:43:05.397,0,30008,0.362,0
16:43:05.397,0,30009,0.308,0
16:43:05.398,0,30010,0.306,0
16:43:05.398,0,30011,0.228,0
16:43:05.398,0,30012,0.431,0
16:43:05.398,0,30013,0.528,0
16:43:05.398,0,30015,0.342,1
16:43:05.399,0,30016,0.437,0
16:43:05.399,0,30017,0.321,0
16:43:05.399,0,30018,0.254,0
16:43:05.399,0,30019,0.137,0
16:43:05.406,1,48209,1.144,0
16:43:05.406,2,36643,0.916,0
16:43:05.407,2,36644,0.989,0
16:43:05.407,1,48210,1.974,0
16:43:05.408,1,48211,1.504,0
16:43:05.408,2,36645,0.458,0
16:43:05.409,1,48212,1.121,0
16:43:05.409,1,48213,1.438,0
16:43:05.409,2,36646,0.550,0
16:43:05.410,1,48214,0.302,0
16:43:05.410,2,36647,0.140,0
16:43:05.410,1,48215,0.222,0
16:43:05.410,2,36648,0.148,0
16:43:05.411,1,48216,0.279,0
16:43:05.411,2,36649,0.070,0
16:43:05.443,0,30020,0.554,0
16:43:05.443,0,30022,0.741,1
16:43:05.444,0,30023,1.320,0
16:43:05.444,0,30024,1.562,0
16:43:05.445,0,30025,1.289,0
16:43:05.445,0,30026,0.555,0
16:43:05.445,0,30027,0.435,0
16:43:05.445,0,30028,0.356,0
16:43:05.445,0,30029,0.336,0
16:43:05.445,0,30030,0.176,0
16:43:05.445,0,30031,0.136,0
16:43:05.446,1,48217,0.656,0
16:43:05.447,0,30032,1.501,0
16:43:05.447,0,30033,0.291,0
16:43:05.448,1,48219,1.540,1
16:43:05.448,1,48222,1.225,2
16:43:05.448,0,30034,0.938,0
16:43:05.449,0,30035,0.519,0
16:43:05.449,0,30036,0.527,0
16:43:05.449,2,36650,1.042,0
16:43:05.449,1,48223,2.223,0
16:43:05.450,2,36651,1.024,0
16:43:05.450,0,30037,0.584,0
16:43:05.450,1,48224,2.110,0
16:43:05.450,2,36652,0.581,0
16:43:05.450,2,36653,0.260,0
16:43:05.450,2,36654,0.170,0
16:43:05.450,2,36655,0.131,0
16:43:05.450,2,36656,0.073,0
16:43:05.474,0,30040,0.382,2
16:43:05.475,0,30041,1.501,0
16:43:05.475,0,30043,1.090,1
16:43:05.476,0,30044,0.971,0
16:43:05.476,0,30047,0.307,2
16:43:05.476,0,30048,0.437,0
16:43:05.476,0,30049,0.466,0
16:43:05.476,0,30050,0.427,0
16:43:05.477,0,30051,0.416,0
16:43:05.477,0,30053,0.263,1
16:43:05.477,0,30054,0.281,0
16:43:05.477,0,30055,0.269,0
16:43:05.477,0,30056,0.149,0
16:43:05.478,2,36657,0.226,0
16:43:05.479,2,36658,0.462,0
16:43:05.479,2,36659,0.154,0
16:43:05.479,1,48225,1.799,0
16:43:05.480,2,36660,0.588,0
16:43:05.480,1,48227,1.935,1
16:43:05.480,2,36661,0.701,0
16:43:05.480,1,48228,1.326,0
16:43:05.481,2,36662,1.246,0
16:43:05.481,1,48229,1.472,0
16:43:05.481,2,36663,1.154,0
16:43:05.481,1,48231,0.691,1
16:43:05.482,1,48232,0.578,0
16:43:05.517,0,30057,0.877,0
16:43:05.518,0,30059,1.639,1
16:43:05.520,1,48233,0.465,0
16:43:05.521,0,30060,4.190,0
16:43:05.522,2,36664,1.170,0
16:43:05.523,1,48234,1.901,0
16:43:05.523,0,30062,4.426,1
16:43:05.524,0,30067,1.448,4
16:43:05.525,0,30068,1.418,0
16:43:05.525,0,30070,0.898,1
16:43:05.525,1,48235,0.817,0
16:43:05.526,0,30071,1.822,0
16:43:05.526,2,36665,3.534,0
16:43:05.526,2,36668,2.418,2
16:43:05.527,1,48236,1.362,0
16:43:05.527,0,30072,1.797,0
16:43:05.527,2,36669,1.278,0
16:43:05.528,1,48237,2.028,0
16:43:05.528,1,48238,1.062,0
16:43:05.528,2,36670,1.571,0
16:43:05.529,1,48239,0.342,0
16:43:05.529,1,48240,0.574,0
16:43:05.529,0,30073,3.444,0
16:43:05.529,0,30074,1.636,0
16:43:05.530,0,30075,1.489,0
16:43:05.563,0,30076,0.923,0
16:43:05.563,0,30077,1.228,0
16:43:05.564,0,30078,1.535,0
16:43:05.564,0,30079,1.308,0
16:43:05.565,1,48241,0.517,0
16:43:05.565,0,30080,1.918,0
16:43:05.566,1,48242,0.885,0
16:43:05.566,1,48243,1.021,0
16:43:05.567,0,30081,0.675,0
16:43:05.567,2,36671,0.645,0
16:43:05.567,0,30082,0.754,0
16:43:05.567,1,48244,2.189,0
16:43:05.568,1,48245,0.283,0
16:43:05.568,0,30083,0.619,0
16:43:05.569,2,36672,0.632,0
16:43:05.569,1,48246,0.439,0
16:43:05.569,0,30084,1.050,0
16:43:05.570,2,36673,0.731,0
16:43:05.570,1,48247,0.938,0
16:43:05.571,0,30085,1.112,0
16:43:05.571,1,48248,0.685,0
16:43:05.571,0,30086,1.234,0
16:43:05.572,2,36674,0.493,0
16:43:05.572,0,30087,1.524,0
16:43:05.572,0,30088,0.554,0
16:43:05.573,2,36675,1.212,0
16:43:05.573,0,30089,0.704,0
16:43:05.573,2,36676,1.446,0
16:43:05.573,2,36677,1.593,0
16:43:05.574,0,30090,0.932,0
16:43:05.574,0,30091,0.692,0
16:43:05.574,0,30092,0.491,0
16:43:05.575,0,30093,0.466,0
16:43:05.575,0,30094,0.337,0
16:43:05.594,0,30095,0.448,0
16:43:05.595,0,30096,0.887,0
16:43:05.595,0,30097,0.890,0
16:43:05.596,0,30098,1.120,0
16:43:05.596,0,30099,0.899,0
16:43:05.597,0,30100,0.709,0
16:43:05.597,0,30101,0.652,0
16:43:05.598,0,30103,0.671,1
16:43:05.598,0,30105,0.483,1
16:43:05.598,0,30106,0.526,0
16:43:05.598,0,30107,0.518,0
16:43:05.599,0,30108,0.504,0
16:43:05.599,0,30109,0.479,0
16:43:05.599,0,30110,0.585,0
16:43:05.599,0,30111,0.658,0
16:43:05.600,0,30112,0.682,0
16:43:05.606,1,48249,0.461,0
16:43:05.607,1,48250,0.834,0
16:43:05.607,1,48251,0.409,0
16:43:05.607,1,48252,0.498,0
16:43:05.608,2,36678,0.461,0
16:43:05.609,1,48253,1.488,0
16:43:05.609,1,48254,1.562,0
16:43:05.609,2,36679,0.635,0
16:43:05.610,2,36680,0.760,0
16:43:05.610,2,36681,0.692,0
16:43:05.610,1,48255,2.444,0
16:43:05.610,1,48256,0.758,0
16:43:05.611,2,36682,0.276,0
16:43:05.611,2,36683,0.186,0
16:43:05.611,2,36684,0.356,0
16:43:05.636,0,30113,0.409,0
16:43:05.637,0,30114,0.704,0
16:43:05.637,0,30115,0.527,0
16:43:05.638,0,30116,0.795,0
16:43:05.638,0,30117,1.011,0
16:43:05.638,0,30118,0.781,0
16:43:05.639,2,36685,0.366,0
16:43:05.639,2,36686,0.587,0
16:43:05.640,2,36687,0.095,0
16:43:05.640,1,48257,1.540,0
16:43:05.640,2,36688,0.387,0
16:43:05.640,0,30119,1.227,0
16:43:05.641,2,36689,0.220,0
16:43:05.641,0,30120,1.407,0
16:43:05.641,0,30122,0.865,1
16:43:05.642,1,48258,2.885,0
16:43:05.642,2,36690,0.597,0
16:43:05.642,1,48259,1.114,0
16:43:05.643,0,30123,1.732,0
16:43:05.643,2,36691,0.854,0
16:43:05.643,1,48260,0.845,0
16:43:05.643,0,30124,1.363,0
16:43:05.643,1,48261,1.057,0
16:43:05.643,0,30125,1.446,0
16:43:05.644,1,48262,0.657,0
16:43:05.644,0,30126,1.046,0
16:43:05.644,1,48263,0.328,0
16:43:05.644,0,30128,0.610,1
16:43:05.644,0,30129,0.605,0
16:43:05.645,1,48264,0.144,0
16:43:05.645,0,30130,0.483,0
16:43:05.645,0,30131,0.366,0
16:43:05.684,0,30132,1.129,0
16:43:05.684,0,30135,0.665,2
16:43:05.685,0,30136,1.406,0
16:43:05.686,0,30138,1.343,1
16:43:05.686,1,48265,1.829,0
16:43:05.687,0,30139,2.006,0
16:43:05.687,1,48266,1.342,0
16:43:05.688,1,48267,1.602,0
16:43:05.688,0,30140,1.114,0
16:43:05.689,1,48268,0.772,0
16:43:05.689,0,30141,1.350,0
16:43:05.689,1,48269,1.150,0
16:43:05.690,0,30142,1.281,0
16:43:05.690,1,48270,1.313,0
16:43:05.690,1,48271,1.155,0
16:43:05.691,0,30143,1.440,0
16:43:05.691,1,48272,1.031,0
16:43:05.691,1,48273,0.979,0
16:43:05.691,0,30144,1.239,0
16:43:05.692,1,48274,0.630,0
16:43:05.692,0,30145,1.349,0
16:43:05.693,1,48275,0.719,0
16:43:05.693,1,48276,0.754,0
16:43:05.693,0,30146,1.727,0
16:43:05.693,1,48277,1.123,0
16:43:05.694,0,30147,2.062,0
16:43:05.694,1,48278,0.480,0
16:43:05.695,0,30148,1.859,0
16:43:05.695,0,30149,1.300,0
16:43:05.695,0,30150,0.861,0
16:43:05.696,1,48279,0.935,0
16:43:05.696,2,36692,0.238,0
16:43:05.696,1,48280,1.135,0
16:43:05.697,1,48281,1.130,0
16:43:05.697,1,48282,1.094,0
16:43:05.697,1,48283,0.866,0
16:43:05.697,2,36693,0.591,0
16:43:05.698,2,36694,0.759,0
16:43:05.698,1,48284,1.082,0
16:43:05.698,1,48285,0.575,0
16:43:05.698,2,36695,1.306,0
16:43:05.699,2,36696,0.277,0
16:43:05.699,1,48286,0.609,0
16:43:05.699,2,36697,0.821,0
16:43:05.700,1,48287,0.625,0
16:43:05.700,1,48288,0.645,0
16:43:05.700,2,36698,1.007,0
16:43:05.700,1,48289,0.512,0
16:43:05.701,2,36699,1.092,0
16:43:05.701,1,48290,0.314,0
16:43:05.701,1,48291,0.530,0
16:43:05.702,2,36700,1.589,0
16:43:05.702,1,48292,0.603,0
16:43:05.702,2,36701,0.966,0
16:43:05.702,1,48293,0.824,0
16:43:05.702,1,48294,0.494,0
16:43:05.703,1,48295,0.338,0
16:43:05.703,1,48296,0.086,0
16:43:05.703,1,48297,0.088,0
16:43:05.703,2,36702,1.191,0
16:43:05.704,2,36704,1.064,1
16:43:05.704,1,48298,0.524,0
16:43:05.704,2,36705,1.088,0
16:43:05.704,2,36707,0.596,1
16:43:05.704,1,48299,0.578,0
16:43:05.704,2,36708,0.812,0
