wall_time,cam,rtp_seq,pipeline_ms,dropped_nals
18:54:00.102,2,21387,1.335,0
18:54:00.109,0,17315,1.334,0
18:54:00.124,2,21400,0.186,0
18:54:00.128,1,22659,1.816,0
18:54:00.129,0,17327,0.468,0
18:54:00.151,1,22671,0.345,0
18:54:00.164,2,21412,0.175,0
18:54:00.169,0,17336,0.267,0
18:54:00.192,1,22682,0.486,0
18:54:00.205,2,21424,0.144,0
18:54:00.211,0,17346,0.596,0
18:54:00.225,1,22694,0.512,0
18:54:00.236,2,21436,0.175,0
18:54:00.242,0,17355,0.433,0
18:54:00.267,1,22707,0.421,0
18:54:00.281,2,21449,0.202,0
18:54:00.286,0,17364,0.552,0
18:54:00.308,1,22720,0.445,0
18:54:00.323,2,21462,0.147,0
18:54:00.328,0,17372,0.257,0
18:54:00.349,1,22731,0.337,0
18:54:00.365,2,21474,0.152,0
18:54:00.369,0,17381,0.280,0
18:54:00.381,1,22743,0.333,0
18:54:00.397,2,21486,0.247,0
18:54:00.411,0,17390,0.342,0
18:54:00.426,1,22755,0.308,0
18:54:00.442,2,21497,0.609,0
18:54:00.443,0,17398,0.252,0
18:54:00.467,1,22766,0.341,0
18:54:00.483,2,21507,0.597,0
18:54:00.486,0,17406,0.259,0
18:54:00.509,1,22777,0.556,0
18:54:00.525,2,21521,0.319,0
18:54:00.528,0,17414,0.447,0
18:54:00.541,1,22789,0.600,0
18:54:00.557,2,21533,0.262,0
18:54:00.569,0,17422,0.310,0
18:54:00.586,1,22801,0.388,0
18:54:00.602,2,21545,0.267,0
18:54:00.611,0,17430,0.447,0
18:54:00.627,1,22810,0.261,0
18:54:00.642,0,17439,0.494,0
18:54:00.643,2,21558,0.265,0
18:54:00.669,1,22820,0.402,0
18:54:00.685,2,21570,0.261,0
18:54:00.686,0,17447,0.306,0
18:54:00.701,1,22831,0.438,0
18:54:00.717,2,21581,0.227,0
18:54:00.728,0,17456,0.427,0
18:54:00.746,1,22842,0.489,0
18:54:00.762,2,21593,0.262,0
18:54:00.769,0,17464,0.266,0
18:54:00.787,1,22853,0.316,0
18:54:00.803,2,21604,0.411,0
18:54:00.811,0,17472,0.464,0
18:54:00.829,1,22865,0.330,0
18:54:00.843,0,17481,0.463,0
18:54:00.845,2,21615,0.500,0
18:54:00.861,1,22877,0.406,0
18:54:00.876,2,21626,0.581,0
18:54:00.887,0,17489,0.546,0
