wall_time,cam_index,rtp_seq,depay_ms,dropped
11:47:51.254,2,59539,8.4857,1
11:47:51.258,2,2797,0.1005,2
11:47:51.264,2,44655,0.0426,2
11:47:51.268,2,32864,0.3251,2
11:47:51.276,0,15999,0.0423,1
11:47:51.314,0,58799,0.3257,2
11:47:51.333,1,8541,0.0206,2
11:47:51.336,1,4960,0.0419,4
11:47:51.363,0,63138,0.1015,4
11:47:51.367,0,58758,0.0607,5
11:47:51.377,0,45562,0.3704,6
11:47:51.378,2,32864,0.2364,3
11:47:51.379,1,50244,0.1644,4
11:47:51.383,2,57422,0.0668,3
11:47:51.383,0,30519,0.1338,6
11:47:51.386,0,27335,0.1018,7
11:47:51.387,1,20152,0.0731,6
11:47:51.391,1,5141,0.0800,8
11:47:51.397,0,33633,0.1012,7
11:47:51.397,2,32864,0.7069,3
11:47:51.400,1,53360,0.0972,8
11:47:51.441,0,1659,0.0999,9
11:47:51.441,1,16120,0.0530,9
11:47:51.445,1,56991,0.1342,9
11:47:51.475,2,32864,0.3329,3
11:47:51.475,0,29239,0.0436,11
11:47:51.479,1,32864,0.4616,10
11:47:51.479,2,53190,0.1293,3
11:47:51.508,1,21006,0.0414,11
11:47:51.509,2,32864,0.0471,5
11:47:51.522,0,26751,0.0459,11
11:47:51.543,1,32864,0.1524,12
11:47:51.553,2,16701,0.1073,5
11:47:51.592,0,56747,0.0538,11
11:47:51.598,1,32864,0.3763,12
11:47:51.598,2,27698,0.1313,6
11:47:51.610,0,32864,0.2925,11
11:47:51.628,1,49276,0.1083,14
11:47:51.633,2,16786,0.0411,6
11:47:51.647,0,32864,0.2649,11
11:47:51.671,1,2332,9.3037,15
11:47:51.672,2,20338,0.0556,6
11:47:51.696,0,61398,0.0457,13
11:47:51.707,2,29722,0.0449,6
11:47:51.756,1,4559,0.0199,15
11:47:51.763,2,44459,2.4239,7
11:47:51.768,0,31963,0.0386,13
11:47:51.790,1,54050,0.0386,16
11:47:51.794,2,51613,0.0506,8
11:47:51.810,0,20453,0.0434,14
11:47:51.821,1,32864,0.0723,18
11:47:51.848,2,32864,0.2826,8
11:47:51.866,1,41186,9.5349,18
11:47:51.872,2,30284,6.0589,9
