wall_time,cam_index,frame_in,frame_out,full_ms,skipped
18:51:38.768,0,30,1,5.2837,0
18:51:38.769,1,30,1,3.2022,2
18:51:38.771,2,30,1,0.9648,1
18:51:38.785,0,31,2,6.6850,0
18:51:38.789,1,31,2,6.2526,0
18:51:38.798,2,31,2,10.6311,0
18:51:38.804,0,32,3,7.3349,0
18:51:38.809,1,32,3,6.9492,0
18:51:38.821,2,32,3,12.9329,0
18:51:38.828,0,33,4,8.7452,0
18:51:38.837,1,33,4,11.1560,0
18:51:38.846,2,33,4,10.4624,0
18:51:38.853,0,34,5,9.9528,0
18:51:38.863,1,34,5,12.0637,0
18:51:38.872,2,34,5,12.9471,0
18:51:38.878,0,35,6,8.4680,0
18:51:38.904,1,35,6,19.1702,0
18:51:38.918,2,35,6,16.2006,0
18:51:38.920,0,36,7,7.9729,0
18:51:38.944,1,36,7,13.9773,0
18:51:38.953,2,36,7,10.7660,0
18:51:38.965,0,37,8,13.3845,0
18:51:38.988,1,37,8,16.0863,0
18:51:38.999,2,37,8,12.1238,0
18:51:39.001,0,38,9,3.8819,0
18:51:39.017,1,38,9,16.9428,0
18:51:39.035,2,38,9,18.8540,0
18:51:39.045,0,39,10,12.8942,0
18:51:39.064,1,39,10,19.1372,0
18:51:39.079,2,39,10,16.9433,0
18:51:39.082,0,40,11,4.9695,0
18:51:39.104,1,40,11,13.1877,0
18:51:39.121,2,40,11,19.4909,0
18:51:39.123,0,41,12,5.7264,0
18:51:39.150,1,41,12,18.2134,0
18:51:39.154,2,41,12,4.8377,0
18:51:39.160,0,42,13,8.0183,0
18:51:39.178,1,42,13,18.9427,0
18:51:39.190,2,42,13,12.4296,0
18:51:39.208,0,43,14,20.0546,0
18:51:39.225,1,43,14,18.3961,0
18:51:39.232,2,43,14,8.8127,0
18:51:39.238,0,44,15,7.2920,0
18:51:39.268,1,44,15,18.7000,0
18:51:39.280,2,44,15,15.5728,0
18:51:39.282,0,45,16,3.8522,0
18:51:39.311,1,45,16,21.3024,0
18:51:39.313,2,45,16,6.7228,0
18:51:39.323,0,46,17,12.4748,0
18:51:39.340,1,46,17,19.6190,0
18:51:39.353,2,46,17,13.7428,0
18:51:39.367,0,47,18,15.8122,0
18:51:39.384,1,47,18,18.2974,0
18:51:39.399,2,47,18,16.8589,0
18:51:39.402,0,48,19,4.3639,0
18:51:39.462,2,48,19,17.7361,0
18:51:39.492,2,49,20,4.1725,0
18:51:39.493,1,48,19,33.4027,0
18:51:39.504,1,49,20,10.5016,0
18:51:39.518,0,49,20,16.5316,0
18:51:39.536,0,50,21,17.6786,0
18:51:39.550,1,50,21,16.6144,0
18:51:39.559,2,50,21,11.1388,0
18:51:39.578,0,51,22,19.2862,0
18:51:39.593,1,51,22,17.6951,0
18:51:39.600,2,51,22,10.5834,0
18:51:39.609,0,52,23,10.8249,0
18:51:39.613,1,52,23,5.2646,0
18:51:39.622,2,52,23,10.5597,0
18:51:39.633,0,53,24,12.1444,0
18:51:39.648,1,53,24,15.8799,0
18:51:39.655,2,53,24,8.0493,0
18:51:39.661,0,54,25,7.7723,0
18:51:39.670,1,54,25,9.2650,0
18:51:39.687,2,54,25,18.4696,0
18:51:39.690,0,55,26,7.2842,0
18:51:39.708,1,55,26,17.9659,0
18:51:39.718,2,55,26,11.9304,0
18:51:39.724,0,56,27,8.4471,0
18:51:39.737,1,56,27,15.2493,0
18:51:39.751,2,56,27,15.8793,0
18:51:39.763,0,57,28,14.3547,0
18:51:39.822,1,57,28,57.6341,0
18:51:39.826,2,57,28,10.3237,0
18:51:39.831,0,58,29,6.5588,0
18:51:39.833,1,58,29,3.4686,0
18:51:39.870,2,58,29,37.9431,0
18:51:39.914,0,59,30,47.9608,0
18:51:39.915,1,59,30,3.4684,0
18:51:39.918,2,59,30,5.1048,0
18:51:39.919,0,60,31,2.4860,0
18:51:39.925,1,60,31,6.8524,0
18:51:39.929,2,60,31,5.6311,0
18:51:39.932,0,61,32,3.6288,0
18:51:39.945,1,61,32,13.7501,0
18:51:39.954,2,61,32,6.6150,0
18:51:39.963,0,62,33,11.1525,0
18:51:39.983,1,62,33,14.9869,0
18:51:39.996,2,62,33,16.1663,0
18:51:40.002,0,63,34,6.8534,0
18:51:40.033,1,63,34,23.1482,0
18:51:40.034,2,63,34,3.6870,0
18:51:40.046,0,64,35,14.3781,0
18:51:40.064,1,64,35,19.2039,0
18:51:40.064,2,64,35,3.7291,0
18:51:40.086,0,65,36,21.9185,0
18:51:40.101,1,65,36,15.0039,0
18:51:40.114,2,65,36,14.0444,0
18:51:40.131,0,66,37,18.7289,0
18:51:40.141,1,66,37,12.4882,0
18:51:40.158,2,66,37,16.3744,0
18:51:40.159,0,67,38,3.4852,0
18:51:40.183,1,67,38,15.8760,0
18:51:40.200,0,68,39,19.7704,0
18:51:40.201,2,67,38,4.1564,0
18:51:40.219,1,68,39,19.0106,0
18:51:40.234,2,68,39,17.7542,0
18:51:40.243,0,69,40,10.3645,0
18:51:40.261,1,69,40,11.2097,0
18:51:40.277,2,69,40,17.7456,0
18:51:40.281,0,70,41,4.0341,0
18:51:40.300,1,70,41,13.5666,0
18:51:40.320,2,70,41,19.9343,0
18:51:40.322,0,71,42,4.1633,0
18:51:40.342,1,71,42,6.0264,0
18:51:40.360,0,72,43,11.7766,0
18:51:40.363,2,71,42,21.2659,0
18:51:40.377,1,72,43,16.6413,0
18:51:40.395,2,72,43,18.3263,0
18:51:40.396,0,73,44,4.3888,0
18:51:40.422,1,73,44,14.9244,0
18:51:40.441,2,73,44,21.2545,0
18:51:40.444,0,74,45,6.3261,0
18:51:40.465,1,74,45,17.7352,0
18:51:40.480,2,74,45,16.5634,0
18:51:40.486,0,75,46,7.2562,0
18:51:40.509,1,75,46,19.4007,0
18:51:40.516,0,76,47,9.0607,0
18:51:40.520,2,75,46,5.2381,0
18:51:40.539,1,76,47,19.8532,0
18:51:40.549,2,76,47,11.9849,0
18:51:40.564,0,77,48,15.9071,0
18:51:40.583,1,77,48,17.9939,0
18:51:40.601,2,77,48,20.7237,0
18:51:40.606,0,78,49,6.2430,0
18:51:40.624,1,78,49,16.2492,0
18:51:40.637,2,78,49,14.6137,0
18:51:40.647,0,79,50,12.0818,0
18:51:40.669,1,79,50,17.3539,0
18:51:40.677,0,80,51,8.7607,0
18:51:40.680,2,79,50,4.3525,0
18:51:40.695,1,80,51,15.7690,0
18:51:40.710,2,80,51,16.4692,0
18:51:40.721,0,81,52,12.0183,0
18:51:40.744,1,81,52,16.6547,0
18:51:40.759,2,81,52,16.2396,0
18:51:40.760,0,82,53,5.6434,0
18:51:40.784,1,82,53,17.0615,0
18:51:40.800,2,82,53,18.3405,0
18:51:40.807,0,83,54,8.2790,0
18:51:40.828,1,83,54,17.5779,0
18:51:40.845,0,84,55,19.4246,0
18:51:40.846,2,83,54,19.6541,0
18:51:40.859,1,84,55,17.7584,0
18:51:40.879,2,84,55,13.7455,0
18:51:40.880,0,85,56,2.7934,0
18:51:40.903,1,85,56,13.8070,0
18:51:40.906,2,85,56,3.7982,0
18:51:40.924,0,86,57,17.0884,0
18:51:40.945,1,86,57,15.7613,0
18:51:40.960,2,86,57,16.7291,0
18:51:40.963,0,87,58,4.8986,0
18:51:41.028,1,87,58,56.4035,0
18:51:41.034,2,87,58,11.8653,0
18:51:41.042,0,88,59,13.0021,0
18:51:41.045,1,88,59,5.3867,0
18:51:41.075,2,88,59,30.7239,0
18:51:41.122,0,89,60,49.4911,0
18:51:41.124,1,89,60,6.5270,0
18:51:41.128,2,89,60,5.7023,0
18:51:41.133,0,90,61,5.6342,0
18:51:41.139,1,90,61,7.7656,0
18:51:41.143,2,90,61,5.2963,0
18:51:41.150,0,91,62,7.7386,0
18:51:41.158,1,91,62,9.5034,0
18:51:41.164,2,91,62,7.7482,0
18:51:41.173,0,92,63,9.7021,0
18:51:41.182,1,92,63,11.4903,0
18:51:41.200,2,92,63,18.2006,0
18:51:41.205,0,93,64,7.7715,0
18:51:41.224,1,93,64,19.8426,0
18:51:41.226,2,93,64,3.3148,0
18:51:41.245,0,94,65,18.2321,0
18:51:41.268,1,94,65,17.8172,0
18:51:41.278,2,94,65,12.4879,0
18:51:41.289,0,95,66,12.8593,0
18:51:41.309,1,95,66,17.1979,0
18:51:41.311,2,95,66,3.5281,0
18:51:41.320,0,96,67,9.3525,0
18:51:41.340,1,96,67,16.6980,0
18:51:41.361,2,96,67,16.6888,0
18:51:41.363,0,97,68,5.7562,0
18:51:41.386,1,97,68,18.7857,0
18:51:41.387,2,97,68,4.9743,0
18:51:41.405,0,98,69,17.7912,0
18:51:41.455,2,98,69,20.2769,0
18:51:41.474,1,98,69,21.2278,0
18:51:41.478,1,99,70,3.9795,0
18:51:41.494,0,99,70,18.0462,0
18:51:41.500,2,99,70,8.4256,0
18:51:41.505,0,100,71,6.5441,0
18:51:41.518,1,100,71,13.9161,0
18:51:41.527,2,100,71,10.7984,0
18:51:41.537,0,101,72,10.9509,0
18:51:41.550,1,101,72,14.5117,0
18:51:41.558,2,101,72,10.4525,0
18:51:41.566,0,102,73,9.8043,0
18:51:41.584,1,102,73,17.6774,0
18:51:41.594,2,102,73,12.0683,0
18:51:41.607,0,103,74,13.9978,0
18:51:41.637,1,103,74,30.1726,0
18:51:41.646,2,103,74,11.3906,0
18:51:41.654,0,104,75,9.5885,0
18:51:41.673,1,104,75,21.4971,0
18:51:41.674,2,104,75,3.3564,0
18:51:41.693,0,105,76,21.9449,0
18:51:41.694,1,105,76,6.6032,0
18:51:41.711,2,105,76,19.0440,0
18:51:41.716,0,106,77,6.3244,0
18:51:41.743,1,106,77,13.1364,0
18:51:41.759,2,106,77,17.9646,0
18:51:41.762,0,107,78,4.4748,0
18:51:41.784,1,107,78,17.1149,0
18:51:41.800,2,107,78,17.7506,0
18:51:41.802,0,108,79,4.2729,0
18:51:41.829,1,108,79,16.7382,0
18:51:41.836,2,108,79,10.1429,0
18:51:41.850,0,109,80,14.9263,0
