wall_time,cam_index,frame_in,frame_out,full_ms,skipped
13:52:25.788,2,28,1,9.5822,0
13:52:25.788,1,28,1,2.0213,2
13:52:25.788,0,28,1,2.4540,0
13:52:25.794,2,29,2,3.2970,0
13:52:25.797,0,29,2,4.0911,0
13:52:25.804,1,29,2,8.2894,0
13:52:25.810,2,30,3,7.6078,0
13:52:25.819,0,30,3,9.8742,0
13:52:25.825,1,30,3,7.8031,0
13:52:25.832,2,31,4,7.8233,0
13:52:25.842,0,31,4,10.8020,0
13:52:25.847,1,31,4,8.9954,0
13:52:25.856,2,32,5,11.8572,0
13:52:25.862,0,32,5,9.6883,0
13:52:25.870,1,32,5,9.3478,0
13:52:25.877,2,33,6,8.2801,0
13:52:25.901,0,33,6,17.4038,0
13:52:25.902,1,33,6,2.8779,0
13:52:25.917,2,34,7,16.3675,0
13:52:25.941,0,34,7,18.1325,0
13:52:25.942,1,34,7,2.6016,0
13:52:25.955,2,35,8,14.3025,0
13:52:25.979,0,35,8,14.0415,0
13:52:25.991,1,35,8,12.1331,0
13:52:25.991,2,36,9,13.1641,0
13:52:26.015,0,36,9,17.1457,0
13:52:26.015,1,36,9,2.7595,0
13:52:26.041,2,37,10,26.4737,0
13:52:26.061,0,37,10,17.7391,0
13:52:26.062,1,37,10,2.3463,0
13:52:26.072,2,38,11,11.3612,0
13:52:26.101,0,38,11,15.4384,0
13:52:26.103,1,38,11,5.7616,0
13:52:26.115,2,39,12,13.6638,0
13:52:26.146,0,39,12,18.5548,0
13:52:26.150,1,39,12,6.6785,0
13:52:26.152,2,40,13,7.9224,0
13:52:26.180,0,40,13,19.6852,0
13:52:26.181,1,40,13,2.5519,0
13:52:26.184,2,41,14,4.1634,0
13:52:26.218,0,41,14,18.1284,0
13:52:26.224,1,41,14,7.3233,0
13:52:26.227,2,42,15,5.0909,0
13:52:26.260,0,42,15,14.6969,0
13:52:26.268,1,42,15,9.7830,0
13:52:26.275,2,43,16,7.5409,0
13:52:26.302,0,43,16,10.2097,0
13:52:26.309,1,43,16,9.7951,0
13:52:26.310,2,44,17,4.3151,0
13:52:26.335,0,44,17,18.0012,0
13:52:26.337,1,44,17,4.3596,0
13:52:26.353,2,45,18,16.9045,0
13:52:26.378,0,45,18,15.8176,0
13:52:26.381,1,45,18,3.8774,0
13:52:26.394,2,46,19,12.5393,0
13:52:26.419,0,46,19,13.9175,0
13:52:26.483,1,46,19,25.3098,0
13:52:26.502,2,47,20,22.3785,0
