wall_time,cam_index,full_ms,dropped
17:41:59.900,0,0.1852,0
17:42:09.900,2,23.2086,149
17:42:09.903,1,4.0539,0
17:42:09.904,0,202.5180,247
17:42:09.953,2,0.2511,0
17:42:09.963,1,4.9783,0
17:42:09.964,2,4.2667,0
17:42:09.969,1,5.4685,0
17:42:09.969,2,4.4737,0
17:42:09.973,1,4.0201,0
17:42:09.974,2,4.3594,0
17:42:09.980,0,0.0989,1
17:42:09.983,0,0.1369,0
17:42:09.987,0,0.0636,0
17:42:09.989,0,0.0986,0
17:42:10.011,1,4.7730,0
17:42:10.015,2,0.0660,1
17:42:10.015,0,3.3937,0
17:42:10.017,1,5.4166,0
17:42:10.018,0,3.3481,0
17:42:10.021,1,3.9095,0
17:42:10.026,2,3.0443,0
17:42:10.032,0,2.7471,0
17:42:10.054,1,4.1762,0
17:42:10.099,0,3.4820,0
17:42:10.099,2,0.0444,1
17:42:10.101,1,4.1454,0
17:42:10.115,0,3.6476,0
17:42:10.129,1,3.0982,0
17:42:10.146,2,5.4685,0
17:42:10.150,0,6.3600,0
17:42:10.193,0,4.1173,0
17:42:10.193,2,4.7616,0
17:42:10.194,1,5.4831,0
17:42:10.214,1,4.8988,0
17:42:10.228,2,4.6299,0
17:42:10.233,0,5.4617,0
17:42:10.258,1,5.1645,0
17:42:10.261,2,5.9780,0
17:42:10.275,0,5.1339,0
17:42:10.289,1,3.9461,0
17:42:10.311,2,7.8445,0
17:42:10.311,0,3.0609,0
17:42:10.332,1,3.6776,0
17:42:10.347,2,5.7483,0
17:42:10.347,0,3.1819,0
17:42:10.373,1,3.2820,0
17:42:10.386,2,3.1084,0
17:42:10.391,0,2.3255,0
17:42:10.416,1,4.1319,0
17:42:10.418,2,4.2315,0
17:42:10.431,0,1.9938,0
17:42:10.446,1,3.0858,0
17:42:10.462,2,3.0927,0
17:42:10.472,0,2.1453,0
17:42:10.512,0,2.3111,0
17:42:10.513,2,3.4187,0
17:42:10.513,1,3.4269,0
17:42:10.536,1,5.6929,0
17:42:10.553,2,10.3589,0
17:42:10.553,0,3.1534,0
17:42:10.577,1,4.5077,0
17:42:10.580,2,5.4339,0
17:42:10.591,0,2.3936,0
17:42:10.607,1,3.3735,0
17:42:10.627,2,5.1296,0
17:42:10.634,0,4.5606,0
17:42:10.666,1,3.0970,0
17:42:10.668,2,4.6823,0
17:42:10.676,0,7.3534,0
17:42:10.694,1,3.8488,0
17:42:10.705,0,3.2033,0
17:42:10.707,2,3.8111,0
17:42:10.738,1,6.1532,0
17:42:10.740,2,4.2549,0
17:42:10.768,1,4.1285,0
17:42:10.786,2,4.8961,0
17:42:10.851,1,2.8177,0
17:42:10.854,2,6.2507,0
17:42:10.855,1,3.5468,0
17:42:10.863,0,0.1220,1
17:42:10.867,0,0.2176,0
17:42:10.871,2,6.9652,0
17:42:10.874,0,3.8689,0
17:42:10.897,1,3.2369,0
17:42:10.901,2,3.0084,0
17:42:10.916,0,2.3876,0
17:42:10.927,1,2.9555,0
17:42:10.946,2,3.7455,0
17:42:10.947,0,3.4907,0
17:42:10.971,1,2.6941,0
17:42:10.991,2,7.9809,0
17:42:10.991,0,3.3828,0
17:42:11.017,1,3.6528,0
17:42:11.036,0,2.0651,0
17:42:11.037,2,2.8046,0
17:42:11.055,1,2.4294,0
17:42:11.058,2,3.0403,0
17:42:11.072,0,1.7489,0
17:42:11.087,1,2.6504,0
17:42:11.108,2,2.7466,0
17:42:11.108,0,2.9686,0
17:42:11.132,1,2.1722,0
17:42:11.143,2,3.2311,0
17:42:11.148,0,1.7447,0
17:42:11.173,1,2.5286,0
17:42:11.187,2,3.6456,0
17:42:11.190,0,1.9776,0
17:42:11.217,1,4.6290,0
17:42:11.223,2,4.7846,0
17:42:11.233,0,3.1373,0
17:42:11.248,1,5.3518,0
17:42:11.263,2,3.9424,0
17:42:11.269,0,7.2957,0
17:42:11.295,1,4.5194,0
17:42:11.305,2,2.0734,0
17:42:11.312,0,1.8661,0
17:42:11.336,1,4.2908,0
17:42:11.347,2,4.1568,0
17:42:11.352,0,2.9753,0
17:42:11.377,1,5.2363,0
17:42:11.384,2,6.7188,0
17:42:11.394,0,3.6082,0
17:42:11.417,1,4.7785,0
17:42:11.423,2,3.6896,0
17:42:11.425,0,3.7524,0
17:42:11.452,1,7.7098,0
17:42:11.470,0,3.6502,0
17:42:11.495,1,6.4651,0
17:42:11.510,2,6.7423,1
17:42:11.512,0,2.1920,0
17:42:11.534,1,4.2993,0
17:42:11.540,2,5.6355,0
17:42:11.555,0,3.4976,0
17:42:11.577,1,4.8624,0
17:42:11.586,2,4.3488,0
17:42:11.588,0,3.9830,0
17:42:11.613,1,8.0708,0
