wall_time,cam_index,full_ms,skipped
10:32:46.741,0,4.5482,2
10:32:46.746,2,5.5262,1
10:32:46.746,0,0.8870,0
10:32:46.748,1,15.3877,5
10:32:46.757,2,8.4496,0
10:32:46.761,0,6.1231,0
10:32:46.764,2,6.8894,0
10:32:46.768,1,12.4294,0
10:32:46.771,2,6.9130,0
10:32:46.788,0,22.4061,0
10:32:46.792,2,10.8035,0
10:32:46.795,1,12.9759,0
10:32:46.847,0,25.9748,0
10:32:46.849,2,45.0866,0
10:32:46.867,1,36.7384,0
10:32:46.897,1,29.0304,0
10:32:46.907,2,45.5040,0
10:32:46.914,0,0.0859,1
10:32:46.944,1,37.4029,0
10:32:46.951,2,43.1238,0
10:32:46.962,1,17.2662,0
10:32:46.969,2,17.6346,0
10:32:46.986,0,0.0553,1
10:32:46.998,1,11.6746,0
10:32:46.998,2,29.3790,0
10:32:47.054,2,50.7801,0
10:32:47.054,1,34.3109,0
10:32:47.055,0,37.2351,0
10:32:47.082,1,17.9050,0
10:32:47.082,0,22.2551,0
10:32:47.083,2,0.0776,1
10:32:47.114,0,22.3706,0
10:32:47.115,1,16.6425,0
10:32:47.150,1,9.9155,0
10:32:47.151,0,22.1515,0
10:32:47.152,2,11.7690,0
10:32:47.195,0,26.7800,0
10:32:47.196,2,9.6131,0
10:32:47.198,1,9.4172,0
10:32:47.227,0,26.4030,0
10:32:47.235,2,13.2597,0
10:32:47.253,1,30.9941,0
10:32:47.285,1,13.4212,0
10:32:47.288,0,48.2664,0
10:32:47.294,2,38.8608,0
10:32:47.307,2,11.1052,0
10:32:47.317,0,18.9562,0
10:32:47.317,1,15.5617,0
10:32:47.351,0,30.9601,0
10:32:47.353,2,20.2704,0
10:32:47.372,1,31.4930,0
10:32:47.393,2,17.0823,0
10:32:47.395,0,19.2409,0
10:32:47.396,1,15.3565,0
10:32:47.441,2,32.8876,0
10:32:47.444,1,17.9698,0
10:32:47.448,0,26.3281,0
10:32:47.468,0,11.9058,0
10:32:47.476,2,17.7302,0
10:32:47.505,1,38.4958,0
10:32:47.505,0,18.5748,0
10:32:47.548,1,33.0556,0
10:32:47.548,2,40.6730,0
10:32:47.562,2,14.1828,0
10:32:47.564,1,15.9983,0
10:32:47.573,0,24.6383,0
10:32:47.583,2,19.8143,0
10:32:47.593,1,15.0648,0
10:32:47.596,0,13.9127,0
10:32:47.629,2,19.0952,0
10:32:47.633,0,10.5546,0
10:32:47.646,1,23.4500,0
10:32:47.705,1,35.7600,0
10:32:47.708,2,61.0774,0
10:32:47.715,1,9.0937,0
10:32:47.715,0,49.4505,0
10:32:47.716,2,7.4579,0
10:32:47.727,0,11.3705,0
10:32:47.752,2,21.4826,0
10:32:47.754,0,9.8026,0
10:32:47.754,1,9.8638,0
10:32:47.793,0,24.9407,0
10:32:47.795,2,14.9750,0
10:32:47.797,1,15.9575,0
10:32:47.836,2,35.7410,0
10:32:47.851,1,32.4833,0
10:32:47.854,0,15.3384,0
10:32:47.875,2,13.6942,0
10:32:47.877,0,22.6205,0
10:32:47.886,1,23.4953,0
10:32:47.914,0,28.9739,0
10:32:47.922,2,22.4987,0
10:32:47.922,1,21.1829,0
10:32:47.949,2,19.7444,0
10:32:47.956,0,19.2490,0
10:32:47.962,1,18.5267,0
10:32:47.997,2,19.2171,0
10:32:48.007,1,28.5604,0
10:32:48.007,0,45.0569,0
10:32:48.033,0,25.9388,0
10:32:48.045,2,23.1043,0
10:32:48.066,1,32.3293,0
10:32:48.087,2,41.2388,0
10:32:48.088,1,8.9186,0
10:32:48.097,0,30.0993,0
10:32:48.104,0,7.3339,0
10:32:48.128,2,28.4236,0
10:32:48.129,1,11.7669,0
10:32:48.159,2,11.3492,0
10:32:48.162,0,24.2791,0
10:32:48.166,1,13.9972,0
10:32:48.185,2,18.0204,0
10:32:48.201,0,23.5797,0
10:32:48.205,1,15.6009,0
10:32:48.246,0,40.6025,0
10:32:48.252,2,24.0394,0
10:32:48.252,1,24.2932,0
10:32:48.284,0,35.0557,0
10:32:48.292,2,26.4698,0
10:32:48.294,1,23.7055,0
10:32:48.324,0,0.1254,1
10:32:48.324,2,31.5195,0
10:32:48.325,1,16.9102,0
10:32:48.363,2,20.9187,0
10:32:48.369,1,26.0618,0
10:32:48.393,0,25.2378,0
10:32:48.401,1,14.3512,0
10:32:48.404,2,22.2970,0
10:32:48.435,0,0.0873,1
10:32:48.436,2,31.1862,0
10:32:48.459,1,33.5188,0
10:32:48.486,1,15.4529,0
10:32:48.490,2,22.9967,0
10:32:48.510,2,9.1168,0
10:32:48.511,0,12.6544,0
10:32:48.513,1,10.5610,0
10:32:48.541,2,18.7215,0
10:32:48.558,0,25.4061,0
10:32:48.559,1,7.6826,0
10:32:48.596,0,28.5242,0
10:32:48.601,2,17.0323,0
10:32:48.602,1,12.7725,0
10:32:48.632,0,24.0599,0
10:32:48.632,2,14.2485,0
10:32:48.638,1,18.3070,0
10:32:48.686,0,20.0551,0
10:32:48.687,2,44.5911,0
10:32:48.691,1,24.0746,0
10:32:48.712,0,25.6410,0
10:32:48.731,2,29.2059,0
10:32:48.738,1,28.2622,0
10:32:48.761,2,25.4769,0
10:32:48.781,0,32.5591,0
10:32:48.781,1,19.4711,0
10:32:48.799,2,28.3717,0
10:32:48.801,1,13.6260,0
10:32:48.805,0,24.5618,0
10:32:48.824,0,18.3639,0
10:32:48.838,2,25.5688,0
10:32:48.862,1,35.0362,0
10:32:48.889,0,47.9359,0
10:32:48.889,1,16.6091,0
10:32:48.896,2,28.9631,0
10:32:48.910,2,13.3803,0
10:32:48.919,1,9.2915,0
10:32:48.920,0,30.2723,0
10:32:48.941,0,20.8604,0
10:32:48.941,2,7.8022,0
10:32:48.952,1,17.0349,0
10:32:48.986,0,23.8366,0
10:32:48.997,2,19.1541,0
10:32:49.001,1,10.1815,0
10:32:49.025,2,22.2759,0
10:32:49.029,0,14.6977,0
10:32:49.034,1,14.8799,0
10:32:49.071,0,28.3076,0
10:32:49.073,2,16.8014,0
10:32:49.079,1,23.2404,0
10:32:49.109,0,13.2182,0
10:32:49.119,2,21.0137,0
10:32:49.124,1,21.5568,0
10:32:49.150,2,26.7297,0
10:32:49.153,0,17.4704,0
10:32:49.167,1,25.7850,0
10:32:49.187,0,23.9239,0
10:32:49.192,2,16.8083,0
10:32:49.199,1,22.3903,0
10:32:49.233,0,22.1203,0
10:32:49.233,2,20.8319,0
10:32:49.276,1,57.4325,0
10:32:49.290,0,26.6751,0
10:32:49.290,1,13.5761,0
10:32:49.292,2,43.7062,0
10:32:49.310,0,19.9170,0
10:32:49.323,2,27.8369,0
10:32:49.325,1,14.9545,0
10:32:49.348,2,12.4928,0
10:32:49.357,1,7.9012,0
10:32:49.362,0,19.9264,0
10:32:49.390,2,24.8666,0
10:32:49.397,0,16.2394,0
10:32:49.409,1,19.3994,0
10:32:49.423,0,12.1061,0
10:32:49.429,2,14.6953,0
10:32:49.437,1,21.5727,0
10:32:49.485,0,39.5350,0
10:32:49.489,1,20.3471,0
10:32:49.492,2,0.3807,1
10:32:49.535,0,27.1029,0
10:32:49.535,1,27.6194,0
10:32:49.558,0,22.6546,0
10:32:49.558,1,15.1479,0
10:32:49.560,2,16.9744,0
10:32:49.590,0,24.2208,0
10:32:49.598,2,19.3374,0
10:32:49.598,1,17.6007,0
10:32:49.627,2,23.8654,0
10:32:49.627,0,13.1219,0
10:32:49.661,1,45.4365,0
10:32:49.674,0,36.5277,0
10:32:49.679,1,12.8497,0
10:32:49.693,2,38.8018,0
10:32:49.711,0,25.6428,0
10:32:49.715,2,14.2761,0
10:32:49.721,1,16.1756,0
10:32:49.740,2,11.3450,0
10:32:49.752,0,19.8060,0
10:32:49.754,1,9.7843,0
10:32:49.785,2,9.7333,0
10:32:49.786,0,24.8807,0
10:32:49.797,1,20.8073,0
10:32:49.836,0,30.4160,0
10:32:49.836,2,16.6376,0
10:32:49.839,1,17.7882,0
10:32:49.867,2,24.1066,0
10:32:49.869,0,15.8645,0
10:32:49.870,1,14.0393,0
10:32:49.923,0,29.6517,0
10:32:49.950,1,26.7611,0
10:32:49.954,2,0.0704,1
10:32:49.969,1,14.5706,0
10:32:49.975,0,0.1382,1
10:32:50.021,1,27.5947,0
10:32:50.021,2,0.1598,1
10:32:50.037,0,32.2328,0
10:32:50.051,1,29.7910,0
10:32:50.089,0,48.7332,0
10:32:50.092,1,19.7828,0
10:32:50.097,2,29.1863,0
10:32:50.108,2,10.8996,0
10:32:50.119,0,24.6156,0
10:32:50.125,1,17.6843,0
10:32:50.152,0,24.2005,0
10:32:50.153,2,10.3210,0
10:32:50.156,1,13.6385,0
10:32:50.186,0,20.8638,0
10:32:50.188,2,10.1060,0
10:32:50.199,1,18.8178,0
10:32:50.232,2,29.0097,0
10:32:50.235,0,17.0571,0
10:32:50.236,1,13.0170,0
10:32:50.267,0,24.0660,0
10:32:50.273,2,18.0705,0
10:32:50.292,1,33.2569,0
10:32:50.306,0,13.2664,0
10:32:50.319,2,25.7588,0
10:32:50.321,1,14.2517,0
10:32:50.363,2,40.0223,0
10:32:50.365,1,17.5101,0
10:32:50.370,0,23.5123,0
10:32:50.391,0,20.0991,0
10:32:50.399,1,18.4834,0
10:32:50.400,2,25.6820,0
10:32:50.451,2,17.2183,0
10:32:50.451,0,39.3684,0
10:32:50.457,1,23.5618,0
10:32:50.482,2,30.7393,0
10:32:50.487,1,19.3751,0
10:32:50.502,0,34.2646,0
10:32:50.512,0,10.4214,0
10:32:50.524,1,13.7203,0
10:32:50.524,2,20.9951,0
10:32:50.554,2,19.1552,0
10:32:50.560,1,9.4204,0
10:32:50.565,0,17.2724,0
10:32:50.592,2,18.9560,0
10:32:50.612,0,31.2905,0
10:32:50.612,1,12.9757,0
10:32:50.630,2,10.3082,0
10:32:50.632,0,19.7282,0
10:32:50.636,1,16.4824,0
10:32:50.690,2,18.6696,0
10:32:50.695,0,46.4361,0
10:32:50.695,1,21.3700,0
10:32:50.709,2,18.3902,0
10:32:50.720,0,19.0752,0
10:32:50.723,1,22.1269,0
10:32:50.749,0,17.4846,0
10:32:50.753,1,16.2795,0
10:32:50.756,2,19.8788,0
10:32:50.792,0,24.0090,0
10:32:50.797,2,18.2138,0
10:32:50.800,1,19.2446,0
10:32:50.839,0,21.2544,0
10:32:50.839,2,28.0346,0
10:32:50.862,1,42.4358,0
10:32:50.889,1,13.5200,0
10:32:50.890,0,50.9320,0
10:32:50.897,2,32.6452,0
10:32:50.908,0,17.3666,0
10:32:50.908,2,8.0806,0
10:32:50.918,1,17.8698,0
10:32:50.941,2,18.8364,0
10:32:50.958,1,10.5842,0
10:32:50.964,0,28.6723,0
10:32:50.991,2,12.4711,0
10:32:50.991,0,26.9781,0
10:32:50.995,1,14.3980,0
10:32:51.044,0,35.2064,0
10:32:51.044,1,14.3643,0
10:32:51.044,2,0.1156,1
10:32:51.079,1,23.0135,0
10:32:51.082,0,18.8696,0
10:32:51.115,0,29.2229,0
10:32:51.130,2,29.2662,0
10:32:51.132,1,22.8370,0
10:32:51.165,2,25.6353,0
10:32:51.168,0,17.2397,0
10:32:51.168,1,15.8829,0
10:32:51.207,0,11.3211,0
10:32:51.207,1,8.9681,0
10:32:51.210,2,20.9655,0
10:32:51.231,0,23.5766,0
10:32:51.240,2,18.0011,0
10:32:51.254,1,23.9572,0
10:32:51.291,2,19.4502,0
10:32:51.292,0,52.2758,0
10:32:51.295,1,18.8633,0
10:32:51.313,0,11.5690,0
10:32:51.313,2,21.6326,0
10:32:51.322,1,18.9759,0
10:32:51.349,0,26.4442,0
10:32:51.350,2,14.7918,0
10:32:51.373,1,34.2982,0
10:32:51.400,0,32.0091,0
10:32:51.402,2,14.3618,0
10:32:51.406,1,16.6389,0
10:32:51.433,2,30.2225,0
10:32:51.438,0,19.6583,0
10:32:51.445,1,23.0649,0
10:32:51.467,0,22.9848,0
10:32:51.468,2,14.0985,0
10:32:51.490,1,21.7791,0
10:32:51.513,0,24.0272,0
10:32:51.514,2,14.6036,0
10:32:51.522,1,20.3953,0
10:32:51.563,1,8.7069,0
10:32:51.566,2,27.9932,0
10:32:51.571,0,15.3631,0
10:32:51.583,2,10.5832,0
10:32:51.591,0,15.5426,0
10:32:51.593,1,12.9009,0
10:32:51.629,2,18.2208,0
10:32:51.630,0,10.4825,0
10:32:51.644,1,23.6672,0
10:32:51.685,1,10.9072,0
10:32:51.693,0,39.9943,0
10:32:51.704,0,9.2167,0
10:32:51.718,2,44.1008,0
10:32:51.730,1,11.9377,0
10:32:51.735,2,17.4308,0
10:32:51.763,2,27.5144,0
10:32:51.767,1,13.2150,0
10:32:51.768,0,16.8128,0
10:32:51.786,2,15.1627,0
10:32:51.795,0,19.3176,0
10:32:51.798,1,16.9866,0
10:32:51.828,0,17.1460,0
10:32:51.837,2,21.5606,0
10:32:51.842,1,20.7736,0
10:32:51.878,0,30.5075,0
10:32:51.879,2,12.6613,0
10:32:51.886,1,18.8352,0
10:32:51.910,0,11.9467,0
10:32:51.910,2,25.0408,0
10:32:51.912,1,11.6146,0
10:32:51.955,0,23.0349,0
10:32:51.960,1,13.6332,0
10:32:51.962,2,16.8305,0
10:32:52.005,0,29.2829,0
10:32:52.006,2,0.0998,1
10:32:52.006,1,10.9765,0
10:32:52.034,0,15.9348,0
10:32:52.056,1,36.7224,0
10:32:52.081,1,10.9766,0
10:32:52.085,0,47.2779,0
10:32:52.091,2,36.0599,0
10:32:52.119,2,13.3864,0
10:32:52.119,0,31.4120,0
10:32:52.121,1,15.1141,0
10:32:52.148,2,25.0879,0
10:32:52.158,0,17.1526,0
10:32:52.161,1,13.0784,0
10:32:52.186,0,20.2889,0
10:32:52.189,2,15.5726,0
10:32:52.204,1,26.4052,0
10:32:52.230,0,19.0042,0
10:32:52.236,2,16.9735,0
10:32:52.243,1,15.3302,0
10:32:52.273,2,27.8789,0
10:32:52.276,0,16.3301,0
10:32:52.287,1,27.0442,0
10:32:52.328,0,41.4962,0
10:32:52.342,2,30.6259,0
10:32:52.347,1,29.8360,0
10:32:52.359,2,16.6301,0
10:32:52.376,1,17.7135,0
10:32:52.377,0,34.0957,0
10:32:52.399,2,17.5012,0
10:32:52.399,1,12.9629,0
10:32:52.404,0,14.4149,0
10:32:52.421,2,10.3479,0
10:32:52.430,0,16.8527,0
10:32:52.461,1,42.9464,0
10:32:52.506,1,9.8437,0
10:32:52.508,2,60.7635,0
10:32:52.512,0,0.0689,1
10:32:52.518,2,9.6549,0
10:32:52.523,1,12.8390,0
10:32:52.546,2,23.9141,0
10:32:52.551,0,15.5634,0
10:32:52.557,1,17.1071,0
10:32:52.601,2,34.2503,0
10:32:52.602,1,15.7973,0
10:32:52.603,0,18.3746,0
10:32:52.639,2,15.9104,0
10:32:52.642,0,18.4909,0
10:32:52.643,1,17.6918,0
10:32:52.678,2,32.5638,0
10:32:52.680,1,17.4543,0
10:32:52.682,0,21.5357,0
10:32:52.716,0,28.5661,0
10:32:52.728,2,27.0921,0
10:32:52.730,1,27.5819,0
10:32:52.770,1,17.3618,0
10:32:52.774,2,21.4046,0
10:32:52.774,0,38.2151,0
10:32:52.796,0,22.1229,0
10:32:52.798,2,17.7685,0
10:32:52.800,1,14.1020,0
10:32:52.832,2,21.0683,0
10:32:52.839,0,15.7368,0
10:32:52.856,1,30.1629,0
10:32:52.874,1,16.6258,0
10:32:52.886,2,44.1527,0
10:32:52.893,0,35.7039,0
10:32:52.902,0,8.6444,0
10:32:52.957,1,0.0854,1
10:32:52.958,2,0.0715,1
10:32:52.967,0,19.4730,0
10:32:53.007,2,32.0383,0
10:32:53.007,0,20.7261,0
10:32:53.009,1,18.8365,0
10:32:53.032,2,20.7004,0
10:32:53.047,0,30.2215,0
10:32:53.051,1,19.2605,0
10:32:53.088,2,42.8519,0
10:32:53.091,0,19.0665,0
10:32:53.092,1,20.7354,0
10:32:53.126,2,31.0042,0
10:32:53.126,1,18.6930,0
10:32:53.133,0,23.3109,0
