wall_time,cam_index,rtp_seq,network_ms,dropped
14:26:12.984,0,29950,0.0181,0
14:26:12.993,0,29962,0.0601,0
14:26:12.999,0,29973,0.0184,0
14:26:13.031,0,29984,0.0268,0
14:26:13.081,0,29994,0.0791,0
14:26:13.107,0,30005,0.0207,0
14:26:13.193,0,30016,0.0757,0
14:26:13.197,0,30027,0.0146,0
14:26:13.249,0,30037,0.0158,0
14:26:13.267,0,30047,0.0146,0
14:26:13.325,0,30055,0.0140,0
14:26:13.342,0,30064,0.0607,0
14:26:13.389,0,30073,0.0579,0
14:26:13.449,0,30083,0.0471,0
14:26:13.455,0,30093,0.0119,0
14:26:13.518,0,30103,0.0206,0
14:26:13.543,0,30113,0.0196,0
14:26:13.587,0,30122,0.0598,0
14:26:13.616,0,30132,0.0146,0
14:26:13.659,0,30141,0.0148,0
14:26:13.715,0,30150,0.0590,0
14:26:13.746,0,30161,0.0178,0
14:26:13.793,0,30172,0.0628,0
14:26:13.821,0,30183,0.0156,0
14:26:13.947,0,30300,0.1021,0
14:26:13.959,0,30313,0.0134,0
14:26:13.962,0,30324,0.0105,0
14:26:14.001,0,30335,0.0151,0
14:26:14.025,0,30347,0.0167,0
14:26:14.063,0,30359,0.0176,0
14:26:14.144,0,30370,0.0174,0
14:26:14.147,0,30381,0.0116,0
14:26:14.214,0,30392,0.0276,0
14:26:14.227,0,30403,0.0173,0
14:26:14.297,0,30414,0.1059,0
14:26:14.306,0,30424,0.0116,0
14:26:14.357,0,30434,0.0446,0
14:26:14.386,0,30443,0.0169,0
14:26:14.430,0,30453,0.0895,0
14:26:14.495,0,30464,0.0191,0
14:26:14.501,0,30475,0.0367,0
14:26:14.580,0,30486,0.0147,0
14:26:14.584,0,30498,0.0123,0
14:26:14.644,0,30510,0.0886,0
14:26:14.658,0,30523,0.0161,0
14:26:14.717,0,30536,0.0153,0
14:26:14.746,0,30549,0.0133,0
14:26:14.787,0,30559,0.0660,0
14:26:14.851,0,30569,0.0543,0
14:26:15.051,2,32754,0.0236,0
14:26:15.054,0,30683,0.0845,0
14:26:15.057,2,32768,0.0275,0
14:26:15.068,2,32781,0.0427,0
14:26:15.071,0,30697,0.0462,0
14:26:15.073,2,32794,0.0182,0
14:26:15.075,0,30711,0.0178,0
14:26:15.077,2,32806,0.0174,0
14:26:15.127,0,30760,0.0360,1
14:26:15.127,2,32819,0.0509,0
14:26:15.136,2,32831,0.0198,0
14:26:15.142,0,30773,0.0193,1
14:26:15.269,2,32844,0.0268,0
14:26:15.269,0,30785,0.0536,1
14:26:15.273,2,32857,0.0158,0
14:26:15.274,0,30797,0.0181,1
14:26:15.277,2,32868,0.0152,0
14:26:15.278,0,30809,0.0156,1
14:26:15.296,2,32880,0.0143,0
14:26:15.336,0,30818,0.0260,1
14:26:15.336,2,32892,0.0620,0
14:26:15.344,0,30828,0.0138,1
14:26:15.404,0,30837,0.0645,1
14:26:15.405,2,32904,0.0349,0
14:26:15.415,0,30845,0.0140,1
14:26:15.422,2,32916,0.0592,0
14:26:15.473,0,30855,0.1331,1
14:26:15.473,2,32930,0.0180,0
14:26:15.498,2,32942,0.0263,0
14:26:15.502,0,30864,0.0134,1
14:26:15.539,2,32955,0.0168,0
14:26:15.544,0,30874,0.0133,1
14:26:15.580,0,30884,0.0171,1
14:26:15.606,2,32967,0.0651,0
14:26:15.613,2,32979,0.0133,0
14:26:15.630,0,30894,0.0575,1
14:26:15.682,2,32991,0.0162,0
14:26:15.685,0,30904,0.0934,1
14:26:15.697,2,33004,0.0130,0
14:26:15.706,0,30914,0.0117,1
14:26:15.745,0,30924,0.0219,1
14:26:15.747,2,33017,0.0178,0
14:26:15.770,2,33029,0.0167,0
14:26:15.782,0,30934,0.0123,1
14:26:15.824,2,33041,0.0170,0
14:26:15.832,0,30944,0.0569,1
14:26:15.857,2,33053,0.0188,0
14:26:15.927,2,33066,0.0178,0
14:26:15.928,0,31048,0.0586,1
14:26:15.933,2,33079,0.0123,0
14:26:15.940,0,31060,0.0183,1
14:26:15.969,0,31074,0.0131,1
14:26:15.974,2,33091,0.0149,0
14:26:15.978,0,31086,0.0145,1
14:26:16.038,0,31097,0.0369,1
