wall_time,cam_index,full_ms,dropped
13:58:41.303,0,0.0872,0
13:58:58.261,0,97.7324,422
13:58:58.268,0,1.5536,0
13:58:58.268,1,28.8622,299
13:58:58.271,2,7.5465,0
13:58:58.278,1,0.1319,0
13:58:58.287,1,5.2189,0
13:58:58.288,2,8.4316,0
13:58:58.295,0,0.0889,0
13:58:58.298,0,0.1069,0
13:58:58.305,2,4.2397,0
13:58:58.309,1,4.2332,0
13:58:58.325,0,3.7511,0
13:58:58.343,2,3.6258,0
13:58:58.347,1,4.5395,0
13:58:58.358,0,3.9579,0
13:58:58.413,1,5.4043,0
13:58:58.414,2,6.3992,0
13:58:58.414,0,5.3716,0
13:58:58.419,2,4.5330,0
13:58:58.428,1,4.1835,0
13:58:58.446,0,3.4338,0
13:58:58.461,1,4.6018,0
13:58:58.462,2,5.1395,0
13:58:58.489,0,3.7507,0
13:58:58.505,2,6.4938,0
13:58:58.507,1,5.4218,0
13:58:58.518,0,4.3420,0
13:58:58.548,2,6.2251,0
13:58:58.549,1,5.0207,0
13:58:58.571,0,12.8680,0
13:58:58.578,2,6.8858,0
13:58:58.592,1,8.1346,0
13:58:58.604,0,3.6534,0
13:58:58.621,1,3.0094,0
13:58:58.624,2,3.9520,0
13:58:58.648,0,3.3677,0
13:58:58.664,2,5.2305,0
13:58:58.665,1,4.0052,0
13:58:58.678,0,3.4408,0
13:58:58.705,2,4.1754,0
13:58:58.706,1,3.7833,0
13:58:58.723,0,3.5559,0
13:58:58.737,2,4.9311,0
13:58:58.749,1,3.9937,0
13:58:58.764,0,4.1486,0
13:58:58.781,1,7.1667,0
13:58:58.785,2,6.2088,0
13:58:58.808,0,5.6419,0
13:58:58.830,2,6.2587,0
13:58:58.831,1,4.0419,0
13:58:58.840,0,5.5544,0
13:58:58.869,2,3.1643,0
13:58:58.872,1,5.6784,0
13:58:58.884,0,3.9059,0
13:58:58.898,2,4.2355,0
13:58:58.910,1,6.1715,0
13:58:58.926,0,4.6942,0
13:58:58.945,2,4.0658,0
13:58:58.945,1,9.8927,0
13:58:58.968,0,3.1466,0
13:58:58.981,1,3.6266,0
13:58:58.987,2,4.9063,0
13:58:59.011,0,3.7883,0
13:58:59.025,2,4.5366,0
13:58:59.040,1,18.0937,0
13:58:59.044,0,4.0741,0
13:58:59.072,2,19.4005,0
13:58:59.073,1,4.5208,0
13:58:59.084,0,3.6690,0
13:58:59.104,1,3.3842,0
13:58:59.109,2,4.8047,0
13:58:59.133,0,3.5512,0
13:58:59.147,2,6.0348,0
13:58:59.149,1,4.7428,0
13:58:59.165,0,3.8646,0
13:58:59.198,1,3.6377,0
13:58:59.199,2,4.3676,0
13:58:59.228,2,15.9719,0
13:58:59.235,1,7.0569,0
13:58:59.297,1,7.0176,0
13:58:59.297,2,4.5408,0
13:58:59.304,2,5.7087,0
13:58:59.307,0,0.0967,1
13:58:59.307,1,6.9400,0
13:58:59.310,0,0.0655,0
13:58:59.325,0,3.1481,0
13:58:59.352,1,3.1258,0
13:58:59.352,2,3.1520,0
13:58:59.368,0,3.4026,0
13:58:59.379,2,4.4449,0
13:58:59.387,1,3.4155,0
13:58:59.404,0,2.7233,0
13:58:59.422,1,5.8696,0
13:58:59.424,2,5.3282,0
13:58:59.446,0,6.4157,0
13:58:59.471,2,3.1494,0
13:58:59.474,1,5.5001,0
13:58:59.488,0,3.8190,0
13:58:59.510,1,4.2036,0
13:58:59.516,2,9.7275,0
13:58:59.527,0,4.3263,0
13:58:59.539,2,4.0463,0
13:58:59.548,1,5.3726,0
13:58:59.571,0,3.6297,0
13:58:59.584,1,8.8758,0
13:58:59.585,2,5.6672,0
13:58:59.608,0,3.6534,0
13:58:59.625,2,5.2500,0
13:58:59.626,1,5.3044,0
13:58:59.639,0,4.1797,0
13:58:59.692,0,3.8321,0
13:58:59.692,1,4.6436,0
13:58:59.693,2,4.8816,0
13:58:59.699,2,4.3977,0
13:58:59.708,1,5.2710,0
13:58:59.727,0,6.3279,0
13:58:59.745,1,7.3470,0
13:58:59.745,2,3.1666,0
13:58:59.767,0,2.8838,0
13:58:59.783,2,3.4620,0
13:58:59.787,1,3.1689,0
13:58:59.800,0,3.0578,0
13:58:59.827,2,4.5078,0
13:58:59.828,1,4.8524,0
13:58:59.847,0,5.5368,0
13:58:59.859,2,7.1424,0
13:58:59.868,1,4.8379,0
13:58:59.900,0,18.0269,0
13:58:59.905,2,4.3773,0
13:58:59.905,1,8.1968,0
13:58:59.927,0,3.9591,0
13:58:59.945,2,6.2183,0
13:58:59.946,1,5.0702,0
13:58:59.958,0,3.6717,0
13:58:59.986,2,3.3834,0
13:58:59.988,1,3.9531,0
13:59:00.009,0,6.8485,0
13:59:00.018,2,5.2264,0
13:59:00.031,1,5.5584,0
13:59:00.047,0,6.2387,0
13:59:00.066,1,10.1420,0
13:59:00.067,2,5.1916,0
13:59:00.087,0,4.4789,0
13:59:00.107,2,6.4830,0
13:59:00.109,1,4.9677,0
13:59:00.119,0,4.6904,0
13:59:00.147,2,4.5448,0
13:59:00.148,1,4.9270,0
13:59:00.166,0,5.4833,0
13:59:00.341,2,35.3804,0
13:59:00.349,2,4.5354,0
13:59:00.356,1,0.1145,1
13:59:00.372,1,0.1021,1
13:59:00.374,2,0.0650,1
13:59:00.377,2,0.1481,0
13:59:00.380,1,4.3792,0
13:59:00.381,0,0.0794,1
13:59:00.384,0,0.1667,0
13:59:00.385,2,2.8816,0
13:59:00.391,0,0.0776,1
13:59:00.391,1,5.1857,0
13:59:00.405,0,2.9420,0
13:59:00.425,2,3.4970,0
13:59:00.428,1,2.9130,0
13:59:00.441,0,6.5037,0
13:59:00.460,1,3.4105,0
13:59:00.460,2,7.9179,0
13:59:00.483,0,3.2789,0
13:59:00.505,2,3.8253,0
13:59:00.509,1,7.6416,0
13:59:00.527,0,5.7262,0
13:59:00.545,2,6.1183,0
13:59:00.546,1,4.6124,0
13:59:00.569,0,5.7718,0
13:59:00.592,2,8.2949,0
13:59:00.593,1,5.7709,0
13:59:00.609,0,6.1052,0
13:59:00.623,1,6.5295,0
13:59:00.628,2,5.7250,0
13:59:00.642,0,3.1933,0
13:59:00.661,2,5.1337,0
13:59:00.670,1,5.4529,0
13:59:00.687,0,4.7982,0
13:59:00.711,2,4.3003,0
13:59:00.712,1,5.2518,0
13:59:00.728,0,4.1663,0
13:59:00.752,2,3.1498,0
13:59:00.754,1,3.9430,0
13:59:00.764,0,5.0433,0
13:59:00.785,1,4.8500,0
13:59:00.792,2,6.4282,0
13:59:00.815,0,15.0880,0
13:59:00.819,2,3.4305,0
13:59:00.829,1,7.0558,0
13:59:00.847,0,3.3015,0
13:59:00.860,2,3.1627,0
13:59:00.879,1,3.9065,0
13:59:00.894,0,5.3942,0
13:59:00.911,2,4.6008,0
13:59:00.911,1,4.3422,0
13:59:00.927,0,3.5208,0
13:59:00.978,1,38.4915,0
13:59:00.978,0,3.5919,0
13:59:00.979,2,0.0700,1
13:59:00.986,1,6.1097,0
13:59:01.011,0,3.5709,0
13:59:01.026,2,4.0176,0
13:59:01.027,1,5.4511,0
13:59:01.046,0,3.2981,0
13:59:01.064,2,4.6460,0
13:59:01.068,1,5.0606,0
13:59:01.103,0,4.1075,0
13:59:01.106,2,2.8902,0
13:59:01.107,1,7.3450,0
13:59:01.124,0,5.0070,0
13:59:01.139,2,5.9724,0
13:59:01.149,1,7.5609,0
13:59:01.165,0,3.4409,0
13:59:01.183,2,5.4512,0
13:59:01.194,1,6.2072,0
13:59:01.225,2,3.7841,0
13:59:01.232,1,6.8165,0
13:59:01.282,1,7.1564,0
13:59:01.283,2,3.8293,0
13:59:01.291,0,0.0632,1
13:59:01.296,0,2.4193,0
13:59:01.297,2,4.0977,0
13:59:01.304,1,3.4854,0
13:59:01.317,0,2.8358,0
13:59:01.345,1,3.0284,0
13:59:01.346,2,6.9882,0
13:59:01.364,0,3.5461,0
13:59:01.391,2,9.6785,0
13:59:01.396,1,9.4877,0
13:59:01.410,0,5.4772,0
13:59:01.426,1,3.4707,0
13:59:01.430,2,4.7916,0
13:59:01.449,0,4.8728,0
13:59:01.464,2,5.3816,0
13:59:01.471,1,10.1238,0
13:59:01.479,0,4.2378,0
13:59:01.506,2,5.9809,0
13:59:01.507,1,4.2824,0
13:59:01.521,0,4.4877,0
13:59:01.548,2,7.6628,0
13:59:01.548,1,3.5123,0
13:59:01.564,0,3.1694,0
13:59:01.581,1,5.0180,0
13:59:01.587,2,5.3861,0
13:59:01.606,0,3.2787,0
13:59:01.621,2,6.9679,0
13:59:01.631,1,10.5941,0
13:59:01.644,0,2.9031,0
13:59:01.665,2,6.6387,0
13:59:01.668,1,5.6226,0
13:59:01.690,0,7.9249,0
13:59:01.705,2,5.0066,0
13:59:01.715,1,6.7490,0
13:59:01.727,0,4.8880,0
13:59:01.744,1,7.3549,0
13:59:01.750,2,7.4140,0
13:59:01.769,0,3.3005,0
13:59:01.784,2,5.4670,0
13:59:01.787,1,7.1441,0
13:59:01.800,0,4.4455,0
13:59:01.827,2,6.9250,0
13:59:01.831,1,7.4300,0
13:59:01.845,0,4.2399,0
13:59:01.868,2,7.3557,0
13:59:01.868,1,4.3464,0
13:59:01.884,0,3.0458,0
13:59:01.901,1,4.7012,0
13:59:01.908,2,5.7011,0
13:59:01.927,0,2.4296,0
13:59:01.942,2,7.4408,0
13:59:01.949,1,5.3597,0
13:59:01.962,0,6.9858,0
13:59:01.987,1,3.4270,0
13:59:01.988,2,10.0912,0
13:59:02.003,0,2.8594,0
13:59:02.026,2,5.0372,0
13:59:02.031,1,8.3097,0
13:59:02.050,0,3.2470,0
13:59:02.062,1,6.1617,0
13:59:02.068,2,5.5584,0
13:59:02.087,0,3.8584,0
13:59:02.100,2,6.4496,0
13:59:02.110,1,7.5669,0
13:59:02.117,0,2.3347,0
13:59:02.147,2,4.8371,0
13:59:02.148,1,4.3834,0
13:59:02.163,0,2.4168,0
13:59:02.298,2,0.1353,1
13:59:02.331,1,0.1608,1
13:59:02.334,1,0.1445,0
13:59:02.337,2,3.9942,0
13:59:02.338,1,0.1507,0
13:59:02.343,2,0.0634,1
13:59:02.350,1,3.9042,0
13:59:02.351,0,39.8129,0
13:59:02.353,0,0.0817,1
13:59:02.356,0,0.0954,0
13:59:02.371,0,3.1563,0
13:59:02.382,2,3.1963,0
13:59:02.388,1,5.8800,0
13:59:02.404,0,3.2205,0
13:59:02.424,2,3.9461,0
13:59:02.428,1,4.1299,0
13:59:02.449,0,6.7215,0
13:59:02.463,1,5.8376,0
13:59:02.467,2,4.2909,0
13:59:02.478,0,3.0668,0
13:59:02.498,2,3.3202,0
13:59:02.510,1,6.4201,0
13:59:02.523,0,3.2868,0
13:59:02.542,2,2.8750,0
13:59:02.552,1,7.3645,0
13:59:02.569,0,4.2871,0
13:59:02.584,2,4.0392,0
13:59:02.591,1,8.4138,0
13:59:02.611,0,3.1689,0
13:59:02.621,1,4.7318,0
13:59:02.628,2,7.3428,0
13:59:02.653,0,15.9905,0
13:59:02.661,2,7.5946,0
13:59:02.666,1,5.2258,0
13:59:02.683,0,2.7664,0
13:59:02.716,2,16.9423,0
13:59:02.717,1,4.1334,0
13:59:02.727,0,5.1681,0
13:59:02.752,2,3.0862,0
13:59:02.756,1,7.4721,0
13:59:02.777,0,14.6336,0
13:59:02.782,1,6.6143,0
13:59:02.788,2,4.7816,0
13:59:02.811,0,2.4203,0
13:59:02.820,2,4.7436,0
13:59:02.826,1,5.3776,0
13:59:02.844,0,2.6417,0
13:59:02.874,1,3.8771,0
13:59:02.875,2,4.4262,0
13:59:02.887,0,2.6195,0
13:59:02.908,2,6.2304,0
13:59:02.911,1,6.0012,0
13:59:02.933,0,2.8441,0
13:59:02.941,1,5.1508,0
13:59:02.950,2,7.1478,0
13:59:02.968,0,3.2728,0
13:59:02.991,2,7.3244,0
13:59:02.992,1,4.3624,0
13:59:03.011,0,6.4320,0
13:59:03.019,2,5.2641,0
13:59:03.035,1,4.3265,0
13:59:03.052,0,5.7162,0
13:59:03.067,2,4.8252,0
13:59:03.075,1,5.2264,0
13:59:03.088,0,5.0116,0
13:59:03.102,1,5.0485,0
13:59:03.108,2,6.3657,0
13:59:03.118,0,2.7267,0
13:59:03.147,2,5.7384,0
13:59:03.149,1,5.1695,0
13:59:03.161,0,2.8697,0
13:59:03.197,2,11.7810,0
13:59:03.198,1,6.0477,0
13:59:03.223,2,6.6534,0
13:59:03.234,1,6.1171,0
13:59:03.291,1,6.1290,0
13:59:03.293,2,4.3267,0
13:59:03.304,0,0.0752,1
13:59:03.308,0,0.1902,0
13:59:03.311,2,3.7990,0
13:59:03.315,1,7.9713,0
13:59:03.334,0,3.2460,0
13:59:03.355,2,7.2552,0
13:59:03.356,1,4.4534,0
13:59:03.372,0,3.3099,0
13:59:03.387,2,4.3341,0
13:59:03.388,1,3.9599,0
13:59:03.404,0,3.4358,0
13:59:03.419,1,3.2955,0
13:59:03.419,2,4.3411,0
13:59:03.446,0,2.8933,0
13:59:03.466,2,7.7396,0
13:59:03.467,1,4.3919,0
13:59:03.487,0,2.7369,0
13:59:03.529,1,4.0766,0
13:59:03.529,0,3.3429,0
13:59:03.530,2,4.6609,0
13:59:03.547,2,7.0880,0
13:59:03.550,1,6.2180,0
13:59:03.567,0,4.1103,0
13:59:03.583,1,6.5963,0
13:59:03.589,2,5.7160,0
13:59:03.601,0,4.4733,0
13:59:03.620,2,5.1071,0
13:59:03.626,1,4.1089,0
13:59:03.645,0,6.1271,0
13:59:03.667,2,6.3144,0
13:59:03.671,1,6.1510,0
13:59:03.691,0,9.1749,0
13:59:03.707,2,6.3424,0
13:59:03.710,1,4.3724,0
13:59:03.729,0,3.3914,0
13:59:03.743,1,5.9308,0
13:59:03.746,2,4.3757,0
13:59:03.769,0,5.1452,0
13:59:03.782,2,8.5280,0
13:59:03.786,1,5.7649,0
13:59:03.799,0,2.5738,0
13:59:03.824,2,5.5072,0
13:59:03.827,1,5.0227,0
13:59:03.844,0,4.6561,0
13:59:03.868,2,5.7168,0
13:59:03.872,1,5.1152,0
13:59:03.885,0,3.5953,0
13:59:03.901,1,4.9312,0
13:59:03.910,2,6.6325,0
13:59:03.925,0,2.8464,0
13:59:03.941,2,6.7281,0
13:59:03.947,1,6.0282,0
13:59:03.969,0,5.3441,0
13:59:03.989,1,3.2972,0
13:59:03.989,2,6.6542,0
13:59:04.002,0,4.3645,0
13:59:04.026,2,4.6372,0
13:59:04.032,1,5.1229,0
13:59:04.046,0,5.7916,0
13:59:04.062,1,5.4281,0
13:59:04.067,2,4.4263,0
13:59:04.088,0,3.2271,0
13:59:04.111,1,6.2055,0
13:59:04.111,2,4.1366,0
13:59:04.127,0,3.4393,0
13:59:04.149,2,13.8857,0
13:59:04.151,1,5.7890,0
13:59:04.159,0,5.0035,0
13:59:04.269,2,0.1063,1
13:59:04.293,1,0.1065,1
13:59:04.311,2,5.4809,0
13:59:04.311,1,0.0639,1
13:59:04.315,2,4.1654,0
13:59:04.320,0,0.0769,1
13:59:04.325,0,0.0520,1
13:59:04.342,1,3.8525,0
13:59:04.347,2,3.2090,0
13:59:04.367,0,2.8317,0
13:59:04.383,2,3.4847,0
13:59:04.388,1,3.9427,0
13:59:04.410,0,3.3934,0
13:59:04.427,2,7.0155,0
13:59:04.429,1,4.4338,0
13:59:04.439,0,3.3274,0
13:59:04.462,1,5.5708,0
13:59:04.465,2,4.8338,0
13:59:04.486,0,5.4207,0
13:59:04.512,1,8.7682,0
13:59:04.514,2,6.1904,0
13:59:04.526,0,3.0612,0
13:59:04.549,2,5.6906,0
13:59:04.551,1,6.0455,0
13:59:04.568,0,4.1877,0
13:59:04.582,2,3.0770,0
13:59:04.596,1,5.1277,0
13:59:04.611,0,14.9128,0
13:59:04.623,1,6.5149,0
13:59:04.629,2,8.7410,0
13:59:04.643,0,3.3042,0
13:59:04.677,1,4.7968,0
