wall_time,cam_index,full_ms,skipped
17:33:29.355,1,2.7711,1
17:33:29.357,0,3.0315,2
17:33:29.362,0,1.8121,0
17:33:29.363,1,0.4293,1
17:33:29.363,2,1.7763,3
17:33:29.368,2,0.5808,0
17:33:29.420,2,31.8900,0
17:33:29.420,0,41.9880,0
17:33:29.420,1,18.8304,0
17:33:29.454,0,33.7606,0
17:33:29.464,1,25.7943,0
17:33:29.470,2,15.4867,0
17:33:29.474,0,11.2585,0
17:33:29.488,1,17.2894,0
17:33:29.492,2,9.2495,0
17:33:29.518,0,25.3773,0
17:33:29.521,1,6.2847,0
17:33:29.528,2,9.8819,0
17:33:29.558,0,25.2601,0
17:33:29.561,2,5.5944,0
17:33:29.569,1,9.7901,0
17:33:29.597,1,22.1076,0
17:33:29.601,0,6.4968,0
17:33:29.606,2,7.7075,0
17:33:29.628,0,17.5287,0
17:33:29.649,1,23.4333,0
17:33:29.653,2,7.2424,0
17:33:29.675,0,22.8044,0
17:33:29.685,1,14.3975,0
17:33:29.687,2,5.9994,0
17:33:29.721,0,26.0570,0
17:33:29.726,1,4.6774,0
17:33:29.727,2,10.7896,0
17:33:29.849,1,95.3654,0
17:33:29.852,0,111.4651,0
17:33:29.856,0,1.8185,0
17:33:29.857,1,2.9576,0
17:33:29.859,2,74.4685,0
17:33:29.861,2,2.3588,0
17:33:29.864,0,4.0196,0
17:33:29.865,1,3.9603,0
17:33:29.865,2,2.7149,0
17:33:29.867,0,3.3820,0
17:33:29.870,2,4.2552,0
17:33:29.883,1,14.5300,0
17:33:29.925,0,27.7181,0
17:33:29.926,1,28.2042,0
17:33:29.928,2,4.3095,0
17:33:29.960,0,19.3183,0
17:33:29.966,1,11.8043,0
17:33:29.969,2,4.9798,0
17:33:29.991,0,23.2600,0
17:33:30.004,1,15.1491,0
17:33:30.007,2,4.6693,0
17:33:30.032,0,19.9153,0
17:33:30.035,2,4.8765,0
17:33:30.039,1,4.9915,0
17:33:30.077,0,22.1313,0
17:33:30.081,1,6.8358,0
17:33:30.083,2,4.7503,0
17:33:30.119,0,23.5837,0
17:33:30.123,1,6.7016,0
17:33:30.125,2,7.1902,0
17:33:30.148,0,20.3586,0
17:33:30.166,1,19.9513,0
17:33:30.169,2,8.3996,0
17:33:30.200,2,11.1386,0
17:33:30.201,0,27.4510,0
17:33:30.205,1,6.1945,0
17:33:30.241,0,26.3484,0
17:33:30.242,1,20.8519,0
17:33:30.246,2,6.7667,0
17:33:30.280,0,23.1751,0
17:33:30.285,1,8.2041,0
17:33:30.287,2,9.1737,0
17:33:30.311,0,21.0163,0
17:33:30.324,1,15.4541,0
17:33:30.327,2,4.8336,0
17:33:30.398,0,64.9436,0
17:33:30.414,2,38.1832,0
17:33:30.422,0,3.7587,0
17:33:30.424,1,33.3516,0
17:33:30.425,2,4.0831,0
17:33:30.427,1,3.1934,0
17:33:30.428,0,4.6512,0
17:33:30.440,1,12.6740,0
17:33:30.441,2,2.5811,0
17:33:30.470,0,23.1495,0
17:33:30.475,1,7.2884,0
17:33:30.486,2,12.6241,0
17:33:30.515,0,22.6529,0
17:33:30.518,2,8.8028,0
17:33:30.520,1,4.2215,0
17:33:30.556,0,20.7157,0
17:33:30.559,1,5.1298,0
17:33:30.561,2,4.3599,0
17:33:30.600,0,22.7836,0
17:33:30.606,1,7.8191,0
17:33:30.608,2,3.8012,0
17:33:30.625,0,17.6156,0
17:33:30.644,1,18.8083,0
17:33:30.645,2,3.6881,0
17:33:30.680,0,25.4391,0
17:33:30.683,2,5.6278,0
17:33:30.686,1,5.6820,0
17:33:30.722,0,29.0105,0
17:33:30.722,1,9.5004,0
17:33:30.728,2,7.7382,0
17:33:30.774,0,34.7063,0
17:33:30.777,1,4.7766,0
17:33:30.780,2,5.7268,0
17:33:30.783,0,5.6925,0
17:33:30.802,1,19.0832,0
17:33:30.807,2,7.2602,0
17:33:30.832,0,19.6206,0
17:33:30.854,2,24.1119,0
17:33:30.856,1,3.8579,0
17:33:30.877,0,19.6165,0
17:33:30.880,1,5.6736,0
17:33:30.883,2,5.0646,0
17:33:30.934,0,34.3804,0
17:33:30.935,2,7.5879,0
17:33:30.935,1,9.3677,0
17:33:31.005,0,64.8973,0
17:33:31.016,1,30.9226,0
17:33:31.036,0,4.4097,0
17:33:31.037,2,47.8607,0
17:33:31.039,1,3.6741,0
17:33:31.039,2,1.9880,0
17:33:31.044,0,8.1278,0
17:33:31.045,1,2.0434,0
17:33:31.050,2,5.2939,0
17:33:31.070,0,14.4602,0
17:33:31.079,1,11.3367,0
17:33:31.080,2,1.3239,0
17:33:31.118,0,20.8298,0
17:33:31.124,1,7.3802,0
17:33:31.126,2,3.5365,0
17:33:31.240,0,30.4825,0
17:33:31.249,0,8.4192,0
17:33:31.250,2,28.7275,0
17:33:31.260,1,21.8326,0
17:33:31.261,2,10.7412,0
