wall_time,cam_index,frame_in,frame_out,full_ms,skipped
13:54:06.796,1,3,1,1.0152,1
13:54:06.798,0,3,1,8.3259,1
13:54:06.801,2,5,1,8.1710,3
13:54:06.926,0,4,2,4.8151,0
13:54:06.928,2,6,2,2.9837,0
13:54:06.928,1,4,2,4.4937,0
13:54:06.931,1,5,3,3.3064,0
13:54:06.932,0,5,3,3.1234,0
13:54:06.936,2,7,3,7.3846,0
13:54:06.936,1,6,4,2.4740,0
13:54:06.937,0,6,4,3.2730,0
13:54:06.938,2,8,4,1.7442,0
13:54:06.963,0,7,5,23.0504,0
13:54:06.969,1,7,5,8.7841,0
13:54:06.971,2,9,5,6.0381,0
13:54:07.000,0,8,6,20.6626,0
13:54:07.006,1,8,6,8.0052,0
13:54:07.040,2,10,6,36.1384,0
13:54:07.041,0,9,7,5.1821,0
13:54:07.042,1,9,7,5.3061,0
13:54:07.044,2,11,7,4.1013,0
13:54:07.109,0,10,8,44.1088,0
13:54:07.110,1,10,8,3.2340,0
13:54:07.110,2,12,8,3.3065,0
13:54:07.112,0,11,9,2.6507,0
13:54:07.145,2,13,9,6.9569,0
13:54:07.145,1,11,9,33.7029,0
13:54:07.164,0,12,10,15.8939,0
13:54:07.164,1,12,10,2.8323,0
13:54:07.166,2,14,10,4.1247,0
13:54:07.207,0,13,11,28.1825,0
13:54:07.209,1,13,11,3.9515,0
13:54:07.212,2,15,11,5.9034,0
13:54:07.257,1,14,12,9.6925,0
13:54:07.258,2,16,12,10.8477,0
13:54:07.259,0,14,12,19.3451,0
13:54:07.296,0,15,13,36.5574,0
13:54:07.299,1,15,13,4.5239,0
13:54:07.299,2,17,13,2.7959,0
13:54:07.307,0,16,14,11.1380,0
13:54:07.337,1,16,14,27.3349,0
13:54:07.337,2,18,14,3.9453,0
13:54:07.352,0,17,15,11.5324,0
13:54:07.354,1,17,15,4.2908,0
13:54:07.370,2,19,15,16.5753,0
13:54:07.400,0,18,16,20.5587,0
13:54:07.400,1,18,16,4.8284,0
13:54:07.416,2,20,16,19.0623,0
13:54:07.453,0,19,17,8.4248,0
13:54:07.453,2,21,17,5.6654,0
13:54:07.453,1,19,17,6.6702,0
13:54:07.501,0,20,18,42.0765,0
13:54:07.505,1,20,18,6.1118,0
13:54:07.506,2,22,18,2.6757,0
13:54:07.510,0,21,19,6.8451,0
13:54:07.512,1,21,19,2.8500,0
13:54:07.531,2,23,19,17.2784,0
13:54:07.551,0,22,20,11.2590,0
13:54:07.554,1,22,20,4.3190,0
13:54:07.572,2,24,20,17.7280,0
13:54:07.598,0,23,21,20.8224,0
13:54:07.600,1,23,21,5.0601,0
13:54:07.610,2,25,21,10.8620,0
13:54:07.657,0,25,22,0.0598,1
13:54:07.660,2,26,22,3.7248,0
13:54:07.661,1,24,22,4.5226,0
13:54:07.676,1,25,23,4.9672,0
13:54:07.687,2,27,23,12.3705,0
13:54:07.729,1,26,24,19.5243,0
13:54:07.730,2,28,24,3.7409,0
13:54:07.768,0,27,23,0.0839,1
13:54:07.770,1,27,25,3.0252,0
13:54:07.772,2,29,25,4.0682,0
13:54:07.799,0,28,24,23.3233,0
13:54:07.806,2,30,26,9.1660,0
13:54:07.806,1,28,26,8.9908,0
13:54:07.837,0,29,25,17.9748,0
13:54:07.839,1,29,27,4.1259,0
13:54:07.883,2,31,27,42.7499,0
13:54:07.883,0,30,26,6.4276,0
13:54:07.887,1,30,28,7.8820,0
13:54:07.888,2,32,28,3.0317,0
13:54:07.950,0,31,27,48.8572,0
13:54:07.963,2,33,29,2.2948,0
