wall_time,cam_index,rtp_seq,depay_ms,dropped
12:38:21.856,0,23329,0.4461,0
12:38:21.876,0,23339,1.0957,0
12:38:21.923,0,23350,1.0341,0
12:38:21.990,0,23357,1.5313,0
12:38:21.996,0,23367,2.0229,0
12:38:22.076,0,23376,0.6632,0
12:38:22.079,0,23385,0.8789,0
12:38:22.114,0,23394,0.4132,0
12:38:22.199,0,23403,0.6613,0
12:38:22.215,0,23412,9.8664,0
12:38:22.232,0,23422,0.1557,0
12:38:22.294,0,23431,1.1324,0
12:38:22.320,0,23441,0.8460,0
12:38:22.366,0,23450,0.2683,0
12:38:22.404,0,23460,1.6571,0
12:38:22.451,0,23467,1.0079,0
12:38:22.483,0,23476,1.0786,0
12:38:22.523,0,23486,0.4871,0
12:38:22.563,0,23495,1.5778,0
12:38:22.605,0,23505,1.2516,0
12:38:22.639,0,23514,5.9359,0
12:38:22.677,0,23525,0.6024,0
12:38:22.722,0,23533,0.4773,0
12:38:22.902,0,23543,18.5977,0
12:38:22.904,2,14241,2.8974,0
12:38:22.909,2,14253,1.7461,0
12:38:22.914,2,14266,0.7602,0
12:38:22.919,0,23695,0.2257,0
12:38:22.922,0,23707,0.1541,0
12:38:22.924,0,23716,0.6652,0
12:38:22.924,2,14278,0.7470,0
12:38:22.926,0,23726,0.1245,0
12:38:22.965,0,23734,1.7449,0
12:38:22.969,2,14291,4.1654,0
12:38:23.031,0,23744,0.8458,0
12:38:23.031,2,14305,0.5378,0
12:38:23.035,0,23753,1.1840,0
12:38:23.042,2,14316,0.2042,0
12:38:23.133,0,23763,0.8018,0
12:38:23.133,2,14327,0.6643,0
12:38:23.135,0,23773,0.1189,0
12:38:23.139,2,14338,3.8812,0
12:38:23.170,0,23781,1.1215,0
12:38:23.171,2,14351,1.6843,0
12:38:23.236,0,23791,0.6581,0
12:38:23.237,2,14364,0.9691,0
12:38:23.242,0,23800,0.6706,0
12:38:23.245,2,14375,0.5846,0
12:38:23.298,0,23809,0.9260,0
12:38:23.299,2,14387,0.5130,0
12:38:23.326,0,23819,3.6365,0
12:38:23.329,2,14399,1.3481,0
12:38:23.364,2,14410,0.2874,0
12:38:23.371,0,23828,1.5906,0
12:38:23.395,0,23837,0.1411,0
12:38:23.412,2,14422,2.8480,0
12:38:23.445,0,23845,1.0916,0
12:38:23.496,2,14435,1.0559,0
12:38:23.498,0,23854,2.2116,0
12:38:23.500,2,14447,0.5606,0
12:38:23.528,2,14459,1.0004,0
12:38:23.530,0,23862,3.0002,0
12:38:23.592,0,23872,0.8245,0
12:38:23.593,2,14471,1.1429,0
12:38:23.600,0,23881,1.1415,0
12:38:23.622,2,14483,15.3009,0
12:38:23.690,0,23891,0.5782,0
12:38:23.691,2,14495,0.4102,0
12:38:23.692,0,23900,0.1472,0
12:38:23.696,2,14507,1.0979,0
12:38:23.731,0,23910,0.7266,0
12:38:23.771,2,14519,0.6546,0
12:38:23.773,2,14532,0.1681,0
12:38:23.809,2,14545,1.9314,0
12:38:23.867,0,23920,48.0692,0
12:38:23.869,2,14557,0.6055,0
12:38:23.885,0,24095,0.1840,0
12:38:23.887,2,14569,0.1837,0
12:38:23.887,0,24105,0.1410,0
12:38:23.890,0,24115,0.1272,0
12:38:23.927,0,24123,1.8223,0
12:38:23.927,2,14581,0.2252,0
12:38:23.955,0,24132,0.4643,0
12:38:23.968,2,14594,2.5019,0
12:38:24.005,2,14606,4.6427,0
12:38:24.006,0,24141,1.1701,0
12:38:24.044,0,24150,2.9948,0
12:38:24.046,2,14618,2.4124,0
12:38:24.112,0,24159,1.2554,0
12:38:24.113,2,14630,1.2285,0
12:38:24.116,0,24168,0.6858,0
12:38:24.128,2,14642,2.4674,0
12:38:24.175,0,24177,0.5956,0
12:38:24.175,2,14653,0.7701,0
12:38:24.203,0,24186,0.7284,0
12:38:24.207,2,14665,4.4885,0
12:38:24.243,0,24195,0.7650,0
12:38:24.252,2,14677,9.0728,0
12:38:24.276,0,24202,0.4339,0
12:38:24.293,2,14688,5.4753,0
12:38:24.323,0,24210,1.0049,0
12:38:24.324,2,14700,2.1893,0
12:38:24.368,0,24220,6.3015,0
12:38:24.368,2,14712,0.7680,0
12:38:24.455,0,24229,6.2411,0
12:38:24.456,2,14723,0.8658,0
12:38:24.520,0,24238,0.6887,0
12:38:24.526,2,14736,0.7231,0
12:38:24.526,0,24247,0.7434,0
12:38:24.528,2,14748,0.5263,0
12:38:24.620,0,24254,1.3514,0
12:38:24.621,2,14760,2.1994,0
12:38:24.623,0,24263,0.4535,0
12:38:24.625,2,14772,1.3814,0
12:38:24.652,0,24272,0.6687,0
12:38:24.653,2,14785,1.6544,0
12:38:24.681,0,24281,1.0496,0
12:38:24.683,2,14797,2.7839,0
12:38:24.684,0,24288,0.9210,0
12:38:24.687,2,14809,0.9193,0
12:38:24.764,0,24297,1.4722,0
12:38:24.765,2,14821,1.4327,0
12:38:24.941,0,24307,29.4907,0
12:38:24.957,0,24482,0.1429,0
12:38:24.970,2,14835,26.6765,0
12:38:24.970,0,24492,0.7344,0
12:38:24.976,0,24502,1.0104,0
12:38:24.979,0,24511,0.1458,0
12:38:24.984,0,24520,0.2859,0
12:38:24.987,2,15015,0.1859,0
12:38:24.990,2,15028,0.1682,0
12:38:24.992,2,15040,0.1473,0
12:38:24.994,2,15051,0.1847,0
12:38:24.996,2,15063,0.1749,0
12:38:25.022,0,24529,1.2504,0
12:38:25.023,2,15075,1.5086,0
12:38:25.034,0,24537,0.3883,0
12:38:25.040,2,15087,3.5034,0
12:38:25.124,0,24545,1.5069,0
12:38:25.125,2,15099,1.8375,0
12:38:25.126,0,24553,0.1112,0
12:38:25.128,2,15111,0.6272,0
12:38:25.201,0,24561,0.8962,0
12:38:25.202,2,15124,1.4299,0
12:38:25.205,0,24569,0.5900,0
12:38:25.207,2,15135,0.8080,0
12:38:25.238,0,24577,0.6740,0
12:38:25.251,2,15147,1.6392,0
12:38:25.294,0,24585,1.5742,0
12:38:25.294,2,15159,1.0969,0
12:38:25.325,0,24594,0.4483,0
12:38:25.339,2,15171,2.6074,0
12:38:25.365,2,15182,2.5501,0
12:38:25.366,0,24603,1.1105,0
12:38:25.414,0,24611,1.5179,0
12:38:25.415,2,15193,1.5775,0
12:38:25.447,0,24620,4.6199,0
12:38:25.454,2,15205,0.6296,0
12:38:25.494,0,24628,1.4705,0
12:38:25.495,2,15218,1.6045,0
12:38:25.520,2,15229,3.3251,0
12:38:25.525,0,24636,4.6470,0
12:38:25.567,0,24644,1.4380,0
12:38:25.567,2,15241,2.0163,0
12:38:25.595,0,24652,0.1469,0
12:38:25.607,2,15254,2.0168,0
12:38:25.637,0,24661,0.1995,0
12:38:25.648,2,15265,2.2676,0
12:38:25.682,2,15279,3.2599,0
12:38:25.684,0,24669,2.0576,0
12:38:25.727,0,24678,1.9397,0
12:38:25.729,2,15290,1.4830,0
12:38:25.767,2,15302,0.5426,0
12:38:25.810,2,15313,1.4271,0
12:38:25.919,0,24688,106.9944,0
12:38:25.919,2,15324,0.7010,0
12:38:25.928,2,15336,0.5403,0
12:38:25.930,2,15348,0.1551,0
12:38:25.934,0,24864,0.1441,0
12:38:25.936,0,24874,0.1290,0
12:38:25.938,0,24883,0.1065,0
12:38:25.940,0,24891,0.1070,0
12:38:26.009,0,24899,1.5128,0
12:38:26.010,2,15359,0.8256,0
12:38:26.014,2,15370,0.5773,0
12:38:26.016,0,24909,0.8337,0
12:38:26.037,0,24917,2.7961,0
12:38:26.046,2,15382,0.8920,0
12:38:26.089,0,24925,1.7318,0
12:38:26.090,2,15394,2.1174,0
12:38:26.121,0,24934,1.8176,0
12:38:26.130,2,15407,3.6680,0
12:38:26.161,2,15418,2.2606,0
12:38:26.165,0,24942,1.5542,0
12:38:26.210,0,24950,4.9002,0
12:38:26.212,2,15430,2.7565,0
12:38:26.239,0,24959,0.7339,0
12:38:26.250,2,15441,0.6202,0
12:38:26.338,0,24967,1.4153,0
12:38:26.339,2,15454,1.8960,0
12:38:26.341,0,24975,0.6897,0
12:38:26.342,2,15465,0.6031,0
12:38:26.364,0,24983,0.5468,0
12:38:26.367,2,15477,1.9430,0
12:38:26.418,0,24991,1.5980,0
12:38:26.418,2,15489,1.2725,0
12:38:26.421,0,24999,0.3826,0
12:38:26.431,2,15501,4.6928,0
12:38:26.457,0,25007,0.2564,0
12:38:26.490,2,15513,32.4536,0
12:38:26.501,0,25015,0.4398,0
12:38:26.510,2,15525,1.5249,0
12:38:26.542,0,25023,0.5713,0
12:38:26.550,2,15536,3.2507,0
12:38:26.604,0,25031,0.5140,0
12:38:26.612,2,15549,1.5791,0
12:38:26.642,0,25039,5.4399,0
12:38:26.646,2,15560,4.1995,0
12:38:26.679,0,25047,0.1457,0
12:38:26.738,2,15572,2.3462,0
12:38:26.738,0,25055,0.9499,0
12:38:26.741,2,15584,0.6302,0
12:38:26.851,0,25065,37.5974,0
12:38:26.867,0,25243,0.7229,0
12:38:26.880,2,15598,25.1886,0
12:38:26.896,2,15781,0.1832,0
12:38:26.912,2,15794,1.2208,0
12:38:26.914,0,25254,3.3415,0
12:38:26.916,2,15805,0.5490,0
12:38:26.918,0,25264,0.4064,0
12:38:26.920,0,25272,0.1214,0
12:38:26.928,2,15816,0.4285,0
12:38:26.964,0,25280,0.2109,0
12:38:26.970,2,15828,1.8004,0
12:38:27.003,2,15839,4.4051,0
12:38:27.004,0,25289,1.8773,0
12:38:27.036,0,25297,0.1725,0
12:38:27.048,2,15851,0.6427,0
12:38:27.077,0,25305,0.1401,0
12:38:27.090,2,15862,0.6467,0
12:38:27.123,0,25312,0.7516,0
12:38:27.133,2,15874,0.6485,0
12:38:27.174,2,15886,0.7581,0
