wall_time,cam_index,rtp_seq,depay_ms,dropped
17:55:07.889,1,14114,0.6646,0
17:55:07.894,1,14126,0.4931,0
17:55:07.906,1,14137,2.0275,0
17:55:07.912,1,14148,1.4182,0
17:55:07.916,1,14159,0.3206,0
17:55:07.919,1,14170,0.1817,0
17:55:07.934,1,14181,0.1790,0
17:55:07.979,1,14191,1.3790,0
17:55:08.021,1,14202,1.7658,0
17:55:08.063,1,14214,3.8972,0
17:55:08.096,1,14227,0.1957,0
17:55:08.138,1,14239,0.2385,0
17:55:08.180,1,14251,1.5073,0
17:55:08.233,1,14262,4.2979,0
17:55:08.254,1,14274,0.1973,0
17:55:08.298,1,14286,1.6658,0
17:55:08.340,1,14298,0.2611,0
17:55:08.381,1,14309,0.2271,0
17:55:08.413,1,14321,0.7502,0
17:55:08.460,1,14333,1.3534,0
17:55:08.504,1,14344,3.8279,0
17:55:08.543,1,14356,0.1843,0
17:55:08.591,1,14367,0.4055,0
17:55:08.619,1,14378,2.0202,0
17:55:08.659,1,14391,1.2702,0
17:55:08.721,1,14401,1.0031,0
17:55:08.764,1,14412,2.1279,0
17:55:08.786,1,14425,9.2802,0
17:55:08.819,1,14436,0.1868,0
17:55:08.862,1,14447,0.2613,0
17:55:08.892,1,14460,0.3117,0
17:55:08.953,1,14473,3.9494,0
17:55:08.986,1,14483,7.0483,0
17:55:09.032,1,14494,1.0829,0
17:55:09.056,1,14504,0.2040,0
17:55:09.096,1,14516,1.8799,0
17:55:09.141,1,14528,1.2661,0
17:55:09.183,1,14540,3.6072,0
17:55:09.222,1,14553,1.6928,0
17:55:09.256,1,14564,4.5011,0
17:55:09.301,1,14575,1.9550,0
17:55:09.340,1,14587,1.5637,0
17:55:09.381,1,14599,0.9748,0
17:55:09.420,1,14611,0.2302,0
17:55:09.453,1,14622,0.5027,0
17:55:09.501,1,14633,2.2862,0
17:55:09.541,1,14645,1.9761,0
17:55:09.584,1,14658,0.6087,0
17:55:09.617,1,14669,3.3644,0
17:55:09.834,1,14683,63.3258,0
17:55:09.850,1,14855,0.1689,0
17:55:09.863,1,14867,4.2858,0
17:55:09.867,1,14879,0.8411,0
17:55:09.873,1,14889,0.7142,0
17:55:09.877,1,14901,0.5949,0
17:55:09.918,1,14912,0.6186,0
17:55:09.945,1,14924,2.8604,0
17:55:09.983,1,14937,0.2226,0
17:55:10.044,1,14948,0.9321,0
17:55:10.063,1,14960,0.6055,0
17:55:10.103,1,14972,0.3513,0
17:55:10.142,1,14983,0.5752,0
17:55:10.178,1,14994,3.1508,0
17:55:10.217,1,15006,0.6200,0
17:55:10.262,1,15017,3.0279,0
17:55:10.301,1,15028,0.5365,0
17:55:10.335,1,15040,1.7587,0
17:55:10.383,1,15052,4.4202,0
17:55:10.433,1,15064,0.9834,0
17:55:10.463,1,15075,2.2900,0
17:55:10.497,1,15086,0.5046,0
17:55:10.542,1,15098,4.5592,0
17:55:10.581,1,15109,1.6026,0
17:55:10.624,1,15121,1.9839,0
17:55:10.655,1,15132,1.1728,0
17:55:10.721,1,15144,2.7571,0
17:55:10.740,1,15156,0.2899,0
17:55:10.786,1,15168,0.2559,0
17:55:10.823,1,15179,0.2236,0
17:55:10.854,1,15191,0.1981,0
17:55:10.898,1,15202,0.2007,0
17:55:10.944,1,15214,4.7668,0
17:55:10.984,1,15224,0.1988,0
17:55:11.013,1,15236,0.2366,0
17:55:11.061,1,15247,1.7167,0
17:55:11.103,1,15258,3.1832,0
17:55:11.142,1,15269,0.1750,0
17:55:11.173,1,15279,0.1931,0
17:55:11.220,1,15289,0.2124,0
17:55:11.262,1,15301,1.3448,0
17:55:11.320,1,15314,1.0725,0
17:55:11.334,1,15325,1.6835,0
17:55:11.377,1,15338,0.1736,0
17:55:11.420,1,15348,0.1755,0
17:55:11.463,1,15358,1.2500,0
17:55:11.497,1,15370,2.6536,0
17:55:11.541,1,15383,2.7607,0
17:55:11.580,1,15395,0.1877,0
17:55:11.622,1,15405,0.5690,0
17:55:11.794,1,15416,28.8254,0
17:55:11.810,1,15591,0.1493,0
17:55:11.828,1,15602,3.2735,0
17:55:11.831,1,15614,0.1803,0
17:55:11.835,1,15625,1.4439,0
17:55:11.865,1,15636,3.1396,0
17:55:11.897,1,15648,0.2166,0
17:55:11.941,1,15660,0.2259,0
17:55:11.985,1,15672,0.2121,0
17:55:12.025,1,15684,1.5918,0
17:55:12.054,1,15694,0.5698,0
17:55:12.099,1,15705,1.1977,0
17:55:12.141,1,15717,0.5720,0
17:55:12.184,1,15728,1.9075,0
17:55:12.214,1,15740,1.4353,0
17:55:12.262,1,15752,2.5513,0
17:55:12.301,1,15764,1.6741,0
17:55:12.343,1,15776,1.6260,0
17:55:12.375,1,15788,1.6891,0
17:55:12.422,1,15798,1.1347,0
17:55:12.463,1,15810,3.0075,0
17:55:12.512,1,15823,0.4998,0
17:55:12.535,1,15834,1.7196,0
17:55:12.598,1,15846,0.8992,0
17:55:12.620,1,15857,0.1884,0
17:55:12.665,1,15868,1.0984,0
17:55:12.720,1,15880,1.7854,0
17:55:12.739,1,15891,0.7152,0
17:55:12.780,1,15903,0.1848,0
17:55:12.824,1,15914,1.4913,0
17:55:12.856,1,15925,0.6742,0
17:55:12.900,1,15938,0.2585,0
17:55:12.946,1,15950,0.2380,0
17:55:13.012,1,15962,1.7759,0
17:55:13.017,1,15974,1.6098,0
17:55:13.094,1,15986,2.3988,0
17:55:13.100,1,15998,0.7545,0
17:55:13.184,1,16008,40.4549,0
17:55:13.188,1,16019,0.6187,0
17:55:13.230,1,16031,0.6903,0
17:55:13.265,1,16044,0.5977,0
17:55:13.318,1,16055,0.9132,0
17:55:13.343,1,16068,0.3887,0
17:55:13.379,1,16079,3.2589,0
17:55:13.421,1,16091,2.7753,0
17:55:13.461,1,16102,0.3994,0
17:55:13.505,1,16112,0.2836,0
17:55:13.537,1,16124,0.2191,0
17:55:13.580,1,16137,0.4070,0
17:55:13.622,1,16148,0.3609,0
17:55:13.755,1,16161,29.9895,0
17:55:13.774,1,16336,0.6364,0
17:55:13.782,1,16348,0.4988,0
17:55:13.785,1,16359,0.3931,0
17:55:13.827,1,16369,1.5306,0
17:55:13.881,1,16381,0.9969,0
17:55:13.894,1,16393,0.1487,0
17:55:13.941,1,16403,1.5350,0
17:55:13.981,1,16415,0.1802,0
17:55:14.025,1,16425,1.2608,0
17:55:14.057,1,16437,0.3647,0
17:55:14.101,1,16447,0.1819,0
17:55:14.143,1,16457,1.8398,0
17:55:14.182,1,16469,0.7062,0
17:55:14.226,1,16480,0.6438,0
17:55:14.259,1,16492,3.7547,0
17:55:14.298,1,16503,0.2553,0
17:55:14.346,1,16514,0.5197,0
17:55:14.398,1,16525,2.6273,0
17:55:14.415,1,16536,0.2547,0
17:55:14.459,1,16548,0.7258,0
17:55:14.505,1,16561,4.2912,0
17:55:14.542,1,16572,1.4908,0
17:55:14.587,1,16582,0.1866,0
17:55:14.615,1,16593,0.5867,0
17:55:14.664,1,16604,2.0781,0
17:55:14.713,1,16617,0.9860,0
17:55:14.749,1,16628,2.9681,0
17:55:14.775,1,16640,0.2111,0
17:55:14.822,1,16652,1.6976,0
17:55:14.862,1,16664,0.2488,0
17:55:14.907,1,16676,1.7816,0
17:55:14.935,1,16688,0.7232,0
17:55:14.984,1,16700,5.1542,0
17:55:15.026,1,16712,0.1912,0
17:55:15.065,1,16722,0.8769,0
17:55:15.096,1,16735,1.7021,0
17:55:15.157,1,16747,0.9017,0
17:55:15.181,1,16759,0.2331,0
17:55:15.223,1,16770,0.2179,0
17:55:15.263,1,16780,0.1993,0
17:55:15.300,1,16792,0.2787,0
17:55:15.344,1,16803,0.2454,0
17:55:15.386,1,16814,0.6124,0
17:55:15.416,1,16826,0.3053,0
17:55:15.460,1,16838,1.2226,0
17:55:15.504,1,16850,0.2009,0
17:55:15.551,1,16861,0.2226,0
17:55:15.580,1,16874,1.4583,0
17:55:15.619,1,16886,0.1841,0
17:55:15.859,1,16898,27.0975,0
17:55:15.876,1,17071,0.3464,0
17:55:15.885,1,17083,1.1879,0
17:55:15.891,1,17094,1.3254,0
17:55:15.894,1,17104,0.5956,0
17:55:15.898,1,17116,1.3318,0
17:55:15.904,1,17126,0.1834,0
17:55:15.939,1,17137,3.5302,0
17:55:16.012,1,17149,0.7556,0
17:55:16.023,1,17161,1.9490,0
17:55:16.097,1,17173,1.3193,0
17:55:16.099,1,17183,0.1704,0
17:55:16.141,1,17196,0.2174,0
17:55:16.186,1,17207,0.4669,0
17:55:16.226,1,17217,1.9733,0
17:55:16.259,1,17229,0.2147,0
17:55:16.300,1,17242,0.2102,0
17:55:16.346,1,17253,0.2107,0
17:55:16.386,1,17266,2.0501,0
17:55:16.447,1,17277,1.2374,0
17:55:16.461,1,17287,2.4473,0
17:55:16.504,1,17299,2.6175,0
17:55:16.545,1,17310,0.5196,0
17:55:16.576,1,17321,0.2040,0
17:55:16.625,1,17332,4.3702,0
17:55:16.664,1,17344,0.2160,0
17:55:16.719,1,17356,1.5073,0
17:55:16.736,0,16044,0.3160,0
17:55:16.737,1,17369,2.6888,0
17:55:16.740,0,16054,0.1862,0
17:55:16.759,0,16065,1.6158,0
17:55:16.782,1,17381,0.6962,0
17:55:16.803,0,16074,0.1594,0
17:55:16.823,1,17393,0.6225,0
17:55:16.838,0,16083,0.1977,0
17:55:16.865,1,17405,0.4801,0
17:55:16.871,0,16091,0.8233,0
17:55:16.897,1,17417,0.5958,0
17:55:16.913,0,16100,0.1757,0
17:55:16.942,1,17428,2.0130,0
17:55:16.956,0,16108,0.1134,0
17:55:16.986,1,17439,1.5058,0
17:55:16.998,0,16115,0.2546,0
17:55:17.025,1,17451,1.8787,0
17:55:17.039,0,16124,0.1628,0
17:55:17.071,1,17463,3.8732,0
17:55:17.071,0,16133,0.6667,0
17:55:17.097,1,17475,1.5388,0
17:55:17.117,0,16142,0.4444,0
17:55:17.143,1,17487,0.8380,0
17:55:17.160,0,16151,3.2165,0
17:55:17.201,1,17499,6.6102,0
17:55:17.201,0,16161,1.4589,0
17:55:17.229,1,17512,0.2063,0
17:55:17.231,0,16171,0.4991,0
17:55:17.258,1,17523,1.8078,0
17:55:17.281,0,16180,4.4865,0
17:55:17.304,1,17536,2.9746,0
17:55:17.316,0,16190,0.4488,0
17:55:17.347,1,17548,0.2075,0
17:55:17.359,0,16199,0.1553,0
17:55:17.387,1,17560,2.1562,0
17:55:17.392,0,16207,2.4771,0
17:55:17.416,1,17572,0.2107,0
17:55:17.439,0,16216,0.1485,0
17:55:17.463,1,17583,1.6358,0
17:55:17.481,0,16224,3.0038,0
17:55:17.505,1,17595,3.0285,0
17:55:17.521,0,16232,0.1177,0
17:55:17.555,1,17607,1.0272,0
17:55:17.557,0,16240,2.0466,0
17:55:17.576,1,17618,0.1807,0
17:55:17.597,0,16249,0.1614,0
17:55:17.620,1,17628,0.1929,0
17:55:17.729,0,16259,51.3443,0
17:55:17.742,0,16399,0.1601,0
17:55:17.751,1,17640,21.9016,0
17:55:17.766,1,17797,0.6910,0
17:55:17.777,0,16409,6.9450,0
17:55:17.778,1,17808,2.1060,0
17:55:17.783,0,16419,4.4875,0
17:55:17.784,1,17820,0.7309,0
17:55:17.797,0,16429,0.1655,0
17:55:17.821,1,17832,0.6176,0
17:55:17.841,0,16439,0.1340,0
17:55:17.863,1,17843,0.1920,0
17:55:17.871,0,16448,0.1624,0
17:55:17.908,1,17855,1.1995,0
17:55:17.915,0,16457,0.2558,0
17:55:17.939,1,17867,0.1935,0
17:55:17.961,0,16465,0.1739,0
17:55:17.981,1,17878,0.6876,0
17:55:18.000,0,16473,0.1696,0
17:55:18.028,1,17890,0.2553,0
17:55:18.031,0,16482,0.1480,0
17:55:18.066,1,17904,1.0048,0
17:55:18.077,0,16491,0.1721,0
17:55:18.097,1,17915,0.2575,0
