wall_time,cam_index,frame_in,frame_out,full_ms,skipped
18:07:10.962,2,350,1,9.1045,201
18:07:10.966,2,351,2,4.3109,0
18:07:10.968,0,352,1,4.5200,328
18:07:10.979,1,349,1,0.1244,1
18:07:10.979,2,352,3,0.4708,0
18:07:10.996,1,350,2,5.0828,0
18:07:10.996,0,353,2,4.3756,0
18:07:11.001,1,351,3,5.1337,0
18:07:11.005,1,352,4,3.9245,0
18:07:11.010,1,353,5,4.8030,0
18:07:11.013,2,353,4,8.5596,0
18:07:11.039,0,354,3,5.2554,0
18:07:11.049,1,354,6,4.7009,0
18:07:11.054,2,354,5,4.4664,0
18:07:11.070,0,355,4,3.7164,0
18:07:11.092,1,355,7,5.0725,0
18:07:11.099,2,355,6,7.5476,0
18:07:11.117,0,356,5,6.6870,0
18:07:11.127,1,356,8,7.9435,0
18:07:11.136,2,356,7,3.9293,0
18:07:11.156,0,357,6,4.7244,0
18:07:11.173,2,357,8,4.6857,0
18:07:11.173,1,357,9,9.2531,0
18:07:11.200,0,358,7,6.6850,0
18:07:11.215,1,358,10,5.8061,0
18:07:11.216,2,358,9,4.9057,0
18:07:11.229,0,359,8,4.7325,0
18:07:11.255,1,359,11,8.5272,0
18:07:11.258,2,359,10,7.7188,0
18:07:11.274,0,360,9,3.8091,0
18:07:11.283,1,360,12,5.0272,0
18:07:11.299,2,360,11,4.3756,0
18:07:11.314,0,361,10,3.2437,0
18:07:11.333,2,361,12,4.3859,0
18:07:11.336,1,361,13,8.0675,0
18:07:11.361,0,362,11,4.3617,0
18:07:11.371,1,362,14,7.0131,0
18:07:11.374,2,362,13,4.7063,0
18:07:11.388,0,363,12,3.9227,0
18:07:11.429,1,363,15,6.9081,0
18:07:11.432,2,363,14,8.4375,0
18:07:11.436,0,364,13,6.6126,0
18:07:11.446,1,364,16,6.5991,0
18:07:11.459,2,364,15,4.8649,0
18:07:11.480,0,365,14,9.3447,0
18:07:11.489,1,365,17,6.1363,0
18:07:11.499,2,365,16,5.8378,0
18:07:11.518,0,366,15,3.8562,0
18:07:11.532,1,366,18,5.8887,0
18:07:11.535,2,366,17,6.7234,0
18:07:11.549,0,367,16,5.1099,0
18:07:11.574,1,367,19,6.6531,0
18:07:11.576,2,367,18,6.9535,0
18:07:11.593,0,368,17,4.1668,0
18:07:11.602,1,368,20,4.1168,0
18:07:11.622,2,368,19,5.6814,0
18:07:11.634,0,369,18,4.2088,0
18:07:11.649,1,369,21,5.3798,0
18:07:11.661,2,369,20,7.5675,0
18:07:11.677,0,370,19,4.7480,0
