wall_time,cam_index,frame_in,frame_out,full_ms,skipped
20:10:27.513,1,28,1,6.5554,2
20:10:27.516,0,28,1,10.7723,0
20:10:27.519,2,28,1,9.2435,0
20:10:27.543,0,29,2,3.1077,0
20:10:27.544,2,29,2,2.0984,0
20:10:27.552,1,29,2,2.6037,0
20:10:27.591,0,30,3,3.8128,0
20:10:27.595,2,30,3,4.9964,0
20:10:27.598,1,30,3,6.0457,0
20:10:27.634,0,31,4,11.1534,0
20:10:27.638,1,31,4,9.5194,0
20:10:27.638,2,31,4,3.1072,0
20:10:27.672,0,32,5,7.5177,0
20:10:27.677,2,32,5,6.1236,0
20:10:27.680,1,32,5,7.8904,0
20:10:27.710,0,33,6,10.3767,0
20:10:27.716,2,33,6,10.2347,0
20:10:27.721,1,33,6,5.7702,0
20:10:27.745,0,34,7,4.1595,0
20:10:27.753,2,34,7,7.5249,0
20:10:27.758,1,34,7,5.5219,0
20:10:27.792,0,35,8,5.4813,0
20:10:27.795,1,35,8,5.9219,0
20:10:27.800,2,35,8,7.2433,0
20:10:27.828,0,36,9,1.9164,0
20:10:27.837,1,36,9,3.8695,0
20:10:27.841,2,36,9,5.4483,0
20:10:27.871,2,37,10,8.5704,0
20:10:27.872,0,37,10,3.3331,0
20:10:27.876,1,37,10,6.5076,0
20:10:27.914,0,38,11,5.8933,0
20:10:27.917,2,38,11,5.6403,0
20:10:27.921,1,38,11,5.3467,0
20:10:27.950,0,39,12,5.8995,0
20:10:27.954,2,39,12,5.8166,0
20:10:27.960,1,39,12,6.8008,0
20:10:27.991,0,40,13,6.6833,0
20:10:27.998,1,40,13,9.5971,0
20:10:28.002,2,40,13,6.5429,0
20:10:28.028,2,41,14,6.9729,0
20:10:28.032,0,41,14,5.1687,0
20:10:28.037,1,41,14,6.0220,0
20:10:28.065,0,42,15,2.7119,0
20:10:28.073,2,42,15,2.9705,0
20:10:28.077,1,42,15,5.9575,0
20:10:28.111,0,43,16,5.3975,0
20:10:28.121,2,43,16,6.9101,0
20:10:28.123,1,43,16,3.4809,0
20:10:28.147,0,44,17,3.4579,0
20:10:28.173,1,44,17,27.4512,0
20:10:28.175,2,44,17,4.8942,0
20:10:28.192,2,45,18,3.9376,0
20:10:28.195,0,45,18,4.4822,0
20:10:28.196,1,45,18,2.7556,0
20:10:28.234,2,46,19,2.8069,0
20:10:28.234,0,46,19,3.9191,0
20:10:28.300,1,47,19,0.1654,1
20:10:28.314,0,47,20,13.4154,0
20:10:28.324,1,48,20,11.9739,0
20:10:28.326,0,48,21,10.8741,0
20:10:28.333,2,47,20,8.0125,0
20:10:28.342,2,48,21,9.8327,0
20:10:28.351,0,49,22,5.8294,0
20:10:28.360,2,49,22,9.8437,0
20:10:28.362,1,49,21,3.5919,0
20:10:28.405,1,50,22,18.2377,0
20:10:28.405,0,50,23,18.2037,0
20:10:28.406,2,50,23,5.2615,0
20:10:28.430,2,51,24,5.6194,0
20:10:28.432,0,51,24,4.1669,0
20:10:28.436,1,51,23,5.1837,0
20:10:28.470,0,52,25,2.8722,0
20:10:28.473,2,52,25,4.1102,0
20:10:28.477,1,52,24,5.6786,0
20:10:28.509,0,53,26,7.5769,0
20:10:28.518,2,53,26,4.2470,0
20:10:28.521,1,53,25,5.0474,0
