wall_time,cam_index,rtp_seq,network_ms,dropped
14:46:01.973,0,7271,0.0386,0
14:46:01.984,0,7281,0.0934,0
14:46:01.988,0,7292,0.0178,0
14:46:02.004,0,7303,0.0767,0
14:46:02.027,0,7313,0.0414,0
14:46:02.036,0,7324,0.0330,0
14:46:02.044,0,7335,0.1236,0
14:46:02.047,0,7346,0.0147,0
14:46:02.090,0,7356,0.0824,0
14:46:02.115,0,7366,0.0577,0
14:46:02.259,0,7375,0.0322,0
14:46:02.278,0,7383,0.4470,0
14:46:02.280,0,7393,0.0139,0
14:46:02.293,0,7402,0.0111,0
14:46:02.315,0,7412,0.0138,0
14:46:02.518,0,7421,0.0516,0
14:46:02.538,0,7430,0.0330,0
14:46:02.547,0,7439,0.0851,0
14:46:02.550,0,7448,0.0319,0
14:46:02.554,0,7459,0.0318,0
14:46:02.560,0,7469,0.0318,0
14:46:02.723,0,7479,0.0963,0
14:46:02.727,0,7487,0.0365,0
14:46:02.729,0,7496,0.0141,0
14:46:02.925,0,7622,0.3201,0
14:46:02.926,1,21544,0.0411,0
14:46:02.945,0,7633,0.0412,0
14:46:02.948,1,21557,0.0276,0
14:46:02.959,0,7645,0.0411,0
14:46:02.960,1,21569,0.0402,0
14:46:02.964,0,7654,0.1142,0
14:46:02.973,1,21580,0.0540,0
14:46:02.974,0,7664,0.0679,0
14:46:02.978,1,21592,0.0565,0
14:46:02.980,0,7674,0.0838,0
14:46:02.984,1,21604,0.1533,0
14:46:02.997,0,7685,0.0995,0
14:46:02.997,1,21615,0.0177,0
14:46:03.001,0,7696,0.0569,0
14:46:03.029,1,21626,0.0409,0
14:46:03.230,0,7705,0.0362,0
14:46:03.231,1,21639,0.0225,0
14:46:03.244,0,7715,0.1464,0
14:46:03.247,1,21652,0.3434,0
14:46:03.249,0,7724,0.0401,0
14:46:03.250,1,21662,0.0155,0
14:46:03.253,0,7734,0.0357,0
14:46:03.283,1,21673,0.1192,0
14:46:03.283,0,7744,0.0436,0
14:46:03.296,1,21685,0.0279,0
14:46:03.300,0,7755,0.0929,0
14:46:03.406,1,21698,0.0915,0
14:46:03.460,0,7764,0.0414,0
14:46:03.460,1,21711,0.0405,0
14:46:03.463,0,7772,0.0354,0
14:46:03.513,1,21723,0.0340,0
14:46:03.514,0,7782,0.0878,0
14:46:03.517,1,21734,0.1538,0
14:46:03.519,0,7792,0.0907,0
14:46:03.551,1,21744,0.0331,0
14:46:03.587,0,7802,0.0449,0
14:46:03.692,1,21755,0.0444,0
14:46:03.694,0,7811,0.0399,0
14:46:03.700,1,21766,0.4314,0
14:46:03.701,0,7821,0.0954,0
14:46:03.730,1,21777,0.0939,0
14:46:03.732,0,7831,0.0880,0
14:46:03.744,1,21789,0.0815,0
14:46:03.746,0,7841,0.0362,0
14:46:03.747,1,21800,0.0131,0
14:46:03.758,0,7851,0.2813,0
14:46:03.759,1,21812,0.0483,0
14:46:03.767,0,7862,0.0893,0
14:46:03.862,1,21826,0.0379,0
14:46:03.874,1,21837,0.0711,0
14:46:03.913,0,7996,0.2178,0
14:46:03.927,0,8006,0.0122,0
14:46:03.933,1,21849,0.2290,0
14:46:03.948,0,8018,0.0679,0
14:46:03.949,1,21860,0.0149,0
14:46:03.951,0,8029,0.0224,0
14:46:03.953,1,21871,0.0594,0
14:46:03.953,0,8040,0.0117,0
14:46:03.961,1,21883,0.0981,0
14:46:03.963,0,8051,0.0349,0
