wall_time,cam_index,full_ms,dropped
12:32:13.185,2,0.1878,28
12:32:13.204,0,6.6524,31
12:32:13.285,1,0.0824,39
12:32:13.286,2,8.9518,15
12:32:13.287,0,24.6269,5
12:32:13.294,1,4.0552,3
12:32:13.310,1,3.2225,2
12:32:13.313,1,2.9143,0
12:32:13.316,1,2.9407,1
12:32:13.319,1,3.1027,0
12:32:13.322,2,3.4630,2
12:32:13.330,1,3.3187,1
12:32:13.333,0,2.9978,2
12:32:13.334,1,3.3889,0
12:32:13.351,1,3.2081,1
12:32:13.355,2,3.4058,1
12:32:13.377,0,2.9640,0
12:32:13.397,2,3.4770,2
12:32:13.397,1,3.2957,0
12:32:13.417,0,2.7615,1
12:32:13.426,1,3.2855,0
12:32:13.436,2,5.0377,0
12:32:13.470,1,3.5123,1
12:32:13.473,2,3.0669,1
12:32:13.492,0,2.6950,1
12:32:13.516,2,3.0933,2
12:32:13.516,1,3.5532,0
12:32:13.539,0,2.4841,1
12:32:13.546,2,2.7947,1
12:32:13.550,1,0.4562,0
12:32:13.583,0,2.2876,1
12:32:13.616,0,2.5058,1
12:32:13.633,2,3.2138,0
12:32:13.659,0,2.7083,2
12:32:13.675,2,3.2909,0
12:32:13.699,0,2.2651,0
12:32:13.707,2,2.6845,2
12:32:13.734,0,2.0961,1
12:32:13.746,1,5.1519,4
12:32:13.756,2,3.2219,3
12:32:13.779,0,7.9168,1
12:32:13.799,2,3.2599,1
12:32:13.817,0,3.0101,1
12:32:13.837,1,2.6903,1
12:32:13.839,2,4.7470,0
12:32:13.851,0,2.3309,3
12:32:13.878,2,3.3486,1
12:32:13.878,1,3.4233,0
12:32:13.892,0,2.4961,1
12:32:13.908,1,3.3245,0
12:32:13.915,2,3.3644,1
12:32:13.958,1,9.3393,1
12:32:13.959,2,3.1480,1
12:32:14.033,1,2.8338,2
12:32:14.038,2,3.4346,2
12:32:14.051,2,3.9092,1
12:32:14.051,1,3.2044,1
12:32:14.074,1,3.2998,1
12:32:14.083,0,0.0860,31
12:32:14.084,2,3.0764,1
12:32:14.086,0,0.0669,1
12:32:14.088,0,0.0587,1
12:32:14.098,0,1.9573,1
12:32:14.117,1,2.6320,0
12:32:14.118,2,3.2894,1
12:32:14.133,0,1.8621,0
12:32:14.158,1,3.0308,1
12:32:14.159,2,3.5771,0
12:32:14.172,0,1.8390,0
12:32:14.198,1,2.9752,3
12:32:14.215,0,2.3017,0
12:32:14.232,1,2.3385,1
12:32:14.236,2,3.2584,2
12:32:14.255,0,2.2868,0
12:32:14.277,1,3.2315,1
12:32:14.278,2,3.2366,0
12:32:14.298,0,2.7413,0
12:32:14.321,1,2.5960,2
12:32:14.323,2,4.2613,0
12:32:14.331,0,2.5868,1
12:32:14.353,1,2.4754,2
12:32:14.372,0,2.5667,0
12:32:14.387,1,2.6118,0
12:32:14.392,2,3.2003,2
12:32:14.421,0,7.2498,0
12:32:14.435,1,3.6170,0
12:32:14.435,2,3.4076,0
12:32:14.466,0,2.6103,0
12:32:14.474,2,2.7294,1
12:32:14.474,1,2.9928,2
12:32:14.497,0,4.4951,0
12:32:14.509,2,3.1211,1
12:32:14.541,1,3.1829,1
12:32:14.545,0,2.9060,0
12:32:14.549,1,2.8652,2
12:32:14.555,2,2.8355,2
12:32:14.573,0,1.8245,0
12:32:14.607,1,2.2976,2
12:32:14.611,2,3.4917,1
12:32:14.619,0,2.7003,1
12:32:14.655,1,2.7238,1
12:32:14.659,2,3.4539,3
12:32:14.659,0,3.1579,1
12:32:14.670,2,3.0400,0
12:32:14.677,1,3.2959,0
12:32:14.687,0,2.5910,1
12:32:14.716,1,3.1922,1
12:32:14.716,2,3.2711,2
12:32:14.732,0,2.8518,1
12:32:14.775,1,3.0834,2
12:32:14.783,2,3.6470,0
12:32:14.798,2,5.6121,2
