wall_time,cam_index,rtp_seq,network_ms,dropped
15:24:56.092,0,11404,0.0157,0
15:24:56.103,0,11416,0.0182,0
15:24:56.125,0,11427,0.0383,0
15:24:56.184,0,11439,0.0745,0
15:24:56.224,0,11451,0.0619,0
15:24:56.261,0,11462,0.0148,0
15:24:56.278,0,11472,0.0210,0
15:24:56.329,0,11483,0.0168,0
15:24:56.368,0,11495,0.0489,0
15:24:56.416,0,11506,0.0147,0
15:24:56.446,0,11516,0.0158,0
15:24:56.485,0,11526,0.0142,0
15:24:56.529,0,11536,0.0229,0
15:24:56.575,0,11547,0.0564,0
15:24:56.605,0,11557,0.0160,0
15:24:56.663,0,11568,0.0138,0
15:24:56.729,0,11579,0.0323,0
15:24:56.740,0,11590,0.0113,0
15:24:56.763,0,11601,0.0159,0
15:24:56.813,0,11612,0.0156,0
15:24:56.857,0,11623,0.0148,0
15:24:56.909,0,11634,0.0193,0
15:24:56.934,0,11645,0.0104,0
15:24:56.985,0,11655,0.0360,0
15:24:57.212,0,11778,0.2191,0
15:24:57.221,1,4841,0.0199,0
15:24:57.314,0,11791,0.0281,0
15:24:57.318,1,4853,0.0367,0
15:24:57.318,0,11803,0.0131,0
15:24:57.330,1,4868,0.0793,0
15:24:57.331,0,11813,0.0349,0
15:24:57.333,0,11824,0.0174,0
15:24:57.336,1,4882,0.0950,0
15:24:57.338,1,4892,0.0850,0
15:24:57.338,0,11835,0.0325,0
15:24:57.383,1,4903,0.0355,0
15:24:57.385,0,11846,0.0837,0
15:24:57.389,1,4916,0.0343,0
15:24:57.390,0,11856,0.0133,0
15:24:57.395,0,11867,0.0392,0
15:24:57.401,1,4928,0.0195,0
15:24:57.403,0,11877,0.0371,0
15:24:57.409,1,4941,0.0128,0
15:24:57.449,1,4952,0.0326,0
15:24:57.451,0,11887,0.0201,0
15:24:57.461,1,4964,0.0442,0
15:24:57.474,0,11898,0.0180,0
15:24:57.523,1,4977,0.0138,0
15:24:57.524,0,11909,0.0299,0
15:24:57.535,1,4989,0.0121,0
15:24:57.549,0,11919,0.0134,0
15:24:57.602,0,11929,0.0322,0
15:24:57.605,1,5002,0.0223,0
15:24:57.628,1,5014,0.0406,0
15:24:57.630,0,11939,0.0124,0
15:24:57.682,1,5025,0.0160,0
15:24:57.686,0,11950,0.0260,0
15:24:57.752,1,5038,0.0367,0
15:24:57.753,0,11961,0.0675,0
15:24:57.757,1,5049,0.0332,0
15:24:57.758,0,11972,0.0592,0
15:24:57.761,1,5062,0.0305,0
15:24:57.817,0,11984,0.0349,0
15:24:57.818,1,5073,0.0340,0
15:24:57.835,0,11996,0.0122,0
15:24:57.896,1,5085,0.0183,0
