wall_time,cam_index,rtp_seq,depay_ms,dropped
16:25:50.021,0,14489,67.0970,3
16:26:11.050,1,48606,970.8441,2
16:26:11.050,0,30219,0.5939,21
16:26:16.073,1,51606,2003.9901,2
16:26:21.043,1,54646,2954.4149,2
16:26:25.027,2,37114,994.4175,4
16:26:28.766,1,59847,3394.1936,3
16:26:30.072,0,43142,2004.7272,29
16:26:36.034,2,46103,0.1243,9
16:26:39.031,2,48044,357.6496,9
16:26:44.825,1,8397,732.4840,11
16:26:56.082,0,62507,1994.5356,48
16:26:57.117,2,59638,3035.4054,14
16:27:06.342,1,24704,250.1572,18
16:27:08.090,2,4507,0.0928,16
16:27:10.067,0,7802,1172.1318,56
16:27:10.078,1,25850,2178.0807,18
16:27:14.547,1,30772,454.5296,18
16:27:16.915,0,12723,1836.5984,59
16:27:18.085,1,32269,1930.5415,19
16:27:20.092,0,16538,2.4517,65
16:27:27.070,1,39655,974.0291,21
16:27:27.147,0,20104,2077.7537,70
16:27:30.095,1,41747,991.1098,21
16:27:30.734,0,23113,1632.6784,70
16:27:36.400,2,24482,1238.1245,25
16:27:42.122,1,47951,4627.8783,25
16:27:42.125,1,51558,0.0263,25
16:27:46.062,2,28319,5918.0133,25
16:27:48.099,0,36582,992.7755,84
16:27:54.119,1,59507,934.0929,29
16:27:55.065,0,41640,945.2313,87
16:27:55.556,2,38715,1436.7956,28
16:28:02.059,0,46910,976.3744,100
16:28:04.100,1,1561,657.5015,39
16:28:05.069,0,48390,1980.8604,101
16:28:08.108,2,47641,2035.7662,32
16:28:09.141,2,49317,724.1420,32
16:28:17.077,0,57291,1949.8319,110
16:28:25.101,0,62582,2993.3459,115
16:28:25.729,0,64931,625.5049,115
16:28:33.122,1,23388,792.6670,50
16:28:37.226,2,2924,3082.1635,34
16:28:38.107,0,8499,692.1670,126
16:28:39.140,0,9418,295.3741,130
16:28:43.532,1,29166,3400.5101,51
16:28:49.101,0,16390,979.9960,136
16:28:53.295,1,34998,5170.9308,52
16:28:57.116,0,23084,0.0354,144
16:28:57.512,2,19228,1425.1214,39
16:29:01.097,1,43952,868.2082,56
16:29:06.160,0,28601,1705.6416,149
16:29:09.092,0,31327,952.8106,149
16:29:13.086,0,34696,0.2142,151
16:29:14.102,0,34914,996.8567,151
16:29:20.117,1,57213,1991.4804,66
16:29:22.095,2,34076,5995.8906,45
16:29:27.799,1,62937,1675.4142,70
16:29:28.149,1,64464,0.0960,70
16:29:30.551,1,464,418.2974,70
16:29:34.157,1,3143,0.3953,70
16:29:37.455,2,48955,1348.1113,46
16:29:38.439,2,50445,333.9533,46
16:29:38.796,0,53912,396.7162,177
16:29:45.498,0,57905,1541.9034,182
16:29:47.319,0,60583,186.0329,187
16:29:51.155,2,57849,2907.5800,47
16:30:02.145,1,22991,2005.0594,77
16:30:07.298,0,9490,448.6899,200
16:30:08.096,2,3977,3974.8591,53
16:30:12.408,1,31853,267.5236,77
16:30:12.531,0,10119,4824.1450,202
16:30:20.149,0,18865,979.7706,205
16:30:22.261,1,39340,106.8651,80
16:30:25.501,0,22956,448.8888,209
16:30:26.122,2,19396,1043.6775,62
16:30:36.136,2,26447,2003.0170,62
16:30:38.155,0,32514,464.2746,220
16:30:44.310,0,35638,2253.7577,229
16:30:45.628,0,38375,168.6668,230
16:30:48.158,0,39733,1001.3774,230
16:30:55.070,1,57288,8912.3532,83
16:30:57.164,0,45709,1984.6621,246
16:31:02.672,0,50449,884.6995,249
16:31:03.324,2,47292,1183.7406,74
16:31:06.434,1,5550,1562.2979,85
16:31:08.129,2,51328,202.2927,75
16:31:14.903,0,60001,428.3242,265
16:31:16.431,1,14092,259.7340,90
16:31:18.139,2,56735,3124.1949,79
16:31:24.200,1,17075,4021.0565,90
16:31:28.168,0,4393,1.6611,277
16:31:31.172,2,2568,986.3401,82
16:31:38.139,2,8513,0.0486,84
16:31:43.176,2,11811,481.8678,86
16:31:50.021,0,19670,1117.4575,291
16:31:54.196,1,41490,992.3358,98
16:32:00.192,1,45380,2003.2164,104
16:32:03.194,0,30846,0.0326,304
16:32:08.294,1,52828,96.4659,109
16:32:13.114,2,29604,6531.1246,94
16:32:14.222,1,56746,353.4874,109
16:32:22.136,0,44474,482.2407,322
16:32:33.188,1,5124,986.2968,112
16:32:33.284,2,48669,1079.1362,101
16:32:35.201,0,52024,3302.3804,331
16:32:39.459,0,57683,236.4088,335
16:32:40.716,2,53108,2549.5541,102
16:32:41.204,0,58425,1001.1455,335
16:32:42.222,1,11110,1966.7306,114
16:32:46.926,2,59084,722.5186,105
16:32:51.397,1,18529,1180.8456,116
16:32:52.224,0,1073,1017.9578,341
16:32:53.204,0,2588,0.0911,341
16:32:58.200,0,5967,92.0546,347
16:33:02.164,2,3906,1984.5331,109
16:33:03.476,1,26067,3125.4135,118
16:33:04.183,2,5377,2002.8546,109
16:33:06.111,0,11775,407.1712,353
16:33:11.055,2,9006,3826.8035,112
16:33:12.745,0,16787,342.5709,357
16:33:16.780,2,14346,2282.7291,112
16:33:18.228,1,33993,6998.2179,120
16:33:23.555,0,24645,321.6036,370
16:33:30.034,0,29097,948.6993,373
16:33:30.225,1,45299,3991.4712,124
16:33:35.444,0,34005,156.2116,376
16:33:36.227,1,49745,4000.3147,126
16:33:45.251,0,40687,909.0757,383
16:33:53.227,2,38116,7032.7946,122
16:33:54.223,0,44799,4002.7376,388
16:33:54.931,2,44285,316.8029,123
16:33:59.953,2,45653,3563.8838,123
16:34:00.263,1,3320,2042.9480,133
16:34:10.256,0,59793,37.0054,396
