wall_time,cam_index,rtp_seq,depay_ms,dropped
12:59:13.814,0,3547,0.7223,0
12:59:13.819,0,3560,0.6128,0
12:59:13.835,0,3571,1.2413,0
12:59:13.869,0,3582,1.0209,0
12:59:13.911,0,3592,1.4838,0
12:59:13.963,0,3603,1.1881,0
12:59:13.997,0,3614,3.3635,0
12:59:14.033,0,3624,2.1821,0
12:59:14.091,0,3634,0.5665,0
12:59:14.117,0,3645,4.9809,0
12:59:14.187,0,3653,0.8290,0
12:59:14.190,0,3663,0.9920,0
12:59:14.258,0,3673,0.7516,0
12:59:14.274,0,3683,0.3156,0
12:59:14.340,0,3693,1.1675,0
12:59:14.346,0,3704,4.0739,0
12:59:14.416,0,3714,1.7108,0
12:59:14.432,0,3723,2.1359,0
12:59:14.476,0,3734,1.8369,0
12:59:14.507,0,3744,5.2948,0
12:59:14.553,0,3754,1.9258,0
12:59:14.604,0,3764,1.7773,0
12:59:14.633,0,3776,1.5927,0
12:59:14.688,0,3785,0.7502,0
12:59:14.769,0,3796,20.1021,0
12:59:14.781,0,3918,0.1796,0
12:59:14.791,0,3929,5.2162,0
12:59:14.829,0,3941,2.2799,0
12:59:14.878,0,3952,2.5375,0
12:59:14.937,0,3963,0.8364,0
12:59:14.947,0,3973,0.4923,0
12:59:15.005,0,3983,0.4922,0
12:59:15.036,0,3993,1.5285,0
12:59:15.080,0,4002,5.4609,0
12:59:15.106,0,4012,0.5763,0
12:59:15.155,0,4022,0.8125,0
12:59:15.214,0,4033,0.9753,0
12:59:15.234,0,4044,0.9806,0
12:59:15.289,0,4053,2.7202,0
12:59:15.309,0,4065,2.5453,0
12:59:15.354,0,4076,2.6120,0
12:59:15.427,0,4087,1.1741,0
12:59:15.431,0,4096,0.9849,0
12:59:15.497,0,4106,3.9971,0
12:59:15.508,0,4116,0.5026,0
12:59:15.561,0,4126,1.2947,0
12:59:15.584,0,4136,1.9185,0
12:59:15.633,0,4146,2.9046,0
12:59:15.724,0,4155,0.9140,0
12:59:15.878,0,4167,16.7511,0
12:59:15.893,0,4298,0.2176,0
12:59:15.896,0,4309,0.1883,0
12:59:15.898,0,4320,0.1726,0
12:59:15.901,0,4331,0.1743,0
12:59:15.929,0,4342,1.2197,0
12:59:15.958,0,4352,4.6986,0
12:59:15.988,0,4362,0.7761,0
12:59:16.032,0,4372,0.7238,0
12:59:16.079,0,4381,4.2085,0
12:59:16.137,0,4391,2.2254,0
12:59:16.144,0,4402,0.5392,0
12:59:16.239,0,4411,2.1054,0
12:59:16.242,0,4422,0.1332,0
12:59:16.274,0,4431,2.3175,0
12:59:16.312,0,4442,7.4174,0
12:59:16.366,0,4452,1.1737,0
12:59:16.395,0,4461,6.0499,0
12:59:16.435,0,4473,3.0968,0
12:59:16.464,0,4483,1.7960,0
12:59:16.516,0,4492,1.2410,0
12:59:16.579,0,4503,1.4610,0
12:59:16.602,0,4514,4.4354,0
12:59:16.645,0,4523,1.3641,0
12:59:16.673,0,4532,3.2477,0
12:59:16.785,0,4543,13.0482,0
12:59:16.800,0,4673,0.1919,0
12:59:16.802,0,4684,0.2952,0
12:59:16.834,0,4695,0.7774,0
12:59:16.895,0,4706,1.3256,0
12:59:16.910,0,4715,1.8690,0
12:59:16.962,0,4726,0.4457,0
12:59:16.995,0,4737,5.5349,0
