wall_time,cam_index,rtp_seq,depay_ms,dropped
12:32:12.832,2,256,5.3717,0
12:32:12.832,1,61024,0.0830,2
12:32:12.848,0,47745,0.0115,0
12:32:12.874,2,30517,3.5011,0
12:32:12.889,0,23927,0.0982,0
12:32:12.914,2,11243,0.2029,0
12:32:13.141,2,43704,0.3773,23
12:32:13.178,2,38867,0.0586,23
12:32:13.178,0,58638,0.2905,25
12:32:13.194,0,57961,0.0182,27
12:32:13.195,2,6443,6.4461,24
12:32:13.197,0,44513,0.0127,27
12:32:13.199,2,44128,0.0126,26
12:32:13.203,2,55521,0.0320,26
12:32:13.207,0,49534,0.0169,28
12:32:13.208,2,58335,0.0366,28
12:32:13.212,2,46133,0.0778,29
12:32:13.213,0,17221,0.0297,29
12:32:13.219,0,256,0.1214,29
12:32:13.219,1,13334,0.3545,32
12:32:13.238,1,19681,0.0319,34
12:32:13.263,0,256,0.2760,29
12:32:13.263,2,46104,0.1035,31
12:32:13.277,2,31411,0.0323,33
12:32:13.279,1,6605,0.0437,35
12:32:13.285,1,56829,0.0842,36
12:32:13.290,1,58526,0.0301,38
12:32:13.307,1,64245,0.2333,40
12:32:13.310,1,30599,0.0259,40
12:32:13.313,1,628,0.0579,41
12:32:13.316,1,28472,0.0532,41
12:32:13.319,2,21089,0.0340,35
12:32:13.327,1,36409,0.0805,42
12:32:13.331,0,32883,0.1021,31
12:32:13.331,1,56536,0.1079,42
12:32:13.348,1,10354,0.0293,43
12:32:13.352,2,10008,0.1197,36
12:32:13.374,0,4020,0.0282,31
12:32:13.394,2,5736,0.1593,38
12:32:13.394,1,10437,0.0327,43
12:32:13.414,0,3377,0.0726,32
12:32:13.422,1,52525,0.0281,43
12:32:13.432,2,256,1.8340,38
12:32:13.467,1,55151,0.0727,44
12:32:13.470,2,19629,0.0404,39
12:32:13.490,0,62014,0.0306,33
12:32:13.513,1,32798,0.1926,44
12:32:13.513,2,52,0.0405,41
12:32:13.537,0,60837,0.0290,34
12:32:13.544,2,47305,0.0822,42
12:32:13.554,1,256,4.4088,44
12:32:13.580,0,58255,0.0269,35
12:32:13.584,1,47135,0.0262,44
12:32:13.613,0,41181,0.0265,36
12:32:13.626,1,55200,0.0729,44
12:32:13.630,2,60224,0.0283,42
12:32:13.656,0,31579,0.0308,38
12:32:13.668,1,10885,0.0271,45
12:32:13.672,2,9981,0.0268,42
12:32:13.697,0,17956,0.0329,38
12:32:13.705,2,13657,0.0283,44
12:32:13.732,0,9717,0.0554,39
12:32:13.743,1,256,2.3601,45
12:32:13.753,2,12858,0.0558,47
12:32:13.777,0,59043,5.3880,40
12:32:13.796,2,27965,0.0305,48
12:32:13.814,0,45920,0.0282,41
12:32:13.834,1,45517,0.1498,46
12:32:13.836,2,52004,1.6552,48
12:32:13.849,0,62513,0.0454,44
12:32:13.875,2,63239,0.2348,49
12:32:13.875,1,9255,0.0866,46
12:32:13.890,0,27468,0.0285,45
12:32:13.905,1,36081,0.0288,46
12:32:13.912,2,48371,0.0729,50
12:32:13.955,1,30015,6.2645,47
12:32:13.956,2,37078,0.0298,51
12:32:14.031,1,21947,0.0285,49
12:32:14.034,2,14885,0.0979,53
12:32:14.048,2,13114,0.5977,54
12:32:14.048,1,28583,0.1091,50
12:32:14.068,0,64408,2.0029,74
12:32:14.071,1,3758,0.0297,51
12:32:14.081,2,55534,0.0738,55
12:32:14.083,0,62969,0.1737,75
12:32:14.086,0,23494,0.1771,76
