wall_time,cam_index,full_ms,skipped
15:59:16.815,0,27.6058,6
15:59:16.901,1,7.1626,1
15:59:16.902,0,6.5511,1
15:59:16.911,0,1.5286,0
15:59:16.912,1,5.6802,0
15:59:16.920,1,4.0134,0
15:59:16.922,0,5.7863,0
15:59:16.926,1,4.4956,0
15:59:16.928,0,4.6544,0
15:59:16.961,1,8.6735,0
15:59:17.099,2,156.3370,4
15:59:17.176,2,0.2993,1
15:59:17.204,0,5.4964,3
15:59:17.206,1,1.9606,3
15:59:17.210,0,1.9645,0
15:59:17.234,2,25.1226,2
15:59:17.384,1,8.7626,1
15:59:17.386,0,2.6917,2
15:59:17.390,2,4.7061,2
15:59:17.397,1,6.8244,1
15:59:17.398,0,1.4922,1
15:59:17.399,2,7.5360,0
15:59:17.402,1,2.8762,0
15:59:17.407,2,7.4084,0
15:59:17.422,0,6.0364,0
15:59:17.440,2,5.3700,0
15:59:17.443,1,11.6299,0
15:59:17.589,2,6.9421,0
15:59:17.590,1,8.4815,0
15:59:17.594,0,1.1524,1
15:59:17.598,2,7.3912,0
15:59:17.606,1,2.6005,1
15:59:17.615,0,14.8256,1
15:59:17.629,2,16.4543,0
15:59:17.660,1,10.8558,0
15:59:17.672,2,19.6577,0
15:59:17.906,2,0.4797,2
15:59:17.907,1,2.2477,2
15:59:17.914,0,11.5252,2
15:59:17.918,0,0.7171,0
15:59:17.931,1,14.9022,0
15:59:17.935,0,15.8669,0
15:59:18.201,0,1.5514,2
15:59:18.204,1,5.1833,2
15:59:18.207,0,0.7663,0
15:59:18.210,1,0.7456,0
15:59:18.213,0,2.8422,0
15:59:18.216,1,1.3018,0
15:59:18.235,2,20.4496,3
15:59:18.261,1,14.4151,0
15:59:18.279,0,7.8762,1
15:59:18.281,2,8.3273,1
15:59:18.282,1,0.1162,1
15:59:18.288,0,6.2741,0
15:59:18.291,1,2.0557,0
15:59:18.291,2,7.8451,0
15:59:18.295,0,6.4718,0
15:59:18.299,2,1.1587,0
15:59:18.300,1,3.0015,0
15:59:18.307,0,6.0144,0
15:59:18.309,2,7.6079,0
15:59:18.353,1,9.1882,0
15:59:18.361,2,15.4064,0
15:59:18.512,1,11.3125,0
15:59:18.521,2,6.0334,1
15:59:18.530,0,11.6971,2
15:59:18.546,0,8.0997,0
15:59:18.555,0,3.2440,0
15:59:18.560,1,8.2814,2
15:59:18.573,2,14.9280,1
15:59:18.583,0,9.9974,0
15:59:18.814,1,5.7018,1
15:59:18.819,2,1.2915,2
15:59:18.819,1,5.2472,0
15:59:18.823,0,5.1340,2
15:59:18.826,2,2.4400,0
15:59:18.827,1,3.4186,0
15:59:18.828,0,3.7415,0
15:59:18.832,1,0.6647,0
15:59:18.840,1,1.7938,1
15:59:18.841,2,4.6820,0
15:59:18.841,0,2.7728,1
15:59:18.848,2,5.4203,0
15:59:18.856,0,3.0604,0
15:59:18.874,1,10.3176,0
15:59:18.876,2,11.1521,0
15:59:18.902,0,15.2186,0
15:59:18.918,2,9.0149,0
15:59:18.924,1,20.4193,0
15:59:18.936,0,13.5071,0
15:59:18.956,2,14.2495,0
15:59:18.962,1,14.6755,0
15:59:19.014,2,13.1679,0
