wall_time,cam_index,full_ms,skipped
11:08:18.509,0,5.1269,5
11:08:18.512,0,1.2471,0
11:08:18.514,1,2.2068,6
11:08:18.519,2,6.3805,2
11:08:18.534,0,12.8504,0
11:08:18.539,1,7.7941,0
11:08:18.575,0,20.2044,0
11:08:18.581,1,10.6175,0
11:08:18.593,2,17.0221,0
11:08:18.612,0,22.1291,0
11:08:18.640,1,29.4878,0
11:08:18.641,2,13.1367,0
11:08:18.661,0,25.1555,0
11:08:18.672,1,15.6964,0
11:08:18.674,2,6.6812,0
11:08:18.704,0,20.3397,0
11:08:18.709,1,12.9532,0
11:08:18.710,2,9.5497,0
11:08:18.738,0,27.8396,0
11:08:18.755,1,26.6938,0
11:08:18.760,2,12.9837,0
11:08:18.811,1,24.5410,0
11:08:18.812,2,17.7044,0
11:08:18.845,0,89.4517,0
11:08:18.854,0,0.0878,0
11:08:18.884,1,38.6215,0
11:08:18.893,1,6.3279,0
11:08:18.894,0,4.4385,0
11:08:18.895,2,25.8092,0
11:08:18.900,2,4.5531,0
11:08:18.917,1,18.1152,0
11:08:18.926,2,10.7777,0
11:08:18.944,0,19.8202,0
11:08:18.948,1,5.9683,0
11:08:18.949,2,4.9642,0
11:08:18.969,0,13.0289,0
11:08:18.994,1,18.0951,0
11:08:19.000,2,9.4837,0
11:08:19.014,0,17.0579,0
11:08:19.028,1,17.1475,0
11:08:19.033,2,7.1498,0
11:08:19.066,0,16.2958,0
11:08:19.089,2,6.1071,0
11:08:19.089,1,14.2856,0
11:08:19.099,0,15.5463,0
11:08:19.104,1,13.2428,0
11:08:19.108,2,8.3387,0
11:08:19.134,0,24.2030,0
11:08:19.145,1,11.4598,0
11:08:19.151,2,8.7834,0
11:08:19.177,0,21.8074,0
11:08:19.188,1,12.0692,0
11:08:19.198,2,13.6905,0
11:08:19.219,0,14.7639,0
11:08:19.234,1,17.9256,0
11:08:19.239,2,10.3353,0
11:08:19.260,0,20.1428,0
11:08:19.262,1,6.0353,0
11:08:19.267,2,8.5034,0
11:08:19.287,0,17.9311,0
11:08:19.305,1,14.7817,0
11:08:19.306,2,4.9459,0
11:08:19.328,0,13.2217,0
11:08:19.355,1,23.0377,0
11:08:19.368,2,16.4771,0
11:08:19.395,0,32.3604,0
11:08:19.397,1,6.8610,0
11:08:19.400,2,6.2624,0
11:08:19.447,0,16.9336,0
11:08:19.461,0,13.8768,0
11:08:19.483,1,24.8844,0
11:08:19.490,1,6.3091,0
11:08:19.502,0,4.6415,0
11:08:19.503,2,28.0735,0
11:08:19.509,2,5.7213,0
11:08:19.513,1,13.4706,0
11:08:19.516,2,5.9301,0
11:08:19.546,0,21.1862,0
11:08:19.549,1,7.9624,0
11:08:19.551,2,4.2679,0
11:08:19.591,0,29.2494,0
11:08:19.595,2,10.1139,0
11:08:19.597,1,10.9881,0
11:08:19.613,0,17.5705,0
11:08:19.622,1,12.1325,0
11:08:19.629,2,10.6439,0
11:08:19.661,0,19.0607,0
11:08:19.670,1,14.3477,0
11:08:19.672,2,7.4763,0
11:08:19.699,0,13.9188,0
11:08:19.709,1,12.9301,0
11:08:19.713,2,6.1667,0
11:08:19.739,0,13.5819,0
11:08:19.756,2,19.6162,0
11:08:19.757,1,5.8452,0
11:08:19.769,0,14.3040,0
11:08:19.783,1,12.7571,0
11:08:19.786,2,4.6191,0
11:08:19.817,0,16.5477,0
11:08:19.826,1,13.9524,0
11:08:19.840,2,14.6674,0
11:08:19.864,0,18.2970,0
11:08:19.870,2,11.0114,0
11:08:19.877,1,18.1884,0
11:08:19.899,0,10.6207,0
11:08:19.909,1,12.7156,0
11:08:19.918,2,13.4603,0
11:08:19.926,0,11.4396,0
11:08:19.947,1,22.8420,0
11:08:19.955,2,13.0413,0
11:08:19.987,0,35.0942,0
11:08:19.991,1,11.7612,0
11:08:20.004,2,21.6804,0
11:08:20.048,0,12.4329,0
11:08:20.070,0,21.9509,0
11:08:20.092,2,21.9373,0
11:08:20.093,0,3.9850,0
11:08:20.096,2,4.4877,0
11:08:20.103,1,58.0807,0
11:08:20.114,2,4.0177,0
11:08:20.144,0,19.5082,0
11:08:20.148,1,7.8711,0
11:08:20.156,2,11.4431,0
11:08:20.180,0,10.8846,0
11:08:20.182,1,6.5064,0
11:08:20.190,2,10.0372,0
11:08:20.214,0,19.6204,0
11:08:20.226,1,15.1552,0
11:08:20.236,2,13.2385,0
11:08:20.258,0,18.3759,0
11:08:20.277,2,5.0533,0
11:08:20.277,1,21.9989,0
11:08:20.318,1,7.4086,0
11:08:20.319,0,28.0733,0
11:08:20.319,2,8.0198,0
11:08:20.335,0,15.9280,0
11:08:20.350,1,18.6774,0
11:08:20.355,2,9.1056,0
11:08:20.374,0,13.1141,0
11:08:20.403,2,24.6672,0
11:08:20.408,1,24.6583,0
11:08:20.424,0,18.6203,0
11:08:20.431,1,14.2353,0
11:08:20.440,2,15.9134,0
11:08:20.446,0,10.9271,0
11:08:20.482,1,26.3661,0
11:08:20.486,2,14.6810,0
11:08:20.492,0,15.7490,0
11:08:20.516,1,16.0027,0
11:08:20.517,2,6.9872,0
11:08:20.530,0,11.8618,0
11:08:20.546,1,15.2954,0
11:08:20.558,2,16.0209,0
11:08:20.591,0,21.5603,0
11:08:20.594,1,9.4217,0
11:08:20.596,2,8.3169,0
11:08:20.657,0,27.0683,0
11:08:20.678,0,5.3025,0
11:08:20.682,1,35.8005,0
11:08:20.686,1,4.1554,0
11:08:20.689,2,15.6571,0
11:08:20.693,2,4.4309,0
11:08:20.710,0,19.8660,0
11:08:20.711,2,9.2141,0
11:08:20.711,1,8.2274,0
11:08:20.747,0,20.8624,0
11:08:20.757,1,16.7933,0
11:08:20.765,2,11.1050,0
11:08:20.783,0,17.7061,0
11:08:20.784,1,5.3451,0
11:08:20.796,2,12.5318,0
11:08:20.819,0,13.2139,0
11:08:20.829,2,12.8145,0
11:08:20.839,1,14.1262,0
11:08:20.852,0,16.4181,0
11:08:20.862,1,13.4471,0
11:08:20.881,2,21.3211,0
11:08:20.894,0,15.0828,0
11:08:20.900,1,9.3220,0
11:08:20.925,2,25.5955,0
11:08:20.943,0,17.7350,0
11:08:20.946,2,9.4936,0
11:08:20.950,1,5.8238,0
11:08:20.978,0,22.9369,0
11:08:20.983,1,13.8181,0
11:08:21.001,2,20.5362,0
11:08:21.016,0,19.6374,0
11:08:21.025,1,13.0494,0
11:08:21.041,2,15.4280,0
11:08:21.069,0,23.9168,0
11:08:21.075,2,9.6607,0
11:08:21.082,1,9.6575,0
11:08:21.087,0,10.8749,0
11:08:21.110,1,11.6726,0
11:08:21.122,2,14.4895,0
11:08:21.136,0,15.6104,0
11:08:21.156,1,21.4558,0
11:08:21.156,2,4.7716,0
11:08:21.193,0,26.2779,0
11:08:21.194,2,6.5509,0
11:08:21.195,1,6.0764,0
11:08:21.252,0,17.1645,0
11:08:21.268,1,18.8826,0
11:08:21.271,0,7.3576,0
11:08:21.280,1,2.4720,0
11:08:21.283,2,17.5717,0
11:08:21.283,0,4.7875,0
11:08:21.289,2,5.9183,0
11:08:21.313,1,14.4220,0
11:08:21.318,2,12.9430,0
11:08:21.340,0,19.7401,0
11:08:21.357,1,21.0495,0
11:08:21.359,2,4.9549,0
11:08:21.384,0,18.1494,0
11:08:21.391,1,13.6535,0
11:08:21.395,2,7.8741,0
11:08:21.412,0,16.1493,0
11:08:21.423,1,17.2832,0
11:08:21.443,2,24.2060,0
11:08:21.455,0,17.4984,0
11:08:21.470,1,18.4436,0
11:08:21.476,2,11.7116,0
11:08:21.497,0,13.7338,0
11:08:21.511,2,14.8534,0
11:08:21.517,1,7.6036,0
11:08:21.543,0,18.0817,0
11:08:21.546,1,6.1853,0
11:08:21.548,2,8.0382,0
11:08:21.574,0,18.0769,0
11:08:21.604,1,28.8996,0
11:08:21.605,2,4.4756,0
11:08:21.615,0,12.6750,0
11:08:21.646,1,23.0760,0
11:08:21.647,2,5.6493,0
11:08:21.663,0,18.5943,0
11:08:21.677,1,15.0366,0
11:08:21.677,2,4.2417,0
11:08:21.697,0,22.6596,0
11:08:21.722,1,25.9831,0
11:08:21.725,2,10.1058,0
11:08:21.744,0,12.8584,0
11:08:21.755,1,14.8868,0
11:08:21.758,2,7.1930,0
11:08:21.800,1,6.6780,0
11:08:21.803,2,6.9346,0
11:08:21.804,0,37.2668,0
11:08:21.849,0,11.5989,0
11:08:21.865,0,3.7693,0
11:08:21.870,1,25.7928,0
11:08:21.883,1,5.7774,0
11:08:21.883,2,20.8818,0
11:08:21.890,2,6.0409,0
11:08:21.896,0,15.9039,0
11:08:21.915,1,14.0002,0
11:08:21.915,2,4.5988,0
11:08:21.948,0,25.9566,0
11:08:21.958,1,12.7677,0
11:08:21.959,2,4.2246,0
11:08:21.984,0,19.9973,0
11:08:21.993,1,11.3847,0
11:08:21.994,2,4.7530,0
11:08:22.014,0,19.7567,0
11:08:22.024,1,12.2236,0
11:08:22.031,2,9.3237,0
11:08:22.062,0,21.3039,0
11:08:22.076,1,14.0946,0
11:08:22.082,2,9.9654,0
11:08:22.101,0,21.5540,0
11:08:22.107,1,10.5935,0
11:08:22.107,2,8.1838,0
11:08:22.149,0,24.4033,0
11:08:22.154,1,9.0183,0
11:08:22.155,2,7.6138,0
11:08:22.180,0,25.2985,0
11:08:22.201,1,21.4350,0
11:08:22.205,2,8.1207,0
11:08:22.221,0,21.1004,0
11:08:22.226,1,8.1970,0
11:08:22.247,2,25.8933,0
11:08:22.268,0,28.2060,0
11:08:22.274,1,11.8402,0
11:08:22.281,2,11.0783,0
11:08:22.301,0,19.5447,0
11:08:22.324,1,22.8975,0
11:08:22.324,2,10.2707,0
11:08:22.336,0,22.0498,0
11:08:22.346,1,14.6847,0
11:08:22.352,2,8.7466,0
11:08:22.385,0,24.6128,0
11:08:22.387,1,7.1729,0
11:08:22.389,2,5.9454,0
11:08:22.451,0,21.9168,0
11:08:22.476,0,7.1278,0
11:08:22.478,1,29.2650,0
11:08:22.490,1,6.0615,0
11:08:22.490,2,0.2244,1
11:08:22.510,0,20.7775,0
11:08:22.514,1,8.5984,0
11:08:22.515,2,5.7140,0
11:08:22.549,1,7.0798,0
11:08:22.552,0,29.5406,0
11:08:22.557,2,14.2584,0
11:08:22.593,0,25.6287,0
11:08:22.601,1,13.1647,0
11:08:22.604,2,9.1294,0
11:08:22.627,0,22.4575,0
11:08:22.633,1,10.5126,0
11:08:22.634,2,11.0042,0
11:08:22.655,0,20.8297,0
