wall_time,cam_index,rtp_seq,depay_ms,dropped
15:56:37.038,1,11993,21.2606,0
15:56:37.158,0,8576,0.4607,0
15:56:37.161,1,12007,0.7967,0
15:56:37.163,0,8587,2.6696,0
15:56:37.165,1,12017,0.7465,0
15:56:37.168,0,8596,0.6333,0
15:56:37.170,1,12027,0.7851,0
15:56:37.174,0,8604,0.4359,0
15:56:37.174,1,12038,0.8749,0
15:56:37.176,2,24545,1.2904,0
15:56:37.177,0,8609,0.7063,0
15:56:37.177,1,12050,0.4178,0
15:56:37.179,0,8616,0.4240,0
15:56:37.180,1,12061,0.4077,0
15:56:37.182,0,8623,1.0599,0
15:56:37.183,2,24557,1.4710,0
15:56:37.184,1,12072,0.4397,0
15:56:37.186,0,8631,0.8507,0
15:56:37.187,2,24568,0.9546,0
15:56:37.191,2,24579,0.8007,0
15:56:37.195,2,24589,0.6741,0
15:56:37.199,2,24598,0.7859,0
15:56:37.203,2,24608,0.8461,0
15:56:37.226,2,24617,20.0665,0
15:56:37.226,1,12081,0.9549,0
15:56:37.227,0,8639,2.0517,0
15:56:37.229,1,12092,0.3985,0
15:56:37.230,2,24627,1.3314,0
15:56:37.231,0,8645,1.1672,0
15:56:37.233,1,12102,1.0444,0
15:56:37.233,0,8652,0.3523,0
15:56:37.235,2,24637,0.9346,0
15:56:37.236,0,8660,0.2433,0
15:56:37.237,1,12113,0.9449,0
15:56:37.239,2,24648,0.5279,0
15:56:37.256,2,24657,14.4643,0
15:56:37.256,1,12124,0.8567,0
15:56:37.256,0,8668,0.8324,0
15:56:37.259,2,24667,0.3535,0
15:56:37.261,1,12135,2.0869,0
15:56:37.261,0,8676,0.4084,0
15:56:37.261,2,24676,0.3454,0
15:56:37.263,0,8684,0.4246,0
15:56:37.265,2,24685,0.8393,0
15:56:37.266,1,12147,1.4063,0
15:56:37.267,0,8691,0.6419,0
15:56:37.269,2,24695,1.4009,0
15:56:37.269,1,12159,0.7312,0
15:56:37.270,0,8698,0.7950,0
15:56:37.272,1,12170,0.3696,0
15:56:37.276,2,24705,1.3992,0
15:56:37.276,0,8706,1.1572,0
15:56:37.276,1,12181,2.2273,0
15:56:37.310,2,24716,0.3836,0
15:56:37.312,1,12194,3.3168,0
15:56:37.319,0,8713,0.2587,0
15:56:37.347,2,24727,0.3134,0
15:56:37.369,1,12205,15.8072,0
15:56:37.383,0,8720,13.6425,0
15:56:37.383,2,24737,1.0299,0
15:56:37.436,0,8727,1.6404,0
15:56:37.436,1,12216,1.8505,0
15:56:37.444,2,24747,10.2087,0
15:56:37.450,0,8735,5.7122,0
15:56:37.456,1,12226,6.5034,0
15:56:37.476,2,24757,20.0053,0
15:56:37.500,1,12236,1.0128,0
15:56:37.500,0,8742,0.8977,0
15:56:37.500,2,24766,1.1075,0
15:56:37.504,1,12247,0.2984,0
15:56:37.514,0,8750,2.7663,0
15:56:37.522,2,24775,0.4539,0
15:56:37.545,1,12258,0.2443,0
15:56:37.571,2,24785,5.3992,0
15:56:37.603,0,8758,25.3439,0
15:56:37.629,0,8869,1.3453,0
15:56:37.629,1,12268,1.5892,0
15:56:37.635,2,24796,6.6901,0
15:56:37.640,1,12280,5.5373,0
15:56:37.673,0,8878,10.5910,0
15:56:37.674,1,12291,1.1570,0
15:56:37.674,2,24807,1.1204,0
15:56:37.677,0,8889,1.0573,0
15:56:37.864,1,12302,0.8205,0
15:56:37.865,2,24817,0.4210,0
15:56:37.865,0,8899,1.2888,0
15:56:37.867,2,24826,0.4738,0
15:56:37.872,1,12311,6.1796,0
15:56:37.873,0,8909,0.6110,0
15:56:37.874,2,24835,1.8974,0
15:56:37.875,0,8917,0.2443,0
15:56:37.875,1,12322,0.3734,0
15:56:37.880,1,12334,2.1672,0
15:56:37.880,2,24844,3.1359,0
15:56:37.881,0,8926,3.1332,0
15:56:37.883,1,12346,0.4503,0
15:56:37.885,2,24855,1.2057,0
15:56:37.885,0,8936,1.2827,0
15:56:37.898,2,24864,10.6081,0
15:56:37.916,1,12356,2.1826,0
15:56:37.941,0,8945,11.1306,0
15:56:37.944,2,24875,3.3735,0
15:56:37.946,1,12368,2.3370,0
15:56:37.961,0,8952,7.9024,0
15:56:37.963,2,24884,2.4078,0
15:56:37.995,1,12378,3.6099,0
15:56:38.000,0,8960,4.9557,0
15:56:38.039,2,24893,34.3163,0
15:56:38.045,1,12388,5.7315,0
15:56:38.052,0,8969,8.1087,0
15:56:38.053,2,24902,0.4842,0
15:56:38.072,1,12399,6.9013,0
15:56:38.075,0,8978,3.0234,0
15:56:38.085,2,24912,0.2243,0
15:56:38.099,1,12409,2.8985,0
15:56:38.125,0,8988,8.8902,0
15:56:38.126,2,24921,0.4803,0
15:56:38.160,1,12419,15.0676,0
15:56:38.173,0,8998,13.3817,0
15:56:38.183,2,24931,0.2319,0
15:56:38.214,0,9007,23.4363,0
15:56:38.214,1,12429,23.5862,0
15:56:38.214,2,24941,0.9687,0
15:56:38.226,1,12440,0.2760,0
15:56:38.232,0,9016,0.6292,0
15:56:38.251,2,24950,0.2243,0
15:56:38.309,1,12451,41.4980,0
