wall_time,cam_index,rtp_seq,network_ms,dropped
14:36:48.141,0,28467,0.0612,0
14:36:48.163,0,28479,0.0419,0
14:36:48.198,0,28490,0.1494,0
14:36:48.215,0,28499,0.1419,0
14:36:48.271,0,28509,0.0391,0
14:36:48.300,0,28519,0.0163,0
14:36:48.332,0,28530,0.0499,0
14:36:48.376,0,28539,0.0328,0
14:36:48.422,0,28549,0.0944,0
14:36:48.459,0,28558,0.0497,0
14:36:48.496,0,28567,0.0146,0
14:36:48.539,0,28576,0.0467,0
14:36:48.579,0,28585,0.0357,0
14:36:48.616,0,28594,0.0326,0
14:36:48.657,0,28606,0.0145,0
14:36:48.699,0,28618,0.0426,0
14:36:48.734,0,28629,0.0186,0
14:36:48.775,0,28640,0.0341,0
14:36:48.816,0,28650,0.0360,0
14:36:48.859,0,28660,0.0359,0
14:36:48.913,0,28671,0.0580,0
14:36:48.937,0,28682,0.0376,0
14:36:48.992,0,28693,0.0794,0
14:36:49.018,0,28703,0.0348,0
14:36:49.194,0,28811,0.1708,0
14:36:49.209,0,28826,0.0173,0
14:36:49.213,0,28839,0.0142,0
14:36:49.268,0,28852,0.0697,0
14:36:49.273,0,28864,0.0386,0
14:36:49.277,0,28876,0.0315,0
14:36:49.299,0,28887,0.0337,0
14:36:49.331,0,28898,0.0585,0
14:36:49.401,0,28910,0.0350,0
14:36:49.418,0,28922,0.0348,0
14:36:49.473,0,28934,0.0351,0
14:36:49.490,0,28943,0.0326,0
14:36:49.537,0,28952,0.0279,0
14:36:49.575,0,28961,0.0323,0
14:36:49.619,0,28970,0.0323,0
14:36:49.678,0,28979,0.1067,0
14:36:49.694,0,28988,0.0371,0
14:36:49.747,0,28997,0.0368,0
14:36:49.777,0,29006,0.0311,0
14:36:49.817,0,29015,0.0166,0
14:36:49.883,0,29024,0.1336,0
14:36:49.894,0,29034,0.0478,0
14:36:49.952,0,29043,0.0405,0
14:36:49.981,0,29053,0.1272,0
14:36:50.021,0,29063,0.0410,0
14:36:50.118,0,29174,0.2188,0
14:36:50.131,0,29187,0.0142,0
14:36:50.173,0,29199,0.0162,0
14:36:50.177,0,29211,0.0145,0
14:36:50.235,0,29221,0.1614,0
14:36:50.256,0,29232,0.0356,0
14:36:50.362,0,29242,0.0701,0
14:36:50.367,0,29253,0.0340,0
14:36:50.399,0,29263,0.0329,0
14:36:50.416,0,29272,0.0324,0
14:36:50.478,0,29282,0.0162,0
14:36:50.501,0,29292,0.0334,0
14:36:50.537,0,29302,0.0371,0
14:36:50.604,0,29311,0.1181,0
14:36:50.621,0,29320,0.0325,0
14:36:50.664,0,29330,0.0411,0
14:36:50.696,0,29339,0.0141,0
14:36:50.737,0,29349,0.0211,0
14:36:50.801,0,29359,0.0141,0
14:36:50.814,0,29371,0.0316,0
14:36:50.863,0,29380,0.0595,0
14:36:50.899,0,29391,0.0182,0
14:36:50.943,0,29402,0.0335,0
14:36:51.006,0,29412,0.0684,0
14:36:51.021,0,29423,0.0330,0
14:36:51.235,0,29540,0.0940,0
14:36:51.243,2,26123,0.1264,0
14:36:51.248,2,26138,0.0585,0
14:36:51.249,0,29553,0.0194,0
14:36:51.253,2,26151,0.0854,0
14:36:51.254,0,29567,0.0360,0
14:36:51.256,2,26165,0.0147,0
14:36:51.258,0,29578,0.0380,0
14:36:51.261,0,29589,0.0181,0
14:36:51.283,2,26177,0.0987,0
14:36:51.290,0,29600,0.0340,0
14:36:51.299,2,26189,0.0218,0
14:36:51.303,0,29610,0.0459,0
14:36:51.358,2,26203,0.0201,0
14:36:51.363,0,29620,0.0425,0
14:36:51.370,2,26215,0.0185,0
14:36:51.373,0,29630,0.0347,0
14:36:51.430,0,29641,0.0440,0
14:36:51.430,2,26228,0.2054,0
14:36:51.461,0,29650,0.0408,0
14:36:51.461,2,26241,0.0175,0
14:36:51.495,2,26253,0.0159,0
14:36:51.496,0,29660,0.0336,0
14:36:51.526,2,26264,0.0148,0
14:36:51.556,0,29670,0.0169,0
14:36:51.570,0,29679,0.0151,0
14:36:51.572,2,26276,0.0162,0
14:36:51.650,0,29688,0.0365,0
14:36:51.650,2,26289,0.0150,0
14:36:51.657,0,29697,0.0460,0
14:36:51.657,2,26301,0.0139,0
14:36:51.714,0,29708,0.0960,0
14:36:51.714,2,26313,0.0567,0
14:36:51.730,2,26325,0.0135,0
14:36:51.740,0,29719,0.0316,0
14:36:51.779,0,29728,0.1178,0
14:36:51.779,2,26338,0.3760,0
14:36:51.843,0,29739,0.0424,0
14:36:51.843,2,26351,0.0392,0
14:36:51.854,2,26364,0.0613,0
14:36:51.865,0,29748,0.0318,0
14:36:51.905,2,26377,0.1002,0
14:36:51.906,0,29758,0.0352,0
14:36:51.934,2,26390,0.0170,0
14:36:51.985,0,29768,0.1230,0
14:36:51.986,2,26403,0.0150,0
14:36:51.989,0,29778,0.0364,0
14:36:52.007,2,26416,0.0160,0
14:36:52.015,0,29789,0.0486,0
14:36:52.051,2,26429,0.0376,0
14:36:52.126,0,29876,0.0724,0
14:36:52.130,2,26440,0.0152,0
14:36:52.137,0,29889,0.0169,0
14:36:52.152,2,26452,0.0514,0
14:36:52.153,0,29902,0.0334,0
14:36:52.191,2,26464,0.1049,0
14:36:52.191,0,29913,0.0789,0
14:36:52.213,0,29924,0.0718,0
14:36:52.213,2,26476,0.0191,0
14:36:52.260,2,26490,0.0942,0
14:36:52.260,0,29935,0.0368,0
14:36:52.324,2,26502,0.0772,0
14:36:52.325,0,29946,0.1292,0
14:36:52.330,2,26515,0.0144,0
14:36:52.341,0,29957,0.0376,0
14:36:52.393,0,29967,0.0362,0
14:36:52.400,2,26528,0.0399,0
14:36:52.414,2,26540,0.0141,0
14:36:52.419,0,29978,0.0340,0
14:36:52.481,2,26552,0.0605,0
14:36:52.482,0,29990,0.0331,0
14:36:52.487,2,26565,0.0218,0
14:36:52.501,0,29999,0.0167,0
14:36:52.544,0,30010,0.0366,0
14:36:52.548,2,26577,0.0552,0
14:36:52.576,2,26589,0.0578,0
14:36:52.576,0,30020,0.0522,0
14:36:52.615,2,26602,0.0201,0
14:36:52.622,0,30031,0.0380,0
14:36:52.647,2,26614,0.0165,0
14:36:52.707,0,30041,0.1096,0
14:36:52.708,2,26627,0.0149,0
14:36:52.711,0,30052,0.0328,0
14:36:52.735,2,26639,0.0575,0
14:36:52.737,0,30064,0.0446,0
14:36:52.778,0,30074,0.0507,0
14:36:52.778,2,26652,0.0354,0
14:36:52.808,2,26665,0.0203,0
14:36:52.832,0,30084,0.0571,0
14:36:52.855,2,26678,0.0178,0
14:36:52.866,0,30095,0.0344,0
14:36:52.899,2,26690,0.0387,0
14:36:52.899,0,30105,0.0411,0
14:36:52.937,2,26703,0.0360,0
14:36:52.969,0,30115,0.0361,0
14:36:52.974,2,26716,0.0642,0
14:36:52.985,0,30126,0.0370,0
14:36:53.045,0,30137,0.0403,0
14:36:53.045,2,26728,0.0376,0
14:36:53.244,0,30250,0.4826,0
14:36:53.249,2,26840,0.0532,0
14:36:53.259,0,30263,0.0292,0
14:36:53.261,2,26853,0.0158,0
14:36:53.263,0,30274,0.0151,0
14:36:53.265,2,26866,0.0154,0
14:36:53.266,0,30288,0.0161,0
14:36:53.270,0,30300,0.0174,0
14:36:53.275,0,30310,0.0151,0
14:36:53.278,1,26378,0.0197,0
14:36:53.299,1,26390,0.0409,0
14:36:53.347,2,26918,0.1044,0
14:36:53.347,1,26403,0.0402,0
14:36:53.348,0,30321,0.0547,0
14:36:53.355,2,26931,0.0953,0
14:36:53.355,1,26416,0.0687,0
14:36:53.355,0,30332,0.0223,0
14:36:53.361,1,26428,0.0206,0
14:36:53.368,2,26944,0.0227,0
14:36:53.417,0,30344,0.2712,0
14:36:53.418,1,26440,0.0638,0
14:36:53.419,2,26957,0.0335,0
14:36:53.425,0,30354,0.1425,0
14:36:53.426,1,26453,0.0441,0
14:36:53.453,2,26969,0.0199,0
14:36:53.497,1,26464,0.0712,0
14:36:53.497,0,30364,0.0372,0
14:36:53.503,0,30374,0.0469,0
14:36:53.503,2,26982,0.0217,0
14:36:53.508,1,26477,0.0656,0
14:36:53.529,2,26994,0.0183,0
14:36:53.554,0,30383,0.1089,0
14:36:53.556,1,26489,0.0355,0
14:36:53.573,2,27007,0.0169,0
14:36:53.591,0,30394,0.0377,0
14:36:53.593,1,26503,0.0400,0
14:36:53.616,2,27020,0.0201,0
14:36:53.620,0,30404,0.0386,0
14:36:53.628,1,26515,0.0370,0
14:36:53.655,0,30416,0.0368,0
14:36:53.659,2,27033,0.0954,0
14:36:53.685,1,26527,0.2209,0
14:36:53.688,2,27045,0.0170,0
