wall_time,cam_index,rtp_seq,network_ms,dropped
15:46:06.096,0,23071,0.0389,0
15:46:06.102,0,23085,0.0602,0
15:46:06.107,0,23099,0.0349,0
15:46:06.146,0,23112,0.0629,0
15:46:06.162,0,23125,0.1009,0
15:46:06.207,0,23138,0.0153,0
15:46:06.229,0,23150,0.0169,0
15:46:06.294,0,23161,0.1518,0
15:46:06.345,0,23172,0.0158,0
15:46:06.358,0,23183,0.0122,0
15:46:06.406,0,23195,0.0167,0
15:46:06.435,0,23208,0.0121,0
15:46:06.494,0,23221,0.0164,0
15:46:06.519,0,23232,0.0130,0
15:46:06.556,0,23242,0.0178,0
15:46:06.623,0,23252,0.0146,0
15:46:06.645,0,23263,0.0337,0
15:46:06.727,0,23272,0.1734,0
15:46:06.729,0,23281,0.0124,0
15:46:06.755,0,23290,0.0615,0
15:46:06.807,0,23300,0.0315,0
15:46:06.867,0,23310,0.0343,0
15:46:06.875,0,23320,0.0315,0
15:46:06.926,0,23330,0.0145,0
15:46:07.012,0,23406,0.1181,0
15:46:07.023,0,23414,0.0321,0
15:46:07.056,0,23429,0.0439,0
15:46:07.084,0,23442,0.0153,0
15:46:07.135,0,23454,0.0306,0
15:46:07.151,0,23465,0.0140,0
15:46:07.196,0,23476,0.0180,0
15:46:07.266,0,23489,0.0619,0
15:46:07.277,0,23499,0.0120,0
15:46:07.327,0,23510,0.0433,0
15:46:07.360,0,23520,0.0516,0
15:46:07.398,0,23532,0.0763,0
15:46:07.471,0,23543,0.0180,0
15:46:07.473,0,23554,0.0215,0
15:46:07.532,0,23566,0.0152,0
15:46:07.561,0,23577,0.0210,0
15:46:07.607,0,23588,0.0144,0
15:46:07.640,0,23599,0.0734,0
15:46:07.675,0,23609,0.0279,0
15:46:07.748,0,23621,0.0162,0
15:46:07.760,0,23632,0.0129,0
15:46:07.818,0,23642,0.0332,0
15:46:07.835,0,23653,0.0169,0
15:46:07.894,0,23665,0.0690,0
15:46:07.916,0,23675,0.0113,0
15:46:08.038,0,23800,0.0869,0
15:46:08.055,0,23809,0.0923,0
15:46:08.124,0,23822,0.0346,0
15:46:08.128,0,23832,0.0307,0
15:46:08.134,0,23844,0.2532,0
15:46:08.180,0,23854,0.1142,0
15:46:08.197,0,23864,0.0149,0
15:46:08.244,0,23875,0.0188,0
15:46:08.273,0,23886,0.0319,0
15:46:08.319,0,23896,0.1883,0
15:46:08.383,0,23906,0.0362,0
15:46:08.398,0,23916,0.0214,0
15:46:08.439,0,23927,0.0240,0
15:46:08.474,0,23938,0.0170,0
15:46:08.525,0,23949,0.0172,0
15:46:08.564,0,23960,0.0438,0
15:46:08.598,0,23970,0.0157,0
15:46:08.654,0,23981,0.0283,0
15:46:08.691,0,23991,0.1434,0
15:46:08.726,0,24002,0.0299,0
15:46:08.760,0,24013,0.0172,0
15:46:08.815,0,24025,0.0155,0
15:46:08.834,0,24036,0.0125,0
15:46:08.881,0,24046,0.0335,0
15:46:08.920,0,24057,0.0140,0
15:46:09.026,0,24196,0.0590,0
15:46:09.039,0,24207,0.0122,0
15:46:09.050,0,24218,0.0733,0
15:46:09.078,0,24229,0.0542,0
15:46:09.153,0,24240,0.0185,0
15:46:09.156,0,24250,0.0322,0
15:46:09.229,0,24259,0.0536,0
15:46:09.231,0,24270,0.0128,0
15:46:09.287,0,24280,0.0164,0
15:46:09.314,0,24290,0.0147,0
15:46:09.368,0,24299,0.0131,0
15:46:09.390,0,24309,0.0153,0
15:46:09.444,0,24320,0.0336,0
15:46:09.511,0,24331,0.0633,0
15:46:09.520,0,24341,0.0115,0
15:46:09.600,0,24351,0.0462,0
15:46:09.612,0,24362,0.0126,0
15:46:09.660,0,24372,0.0313,0
15:46:09.680,0,24383,0.0128,0
15:46:09.730,0,24394,0.0238,0
15:46:09.754,0,24403,0.0148,0
15:46:09.803,0,24414,0.0160,0
15:46:09.841,0,24423,0.0139,0
15:46:09.873,0,24434,0.0136,0
15:46:09.925,0,24444,0.0177,0
15:46:10.153,0,24598,0.0632,0
15:46:10.168,0,24609,0.0126,0
15:46:10.234,0,24619,0.0273,0
15:46:10.269,0,24628,0.0300,0
15:46:10.273,0,24637,0.0259,0
15:46:10.281,0,24648,0.0536,0
15:46:10.284,0,24658,0.0097,0
15:46:10.287,0,24670,0.0296,0
15:46:10.292,0,24681,0.0826,0
15:46:10.332,0,24692,0.0608,0
15:46:10.359,0,24702,0.0158,0
15:46:10.415,0,24711,0.0515,0
15:46:10.436,0,24720,0.0388,0
15:46:10.481,0,24729,0.0322,0
15:46:10.545,0,24739,0.0184,0
15:46:10.549,0,24748,0.0101,0
15:46:10.613,0,24757,0.0777,0
15:46:10.639,0,24767,0.0148,0
15:46:10.679,0,24776,0.0151,0
15:46:10.782,0,24785,0.1895,0
15:46:10.795,0,24795,0.0338,0
15:46:10.798,0,24804,0.0111,0
15:46:10.883,0,24814,0.0626,0
15:46:10.886,0,24823,0.0146,0
15:46:10.919,0,24832,0.0143,0
15:46:11.054,0,24954,0.1460,0
15:46:11.068,0,24966,0.0138,0
15:46:11.071,0,24977,0.0100,0
15:46:11.079,0,24986,0.0107,0
15:46:11.137,0,24996,0.0163,0
15:46:11.154,0,25007,0.0382,0
15:46:11.196,0,25017,0.0129,0
15:46:11.267,0,25027,0.0610,0
15:46:11.273,0,25037,0.0332,0
15:46:11.335,0,25047,0.0917,0
15:46:11.356,0,25057,0.0128,0
15:46:11.398,0,25067,0.0144,0
15:46:11.432,0,25077,0.0138,0
15:46:11.475,0,25088,0.0157,0
15:46:11.538,0,25097,0.1434,0
15:46:11.562,0,25107,0.0162,0
15:46:11.605,0,25118,0.0153,0
15:46:11.636,0,25128,0.0163,0
15:46:11.679,0,25137,0.0134,0
15:46:11.737,0,25146,0.0592,0
15:46:11.752,0,25156,0.0335,0
15:46:11.800,0,25167,0.0231,0
15:46:11.836,0,25178,0.0418,0
15:46:11.881,0,25187,0.0151,0
15:46:11.910,0,25197,0.0159,0
15:46:12.026,0,25319,0.1205,0
15:46:12.110,0,25330,0.0156,0
15:46:12.185,0,25341,0.0383,0
15:46:12.189,0,25352,0.0310,0
15:46:12.195,0,25362,0.0765,0
15:46:12.199,0,25372,0.0119,0
15:46:12.201,0,25383,0.0105,0
15:46:12.260,0,25395,0.0172,0
15:46:12.277,0,25406,0.0142,0
15:46:12.326,0,25417,0.0218,0
15:46:12.365,0,25427,0.0673,0
15:46:12.397,0,25438,0.0191,0
15:46:12.455,0,25450,0.0610,0
15:46:12.483,0,25461,0.0160,0
15:46:12.524,0,25472,0.0142,0
15:46:12.553,0,25482,0.0151,0
15:46:12.603,0,25493,0.0143,0
15:46:12.662,0,25504,0.0748,0
15:46:12.683,0,25514,0.0158,0
15:46:12.718,0,25527,0.0147,0
15:46:12.790,0,25540,0.0168,0
15:46:12.800,0,25553,0.0344,0
15:46:12.848,0,25565,0.0817,0
15:46:12.879,0,25576,0.0360,0
15:46:12.951,0,25585,0.0321,0
15:46:13.010,0,25697,0.0489,0
15:46:13.022,0,25708,0.0105,0
15:46:13.061,0,25721,0.0319,0
15:46:13.080,0,25732,0.0151,0
15:46:13.150,0,25745,0.1103,0
15:46:13.154,0,25756,0.0116,0
15:46:13.211,0,25766,0.0352,0
15:46:13.281,0,25776,0.1957,0
15:46:13.284,0,25786,0.0118,0
15:46:13.316,0,25796,0.0393,0
15:46:13.357,0,25807,0.0347,0
15:46:13.432,0,25817,0.0285,0
15:46:13.447,0,25827,0.0753,0
15:46:13.486,0,25838,0.0417,0
15:46:13.516,0,25848,0.0901,0
15:46:13.561,0,25857,0.0145,0
15:46:13.626,0,25865,0.0968,0
15:46:13.643,0,25875,0.0319,0
15:46:13.689,0,25885,0.0479,0
15:46:13.721,0,25896,0.0470,0
15:46:13.765,0,25908,0.0160,0
15:46:13.797,0,25919,0.0161,0
15:46:13.853,0,25930,0.0193,0
15:46:13.880,0,25940,0.0177,0
15:46:13.928,0,25951,0.0220,0
15:46:14.087,0,26066,0.0901,0
15:46:14.103,0,26079,0.0619,0
15:46:14.161,0,26092,0.0338,0
15:46:14.173,0,26104,0.1163,0
15:46:14.198,0,26116,0.0147,0
15:46:14.206,0,26128,0.0341,0
15:46:14.210,0,26140,0.0150,0
15:46:14.235,0,26152,0.0252,0
15:46:14.279,0,26164,0.0166,0
15:46:14.342,0,26176,0.0713,0
15:46:14.352,0,26187,0.0146,0
15:46:14.403,0,26197,0.0269,0
15:46:14.492,0,26208,0.0141,0
15:46:14.498,0,26218,0.0275,0
15:46:14.511,0,26228,0.0151,0
15:46:14.557,0,26239,0.0136,0
15:46:14.611,0,26250,0.0136,0
15:46:14.647,0,26259,0.0146,0
15:46:14.681,0,26268,0.0678,0
15:46:14.715,0,26277,0.0147,0
15:46:14.765,0,26287,0.0133,0
15:46:14.820,0,26297,0.0191,0
15:46:14.832,0,26306,0.0107,0
15:46:14.886,0,26315,0.0342,0
15:46:14.948,0,26324,0.0336,0
15:46:15.051,0,26437,0.0799,0
15:46:15.064,0,26447,0.0149,0
15:46:15.066,0,26458,0.0095,0
15:46:15.076,0,26469,0.0148,0
15:46:15.119,0,26480,0.0155,0
15:46:15.169,0,26490,0.0138,0
15:46:15.199,0,26501,0.0142,0
15:46:15.240,0,26512,0.0605,0
15:46:15.296,0,26522,0.0183,0
15:46:15.324,0,26533,0.0561,0
15:46:15.383,0,26543,0.0138,0
15:46:15.393,0,26553,0.0110,0
15:46:15.447,0,26563,0.0230,0
15:46:15.479,0,26572,0.0160,0
15:46:15.523,0,26582,0.0163,0
15:46:15.587,0,26593,0.0670,0
15:46:15.598,0,26602,0.0102,0
15:46:15.667,0,26611,0.0805,0
15:46:15.685,0,26621,0.0832,0
15:46:15.729,0,26630,0.0634,0
15:46:15.755,0,26639,0.0178,0
15:46:15.804,0,26649,0.0636,0
15:46:15.864,0,26659,0.0228,0
15:46:15.882,0,26669,0.0123,0
15:46:15.937,0,26680,0.0859,0
15:46:16.038,0,26798,0.0474,0
15:46:16.136,1,39281,0.0302,0
15:46:16.137,0,26810,0.0188,0
15:46:16.140,0,26822,0.0171,0
15:46:16.142,1,39294,0.0391,0
15:46:16.145,0,26833,0.0413,0
15:46:16.146,1,39307,0.0178,0
15:46:16.151,1,39320,0.1547,0
15:46:16.151,0,26845,0.0410,0
15:46:16.154,2,33836,0.0202,0
15:46:16.155,0,26854,0.0367,0
15:46:16.159,2,33850,0.0225,0
15:46:16.162,2,33864,0.0201,0
15:46:16.165,2,33875,0.0173,0
15:46:16.183,1,39332,0.0854,0
15:46:16.184,2,33887,0.0385,0
15:46:16.198,0,26865,0.0376,0
15:46:16.202,1,39344,0.0381,0
15:46:16.218,2,33899,0.0362,0
15:46:16.249,0,26876,0.1560,0
15:46:16.250,2,33912,0.0524,0
15:46:16.250,1,39357,0.0452,0
15:46:16.272,1,39371,0.0208,0
15:46:16.281,0,26886,0.0530,0
15:46:16.326,0,26896,0.1332,0
15:46:16.326,2,33924,0.0533,0
15:46:16.326,1,39382,0.0147,0
15:46:16.340,2,33938,0.0391,0
15:46:16.360,0,26907,0.0340,0
15:46:16.389,1,39395,0.0613,0
15:46:16.389,2,33950,0.0506,0
15:46:16.403,0,26919,0.0158,0
15:46:16.406,1,39406,0.1095,0
15:46:16.407,2,33965,0.0431,0
15:46:16.449,0,26929,0.0673,0
15:46:16.449,1,39419,0.0449,0
15:46:16.456,2,33979,0.0163,0
15:46:16.473,0,26939,0.0202,0
15:46:16.479,1,39431,0.0362,0
15:46:16.513,2,33992,0.0421,0
15:46:16.517,0,26949,0.0345,0
15:46:16.522,1,39442,0.0144,0
15:46:16.542,2,34005,0.0147,0
