cam_index,rtp_seq,transit_ms
0,6141,565.0229
0,6142,565.4120
0,6430,371.1381
0,6431,371.2490
0,6765,461.7889
0,6766,461.8480
0,7119,395.6990
0,7120,396.4720
0,7463,405.2200
0,7464,405.3309
0,7812,369.3950
0,7813,369.5331
0,8153,366.8320
0,8154,366.9410
0,8498,371.4008
0,8499,371.5191
0,8864,401.5682
0,8865,402.9510
0,9261,386.0521
0,9262,386.0981
0,9671,418.4070
0,9672,419.4219
0,10060,397.1078
0,10061,398.4680
0,10446,429.0020
0,10447,430.5751
0,10821,383.8930
0,10822,384.1119
0,11189,409.6479
0,11190,409.9901
0,11524,375.1080
0,11525,376.0619
1,3210,563.8199
1,3211,564.1708
1,3844,451.5522
1,3845,451.8859
1,4548,377.2309
1,4549,377.4090
1,5224,370.0449
1,5225,370.3282
1,5897,398.1950
1,5898,398.8571
1,6652,384.2180
1,6653,384.3501
1,7420,389.7519
1,7421,417.6669
1,8156,369.0710
1,8157,369.1869
2,1106,568.8322
2,1107,569.2642
2,1749,380.4049
2,1750,380.7399
2,2453,382.8321
2,2454,383.3129
2,3127,369.6990
2,3128,370.1820
2,3807,371.9740
2,3808,372.1690
2,4552,393.6820
2,4553,393.8141
2,5322,385.6158
2,5323,385.6711
2,6064,367.6870
2,6065,367.8269
