frame.time_epoch,rtp.seq,rtp.timestamp
1771851191.910430099,12911,690566582
1771851191.942946307,12912,690569438
1771851191.943017307,12913,690569438
1771851191.943025001,12914,690569438
1771851191.943039990,12915,690569438
1771851191.943046614,12916,690569438
1771851191.943059990,12917,690569438
1771851191.943066510,12918,690569438
1771851191.943079592,12919,690569438
1771851191.943085486,12920,690569438
1771851191.943099939,12921,690569438
1771851191.943106410,12922,690569438
1771851191.943112531,12923,690569438
1771851191.943127531,12924,690569438
1771851191.943133075,12925,690569438
1771851191.943138549,12926,690569438
1771851191.943151385,12927,690569438
1771851191.943157668,12928,690569438
1771851191.978952700,12929,690572682
1771851191.979026668,12930,690572682
1771851191.979033283,12931,690572682
1771851191.979046121,12932,690572682
1771851191.979052008,12933,690572682
1771851191.979063160,12934,690572682
1771851191.979067941,12935,690572682
1771851191.979080710,12936,690572682
1771851191.979086608,12937,690572682
1771851191.979091729,12938,690572682
1771851191.979103281,12939,690572682
1771851191.979109062,12940,690572682
1771851191.979113760,12941,690572682
1771851191.979127573,12942,690572682
1771851191.979132190,12943,690572682
1771851191.979138546,12944,690572682
1771851191.979150593,12945,690572682
1771851191.979155759,12946,690572682
1771851191.979160269,12947,690572682
1771851192.010404009,12948,690575582
1771851192.010427864,12949,690575582
1771851192.010440580,12950,690575582
1771851192.010446712,12951,690575582
1771851192.010456786,12952,690575582
1771851192.010461847,12953,690575582
1771851192.010474054,12954,690575582
1771851192.010479270,12955,690575582
1771851192.010483745,12956,690575582
1771851192.010494626,12957,690575582
1771851192.010500241,12958,690575582
1771851192.010504574,12959,690575582
1771851192.010515773,12960,690575582
1771851192.010521349,12961,690575582
1771851192.010526237,12962,690575582
1771851192.010536648,12963,690575582
1771851192.010541389,12964,690575582
1771851192.042959691,12965,690578437
1771851192.043027116,12966,690578437
1771851192.043034031,12967,690578437
1771851192.043045790,12968,690578437
1771851192.043051294,12969,690578437
1771851192.043061922,12970,690578437
1771851192.043067430,12971,690578437
1771851192.043080721,12972,690578437
1771851192.043085950,12973,690578437
1771851192.043090674,12974,690578437
1771851192.043102324,12975,690578437
1771851192.043107423,12976,690578437
1771851192.043112427,12977,690578437
1771851192.043124116,12978,690578437
1771851192.043129518,12979,690578437
1771851192.043134120,12980,690578437
1771851192.043146235,12981,690578437
1771851192.043151708,12982,690578437
1771851192.043156183,12983,690578437
1771851192.078901359,12984,690581682
1771851192.078960299,12985,690581682
1771851192.078966545,12986,690581682
1771851192.078977458,12987,690581682
1771851192.078990581,12988,690581682
1771851192.079002831,12989,690581682
1771851192.079008960,12990,690581682
1771851192.079021515,12991,690581682
1771851192.079027190,12992,690581682
1771851192.079032130,12993,690581682
1771851192.079043844,12994,690581682
1771851192.079048915,12995,690581682
1771851192.079053771,12996,690581682
1771851192.079065105,12997,690581682
1771851192.079070186,12998,690581682
1771851192.079075185,12999,690581682
1771851192.079086102,13000,690581682
1771851192.079090831,13001,690581682
1771851192.110035774,13002,690584580
1771851192.110060824,13003,690584580
1771851192.110068534,13004,690584580
1771851192.110081478,13005,690584580
1771851192.110086476,13006,690584580
1771851192.110098625,13007,690584580
1771851192.110103870,13008,690584580
1771851192.110114609,13009,690584580
1771851192.110120176,13010,690584580
1771851192.110134933,13011,690584580
1771851192.110139792,13012,690584580
1771851192.110144796,13013,690584580
1771851192.110155074,13014,690584580
1771851192.110161242,13015,690584580
1771851192.143078460,13016,690587437
1771851192.143142763,13017,690587437
1771851192.143149905,13018,690587437
1771851192.143162689,13019,690587437
1771851192.143168880,13020,690587437
1771851192.143180035,13021,690587437
1771851192.143186717,13022,690587437
1771851192.143200618,13023,690587437
1771851192.143206723,13024,690587437
1771851192.143212133,13025,690587437
1771851192.143226259,13026,690587437
1771851192.143232770,13027,690587437
1771851192.143238353,13028,690587437
1771851192.143252903,13029,690587437
1771851192.143258746,13030,690587437
1771851192.143263281,13031,690587437
1771851192.143268965,13032,690587437
1771851192.143282468,13033,690587437
1771851192.143289239,13034,690587437
1771851192.143294614,13035,690587437
1771851192.178707903,13036,690590682
1771851192.178761885,13037,690590682
1771851192.178770403,13038,690590682
1771851192.178778564,13039,690590682
1771851192.178793248,13040,690590682
1771851192.178799934,13041,690590682
1771851192.178810909,13042,690590682
1771851192.178816547,13043,690590682
1771851192.178827341,13044,690590682
1771851192.178832459,13045,690590682
1771851192.178842447,13046,690590682
1771851192.178848054,13047,690590682
1771851192.210657276,13048,690593580
1771851192.210693058,13049,690593580
1771851192.210699123,13050,690593580
1771851192.210710225,13051,690593580
1771851192.210715325,13052,690593580
1771851192.210725635,13053,690593580
1771851192.210731036,13054,690593580
1771851192.210743229,13055,690593580
1771851192.210748299,13056,690593580
1771851192.210752841,13057,690593580
1771851192.210764307,13058,690593580
1771851192.210769119,13059,690593580
1771851192.210774384,13060,690593580
1771851192.210786084,13061,690593580
1771851192.210791003,13062,690593580
1771851192.210796206,13063,690593580
1771851192.210807953,13064,690593580
1771851192.210813642,13065,690593580
1771851192.210818546,13066,690593580
1771851192.242886739,13067,690596441
1771851192.242947064,13068,690596441
1771851192.242954185,13069,690596441
1771851192.242965522,13070,690596441
1771851192.242971172,13071,690596441
1771851192.242994320,13072,690596441
1771851192.243000276,13073,690596441
1771851192.243012755,13074,690596441
1771851192.243018537,13075,690596441
1771851192.243024008,13076,690596441
1771851192.243035960,13077,690596441
1771851192.243041072,13078,690596441
1771851192.243045707,13079,690596441
1771851192.243057483,13080,690596441
1771851192.243062618,13081,690596441
1771851192.243068063,13082,690596441
1771851192.243080430,13083,690596441
1771851192.243084935,13084,690596441
1771851192.243089561,13085,690596441
1771851192.278972162,13086,690599683
1771851192.279042820,13087,690599683
1771851192.279050553,13088,690599683
1771851192.279062827,13089,690599683
1771851192.279068148,13090,690599683
1771851192.279081348,13091,690599683
1771851192.279087548,13092,690599683
1771851192.279100788,13093,690599683
1771851192.279105899,13094,690599683
1771851192.279110925,13095,690599683
1771851192.279123347,13096,690599683
1771851192.279128145,13097,690599683
1771851192.279133699,13098,690599683
1771851192.279146959,13099,690599683
1771851192.279152560,13100,690599683
1771851192.279157598,13101,690599683
1771851192.279170002,13102,690599683
1771851192.279175209,13103,690599683
1771851192.279180648,13104,690599683
1771851192.310837711,13105,690602581
1771851192.310867490,13106,690602581
1771851192.310873293,13107,690602581
1771851192.310884118,13108,690602581
1771851192.310889301,13109,690602581
1771851192.310899837,13110,690602581
1771851192.310906814,13111,690602581
1771851192.310918278,13112,690602581
1771851192.310923684,13113,690602581
1771851192.310928622,13114,690602581
1771851192.310938842,13115,690602581
1771851192.310943724,13116,690602581
1771851192.310955492,13117,690602581
1771851192.310960410,13118,690602581
1771851192.310965372,13119,690602581
1771851192.310975818,13120,690602581
1771851192.310980061,13121,690602581
1771851192.343664120,13122,690605437
1771851192.343750537,13123,690605437
1771851192.343763260,13124,690605437
1771851192.343787554,13125,690605437
1771851192.343798074,13126,690605437
1771851192.343822087,13127,690605437
1771851192.343831243,13128,690605437
1771851192.343858984,13129,690605437
1771851192.343868811,13130,690605437
1771851192.343877611,13131,690605437
1771851192.343901181,13132,690605437
1771851192.343910571,13133,690605437
1771851192.343936985,13134,690605437
1771851192.343946870,13135,690605437
1771851192.343955461,13136,690605437
1771851192.343981103,13137,690605437
1771851192.344006766,13138,690605437
1771851192.344015698,13139,690605437
1771851192.379111986,13140,690608682
1771851192.379170242,13141,690608682
1771851192.379178110,13142,690608682
1771851192.379189080,13143,690608682
1771851192.379195316,13144,690608682
1771851192.379206167,13145,690608682
1771851192.379211531,13146,690608682
1771851192.379222502,13147,690608682
1771851192.379227578,13148,690608682
1771851192.379237865,13149,690608682
1771851192.379243383,13150,690608682
1771851192.379255804,13151,690608682
1771851192.379260947,13152,690608682
1771851192.379265771,13153,690608682
1771851192.379276367,13154,690608682
1771851192.379280826,13155,690608682
1771851192.410270717,13156,690611580
1771851192.410303366,13157,690611580
1771851192.410309047,13158,690611580
1771851192.410319714,13159,690611580
1771851192.410325330,13160,690611580
1771851192.410335804,13161,690611580
1771851192.410340593,13162,690611580
1771851192.410351005,13163,690611580
1771851192.410356164,13164,690611580
1771851192.410366027,13165,690611580
1771851192.410370424,13166,690611580
1771851192.410381976,13167,690611580
1771851192.410386895,13168,690611580
1771851192.410391347,13169,690611580
1771851192.410401141,13170,690611580
1771851192.410405852,13171,690611580
1771851192.442858874,13172,690614436
1771851192.442924311,13173,690614436
1771851192.442931455,13174,690614436
1771851192.442942845,13175,690614436
1771851192.442950169,13176,690614436
1771851192.442961732,13177,690614436
1771851192.442966951,13178,690614436
1771851192.442977060,13179,690614436
1771851192.442989468,13180,690614436
1771851192.443001290,13181,690614436
1771851192.443007757,13182,690614436
1771851192.443020354,13183,690614436
1771851192.443026027,13184,690614436
1771851192.443033215,13185,690614436
1771851192.443043144,13186,690614436
1771851192.443048600,13187,690614436
1771851192.479219118,13188,690617678
1771851192.479279699,13189,690617678
1771851192.479287391,13190,690617678
1771851192.479300873,13191,690617678
1771851192.479306384,13192,690617678
1771851192.479319004,13193,690617678
1771851192.479325097,13194,690617678
1771851192.479336553,13195,690617678
1771851192.479341898,13196,690617678
1771851192.479353045,13197,690617678
1771851192.479358321,13198,690617678
1771851192.479371043,13199,690617678
1771851192.479376801,13200,690617678
1771851192.479381802,13201,690617678
1771851192.479396043,13202,690617678
1771851192.479402111,13203,690617678
1771851192.479406989,13204,690617678
1771851192.511000617,13205,690620580
1771851192.511057152,13206,690620580
1771851192.511063947,13207,690620580
1771851192.511075994,13208,690620580
1771851192.511080779,13209,690620580
1771851192.511091773,13210,690620580
1771851192.511096862,13211,690620580
1771851192.511106738,13212,690620580
1771851192.511111874,13213,690620580
1771851192.511122944,13214,690620580
1771851192.511128530,13215,690620580
1771851192.511140050,13216,690620580
1771851192.511144752,13217,690620580
1771851192.511150140,13218,690620580
1771851192.511161144,13219,690620580
1771851192.511165999,13220,690620580
1771851192.542631665,13221,690623440
1771851192.542673323,13222,690623440
1771851192.542679248,13223,690623440
1771851192.542690688,13224,690623440
1771851192.542695960,13225,690623440
1771851192.542706805,13226,690623440
1771851192.542712182,13227,690623440
1771851192.542722285,13228,690623440
1771851192.542727684,13229,690623440
1771851192.542737018,13230,690623440
1771851192.542741674,13231,690623440
1771851192.542751691,13232,690623440
1771851192.542758082,13233,690623440
1771851192.542770173,13234,690623440
1771851192.542777766,13235,690623440
1771851192.578326364,13236,690626316
1771851192.578352670,13237,690626316
1771851192.578358783,13238,690626316
1771851192.578369399,13239,690626316
1771851192.578374413,13240,690626316
1771851192.578385949,13241,690626316
1771851192.578391088,13242,690626316
1771851192.578396011,13243,690626316
1771851192.578408024,13244,690626316
1771851192.578413021,13245,690626316
1771851192.578418231,13246,690626316
1771851192.578428976,13247,690626316
1771851192.578433687,13248,690626316
1771851192.578444818,13249,690626316
1771851192.578449762,13250,690626316
1771851192.578454349,13251,690626316
1771851192.578464199,13252,690626316
1771851192.578468848,13253,690626316
1771851192.610277377,13254,690629557
1771851192.610308751,13255,690629557
1771851192.610314437,13256,690629557
1771851192.610325679,13257,690629557
1771851192.610331202,13258,690629557
1771851192.610341484,13259,690629557
1771851192.610346699,13260,690629557
1771851192.610357261,13261,690629557
1771851192.610362074,13262,690629557
1771851192.610372214,13263,690629557
1771851192.610377114,13264,690629557
1771851192.610388626,13265,690629557
1771851192.610393892,13266,690629557
1771851192.610398840,13267,690629557
1771851192.610410344,13268,690629557
1771851192.610415340,13269,690629557
1771851192.610420090,13270,690629557
1771851192.643166122,13271,690632436
1771851192.643231372,13272,690632436
1771851192.643239323,13273,690632436
1771851192.643254342,13274,690632436
1771851192.643260823,13275,690632436
1771851192.643276566,13276,690632436
1771851192.643283576,13277,690632436
1771851192.643291128,13278,690632436
1771851192.643306335,13279,690632436
1771851192.643313332,13280,690632436
1771851192.643319017,13281,690632436
1771851192.643332249,13282,690632436
1771851192.643338633,13283,690632436
1771851192.643353259,13284,690632436
1771851192.643359763,13285,690632436
1771851192.643365712,13286,690632436
1771851192.643380459,13287,690632436
1771851192.643386535,13288,690632436
1771851192.643392151,13289,690632436
1771851192.674886276,13290,690635340
1771851192.674948785,13291,690635340
1771851192.674955922,13292,690635340
1771851192.674969638,13293,690635340
1771851192.674975946,13294,690635340
1771851192.674996650,13295,690635340
1771851192.675002452,13296,690635340
1771851192.675015084,13297,690635340
1771851192.675020260,13298,690635340
1771851192.675032293,13299,690635340
1771851192.675038534,13300,690635340
1771851192.675051867,13301,690635340
1771851192.675057759,13302,690635340
1771851192.675062926,13303,690635340
1771851192.675075588,13304,690635340
1771851192.675081046,13305,690635340
1771851192.711091393,13306,690638557
1771851192.711164613,13307,690638557
1771851192.711181524,13308,690638557
1771851192.711202158,13309,690638557
1771851192.711209644,13310,690638557
1771851192.711231177,13311,690638557
1771851192.711239914,13312,690638557
1771851192.711247178,13313,690638557
1771851192.711268702,13314,690638557
1771851192.711277426,13315,690638557
1771851192.711285033,13316,690638557
1771851192.711303873,13317,690638557
1771851192.711312782,13318,690638557
1771851192.711333807,13319,690638557
1771851192.711341353,13320,690638557
1771851192.711348920,13321,690638557
1771851192.711367111,13322,690638557
1771851192.711374835,13323,690638557
1771851192.742834954,13324,690641435
1771851192.742894252,13325,690641435
1771851192.742900559,13326,690641435
1771851192.742913283,13327,690641435
1771851192.742919306,13328,690641435
1771851192.742929840,13329,690641435
1771851192.742936316,13330,690641435
1771851192.742946844,13331,690641435
1771851192.742952534,13332,690641435
1771851192.742963403,13333,690641435
1771851192.742969130,13334,690641435
1771851192.742989468,13335,690641435
1771851192.742996019,13336,690641435
1771851192.743001791,13337,690641435
1771851192.743014650,13338,690641435
1771851192.743020155,13339,690641435
1771851192.743025508,13340,690641435
1771851192.775041419,13341,690644339
1771851192.775128182,13342,690644339
1771851192.775141970,13343,690644339
1771851192.775166885,13344,690644339
1771851192.775176486,13345,690644339
1771851192.775203121,13346,690644339
1771851192.775212733,13347,690644339
1771851192.775221946,13348,690644339
1771851192.775247916,13349,690644339
1771851192.775257851,13350,690644339
1771851192.775266509,13351,690644339
1771851192.775289366,13352,690644339
1771851192.775298548,13353,690644339
1771851192.775325276,13354,690644339
1771851192.775334580,13355,690644339
1771851192.775343760,13356,690644339
1771851192.775366168,13357,690644339
1771851192.775375496,13358,690644339
1771851192.810524000,13359,690647563
1771851192.810571749,13360,690647563
1771851192.810580084,13361,690647563
1771851192.810600777,13362,690647563
1771851192.810606666,13363,690647563
1771851192.810612334,13364,690647563
1771851192.810618684,13365,690647563
1771851192.810623040,13366,690647563
1771851192.810643058,13367,690647563
1771851192.810648233,13368,690647563
1771851192.810653438,13369,690647563
1771851192.810658588,13370,690647563
1771851192.810663363,13371,690647563
1771851192.810668679,13372,690647563
1771851192.810685168,13373,690647563
1771851192.810690056,13374,690647563
1771851192.810694965,13375,690647563
1771851192.810700269,13376,690647563
1771851192.810704177,13377,690647563
1771851192.810710666,13378,690647563
1771851192.810727513,13379,690647563
1771851192.810733007,13380,690647563
1771851192.810737961,13381,690647563
1771851192.810742427,13382,690647563
1771851192.810747340,13383,690647563
1771851192.810752535,13384,690647563
1771851192.810769174,13385,690647563
1771851192.810773865,13386,690647563
1771851192.810779729,13387,690647563
1771851192.810784917,13388,690647563
1771851192.810789556,13389,690647563
1771851192.810795728,13390,690647563
1771851192.810816047,13391,690647563
1771851192.810820861,13392,690647563
1771851192.810825805,13393,690647563
1771851192.810833423,13394,690647563
1771851192.810838441,13395,690647563
1771851192.810845229,13396,690647563
1771851192.810849947,13397,690647563
1771851192.810856909,13398,690647563
1771851192.810861891,13399,690647563
1771851192.810881077,13400,690647563
1771851192.810885405,13401,690647563
1771851192.810890749,13402,690647563
1771851192.810895214,13403,690647563
1771851192.810900082,13404,690647563
1771851192.810904478,13405,690647563
1771851192.810908784,13406,690647563
1771851192.810913721,13407,690647563
1771851192.842809793,13408,690650436
1771851192.842871293,13409,690650436
1771851192.842877933,13410,690650436
1771851192.842890499,13411,690650436
1771851192.842896439,13412,690650436
1771851192.842908910,13413,690650436
1771851192.842914778,13414,690650436
1771851192.842926376,13415,690650436
1771851192.842932869,13416,690650436
1771851192.842944741,13417,690650436
1771851192.842950910,13418,690650436
1771851192.842962812,13419,690650436
1771851192.842968299,13420,690650436
1771851192.842979661,13421,690650436
1771851192.843009019,13422,690650436
1771851192.874863673,13423,690653339
1771851192.874922732,13424,690653339
1771851192.874929178,13425,690653339
1771851192.874940648,13426,690653339
1771851192.874946068,13427,690653339
1771851192.874956493,13428,690653339
1771851192.874961930,13429,690653339
1771851192.874972666,13430,690653339
1771851192.874977689,13431,690653339
1771851192.874997237,13432,690653339
1771851192.875002749,13433,690653339
1771851192.875014608,13434,690653339
1771851192.875019378,13435,690653339
1771851192.875024486,13436,690653339
1771851192.875034199,13437,690653339
1771851192.875039013,13438,690653339
1771851192.910461660,13439,690656559
1771851192.910517654,13440,690656559
1771851192.910524440,13441,690656559
1771851192.910535612,13442,690656559
1771851192.910540375,13443,690656559
1771851192.910551553,13444,690656559
1771851192.910557554,13445,690656559
1771851192.910568063,13446,690656559
1771851192.910573139,13447,690656559
1771851192.910583665,13448,690656559
1771851192.910589231,13449,690656559
1771851192.910600100,13450,690656559
1771851192.910605300,13451,690656559
1771851192.910615542,13452,690656559
1771851192.910620627,13453,690656559
1771851192.943170045,13454,690659435
1771851192.943271162,13455,690659435
1771851192.943284651,13456,690659435
1771851192.943297099,13457,690659435
1771851192.943327861,13458,690659435
1771851192.943338059,13459,690659435
1771851192.943349322,13460,690659435
1771851192.943379932,13461,690659435
1771851192.943391656,13462,690659435
1771851192.943401844,13463,690659435
1771851192.943435402,13464,690659435
1771851192.943445764,13465,690659435
1771851192.943455535,13466,690659435
1771851192.943486075,13467,690659435
1771851192.943496336,13468,690659435
1771851192.943505730,13469,690659435
1771851192.943534187,13470,690659435
1771851192.943544475,13471,690659435
1771851192.943554002,13472,690659435
1771851192.943580877,13473,690659435
1771851192.943585888,13474,690659435
1771851192.974558650,13475,690662337
1771851192.974636062,13476,690662337
1771851192.974647101,13477,690662337
1771851192.974665253,13478,690662337
1771851192.974673453,13479,690662337
1771851192.974692499,13480,690662337
1771851192.974700275,13481,690662337
1771851192.974715535,13482,690662337
1771851192.974722584,13483,690662337
1771851192.974738785,13484,690662337
1771851192.974745782,13485,690662337
1771851192.974765979,13486,690662337
1771851192.974773184,13487,690662337
1771851192.974779310,13488,690662337
1771851192.974795499,13489,690662337
1771851192.974802398,13490,690662337
1771851193.010627649,13491,690665551
1771851193.010684342,13492,690665551
1771851193.010690563,13493,690665551
1771851193.010695796,13494,690665551
1771851193.010709082,13495,690665551
1771851193.010714159,13496,690665551
1771851193.010719506,13497,690665551
1771851193.010731418,13498,690665551
1771851193.010736450,13499,690665551
1771851193.010741276,13500,690665551
1771851193.010752709,13501,690665551
1771851193.010757648,13502,690665551
1771851193.010762262,13503,690665551
1771851193.010773039,13504,690665551
1771851193.010777931,13505,690665551
1771851193.010789618,13506,690665551
1771851193.010794363,13507,690665551
1771851193.010798419,13508,690665551
1771851193.010807878,13509,690665551
1771851193.010812872,13510,690665551
1771851193.043687212,13511,690668435
1771851193.043760123,13512,690668435
1771851193.043767950,13513,690668435
1771851193.043783062,13514,690668435
1771851193.043789576,13515,690668435
1771851193.043803106,13516,690668435
1771851193.043810172,13517,690668435
1771851193.043823213,13518,690668435
1771851193.043829336,13519,690668435
1771851193.043842183,13520,690668435
1771851193.043848349,13521,690668435
1771851193.043860549,13522,690668435
1771851193.043866642,13523,690668435
1771851193.043879036,13524,690668435
1771851193.043884777,13525,690668435
1771851193.074887366,13526,690671339
1771851193.074946211,13527,690671339
1771851193.074952971,13528,690671339
1771851193.074958980,13529,690671339
1771851193.074973325,13530,690671339
1771851193.074978914,13531,690671339
1771851193.074993678,13532,690671339
1771851193.075006373,13533,690671339
1771851193.075012104,13534,690671339
1771851193.075017312,13535,690671339
1771851193.075029476,13536,690671339
1771851193.075034942,13537,690671339
1771851193.075047308,13538,690671339
1771851193.075051810,13539,690671339
1771851193.075056128,13540,690671339
1771851193.075067048,13541,690671339
1771851193.075071424,13542,690671339
1771851193.075076056,13543,690671339
1771851193.075087312,13544,690671339
1771851193.075091481,13545,690671339
1771851193.075096067,13546,690671339
1771851193.110838961,13547,690674557
1771851193.110895081,13548,690674557
1771851193.110901445,13549,690674557
1771851193.110907235,13550,690674557
1771851193.110919999,13551,690674557
1771851193.110925566,13552,690674557
1771851193.110930618,13553,690674557
1771851193.110942503,13554,690674557
1771851193.110947786,13555,690674557
1771851193.110952322,13556,690674557
1771851193.110964959,13557,690674557
1771851193.110970019,13558,690674557
1771851193.110974593,13559,690674557
1771851193.110999086,13560,690674557
1771851193.111004440,13561,690674557
1771851193.111008987,13562,690674557
1771851193.111021873,13563,690674557
1771851193.111027104,13564,690674557
1771851193.111031712,13565,690674557
1771851193.111042259,13566,690674557
1771851193.111047968,13567,690674557
1771851193.142761763,13568,690677433
1771851193.142817868,13569,690677433
1771851193.142824400,13570,690677433
1771851193.142835881,13571,690677433
1771851193.142841087,13572,690677433
1771851193.142851918,13573,690677433
1771851193.142857010,13574,690677433
1771851193.142867799,13575,690677433
1771851193.142872752,13576,690677433
1771851193.142883025,13577,690677433
1771851193.142888335,13578,690677433
1771851193.142899375,13579,690677433
1771851193.142904176,13580,690677433
1771851193.142909357,13581,690677433
1771851193.142919161,13582,690677433
1771851193.142924310,13583,690677433
1771851193.174008504,13584,690680340
1771851193.174034173,13585,690680340
1771851193.174040296,13586,690680340
1771851193.174050890,13587,690680340
1771851193.174055920,13588,690680340
1771851193.174066157,13589,690680340
1771851193.174071168,13590,690680340
1771851193.174080952,13591,690680340
1771851193.174085996,13592,690680340
1771851193.174095523,13593,690680340
1771851193.174100074,13594,690680340
1771851193.174110121,13595,690680340
1771851193.174114914,13596,690680340
1771851193.174124366,13597,690680340
1771851193.174128875,13598,690680340
1771851193.210458373,13599,690683558
1771851193.210514828,13600,690683558
1771851193.210521721,13601,690683558
1771851193.210528080,13602,690683558
1771851193.210540934,13603,690683558
1771851193.210546549,13604,690683558
1771851193.210551818,13605,690683558
1771851193.210564668,13606,690683558
1771851193.210570082,13607,690683558
1771851193.210574564,13608,690683558
1771851193.210586717,13609,690683558
1771851193.210591531,13610,690683558
1771851193.210596392,13611,690683558
1771851193.210606987,13612,690683558
1771851193.210611810,13613,690683558
1771851193.210623048,13614,690683558
1771851193.210627505,13615,690683558
1771851193.210632127,13616,690683558
1771851193.210641846,13617,690683558
1771851193.210647345,13618,690683558
1771851193.242833108,13619,690686436
1771851193.242892683,13620,690686436
1771851193.242899837,13621,690686436
1771851193.242911364,13622,690686436
1771851193.242917512,13623,690686436
1771851193.242928774,13624,690686436
1771851193.242934137,13625,690686436
1771851193.242950555,13626,690686436
1771851193.242955477,13627,690686436
1771851193.242965879,13628,690686436
1771851193.242971301,13629,690686436
1771851193.242991012,13630,690686436
1771851193.242995969,13631,690686436
1771851193.243000562,13632,690686436
1771851193.243011457,13633,690686436
1771851193.243016812,13634,690686436
1771851193.274795080,13635,690689337
1771851193.274880786,13636,690689337
1771851193.274894322,13637,690689337
1771851193.274918949,13638,690689337
1771851193.274929714,13639,690689337
1771851193.274952846,13640,690689337
1771851193.274962331,13641,690689337
1771851193.275002590,13642,690689337
1771851193.275013282,13643,690689337
1771851193.275036524,13644,690689337
1771851193.275046159,13645,690689337
1771851193.275068527,13646,690689337
1771851193.275077705,13647,690689337
1771851193.275100500,13648,690689337
1771851193.275109381,13649,690689337
1771851193.310802937,13650,690692559
1771851193.310858562,13651,690692559
1771851193.310867108,13652,690692559
1771851193.310879710,13653,690692559
1771851193.310885415,13654,690692559
1771851193.310895907,13655,690692559
1771851193.310901616,13656,690692559
1771851193.310911681,13657,690692559
1771851193.310916253,13658,690692559
1771851193.310926449,13659,690692559
1771851193.310932186,13660,690692559
1771851193.310942753,13661,690692559
1771851193.310947122,13662,690692559
1771851193.310957306,13663,690692559
1771851193.310962380,13664,690692559
1771851193.342715388,13665,690695433
1771851193.342778837,13666,690695433
1771851193.342785684,13667,690695433
1771851193.342791442,13668,690695433
1771851193.342804975,13669,690695433
1771851193.342810913,13670,690695433
1771851193.342816958,13671,690695433
1771851193.342828684,13672,690695433
1771851193.342833696,13673,690695433
1771851193.342844709,13674,690695433
1771851193.342850442,13675,690695433
1771851193.342866318,13676,690695433
1771851193.342871758,13677,690695433
1771851193.342883040,13678,690695433
1771851193.342887393,13679,690695433
1771851193.342891579,13680,690695433
1771851193.342901550,13681,690695433
1771851193.342906399,13682,690695433
1771851193.375080403,13683,690698337
1771851193.375143346,13684,690698337
1771851193.375151723,13685,690698337
1771851193.375166514,13686,690698337
1771851193.375172966,13687,690698337
1771851193.375185781,13688,690698337
1771851193.375192077,13689,690698337
1771851193.375207282,13690,690698337
1771851193.375214033,13691,690698337
1771851193.375226499,13692,690698337
1771851193.375231744,13693,690698337
1771851193.375244434,13694,690698337
1771851193.375249715,13695,690698337
1771851193.375261922,13696,690698337
1771851193.375267509,13697,690698337
1771851193.410448672,13698,690701557
1771851193.410502976,13699,690701557
1771851193.410509594,13700,690701557
1771851193.410523895,13701,690701557
1771851193.410530457,13702,690701557
