13082,1771851192.243068063,1771851192.220822519,-22.2454
13083,1771851192.243080430,1771851192.220898740,-22.1817
13084,1771851192.243084935,1771851192.220899119,-22.1858
13085,1771851192.243089561,1771851192.220899188,-22.1906
13086,1771851192.278972162,1771851192.257888237,-21.0838
13087,1771851192.279042820,1771851192.257888529,-21.1542
13088,1771851192.279050553,1771851192.257888577,-21.162
13089,1771851192.279062827,1771851192.257888628,-21.1742
13090,1771851192.279068148,1771851192.257888677,-21.1794
13091,1771851192.279081348,1771851192.257888726,-21.1926
13092,1771851192.279087548,1771851192.257888775,-21.1987
13093,1771851192.279100788,1771851192.257888825,-21.2121
13094,1771851192.279105899,1771851192.257971032,-21.1349
13095,1771851192.279110925,1771851192.257971162,-21.1399
13096,1771851192.279123347,1771851192.257971227,-21.152
13097,1771851192.279128145,1771851192.257971274,-21.1568
13098,1771851192.279133699,1771851192.257971325,-21.1625
13099,1771851192.279146959,1771851192.257971374,-21.1756
13100,1771851192.279152560,1771851192.257971424,-21.1811
13101,1771851192.279157598,1771851192.257971473,-21.1861
13102,1771851192.279170002,1771851192.258032626,-21.1375
13103,1771851192.279175209,1771851192.258040114,-21.1351
13104,1771851192.279180648,1771851192.258040180,-21.1406
13105,1771851192.310837711,1771851192.287622390,-23.2153
13106,1771851192.310867490,1771851192.287623540,-23.2439
13107,1771851192.310873293,1771851192.287623599,-23.2496
13108,1771851192.310884118,1771851192.287623664,-23.2604
13109,1771851192.310889301,1771851192.287623726,-23.2656
13110,1771851192.310899837,1771851192.287623790,-23.2759
13111,1771851192.310906814,1771851192.287623852,-23.283
13112,1771851192.310918278,1771851192.287623916,-23.2944
13113,1771851192.310923684,1771851192.287732189,-23.1915
13114,1771851192.310928622,1771851192.287732324,-23.1962
13115,1771851192.310938842,1771851192.287732405,-23.2065
13116,1771851192.310943724,1771851192.287732468,-23.2115
