Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/26/2026 	_x86_64_	(16 CPU)

10:07:35 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
10:07:36 AM     all     10.42     45.42      4.49      0.00      0.00      0.00      0.57      0.00      0.00     39.10
10:07:37 AM     all     11.61     62.76      3.19      0.00      0.00      0.00      0.51      0.00      0.00     21.94
10:07:38 AM     all     10.46     59.76      2.98      0.00      0.00      0.00      0.70      0.00      0.00     26.11
10:07:39 AM     all      9.53     56.85      2.84      0.06      0.00      0.00      0.63      0.00      0.00     30.09
10:07:40 AM     all      9.31     56.19      2.42      0.00      0.00      0.00      0.77      0.00      0.00     31.31
10:07:41 AM     all     10.54     57.90      2.98      0.00      0.00      0.00      0.83      0.00      0.00     27.75
10:07:42 AM     all     10.43     58.02      2.74      0.00      0.00      0.00      0.70      0.00      0.00     28.12
10:07:43 AM     all     10.19     57.71      2.61      0.00      0.00      0.00      0.64      0.00      0.00     28.85
10:07:44 AM     all     10.04     61.18      2.60      0.00      0.00      0.00      0.70      0.00      0.00     25.48
10:07:45 AM     all     12.59     60.25      3.92      0.13      0.00      0.00      0.70      0.00      0.00     22.41
10:07:46 AM     all     10.08     60.24      2.66      0.00      0.00      0.00      0.44      0.00      0.00     26.57
10:07:47 AM     all      9.87     58.67      2.85      0.00      0.00      0.00      0.63      0.00      0.00     27.97
10:07:48 AM     all      9.72     59.15      2.41      0.00      0.00      0.00      0.83      0.00      0.00     27.89
10:07:49 AM     all      9.80     59.29      2.48      0.00      0.00      0.00      0.76      0.00      0.00     27.67
10:07:50 AM     all     10.42     62.79      2.59      0.06      0.00      0.00      0.63      0.00      0.00     23.50
10:07:51 AM     all     10.10     62.18      2.59      0.00      0.00      0.00      0.69      0.00      0.00     24.43
10:07:52 AM     all      9.83     58.53      2.47      0.00      0.00      0.00      0.63      0.00      0.00     28.54
10:07:53 AM     all     11.01     63.30      2.67      0.00      0.00      0.00      0.83      0.00      0.00     22.20
10:07:54 AM     all     13.30     61.23      4.14      0.00      0.00      0.00      1.21      0.00      0.00     20.11
10:07:55 AM     all     11.13     45.79      2.66      0.00      0.00      0.00      0.82      0.00      0.00     39.60
10:07:56 AM     all     11.78     58.41      2.99      0.00      0.00      0.00      0.64      0.00      0.00     26.18
10:07:57 AM     all     12.01     53.81      2.73      0.00      0.00      0.00      0.70      0.00      0.00     30.75
10:07:58 AM     all     11.66     54.97      3.63      0.00      0.00      0.00      0.83      0.00      0.00     28.92
10:07:59 AM     all     12.34     49.10      3.20      0.00      0.00      0.00      0.90      0.00      0.00     34.46
10:08:00 AM     all     11.89     57.34      3.50      0.00      0.00      0.00      1.02      0.00      0.00     26.26
10:08:01 AM     all     12.48     45.73      2.68      0.00      0.00      0.00      0.70      0.00      0.00     38.41
10:08:02 AM     all     11.21     63.69      3.95      0.00      0.00      0.00      0.83      0.00      0.00     20.32
10:08:03 AM     all     12.43     55.22      3.46      0.00      0.00      0.00      0.96      0.00      0.00     27.93
10:08:04 AM     all     11.04     41.23      3.06      0.00      0.00      0.00      0.96      0.00      0.00     43.71
10:08:05 AM     all     12.33     59.09      3.56      0.00      0.00      0.00      0.76      0.00      0.00     24.27
10:08:06 AM     all     11.54     56.51      3.70      0.06      0.00      0.00      0.77      0.00      0.00     27.42
10:08:07 AM     all     11.42     46.64      3.24      0.00      0.00      0.00      0.89      0.00      0.00     37.82
10:08:08 AM     all     13.27     54.37      3.38      0.00      0.00      0.00      0.89      0.00      0.00     28.08
10:08:09 AM     all     11.79     47.50      2.95      0.00      0.00      0.00      0.83      0.00      0.00     36.92
10:08:10 AM     all     11.34     54.88      3.19      0.00      0.00      0.00      0.96      0.00      0.00     29.64
10:08:11 AM     all     12.33     61.03      3.69      0.13      0.00      0.00      0.89      0.00      0.00     21.93
10:08:12 AM     all     11.37     48.56      3.13      0.00      0.00      0.00      0.83      0.00      0.00     36.10
10:08:13 AM     all     10.85     50.73      3.00      0.00      0.00      0.00      0.77      0.00      0.00     34.65
10:08:14 AM     all     11.79     43.75      2.66      0.00      0.00      0.00      0.70      0.00      0.00     41.09
10:08:15 AM     all     11.30     50.16      3.00      0.00      0.00      0.00      0.77      0.00      0.00     34.78
10:08:16 AM     all     10.37     52.50      3.14      0.00      0.00      0.00      0.96      0.00      0.00     33.03
10:08:17 AM     all     10.96     47.58      2.80      0.00      0.00      0.00      0.70      0.00      0.00     37.96
10:08:18 AM     all     11.83     53.58      3.32      0.00      0.00      0.00      1.02      0.00      0.00     30.24
10:08:19 AM     all     11.01     41.67      3.05      0.00      0.00      0.00      0.70      0.00      0.00     43.58
10:08:20 AM     all     11.40     49.58      2.75      0.00      0.00      0.00      0.70      0.00      0.00     35.55
10:08:21 AM     all     11.09     59.59      3.95      0.00      0.00      0.00      0.89      0.00      0.00     24.47
10:08:22 AM     all     11.97     46.31      3.25      0.00      0.00      0.00      0.83      0.00      0.00     37.64
10:08:23 AM     all     11.96     61.35      3.67      0.00      0.00      0.00      0.90      0.00      0.00     22.12
10:08:24 AM     all     12.30     61.76      3.78      0.00      0.00      0.00      0.90      0.00      0.00     21.27
10:08:25 AM     all     11.52     45.75      2.82      0.00      0.00      0.00      0.64      0.00      0.00     39.28
10:08:26 AM     all     13.04     55.06      4.05      0.00      0.00      0.00      0.95      0.00      0.00     26.90
10:08:27 AM     all     11.39     61.48      3.71      0.06      0.00      0.00      0.90      0.00      0.00     22.46
10:08:28 AM     all     12.40     48.08      3.45      0.00      0.00      0.00      0.83      0.00      0.00     35.23
10:08:29 AM     all     12.29     54.27      3.69      0.00      0.00      0.00      0.89      0.00      0.00     28.85
10:08:30 AM     all     11.43     54.02      3.96      0.00      0.00      0.00      0.89      0.00      0.00     29.69
10:08:31 AM     all     17.22     36.67      3.06      0.00      0.00      0.00      0.96      0.00      0.00     42.09
10:08:32 AM     all     11.53     44.59      2.80      0.06      0.00      0.00      0.76      0.00      0.00     40.25
10:08:33 AM     all     10.87     53.77      3.32      0.00      0.00      0.00      0.64      0.00      0.00     31.39
10:08:34 AM     all     11.62     57.22      3.45      0.00      0.00      0.00      0.64      0.00      0.00     27.08
10:08:35 AM     all     12.34     57.54      3.32      0.00      0.00      0.00      0.83      0.00      0.00     25.96
10:08:36 AM     all     12.01     57.73      3.13      0.00      0.00      0.00      0.64      0.00      0.00     26.50
10:08:37 AM     all     10.95     50.16      2.93      0.06      0.00      0.00      0.89      0.00      0.00     35.01
10:08:38 AM     all     11.63     51.33      2.73      0.00      0.00      0.00      0.89      0.00      0.00     33.42
10:08:39 AM     all     10.34     56.12      2.98      0.00      0.00      0.00      0.76      0.00      0.00     29.80
10:08:40 AM     all     10.45     51.94      2.68      0.00      0.00      0.00      0.76      0.00      0.00     34.16
10:08:41 AM     all     10.98     41.37      2.60      0.06      0.00      0.00      0.51      0.00      0.00     44.48
10:08:42 AM     all     10.62     54.42      2.86      0.00      0.00      0.00      0.76      0.00      0.00     31.34
10:08:43 AM     all     11.38     66.31      4.13      0.00      0.00      0.00      1.02      0.00      0.00     17.16
10:08:44 AM     all     12.73     55.88      3.47      0.00      0.00      0.00      0.90      0.00      0.00     27.01
10:08:45 AM     all     11.70     62.43      4.07      0.00      0.00      0.00      0.95      0.00      0.00     20.85
10:08:46 AM     all     13.88     45.07      4.39      0.00      0.00      0.00      0.76      0.00      0.00     35.90
10:08:47 AM     all     15.20     51.15      5.15      0.00      0.00      0.00      0.83      0.00      0.00     27.67
10:08:48 AM     all     11.52     50.96      3.46      0.00      0.00      0.00      0.77      0.00      0.00     33.29
10:08:49 AM     all     11.94     43.04      2.49      0.00      0.00      0.00      0.70      0.00      0.00     41.83
10:08:50 AM     all     11.66     50.76      3.57      0.00      0.00      0.00      0.76      0.00      0.00     33.25
10:08:51 AM     all     11.07     53.68      3.13      0.00      0.00      0.00      0.83      0.00      0.00     31.29
10:08:52 AM     all     10.69     38.52      2.59      0.00      0.00      0.00      0.63      0.00      0.00     47.56
10:08:53 AM     all     11.45     52.14      3.84      0.00      0.00      0.00      0.90      0.00      0.00     31.67
10:08:54 AM     all     11.83     61.57      3.71      0.00      0.00      0.00      1.02      0.00      0.00     21.87
10:08:55 AM     all     10.97     59.44      3.00      0.00      0.00      0.00      0.77      0.00      0.00     25.83
10:08:56 AM     all     10.81     50.16      3.12      0.00      0.00      0.00      0.83      0.00      0.00     35.09
10:08:57 AM     all     10.08     57.39      3.11      0.00      0.00      0.00      0.82      0.00      0.00     28.60
10:08:58 AM     all     11.69     65.58      3.51      0.00      0.00      0.00      0.96      0.00      0.00     18.26
10:08:59 AM     all     12.68     52.55      3.12      0.00      0.00      0.00      0.70      0.00      0.00     30.96
