Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/24/2026 	_x86_64_	(16 CPU)

10:51:38 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
10:51:39 AM     all      9.89      0.00      2.28      0.00      0.00      0.00      0.51      0.00      0.00     87.33
10:51:40 AM     all     10.71      0.00      1.39      0.00      0.00      0.00      0.57      0.00      0.00     87.33
10:51:41 AM     all     11.44      0.00      1.52      0.06      0.00      0.00      0.44      0.00      0.00     86.53
10:51:42 AM     all     10.92      0.00      1.46      0.06      0.00      0.00      0.57      0.00      0.00     86.98
10:51:43 AM     all     10.88      0.00      1.01      0.06      0.00      0.00      0.57      0.00      0.00     87.48
10:51:44 AM     all     10.31      0.00      1.27      0.00      0.00      0.00      0.45      0.00      0.00     87.98
10:51:45 AM     all      9.79      0.00      1.07      0.00      0.00      0.00      0.69      0.00      0.00     88.45
10:51:46 AM     all     10.04      0.00      1.33      0.00      0.00      0.00      0.51      0.00      0.00     88.12
10:51:47 AM     all     10.76      0.00      1.02      0.06      0.00      0.00      0.45      0.00      0.00     87.71
10:51:48 AM     all      9.75      0.00      1.65      0.00      0.00      0.00      0.38      0.00      0.00     88.22
10:51:49 AM     all     10.17      0.00      1.34      0.00      0.00      0.00      0.51      0.00      0.00     87.98
10:51:50 AM     all      9.84      0.00      1.33      0.00      0.00      0.00      0.51      0.00      0.00     88.32
10:51:51 AM     all     11.85      0.00      1.77      0.00      0.00      0.00      0.57      0.00      0.00     85.81
10:51:52 AM     all     15.00      0.00      2.34      0.06      0.00      0.00      0.76      0.00      0.00     81.84
10:51:53 AM     all     12.63      0.00      1.78      0.00      0.00      0.00      0.38      0.00      0.00     85.22
10:51:54 AM     all     11.68      0.00      1.27      0.00      0.00      0.00      0.57      0.00      0.00     86.48
10:51:55 AM     all     10.64      0.00      1.66      0.00      0.00      0.00      0.45      0.00      0.00     87.26
10:51:56 AM     all     12.23      0.00      1.65      0.00      0.00      0.00      0.38      0.00      0.00     85.74
10:51:57 AM     all     16.33      0.00      2.22      0.19      0.00      0.00      0.70      0.00      0.00     80.56
10:51:58 AM     all     13.90      0.00      2.08      0.32      0.00      0.00      0.38      0.00      0.00     83.32
10:51:59 AM     all     10.74      0.00      1.08      0.00      0.00      0.00      0.57      0.00      0.00     87.60
10:52:00 AM     all     14.11      0.00      1.96      0.00      0.00      0.00      0.44      0.00      0.00     83.48
10:52:01 AM     all     17.16      0.00      1.98      0.38      0.00      0.00      0.45      0.00      0.00     80.04
10:52:02 AM     all     17.01      0.00      2.17      0.00      0.00      0.00      0.64      0.00      0.00     80.19
10:52:03 AM     all     20.81      0.00      3.87      0.38      0.00      0.00      0.82      0.00      0.00     74.11
10:52:04 AM     all     20.73      0.00      3.20      0.13      0.00      0.00      0.51      0.00      0.00     75.43
10:52:05 AM     all     17.09      0.00      2.68      0.00      0.00      0.00      0.70      0.00      0.00     79.53
10:52:06 AM     all     14.92      0.00      1.79      0.00      0.00      0.00      0.64      0.00      0.00     82.65
10:52:07 AM     all     12.33      0.00      1.46      0.00      0.00      0.00      0.38      0.00      0.00     85.82
10:52:08 AM     all     12.40      0.00      1.53      0.06      0.00      0.00      0.64      0.00      0.00     85.38
10:52:09 AM     all     17.61      0.00      2.98      0.06      0.00      0.00      0.57      0.00      0.00     78.78
10:52:10 AM     all     16.10      0.00      2.24      0.19      0.00      0.00      0.51      0.00      0.00     80.96
10:52:11 AM     all     33.50      0.00      4.98      0.13      0.00      0.00      1.08      0.00      0.00     60.31
10:52:12 AM     all     19.04      0.00      2.11      0.06      0.00      0.00      0.64      0.00      0.00     78.15
10:52:13 AM     all     14.51      0.00      1.47      0.06      0.00      0.00      0.77      0.00      0.00     83.18
10:52:14 AM     all     12.75      0.00      1.34      0.00      0.00      0.00      0.45      0.00      0.00     85.47
10:52:15 AM     all     11.61      0.00      1.40      0.00      0.00      0.00      0.51      0.00      0.00     86.47
10:52:16 AM     all     10.80      0.00      1.26      0.00      0.00      0.00      0.82      0.00      0.00     87.12
10:52:17 AM     all     11.50      0.00      1.14      0.13      0.00      0.00      0.64      0.00      0.00     86.59
10:52:18 AM     all     10.69      0.00      0.95      0.06      0.00      0.00      0.38      0.00      0.00     87.91
10:52:19 AM     all     10.48      0.00      1.52      0.00      0.00      0.00      0.44      0.00      0.00     87.56
10:52:20 AM     all     10.88      0.00      1.20      0.00      0.00      0.00      0.63      0.00      0.00     87.29
10:52:21 AM     all     10.49      0.00      1.39      0.00      0.00      0.00      0.51      0.00      0.00     87.62
10:52:22 AM     all     10.34      0.00      1.27      0.06      0.00      0.00      0.44      0.00      0.00     87.89
10:52:23 AM     all     11.22      0.00      1.27      0.00      0.00      0.00      0.38      0.00      0.00     87.13
10:52:24 AM     all     13.43      0.00      1.90      0.00      0.00      0.00      0.44      0.00      0.00     84.22
10:52:25 AM     all     14.41      0.00      2.09      0.00      0.00      0.00      0.76      0.00      0.00     82.74
10:52:26 AM     all     11.96      0.00      1.53      0.00      0.00      0.00      0.45      0.00      0.00     86.07
10:52:27 AM     all     17.10      0.00      2.85      0.25      0.00      0.00      0.57      0.00      0.00     79.23
10:52:28 AM     all     17.20      0.00      2.93      0.00      0.00      0.00      0.76      0.00      0.00     79.11
10:52:29 AM     all     15.81      0.00      2.79      0.00      0.00      0.00      0.63      0.00      0.00     80.76
10:52:30 AM     all     14.65      0.00      1.91      0.00      0.00      0.00      0.57      0.00      0.00     82.87
10:52:31 AM     all     13.00      0.00      1.98      0.00      0.00      0.00      0.64      0.00      0.00     84.38
10:52:32 AM     all     16.24      0.00      2.23      0.00      0.00      0.00      0.51      0.00      0.00     81.02
10:52:33 AM     all     15.91      0.00      3.18      0.13      0.00      0.00      0.89      0.00      0.00     79.89
10:52:34 AM     all     11.95      0.00      1.27      0.00      0.00      0.00      0.51      0.00      0.00     86.27
10:52:35 AM     all     12.62      0.00      1.52      0.00      0.00      0.00      0.63      0.00      0.00     85.23
10:52:36 AM     all     12.04      0.00      1.77      0.00      0.00      0.00      0.57      0.00      0.00     85.62
10:52:37 AM     all     12.46      0.00      1.85      0.00      0.00      0.00      0.32      0.00      0.00     85.37
10:52:38 AM     all     13.06      0.00      1.51      0.06      0.00      0.00      0.63      0.00      0.00     84.73
10:52:39 AM     all     11.69      0.00      1.84      0.00      0.00      0.00      0.70      0.00      0.00     85.77
10:52:40 AM     all     10.96      0.00      1.46      0.00      0.00      0.00      0.51      0.00      0.00     87.07
10:52:41 AM     all     10.98      0.00      1.40      0.00      0.00      0.00      0.51      0.00      0.00     87.12
10:52:42 AM     all     10.59      0.00      1.32      0.00      0.00      0.00      0.38      0.00      0.00     87.70
10:52:43 AM     all     10.18      0.00      1.33      0.13      0.00      0.00      0.76      0.00      0.00     87.60
10:52:44 AM     all     10.74      0.00      1.21      0.06      0.00      0.00      0.38      0.00      0.00     87.61
10:52:45 AM     all     11.36      0.00      1.08      0.00      0.00      0.00      0.44      0.00      0.00     87.12
10:52:46 AM     all     11.00      0.00      1.38      0.00      0.00      0.00      0.63      0.00      0.00     86.99
10:52:47 AM     all     10.18      0.00      1.45      0.00      0.00      0.00      0.63      0.00      0.00     87.74
10:52:48 AM     all     10.35      0.00      1.26      0.00      0.00      0.00      0.57      0.00      0.00     87.82
10:52:49 AM     all      9.53      0.00      1.21      0.06      0.00      0.00      0.38      0.00      0.00     88.82
10:52:50 AM     all     10.40      0.00      1.51      0.00      0.00      0.00      0.63      0.00      0.00     87.45
10:52:51 AM     all     10.51      0.00      1.39      0.00      0.00      0.00      0.44      0.00      0.00     87.66
10:52:52 AM     all     12.57      0.00      1.02      0.13      0.00      0.00      0.51      0.00      0.00     85.78
10:52:53 AM     all     11.02      0.00      1.46      0.00      0.00      0.00      0.51      0.00      0.00     87.02
10:52:54 AM     all     11.01      0.00      1.33      0.06      0.00      0.00      0.51      0.00      0.00     87.10
