Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/24/2026 	_x86_64_	(16 CPU)

11:18:50 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
11:18:51 AM     all      6.18     23.06      2.90      0.00      0.00      0.00      0.50      0.00      0.00     67.36
11:18:52 AM     all      5.39     24.48      1.20      0.00      0.00      0.00      0.38      0.00      0.00     68.55
11:18:53 AM     all      6.36     32.45      1.89      0.00      0.00      0.00      0.44      0.00      0.00     58.85
11:18:54 AM     all      5.13     28.16      1.33      0.00      0.00      0.00      0.51      0.00      0.00     64.87
11:18:55 AM     all      5.61     31.59      1.39      0.00      0.00      0.00      0.44      0.00      0.00     60.97
11:18:56 AM     all      5.29     28.57      1.02      0.00      0.00      0.00      0.45      0.00      0.00     64.67
11:18:57 AM     all      6.44     33.69      1.64      0.00      0.00      0.00      0.63      0.00      0.00     57.60
11:18:58 AM     all     16.66     45.04      3.84      0.19      0.00      0.00      0.96      0.00      0.00     33.31
11:18:59 AM     all     17.77     50.55      5.39      0.00      0.00      0.00      1.22      0.00      0.00     25.08
11:19:00 AM     all     12.22     44.21      3.45      0.00      0.00      0.00      1.02      0.00      0.00     39.09
11:19:01 AM     all     10.68     34.87      2.53      0.00      0.00      0.00      0.76      0.00      0.00     51.17
11:19:02 AM     all     13.81     46.89      4.05      0.00      0.00      0.00      0.83      0.00      0.00     34.43
11:19:03 AM     all     11.40     39.76      2.69      0.00      0.00      0.00      0.77      0.00      0.00     45.39
11:19:04 AM     all     11.17     44.25      2.81      0.13      0.00      0.00      0.83      0.00      0.00     40.80
11:19:05 AM     all     11.17     40.74      3.00      0.00      0.00      0.00      0.77      0.00      0.00     44.32
11:19:06 AM     all     11.82     45.75      3.00      0.00      0.00      0.00      0.64      0.00      0.00     38.79
11:19:07 AM     all      9.14     36.36      2.16      0.00      0.00      0.00      0.63      0.00      0.00     51.71
11:19:08 AM     all     12.56     45.77      3.14      0.00      0.00      0.00      0.64      0.00      0.00     37.88
11:19:09 AM     all     13.12     44.34      3.77      0.00      0.00      0.00      0.77      0.00      0.00     38.00
11:19:10 AM     all     10.88     39.06      2.80      0.00      0.00      0.00      0.76      0.00      0.00     46.50
11:19:11 AM     all     12.40     49.42      3.66      0.00      0.00      0.00      0.77      0.00      0.00     33.74
11:19:12 AM     all     11.42     40.84      3.32      0.00      0.00      0.00      0.77      0.00      0.00     43.65
11:19:13 AM     all      9.78     39.58      2.43      0.00      0.00      0.00      0.70      0.00      0.00     47.51
11:19:14 AM     all     10.97     43.00      3.34      0.06      0.00      0.00      0.88      0.00      0.00     41.74
11:19:15 AM     all     10.79     45.90      3.17      0.00      0.00      0.00      0.70      0.00      0.00     39.43
11:19:16 AM     all     11.00     40.00      2.89      0.00      0.00      0.00      0.77      0.00      0.00     45.34
11:19:17 AM     all     10.43     35.89      2.43      0.00      0.00      0.00      0.58      0.00      0.00     50.67
11:19:18 AM     all     10.40     33.67      2.47      0.00      0.00      0.00      0.76      0.00      0.00     52.69
11:19:19 AM     all     10.96     54.68      3.25      0.00      0.00      0.00      1.02      0.00      0.00     30.08
11:19:20 AM     all     12.10     36.75      3.14      0.00      0.00      0.00      0.58      0.00      0.00     47.44
11:19:21 AM     all     13.67     46.55      3.70      0.00      0.00      0.00      0.89      0.00      0.00     35.19
11:19:22 AM     all     12.23     48.78      3.33      0.00      0.00      0.00      0.96      0.00      0.00     34.70
11:19:23 AM     all     12.68     40.52      3.46      0.13      0.00      0.00      0.70      0.00      0.00     42.51
11:19:24 AM     all     12.34     51.27      3.88      0.00      0.00      0.00      0.83      0.00      0.00     31.68
11:19:25 AM     all      9.59     33.84      2.22      0.06      0.00      0.00      0.57      0.00      0.00     53.71
11:19:26 AM     all     11.30     40.28      2.65      0.19      0.00      0.00      0.84      0.00      0.00     44.74
11:19:27 AM     all      9.68     32.48      2.74      0.00      0.00      0.00      0.70      0.00      0.00     54.39
11:19:28 AM     all     12.23     39.49      2.87      0.00      0.00      0.00      0.76      0.00      0.00     44.65
11:19:29 AM     all     12.70     51.25      3.98      0.00      0.00      0.00      1.03      0.00      0.00     31.05
11:19:30 AM     all     12.71     42.77      2.90      0.00      0.00      0.00      0.77      0.00      0.00     40.84
11:19:31 AM     all     11.77     49.65      3.52      0.00      0.00      0.00      0.70      0.00      0.00     34.36
11:19:32 AM     all     11.04     41.67      2.74      0.00      0.00      0.00      0.83      0.00      0.00     43.71
11:19:33 AM     all     11.46     43.63      3.12      0.00      0.00      0.00      0.89      0.00      0.00     40.89
11:19:34 AM     all     12.33     56.68      4.22      0.00      0.00      0.00      0.89      0.00      0.00     25.88
11:19:35 AM     all     12.06     42.14      3.21      0.00      0.00      0.00      0.83      0.00      0.00     41.76
11:19:36 AM     all     11.72     41.34      3.38      0.13      0.00      0.00      0.76      0.00      0.00     42.68
11:19:37 AM     all     12.60     48.84      3.21      0.00      0.00      0.00      0.58      0.00      0.00     34.77
11:19:38 AM     all     12.56     49.26      3.78      0.00      0.00      0.00      0.96      0.00      0.00     33.44
11:19:39 AM     all     12.87     54.17      3.95      0.00      0.00      0.00      1.02      0.00      0.00     27.98
11:19:40 AM     all      9.55     35.61      1.91      0.00      0.00      0.00      0.51      0.00      0.00     52.42
11:19:41 AM     all     12.68     37.54      4.31      0.00      0.00      0.00      0.70      0.00      0.00     44.77
11:19:42 AM     all     13.09     50.55      4.00      0.06      0.00      0.00      1.10      0.00      0.00     31.21
11:19:43 AM     all     12.52     45.52      3.56      0.00      0.00      0.00      0.76      0.00      0.00     37.64
11:19:44 AM     all     11.47     45.06      3.12      0.00      0.00      0.00      0.89      0.00      0.00     39.45
11:19:45 AM     all     12.52     49.65      3.60      0.00      0.00      0.00      0.90      0.00      0.00     33.33
11:19:46 AM     all     11.47     45.77      3.21      0.00      0.00      0.00      0.77      0.00      0.00     38.78
11:19:47 AM     all     10.80     40.13      2.81      0.00      0.00      0.00      0.77      0.00      0.00     45.50
11:19:48 AM     all     12.34     51.47      3.52      0.00      0.00      0.00      0.90      0.00      0.00     31.78
11:19:49 AM     all     10.65     43.05      2.93      0.00      0.00      0.00      0.64      0.00      0.00     42.73
11:19:50 AM     all     10.80     43.90      2.75      0.00      0.00      0.00      0.70      0.00      0.00     41.85
11:19:51 AM     all     11.51     43.35      3.20      0.00      0.00      0.00      0.90      0.00      0.00     41.05
11:19:52 AM     all     15.34     35.39      2.86      0.00      0.00      0.00      0.64      0.00      0.00     45.77
