Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/23/2026 	_x86_64_	(16 CPU)

03:44:09 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
03:44:10 PM     all      6.44     35.52      3.64      0.06      0.00      0.00      0.38      0.00      0.00     53.95
03:44:11 PM     all      7.06     39.76      2.96      0.00      0.00      0.00      0.38      0.00      0.00     49.84
03:44:12 PM     all     11.50     58.21      4.41      0.00      0.00      0.00      0.70      0.00      0.00     25.18
03:44:13 PM     all     11.51     59.10      4.45      0.00      0.00      0.00      0.89      0.00      0.00     24.05
03:44:14 PM     all     12.16     49.94      4.31      0.00      0.00      0.00      0.64      0.00      0.00     32.95
03:44:15 PM     all     13.36     55.69      4.41      0.13      0.00      0.00      0.77      0.00      0.00     25.64
03:44:16 PM     all     11.27     45.93      3.65      0.00      0.00      0.00      0.77      0.00      0.00     38.37
03:44:17 PM     all      9.90     61.02      3.90      0.00      0.00      0.00      0.77      0.00      0.00     24.41
03:44:18 PM     all     10.54     54.70      4.15      0.00      0.00      0.00      0.64      0.00      0.00     29.97
03:44:19 PM     all     11.75     53.64      4.28      0.00      0.00      0.00      0.89      0.00      0.00     29.44
03:44:20 PM     all     10.58     64.68      3.78      0.00      0.00      0.00      0.71      0.00      0.00     20.26
03:44:21 PM     all     10.57     58.69      4.84      0.00      0.00      0.00      0.70      0.00      0.00     25.21
03:44:22 PM     all     12.16     62.51      4.73      0.00      0.00      0.00      0.90      0.00      0.00     19.71
03:44:23 PM     all      9.48     60.34      3.69      0.00      0.00      0.00      0.70      0.00      0.00     25.78
03:44:24 PM     all     10.08     56.25      3.95      0.00      0.00      0.00      0.77      0.00      0.00     28.95
03:44:25 PM     all     10.54     66.03      4.70      0.00      0.00      0.00      0.76      0.00      0.00     17.97
03:44:26 PM     all      9.51     55.40      3.28      0.06      0.00      0.00      0.58      0.00      0.00     31.17
03:44:27 PM     all     11.18     54.57      5.24      0.00      0.00      0.00      0.58      0.00      0.00     28.43
03:44:28 PM     all      9.90     60.98      4.28      0.00      0.00      0.00      0.77      0.00      0.00     24.07
03:44:29 PM     all      9.27     48.27      2.81      0.00      0.00      0.00      0.64      0.00      0.00     39.00
03:44:30 PM     all     11.34     52.07      3.63      0.00      0.00      0.00      0.64      0.00      0.00     32.31
03:44:31 PM     all     16.71     55.61      4.46      0.06      0.00      0.00      0.77      0.00      0.00     22.39
03:44:32 PM     all     14.28     49.32      3.41      0.00      0.00      0.00      0.64      0.00      0.00     32.35
03:44:33 PM     all     11.27     49.17      4.14      0.00      0.00      0.00      0.70      0.00      0.00     34.71
03:44:34 PM     all      9.92     56.15      3.59      0.00      0.00      0.00      0.70      0.00      0.00     29.64
03:44:35 PM     all      8.89     43.37      3.49      0.00      0.00      0.00      0.57      0.00      0.00     43.68
03:44:36 PM     all      9.20     46.36      3.70      0.00      0.00      0.00      0.57      0.00      0.00     40.17
03:44:37 PM     all      9.17     56.08      3.88      0.13      0.00      0.00      0.70      0.00      0.00     30.04
03:44:38 PM     all      8.03     40.64      2.42      0.00      0.00      0.00      0.45      0.00      0.00     48.47
03:44:39 PM     all     11.33     59.80      4.48      0.00      0.00      0.00      0.70      0.00      0.00     23.69
03:44:40 PM     all     10.71     54.06      3.80      0.00      0.00      0.00      0.70      0.00      0.00     30.74
03:44:41 PM     all     10.12     65.28      3.78      0.00      0.00      0.00      0.70      0.00      0.00     20.12
03:44:42 PM     all      8.28     37.32      3.18      0.00      0.00      0.00      0.45      0.00      0.00     50.76
03:44:43 PM     all     10.33     61.30      4.36      0.00      0.00      0.00      0.71      0.00      0.00     23.30
03:44:44 PM     all     10.06     40.45      3.97      0.00      0.00      0.00      0.51      0.00      0.00     45.00
03:44:45 PM     all      9.93     58.24      4.39      0.00      0.00      0.00      0.70      0.00      0.00     26.73
03:44:46 PM     all      9.92     61.11      5.02      0.00      0.00      0.00      0.71      0.00      0.00     23.25
03:44:47 PM     all      9.64     60.41      4.25      0.00      0.00      0.00      0.70      0.00      0.00     25.00
03:44:48 PM     all     11.50     57.70      4.92      0.00      0.00      0.00      0.64      0.00      0.00     25.24
03:44:49 PM     all     11.21     59.26      4.48      0.00      0.00      0.00      0.70      0.00      0.00     24.34
03:44:50 PM     all     10.52     57.65      3.76      0.00      0.00      0.00      0.77      0.00      0.00     27.30
03:44:51 PM     all      9.53     55.85      3.45      0.00      0.00      0.00      0.58      0.00      0.00     30.58
03:44:52 PM     all     10.52     49.84      4.87      0.00      0.00      0.00      0.71      0.00      0.00     34.06
03:44:53 PM     all      9.03     61.41      3.75      0.13      0.00      0.00      0.57      0.00      0.00     25.11
03:44:54 PM     all     13.34     54.82      5.74      0.00      0.00      0.00      0.77      0.00      0.00     25.34
03:44:55 PM     all     14.54     57.21      6.70      0.00      0.00      0.00      0.77      0.00      0.00     20.79
03:44:56 PM     all     11.00     59.56      5.05      0.00      0.00      0.00      0.64      0.00      0.00     23.74
03:44:57 PM     all     13.19     44.58      3.23      0.00      0.00      0.00      0.57      0.00      0.00     38.43
03:44:58 PM     all     15.97     63.87      5.41      0.06      0.00      0.00      0.83      0.00      0.00     13.87
03:44:59 PM     all     12.32     38.81      3.34      0.00      0.00      0.00      0.51      0.00      0.00     45.03
03:45:00 PM     all     10.73     61.69      5.17      0.00      0.00      0.00      0.77      0.00      0.00     21.65
03:45:01 PM     all     10.40     65.60      4.34      0.00      0.00      0.00      0.83      0.00      0.00     18.83
03:45:02 PM     all      8.15     42.29      2.87      0.00      0.00      0.00      0.64      0.00      0.00     46.05
03:45:03 PM     all     10.24     61.39      4.07      0.00      0.00      0.00      0.70      0.00      0.00     23.60


Average:        all     10.74     54.43      4.12      0.01      0.00      0.00      0.68      0.00      0.00     30.02
