Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/15/2026 	_x86_64_	(16 CPU)

07:55:34 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:55:35 PM     0     81875   66.00   10.00    0.00    0.00   76.00    14  python3
07:55:36 PM     0     81875   67.00    8.00    0.00    0.00   75.00    14  python3
07:55:37 PM     0     81875   76.00    7.00    0.00    0.00   83.00    14  python3
07:55:38 PM     0     81875   72.00    5.00    0.00    0.00   77.00    14  python3
07:55:39 PM     0     81875   77.00    9.00    0.00    0.00   86.00    14  python3
07:55:40 PM     0     81875   67.00    5.00    0.00    0.00   72.00    14  python3
07:55:41 PM     0     81875   78.00   10.00    0.00    0.00   88.00    14  python3
07:55:42 PM     0     81875   70.00    8.00    0.00    0.00   78.00    14  python3
07:55:43 PM     0     81875   76.00    8.00    0.00    0.00   84.00    14  python3
07:55:44 PM     0     81875   72.00    5.00    0.00    0.00   77.00    14  python3
07:55:45 PM     0     81875   81.00    9.00    0.00    0.00   90.00    14  python3
07:55:46 PM     0     81875   70.00    7.00    0.00    0.00   77.00    14  python3
07:55:47 PM     0     81875   76.00    7.00    0.00    0.00   83.00    14  python3
07:55:48 PM     0     81875   72.00    6.00    0.00    0.00   78.00    14  python3
07:55:49 PM     0     81875   81.00    7.00    0.00    0.00   88.00    14  python3
07:55:50 PM     0     81875   65.00    8.00    0.00    0.00   73.00    14  python3
07:55:51 PM     0     81875   72.00    9.00    0.00    0.00   81.00    14  python3

Average:        0     81875   72.82    7.53    0.00    0.00   80.35     -  python3
