Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/26/2026 	_x86_64_	(16 CPU)

10:04:44 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
10:04:45 AM     all     10.12     45.16      5.82      0.06      0.00      0.00      0.63      0.00      0.00     38.20
10:04:46 AM     all      8.56     69.31      3.30      0.00      0.00      0.00      0.70      0.00      0.00     18.14
10:04:47 AM     all      9.45     69.50      3.74      0.00      0.00      0.00      0.63      0.00      0.00     16.68
10:04:48 AM     all      7.62     61.02      2.73      0.00      0.00      0.00      0.63      0.00      0.00     28.00
10:04:49 AM     all      7.62     40.30      2.02      0.00      0.00      0.00      0.57      0.00      0.00     49.50
10:04:50 AM     all      6.79     31.68      1.90      0.06      0.00      0.00      0.44      0.00      0.00     59.11
10:04:51 AM     all      7.74     63.60      2.22      0.00      0.00      0.00      0.76      0.00      0.00     25.68
10:04:52 AM     all      7.09     47.55      2.07      0.00      0.00      0.00      0.75      0.00      0.00     42.53
10:04:53 AM     all      6.79     18.73      1.27      0.00      0.00      0.00      0.25      0.00      0.00     72.95
10:04:54 AM     all      6.54     29.77      1.57      0.00      0.00      0.00      0.63      0.00      0.00     61.49
10:04:55 AM     all      8.40     74.35      3.03      0.00      0.00      0.00      0.76      0.00      0.00     13.46
10:04:56 AM     all      7.85     51.84      2.09      0.00      0.00      0.00      0.76      0.00      0.00     37.47
10:04:57 AM     all      6.69     26.64      1.52      0.00      0.00      0.00      0.51      0.00      0.00     64.65
10:04:58 AM     all      7.53     66.20      2.41      0.06      0.00      0.00      0.57      0.00      0.00     23.23
10:04:59 AM     all      7.95     60.52      2.03      0.00      0.00      0.00      0.51      0.00      0.00     28.99
10:05:00 AM     all      7.39     76.14      2.59      0.00      0.00      0.00      0.76      0.00      0.00     13.13
10:05:01 AM     all      7.97     61.48      2.72      0.00      0.00      0.00      0.57      0.00      0.00     27.26
10:05:02 AM     all      8.47     72.82      2.97      0.00      0.00      0.00      0.57      0.00      0.00     15.17
10:05:03 AM     all      7.92     75.22      2.60      0.00      0.00      0.00      0.82      0.00      0.00     13.43
10:05:04 AM     all      8.20     66.75      3.03      0.00      0.00      0.00      0.76      0.00      0.00     21.26
10:05:05 AM     all      8.39     69.76      2.60      0.00      0.00      0.00      0.83      0.00      0.00     18.42
10:05:06 AM     all      8.01     64.46      2.80      0.00      0.00      0.00      0.76      0.00      0.00     23.97
10:05:07 AM     all      7.43     64.36      2.60      0.00      0.00      0.00      0.76      0.00      0.00     24.84
10:05:08 AM     all      7.44     76.31      2.90      0.06      0.00      0.00      0.76      0.00      0.00     12.54
10:05:09 AM     all      7.69     66.65      2.84      0.00      0.00      0.00      0.76      0.00      0.00     22.07
10:05:10 AM     all      7.93     66.50      2.66      0.00      0.00      0.00      0.89      0.00      0.00     22.02
10:05:11 AM     all      9.06     38.82      2.34      0.00      0.00      0.00      0.70      0.00      0.00     49.08
10:05:12 AM     all      7.76     53.44      2.42      0.00      0.00      0.00      0.70      0.00      0.00     35.69
10:05:13 AM     all      8.36     45.47      2.66      0.06      0.00      0.00      0.70      0.00      0.00     42.75
10:05:14 AM     all      9.09     59.21      2.99      0.00      0.00      0.00      0.64      0.00      0.00     28.08
10:05:15 AM     all      8.50     44.42      2.66      0.00      0.00      0.00      0.70      0.00      0.00     43.72
10:05:16 AM     all      9.35     67.26      3.43      0.00      0.00      0.00      0.89      0.00      0.00     19.07
10:05:17 AM     all      9.78     56.04      3.32      0.00      0.00      0.00      0.77      0.00      0.00     30.10
10:05:18 AM     all      9.10     63.34      3.56      0.00      0.00      0.00      0.76      0.00      0.00     23.23
10:05:19 AM     all     12.83     30.88      2.16      0.00      0.00      0.00      0.57      0.00      0.00     53.56
10:05:20 AM     all      8.53     60.73      2.93      0.00      0.00      0.00      0.76      0.00      0.00     27.05
10:05:21 AM     all     10.61     64.26      3.84      0.00      0.00      0.00      0.64      0.00      0.00     20.65
10:05:22 AM     all      8.78     47.52      2.35      0.00      0.00      0.00      0.76      0.00      0.00     40.59
10:05:23 AM     all      8.66     50.13      2.93      0.00      0.00      0.00      0.83      0.00      0.00     37.45
10:05:24 AM     all      8.29     61.52      3.10      0.13      0.00      0.00      0.89      0.00      0.00     26.08
10:05:25 AM     all      7.67     51.33      3.04      0.00      0.00      0.00      0.76      0.00      0.00     37.20
10:05:26 AM     all      8.57     41.62      2.41      0.00      0.00      0.00      0.57      0.00      0.00     46.83
10:05:27 AM     all      9.06     58.77      3.29      0.00      0.00      0.00      0.70      0.00      0.00     28.18
10:05:28 AM     all      8.43     53.96      2.30      0.00      0.00      0.00      0.57      0.00      0.00     34.74
10:05:29 AM     all      8.40     34.53      1.96      0.00      0.00      0.00      0.51      0.00      0.00     54.61
10:05:30 AM     all     11.46     62.55      3.38      0.00      0.00      0.00      0.89      0.00      0.00     21.72
10:05:31 AM     all     14.38     40.50      3.03      0.00      0.00      0.00      0.69      0.00      0.00     41.39
10:05:32 AM     all     11.75     58.73      3.85      0.00      0.00      0.00      0.83      0.00      0.00     24.84
10:05:33 AM     all      7.90     36.41      2.40      0.00      0.00      0.00      0.70      0.00      0.00     52.59
10:05:34 AM     all      9.13     67.50      3.77      0.06      0.00      0.00      0.64      0.00      0.00     18.90
10:05:35 AM     all      8.58     39.20      2.22      0.00      0.00      0.00      0.57      0.00      0.00     49.43
10:05:36 AM     all      8.24     57.89      2.66      0.00      0.00      0.00      0.70      0.00      0.00     30.50
10:05:37 AM     all      7.64     43.78      2.34      0.00      0.00      0.00      0.63      0.00      0.00     45.61
10:05:38 AM     all      8.51     60.99      2.60      0.00      0.00      0.00      0.76      0.00      0.00     27.13
10:05:39 AM     all      9.49     70.00      3.76      0.00      0.00      0.00      0.70      0.00      0.00     16.05
10:05:40 AM     all      9.59     43.30      2.92      0.00      0.00      0.00      0.76      0.00      0.00     43.43
10:05:41 AM     all      7.60     57.41      2.85      0.00      0.00      0.00      0.57      0.00      0.00     31.56
10:05:42 AM     all      7.35     54.72      2.22      0.00      0.00      0.00      0.76      0.00      0.00     34.96
10:05:43 AM     all      8.79     68.08      2.97      0.06      0.00      0.00      0.82      0.00      0.00     19.28
10:05:44 AM     all     11.82     62.56      3.94      0.00      0.00      0.00      0.83      0.00      0.00     20.85
10:05:45 AM     all     12.34     54.13      4.20      0.00      0.00      0.00      0.83      0.00      0.00     28.50
10:05:46 AM     all      9.61     58.63      3.06      0.00      0.00      0.00      0.76      0.00      0.00     27.94
10:05:47 AM     all      8.05     36.25      2.22      0.06      0.00      0.00      0.57      0.00      0.00     52.85
10:05:48 AM     all      8.54     67.93      3.10      0.00      0.00      0.00      0.76      0.00      0.00     19.67
10:05:49 AM     all      8.39     51.54      2.50      0.06      0.00      0.00      0.77      0.00      0.00     36.75
10:05:50 AM     all      9.60     47.25      2.50      0.00      0.00      0.00      0.58      0.00      0.00     40.08
10:05:51 AM     all      9.78     55.53      2.73      0.00      0.00      0.00      0.89      0.00      0.00     31.07
10:05:52 AM     all      8.57     40.92      2.43      0.00      0.00      0.00      0.45      0.00      0.00     47.63
10:05:53 AM     all      9.54     54.33      3.22      0.00      0.00      0.00      0.82      0.00      0.00     32.09
10:05:54 AM     all      7.68     42.92      2.54      0.06      0.00      0.00      0.63      0.00      0.00     46.16
10:05:55 AM     all      8.27     51.34      2.35      0.00      0.00      0.00      0.70      0.00      0.00     37.34
10:05:56 AM     all      8.57     61.76      4.16      0.00      0.00      0.00      0.90      0.00      0.00     24.62
10:05:57 AM     all      8.54     49.59      2.59      0.00      0.00      0.00      0.57      0.00      0.00     38.71
10:05:58 AM     all      8.15     38.12      2.28      0.00      0.00      0.00      0.76      0.00      0.00     50.70
10:05:59 AM     all     10.11     63.93      2.67      0.00      0.00      0.00      0.76      0.00      0.00     22.52
10:06:00 AM     all      9.01     39.47      2.22      0.00      0.00      0.00      0.51      0.00      0.00     48.79
10:06:01 AM     all      9.56     54.75      2.93      0.00      0.00      0.00      0.83      0.00      0.00     31.93
10:06:02 AM     all      9.71     53.13      2.87      0.00      0.00      0.00      0.64      0.00      0.00     33.65
10:06:03 AM     all     10.66     53.73      3.57      0.00      0.00      0.00      0.70      0.00      0.00     31.33
10:06:04 AM     all      7.49     28.63      1.59      0.06      0.00      0.00      0.57      0.00      0.00     61.65
10:06:05 AM     all      8.76     61.48      3.24      0.00      0.00      0.00      0.95      0.00      0.00     25.57
10:06:06 AM     all      9.20     49.43      2.87      0.00      0.00      0.00      0.83      0.00      0.00     37.68
10:06:07 AM     all      7.64     31.40      1.58      0.00      0.00      0.00      0.44      0.00      0.00     58.94
10:06:08 AM     all      8.99     65.71      3.00      0.00      0.00      0.00      0.70      0.00      0.00     21.61
10:06:09 AM     all      8.14     33.59      2.08      0.00      0.00      0.00      0.44      0.00      0.00     55.74
10:06:10 AM     all      7.66     45.09      2.15      0.13      0.00      0.00      0.57      0.00      0.00     44.40
10:06:11 AM     all      9.58     52.19      2.98      0.00      0.00      0.00      0.82      0.00      0.00     34.43
10:06:12 AM     all      7.42     28.05      1.65      0.00      0.00      0.00      0.57      0.00      0.00     62.31
10:06:13 AM     all      9.00     61.45      3.17      0.00      0.00      0.00      0.63      0.00      0.00     25.75
10:06:14 AM     all      7.87     36.93      1.78      0.00      0.00      0.00      0.63      0.00      0.00     52.79
10:06:15 AM     all      7.54     67.24      3.30      0.06      0.00      0.00      0.82      0.00      0.00     21.04
10:06:16 AM     all      8.47     29.11      1.85      0.00      0.00      0.00      0.51      0.00      0.00     60.06
10:06:17 AM     all      6.45     32.01      1.90      0.00      0.00      0.00      0.63      0.00      0.00     59.01
10:06:18 AM     all      7.88     67.28      3.37      0.06      0.00      0.00      0.76      0.00      0.00     20.65
10:06:19 AM     all      7.40     14.29      1.39      0.00      0.00      0.00      0.38      0.00      0.00     76.55
10:06:20 AM     all      8.73     61.91      2.93      0.00      0.00      0.00      0.83      0.00      0.00     25.61
