Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/16/2026 	_x86_64_	(16 CPU)

02:16:37 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
02:16:38 PM     all      5.75      0.00      1.52      0.51      0.00      0.00      0.13      0.00      0.00     92.10
02:16:39 PM     all      4.12      0.00      0.82      0.00      0.00      0.00      0.06      0.00      0.00     94.99
02:16:40 PM     all      4.42      0.00      0.88      0.00      0.00      0.00      0.19      0.00      0.00     94.51
02:16:41 PM     all      3.83      0.00      0.69      0.00      0.00      0.00      0.13      0.00      0.00     95.35
02:16:42 PM     all      3.90      0.00      0.76      0.00      0.00      0.00      0.19      0.00      0.00     95.15
02:16:43 PM     all      3.71      0.00      0.82      0.06      0.00      0.00      0.06      0.00      0.00     95.34
02:16:44 PM     all      4.15      0.00      0.69      0.13      0.00      0.00      0.06      0.00      0.00     94.97
02:16:45 PM     all      3.47      0.00      0.69      0.13      0.00      0.00      0.32      0.00      0.00     95.40
02:16:46 PM     all      4.09      0.00      1.07      0.00      0.00      0.00      0.06      0.00      0.00     94.78
02:16:47 PM     all      3.66      0.00      0.38      0.00      0.00      0.00      0.06      0.00      0.00     95.90
02:16:48 PM     all      4.32      0.00      0.81      0.00      0.00      0.00      0.13      0.00      0.00     94.74
02:16:49 PM     all      3.59      0.00      0.50      0.00      0.00      0.00      0.06      0.00      0.00     95.84
02:16:50 PM     all      3.84      0.00      0.82      0.13      0.00      0.00      0.19      0.00      0.00     95.03
02:16:51 PM     all      4.35      0.06      0.88      0.00      0.00      0.00      0.13      0.00      0.00     94.58
02:16:52 PM     all      6.31      0.00      1.26      0.00      0.00      0.00      0.19      0.00      0.00     92.23
02:16:53 PM     all     12.50      0.00      2.78      0.13      0.00      0.00      0.25      0.00      0.00     84.34
02:16:54 PM     all      6.53      0.00      1.08      0.06      0.00      0.00      0.19      0.00      0.00     92.14
02:16:55 PM     all     13.53      0.00      2.91      0.19      0.00      0.00      0.32      0.00      0.00     83.06
02:16:56 PM     all      5.48      0.00      1.01      0.00      0.00      0.00      0.13      0.00      0.00     93.39
02:16:57 PM     all     11.55      0.00      1.84      0.06      0.00      0.00      0.19      0.00      0.00     86.36
02:16:58 PM     all      6.30      0.00      1.45      0.32      0.00      0.00      0.19      0.00      0.00     91.75
02:16:59 PM     all      4.59      0.00      0.94      0.06      0.00      0.00      0.19      0.00      0.00     94.22
02:17:00 PM     all      4.18      0.00      0.76      0.13      0.00      0.00      0.13      0.00      0.00     94.80


Average:        all      5.57      0.00      1.10      0.08      0.00      0.00      0.15      0.00      0.00     93.09
