Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/23/2026 	_x86_64_	(16 CPU)

02:25:14 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
02:25:15 PM     all      9.17      0.00      1.83      0.00      0.00      0.00      0.25      0.00      0.00     88.74
02:25:16 PM     all     10.36      0.00      1.72      0.00      0.00      0.00      0.19      0.00      0.00     87.73
02:25:17 PM     all      9.54      0.00      1.59      0.00      0.00      0.00      0.13      0.00      0.00     88.74
02:25:18 PM     all      9.83      0.00      1.40      0.06      0.00      0.00      0.19      0.00      0.00     88.52
02:25:19 PM     all      9.18      0.00      1.27      0.00      0.00      0.00      0.38      0.00      0.00     89.18
02:25:20 PM     all     11.19      0.00      2.10      0.00      0.00      0.00      0.25      0.00      0.00     86.46
02:25:21 PM     all      9.64      0.00      1.71      0.00      0.00      0.00      0.25      0.00      0.00     88.40
02:25:22 PM     all     10.65      0.00      1.52      0.00      0.00      0.00      0.19      0.00      0.00     87.64
02:25:23 PM     all      9.70      0.00      1.65      0.19      0.00      0.00      0.25      0.00      0.00     88.21
02:25:24 PM     all     10.21      0.00      1.51      0.00      0.00      0.00      0.38      0.00      0.00     87.89
02:25:25 PM     all      9.29      0.00      1.45      0.00      0.00      0.00      0.19      0.00      0.00     89.07
02:25:26 PM     all      9.59      0.00      1.27      0.00      0.00      0.00      0.32      0.00      0.00     88.83
02:25:27 PM     all     10.84      0.00      2.09      0.00      0.00      0.00      0.19      0.00      0.00     86.88
02:25:28 PM     all      9.10      0.00      1.33      0.00      0.00      0.00      0.38      0.00      0.00     89.20
02:25:29 PM     all     10.51      0.00      1.20      0.25      0.00      0.00      0.13      0.00      0.00     87.90
02:25:30 PM     all      9.48      0.00      1.39      0.00      0.00      0.00      0.38      0.00      0.00     88.75
02:25:31 PM     all      8.84      0.00      0.95      0.00      0.00      0.00      0.19      0.00      0.00     90.03
02:25:32 PM     all      8.40      0.00      1.01      0.00      0.00      0.00      0.25      0.00      0.00     90.34
02:25:33 PM     all      8.59      0.00      1.01      0.00      0.00      0.00      0.19      0.00      0.00     90.21
02:25:34 PM     all      9.41      0.00      1.77      0.06      0.00      0.00      0.13      0.00      0.00     88.64
02:25:35 PM     all      8.50      0.00      0.57      0.00      0.00      0.00      0.19      0.00      0.00     90.74
02:25:36 PM     all      8.79      0.00      0.82      0.00      0.00      0.00      0.32      0.00      0.00     90.08
02:25:37 PM     all      9.84      0.00      0.82      0.00      0.00      0.00      0.19      0.00      0.00     89.16
02:25:38 PM     all      9.66      0.00      1.20      0.00      0.00      0.00      0.19      0.00      0.00     88.95
02:25:39 PM     all      9.74      0.00      0.75      0.00      0.00      0.00      0.13      0.00      0.00     89.38
02:25:40 PM     all      9.43      0.00      0.94      0.13      0.00      0.00      0.19      0.00      0.00     89.31
02:25:41 PM     all      8.64      0.00      0.44      0.00      0.00      0.00      0.13      0.00      0.00     90.79
02:25:42 PM     all      8.20      0.00      0.82      0.00      0.00      0.00      0.06      0.00      0.00     90.91
02:25:43 PM     all      8.39      0.00      1.07      0.06      0.00      0.00      0.32      0.00      0.00     90.16
02:25:44 PM     all      8.68      0.00      0.63      0.00      0.00      0.00      0.19      0.00      0.00     90.50
02:25:45 PM     all      8.43      0.00      1.07      0.13      0.00      0.00      0.31      0.00      0.00     90.06
02:25:46 PM     all      8.35      0.00      0.82      0.06      0.00      0.00      0.25      0.00      0.00     90.51
02:25:47 PM     all      8.84      0.00      0.94      0.00      0.00      0.00      0.25      0.00      0.00     89.97
02:25:48 PM     all      8.51      0.00      0.82      0.00      0.00      0.00      0.32      0.00      0.00     90.36
02:25:49 PM     all      8.11      0.00      0.89      0.00      0.00      0.00      0.25      0.00      0.00     90.75
02:25:50 PM     all      8.22      0.00      0.82      0.00      0.00      0.00      0.13      0.00      0.00     90.83
02:25:51 PM     all      9.65      0.00      1.51      0.19      0.00      0.00      0.25      0.00      0.00     88.39
02:25:52 PM     all     11.87      0.00      1.91      0.00      0.00      0.00      0.26      0.00      0.00     85.96
02:25:53 PM     all      8.85      0.00      1.14      0.13      0.00      0.00      0.25      0.00      0.00     89.63
02:25:54 PM     all      9.15      0.00      1.52      0.00      0.00      0.00      0.25      0.00      0.00     89.07
02:25:55 PM     all      9.38      0.00      1.71      0.00      0.00      0.00      0.19      0.00      0.00     88.71


Average:        all      9.33      0.00      1.24      0.03      0.00      0.00      0.23      0.00      0.00     89.16
