Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/24/2026 	_x86_64_	(16 CPU)

11:44:48 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
11:44:49 AM     all     11.24      0.00      2.91      0.00      0.00      0.00      0.69      0.00      0.00     85.15
11:44:50 AM     all     13.88      0.00      1.77      0.00      0.00      0.00      0.51      0.00      0.00     83.84
11:44:51 AM     all     11.32      0.00      1.46      0.19      0.00      0.00      0.57      0.00      0.00     86.45
11:44:52 AM     all     10.11      0.00      1.53      0.00      0.00      0.00      0.45      0.00      0.00     87.92
11:44:53 AM     all     10.65      0.00      1.08      0.00      0.00      0.00      0.57      0.00      0.00     87.71
11:44:54 AM     all     10.75      0.00      1.34      0.00      0.00      0.00      0.57      0.00      0.00     87.34
11:44:55 AM     all     10.56      0.00      1.26      0.00      0.00      0.00      0.82      0.00      0.00     87.36
11:44:56 AM     all     10.46      0.00      1.33      0.06      0.00      0.00      0.51      0.00      0.00     87.63
11:44:57 AM     all     10.69      0.00      1.46      0.00      0.00      0.00      0.45      0.00      0.00     87.40
11:44:58 AM     all     10.29      0.00      1.02      0.00      0.00      0.00      0.51      0.00      0.00     88.19
11:44:59 AM     all      9.58      0.00      1.08      0.00      0.00      0.00      0.70      0.00      0.00     88.64
11:45:00 AM     all     10.47      0.00      1.52      0.00      0.00      0.00      0.44      0.00      0.00     87.56
11:45:01 AM     all     10.25      0.00      1.39      0.13      0.00      0.00      0.51      0.00      0.00     87.72
11:45:02 AM     all     10.59      0.00      1.07      0.00      0.00      0.00      0.57      0.00      0.00     87.78
11:45:03 AM     all     10.97      0.00      1.40      0.00      0.00      0.00      0.70      0.00      0.00     86.94
11:45:04 AM     all     11.09      0.00      1.39      0.00      0.00      0.00      0.50      0.00      0.00     87.02
11:45:05 AM     all     10.32      0.00      1.14      0.00      0.00      0.00      0.76      0.00      0.00     87.78
11:45:06 AM     all     10.66      0.00      1.32      0.00      0.00      0.00      0.76      0.00      0.00     87.26
11:45:07 AM     all     11.02      0.00      1.46      0.06      0.00      0.00      0.51      0.00      0.00     86.95
11:45:08 AM     all      9.60      0.00      1.40      0.00      0.00      0.00      0.51      0.00      0.00     88.49
11:45:09 AM     all     10.75      0.00      1.64      0.00      0.00      0.00      0.69      0.00      0.00     86.92
11:45:10 AM     all     10.13      0.00      1.27      0.00      0.00      0.00      0.63      0.00      0.00     87.97
11:45:11 AM     all      9.79      0.00      1.58      0.00      0.00      0.00      0.57      0.00      0.00     88.07
11:45:12 AM     all     10.71      0.00      1.08      0.13      0.00      0.00      0.63      0.00      0.00     87.45
11:45:13 AM     all     11.06      0.00      1.57      0.00      0.00      0.00      0.50      0.00      0.00     86.86
11:45:14 AM     all      9.53      0.00      1.52      0.00      0.00      0.00      0.51      0.00      0.00     88.44
11:45:15 AM     all     10.87      0.00      1.57      0.00      0.00      0.00      0.75      0.00      0.00     86.80
11:45:16 AM     all     10.48      0.00      1.33      0.00      0.00      0.00      0.76      0.00      0.00     87.42
11:45:17 AM     all      9.96      0.00      1.39      0.13      0.00      0.00      0.38      0.00      0.00     88.15
11:45:18 AM     all     10.51      0.00      1.39      0.06      0.00      0.00      0.51      0.00      0.00     87.53
11:45:19 AM     all     10.50      0.00      1.58      0.00      0.00      0.00      0.57      0.00      0.00     87.35
11:45:20 AM     all      9.89      0.00      1.34      0.00      0.00      0.00      0.70      0.00      0.00     88.07
11:45:21 AM     all     10.34      0.00      1.21      0.00      0.00      0.00      0.51      0.00      0.00     87.94
11:45:22 AM     all     10.77      0.00      1.33      0.00      0.00      0.00      0.63      0.00      0.00     87.26
11:45:23 AM     all     10.36      0.00      1.20      0.06      0.00      0.00      0.57      0.00      0.00     87.81
11:45:24 AM     all     10.93      0.00      1.40      0.00      0.00      0.00      0.38      0.00      0.00     87.29
11:45:25 AM     all     11.03      0.00      1.52      0.00      0.00      0.00      0.76      0.00      0.00     86.69
11:45:26 AM     all     10.62      0.00      1.21      0.00      0.00      0.00      0.45      0.00      0.00     87.73
11:45:27 AM     all     10.85      0.00      1.45      0.00      0.00      0.00      0.69      0.00      0.00     87.00
11:45:28 AM     all     10.31      0.00      1.34      0.06      0.00      0.00      0.45      0.00      0.00     87.85
11:45:29 AM     all     10.49      0.00      1.71      0.00      0.00      0.00      0.70      0.00      0.00     87.10
11:45:30 AM     all     10.97      0.00      1.27      0.00      0.00      0.00      0.44      0.00      0.00     87.32
11:45:31 AM     all     10.39      0.00      1.33      0.00      0.00      0.00      0.63      0.00      0.00     87.64
11:45:32 AM     all      9.97      0.00      1.33      0.00      0.00      0.00      0.63      0.00      0.00     88.07
11:45:33 AM     all     10.56      0.00      1.40      0.06      0.00      0.00      0.51      0.00      0.00     87.47
11:45:34 AM     all      9.70      0.00      1.27      0.00      0.00      0.00      0.76      0.00      0.00     88.27
11:45:35 AM     all      9.59      0.00      1.33      0.00      0.00      0.00      0.57      0.00      0.00     88.51
11:45:36 AM     all     11.15      0.00      1.46      0.00      0.00      0.00      0.51      0.00      0.00     86.89
11:45:37 AM     all     10.10      0.00      1.28      0.00      0.00      0.00      0.58      0.00      0.00     88.04
11:45:38 AM     all     10.62      0.00      1.45      0.00      0.00      0.00      0.57      0.00      0.00     87.36
11:45:39 AM     all     10.51      0.00      1.46      0.06      0.00      0.00      0.82      0.00      0.00     87.14
11:45:40 AM     all     10.80      0.00      1.64      0.00      0.00      0.00      0.63      0.00      0.00     86.93
11:45:41 AM     all      9.80      0.00      1.01      0.00      0.00      0.00      0.57      0.00      0.00     88.61
11:45:42 AM     all     10.51      0.00      1.84      0.00      0.00      0.00      0.63      0.00      0.00     87.02
11:45:43 AM     all     11.57      0.00      1.52      0.00      0.00      0.00      0.57      0.00      0.00     86.34
11:45:44 AM     all     10.68      0.00      1.34      0.13      0.00      0.00      0.51      0.00      0.00     87.35
11:45:45 AM     all     10.64      0.00      1.40      0.00      0.00      0.00      0.51      0.00      0.00     87.44
11:45:46 AM     all     10.05      0.00      1.27      0.00      0.00      0.00      0.70      0.00      0.00     87.98
11:45:47 AM     all     10.22      0.00      1.33      0.00      0.00      0.00      0.32      0.00      0.00     88.13
11:45:48 AM     all     11.02      0.00      1.39      0.00      0.00      0.00      0.44      0.00      0.00     87.14
11:45:49 AM     all     11.07      0.00      1.96      0.06      0.00      0.00      0.63      0.00      0.00     86.27
11:45:50 AM     all     10.67      0.00      1.45      0.00      0.00      0.00      0.76      0.00      0.00     87.12
11:45:51 AM     all     11.52      0.00      1.59      0.00      0.00      0.00      0.64      0.00      0.00     86.25
11:45:52 AM     all     11.01      0.00      1.52      0.00      0.00      0.00      0.57      0.00      0.00     86.90
11:45:53 AM     all     10.98      0.00      1.65      0.00      0.00      0.00      0.57      0.00      0.00     86.80
11:45:54 AM     all     11.48      0.00      1.33      0.00      0.00      0.00      0.70      0.00      0.00     86.48
11:45:55 AM     all     11.10      0.00      1.71      0.06      0.00      0.00      0.57      0.00      0.00     86.55
11:45:56 AM     all     11.25      0.00      1.33      0.00      0.00      0.00      0.57      0.00      0.00     86.85
11:45:57 AM     all     11.10      0.00      1.65      0.00      0.00      0.00      0.63      0.00      0.00     86.61
11:45:58 AM     all     11.01      0.00      1.46      0.00      0.00      0.00      0.57      0.00      0.00     86.95
11:45:59 AM     all     11.25      0.00      1.71      0.00      0.00      0.00      0.44      0.00      0.00     86.60
11:46:00 AM     all     11.86      0.00      1.52      0.13      0.00      0.00      0.70      0.00      0.00     85.80
11:46:01 AM     all     11.34      0.00      1.53      0.00      0.00      0.00      0.51      0.00      0.00     86.62
11:46:02 AM     all     10.88      0.00      1.52      0.00      0.00      0.00      0.32      0.00      0.00     87.29
11:46:03 AM     all     11.78      0.00      1.52      0.00      0.00      0.00      0.82      0.00      0.00     85.88
11:46:04 AM     all     11.10      0.00      1.33      0.00      0.00      0.00      0.57      0.00      0.00     86.99
11:46:05 AM     all     10.85      0.00      1.40      0.06      0.00      0.00      0.38      0.00      0.00     87.31
11:46:06 AM     all     14.01      0.00      1.84      0.00      0.00      0.00      0.57      0.00      0.00     83.58
11:46:07 AM     all     12.82      0.00      1.59      0.00      0.00      0.00      0.63      0.00      0.00     84.96
11:46:08 AM     all     11.91      0.00      1.52      0.00      0.00      0.00      0.38      0.00      0.00     86.19
11:46:09 AM     all     10.86      0.00      1.64      0.00      0.00      0.00      0.76      0.00      0.00     86.74
11:46:10 AM     all     11.34      0.00      1.65      0.06      0.00      0.00      0.63      0.00      0.00     86.32
11:46:11 AM     all     11.45      0.00      1.64      0.06      0.00      0.00      0.76      0.00      0.00     86.08
11:46:12 AM     all     11.74      0.00      1.20      0.00      0.00      0.00      0.57      0.00      0.00     86.50
11:46:13 AM     all     10.89      0.00      1.58      0.57      0.00      0.00      0.57      0.00      0.00     86.39
11:46:14 AM     all     11.15      0.00      1.33      0.00      0.00      0.00      0.51      0.00      0.00     87.01
11:46:15 AM     all     11.12      0.00      1.45      0.00      0.00      0.00      0.57      0.00      0.00     86.86
11:46:16 AM     all     13.63      0.00      1.32      0.00      0.00      0.00      0.50      0.00      0.00     84.54
11:46:17 AM     all     10.38      0.00      1.40      0.00      0.00      0.00      0.57      0.00      0.00     87.65
11:46:18 AM     all     11.32      0.00      1.77      0.00      0.00      0.00      0.63      0.00      0.00     86.27
11:46:19 AM     all     11.72      0.00      1.33      0.06      0.00      0.00      0.57      0.00      0.00     86.31
11:46:20 AM     all     11.02      0.00      1.20      0.00      0.00      0.00      0.63      0.00      0.00     87.14
11:46:21 AM     all     10.61      0.00      1.52      0.00      0.00      0.00      0.63      0.00      0.00     87.25
11:46:22 AM     all     11.50      0.00      1.45      0.00      0.00      0.00      0.57      0.00      0.00     86.47
11:46:23 AM     all     11.58      0.00      1.46      0.00      0.00      0.00      0.32      0.00      0.00     86.65
11:46:24 AM     all     11.45      0.00      1.27      0.06      0.00      0.00      0.45      0.00      0.00     86.77
11:46:25 AM     all     11.14      0.00      1.65      0.00      0.00      0.00      0.82      0.00      0.00     86.39
11:46:26 AM     all     11.03      0.00      1.27      0.00      0.00      0.00      0.51      0.00      0.00     87.19
11:46:27 AM     all     11.26      0.00      1.65      0.00      0.00      0.00      0.64      0.00      0.00     86.45
11:46:28 AM     all     10.41      0.00      1.40      0.00      0.00      0.00      0.70      0.00      0.00     87.50
11:46:29 AM     all     10.71      0.00      1.27      0.06      0.00      0.00      0.51      0.00      0.00     87.45
11:46:30 AM     all     10.94      0.00      1.40      0.00      0.00      0.00      0.70      0.00      0.00     86.96
11:46:31 AM     all     10.88      0.00      1.58      0.00      0.00      0.00      0.57      0.00      0.00     86.97
11:46:32 AM     all     10.88      0.00      1.34      0.00      0.00      0.00      0.51      0.00      0.00     87.28
11:46:33 AM     all     10.51      0.00      1.39      0.00      0.00      0.00      0.51      0.00      0.00     87.59
11:46:34 AM     all     11.44      0.00      1.07      0.19      0.00      0.00      0.63      0.00      0.00     86.66
11:46:35 AM     all     10.77      0.00      1.53      0.00      0.00      0.00      0.70      0.00      0.00     87.00
11:46:36 AM     all     10.82      0.00      1.32      0.06      0.00      0.00      0.75      0.00      0.00     87.04
11:46:37 AM     all     11.05      0.00      1.34      0.00      0.00      0.00      0.51      0.00      0.00     87.10
11:46:38 AM     all     10.56      0.00      1.39      0.00      0.00      0.00      0.51      0.00      0.00     87.54
11:46:39 AM     all     11.37      0.00      1.52      0.06      0.00      0.00      0.70      0.00      0.00     86.34
11:46:40 AM     all     11.01      0.00      1.33      0.00      0.00      0.00      0.57      0.00      0.00     87.09
11:46:41 AM     all     10.73      0.00      1.77      0.00      0.00      0.00      0.82      0.00      0.00     86.69
11:46:42 AM     all     11.13      0.00      1.14      0.00      0.00      0.00      0.57      0.00      0.00     87.17
11:46:43 AM     all     10.51      0.00      1.58      0.00      0.00      0.00      0.63      0.00      0.00     87.27
11:46:44 AM     all     10.64      0.00      1.27      0.00      0.00      0.00      0.57      0.00      0.00     87.51
11:46:45 AM     all     12.03      0.00      1.64      0.06      0.00      0.00      0.57      0.00      0.00     85.71
11:46:46 AM     all     10.67      0.00      1.59      0.00      0.00      0.00      0.57      0.00      0.00     87.17
11:46:47 AM     all     11.03      0.00      1.46      0.00      0.00      0.00      0.44      0.00      0.00     87.06
11:46:48 AM     all     10.52      0.00      1.47      0.00      0.00      0.00      0.38      0.00      0.00     87.63
11:46:49 AM     all     11.81      0.00      2.48      0.00      0.00      0.00      0.51      0.00      0.00     85.21
11:46:50 AM     all     11.44      0.00      1.20      0.13      0.00      0.00      0.76      0.00      0.00     86.47
11:46:51 AM     all     10.31      0.00      1.84      0.00      0.00      0.00      0.57      0.00      0.00     87.28
11:46:52 AM     all     10.46      0.00      1.52      0.00      0.00      0.00      0.82      0.00      0.00     87.20
11:46:53 AM     all     11.36      0.00      1.45      0.00      0.00      0.00      0.50      0.00      0.00     86.69
11:46:54 AM     all     10.48      0.00      1.28      0.00      0.00      0.00      0.58      0.00      0.00     87.67
