Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/18/2026 	_x86_64_	(16 CPU)

02:24:04 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
02:24:05 PM     all      6.18      0.00      1.58      0.00      0.00      0.00      0.25      0.00      0.00     91.99
02:24:06 PM     all      5.24      0.00      0.76      0.06      0.00      0.00      0.19      0.00      0.00     93.75
02:24:07 PM     all     11.53      0.00      1.26      0.06      0.00      0.00      0.19      0.00      0.00     86.96
02:24:08 PM     all      6.22      0.00      1.02      0.00      0.00      0.00      0.13      0.00      0.00     92.64
02:24:09 PM     all      5.76      0.00      0.76      0.00      0.00      0.00      0.13      0.00      0.00     93.35
02:24:10 PM     all      5.23      0.00      0.82      0.00      0.00      0.00      0.25      0.00      0.00     93.70
02:24:11 PM     all      6.83      0.00      1.27      0.06      0.00      0.00      0.19      0.00      0.00     91.65
02:24:12 PM     all      6.58      0.00      1.39      0.00      0.00      0.00      0.19      0.00      0.00     91.84
02:24:13 PM     all      5.87      0.00      0.76      0.25      0.00      0.00      0.06      0.00      0.00     93.05
02:24:14 PM     all      5.11      0.00      0.76      0.00      0.00      0.00      0.19      0.00      0.00     93.95
02:24:15 PM     all      6.00      0.00      0.44      0.00      0.00      0.00      0.13      0.00      0.00     93.43
02:24:16 PM     all      5.22      0.00      0.76      0.06      0.00      0.00      0.19      0.00      0.00     93.77
02:24:17 PM     all      5.70      0.00      0.57      0.00      0.00      0.00      0.13      0.00      0.00     93.60
02:24:18 PM     all      5.44      0.00      0.89      0.06      0.00      0.00      0.13      0.00      0.00     93.48
02:24:19 PM     all      6.05      0.00      1.07      0.00      0.00      0.00      0.19      0.00      0.00     92.69
02:24:20 PM     all      4.95      0.00      0.51      0.00      0.00      0.00      0.13      0.00      0.00     94.41
02:24:21 PM     all      5.57      0.00      0.63      0.00      0.00      0.00      0.19      0.00      0.00     93.61
