Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/24/2026 	_x86_64_	(16 CPU)

02:06:38 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
02:06:39 PM     all     10.94      0.00      1.71      0.00      0.00      0.00      0.32      0.00      0.00     87.04
02:06:40 PM     all      9.95      0.00      1.14      0.06      0.00      0.00      0.13      0.00      0.00     88.72
02:06:41 PM     all     10.51      0.00      1.33      0.00      0.00      0.00      0.57      0.00      0.00     87.59
02:06:42 PM     all     10.52      0.00      1.20      0.00      0.00      0.00      0.51      0.00      0.00     87.77
02:06:43 PM     all     12.39      0.00      1.78      0.00      0.00      0.00      0.38      0.00      0.00     85.45
02:06:44 PM     all     16.87      0.00      2.21      0.00      0.00      0.00      0.51      0.00      0.00     80.42
02:06:45 PM     all     16.95      0.00      2.37      0.26      0.00      0.00      0.51      0.00      0.00     79.91
02:06:46 PM     all     11.94      0.00      1.33      0.00      0.00      0.00      0.57      0.00      0.00     86.16
02:06:47 PM     all     13.84      0.00      1.79      0.00      0.00      0.00      0.45      0.00      0.00     83.93
02:06:48 PM     all     13.19      0.00      1.78      0.00      0.00      0.00      0.63      0.00      0.00     84.40
02:06:49 PM     all     11.44      0.00      1.33      0.00      0.00      0.00      0.38      0.00      0.00     86.85
02:06:50 PM     all     14.23      0.00      1.72      0.06      0.00      0.00      0.70      0.00      0.00     83.29
02:06:51 PM     all     12.51      0.00      1.71      0.00      0.00      0.00      0.57      0.00      0.00     85.21
02:06:52 PM     all     11.90      0.00      1.53      0.13      0.00      0.00      0.51      0.00      0.00     85.94
02:06:53 PM     all     12.83      0.00      1.14      0.00      0.00      0.00      0.57      0.00      0.00     85.46
02:06:54 PM     all     11.34      0.00      1.14      0.06      0.00      0.00      0.38      0.00      0.00     87.07
02:06:55 PM     all     15.70      0.00      1.71      0.00      0.00      0.00      0.57      0.00      0.00     82.03
02:06:56 PM     all     26.68      0.00      2.62      0.00      0.00      0.00      0.83      0.00      0.00     69.88
