Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/18/2026 	_x86_64_	(16 CPU)

09:08:37 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
09:08:38 PM     all      5.12      0.00      0.95      0.00      0.00      0.00      0.13      0.00      0.00     93.81
09:08:39 PM     all      4.23      0.00      0.50      0.06      0.00      0.00      0.06      0.00      0.00     95.14
09:08:40 PM     all      4.89      0.00      0.70      0.00      0.00      0.00      0.00      0.00      0.00     94.41
09:08:41 PM     all      4.36      0.00      0.57      0.00      0.00      0.00      0.06      0.00      0.00     95.01
09:08:42 PM     all      4.92      0.00      0.32      0.00      0.00      0.00      0.06      0.00      0.00     94.70
09:08:43 PM     all      4.12      0.00      0.44      0.00      0.00      0.00      0.13      0.00      0.00     95.31
09:08:44 PM     all      5.04      0.00      1.15      0.13      0.00      0.00      0.45      0.00      0.00     93.24
09:08:45 PM     all      5.24      0.00      1.07      0.00      0.00      0.00      0.32      0.00      0.00     93.38
09:08:46 PM     all      5.32      0.00      1.27      0.00      0.00      0.00      0.32      0.00      0.00     93.10
09:08:47 PM     all      5.04      0.00      1.07      0.00      0.00      0.00      0.44      0.00      0.00     93.45
09:08:48 PM     all      5.70      0.00      1.08      0.00      0.00      0.00      0.51      0.00      0.00     92.72
09:08:49 PM     all      5.17      0.00      1.07      0.13      0.00      0.00      0.25      0.00      0.00     93.38
09:08:50 PM     all      5.28      0.00      0.95      0.00      0.00      0.00      0.32      0.00      0.00     93.45
09:08:51 PM     all      5.48      0.00      1.13      0.00      0.00      0.00      0.44      0.00      0.00     92.94
09:08:52 PM     all      8.24      0.00      2.22      0.00      0.00      0.00      0.38      0.00      0.00     89.16
09:08:53 PM     all     11.98      0.00      2.34      0.13      0.00      0.00      0.25      0.00      0.00     85.30
09:08:54 PM     all      9.13      0.00      1.08      0.06      0.00      0.00      0.25      0.00      0.00     89.47
09:08:55 PM     all      5.91      0.00      1.33      0.00      0.00      0.00      0.19      0.00      0.00     92.57
09:08:56 PM     all      6.08      0.00      0.70      0.00      0.00      0.00      0.19      0.00      0.00     93.03
09:08:57 PM     all      5.64      0.00      0.95      0.00      0.00      0.00      0.25      0.00      0.00     93.16
09:08:58 PM     all      5.77      0.00      0.95      0.00      0.00      0.00      0.32      0.00      0.00     92.96
09:08:59 PM     all      7.44      0.00      1.21      0.00      0.00      0.00      0.32      0.00      0.00     91.03
09:09:00 PM     all      6.06      0.00      1.07      0.06      0.00      0.00      0.38      0.00      0.00     92.42
09:09:01 PM     all      5.12      0.00      1.01      0.00      0.00      0.00      0.32      0.00      0.00     93.55
09:09:02 PM     all      6.23      0.00      0.88      0.00      0.00      0.00      0.44      0.00      0.00     92.44
09:09:03 PM     all      4.96      0.00      0.89      0.00      0.00      0.00      0.44      0.00      0.00     93.71
09:09:04 PM     all      6.00      0.00      1.20      0.00      0.00      0.00      0.25      0.00      0.00     92.55
09:09:05 PM     all      5.58      0.00      0.76      0.06      0.00      0.00      0.44      0.00      0.00     93.15
09:09:06 PM     all      5.39      0.00      0.89      0.00      0.00      0.00      0.32      0.00      0.00     93.40
09:09:07 PM     all     10.42      0.00      2.08      0.19      0.00      0.00      0.25      0.00      0.00     87.05
09:09:08 PM     all      5.40      0.00      0.83      0.00      0.00      0.00      0.19      0.00      0.00     93.58

Average:        all      5.98      0.00      1.05      0.03      0.00      0.00      0.28      0.00      0.00     92.66
