Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/12/2026 	_x86_64_	(16 CPU)

06:41:46 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
06:41:47 PM     0     17912  235.00   12.00    0.00    0.00  247.00     2  python3
06:41:48 PM     0     17912  255.00    6.00    0.00    0.00  261.00     2  python3
06:41:49 PM     0     17912  276.00    8.00    0.00    0.00  284.00     2  python3
06:41:50 PM     0     17912  260.00    5.00    0.00    0.00  265.00     2  python3
06:41:51 PM     0     17912  284.00    6.00    0.00    0.00  290.00     2  python3
06:41:52 PM     0     17912  261.00    5.00    0.00    0.00  266.00     2  python3
06:41:53 PM     0     17912  274.00    6.00    0.00    0.00  280.00     2  python3
06:41:54 PM     0     17912  279.00    6.00    0.00    0.00  285.00     2  python3
06:41:55 PM     0     17912  283.00    6.00    0.00    0.00  289.00     2  python3
06:41:56 PM     0     17912  276.00    7.00    0.00    0.00  283.00     2  python3

Average:        0     17912  268.30    6.70    0.00    0.00  275.00     -  python3
