Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/18/2026 	_x86_64_	(16 CPU)

08:23:58 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
08:23:59 PM     all      4.75      0.00      0.89      0.00      0.00      0.00      0.13      0.00      0.00     94.24
08:24:00 PM     all      3.96      0.00      0.75      0.00      0.00      0.00      0.06      0.00      0.00     95.22
08:24:01 PM     all      4.92      0.00      0.82      0.00      0.00      0.00      0.06      0.00      0.00     94.19
08:24:02 PM     all      4.29      0.00      0.44      0.00      0.00      0.00      0.06      0.00      0.00     95.21
08:24:03 PM     all      4.12      0.00      0.38      0.00      0.00      0.00      0.13      0.00      0.00     95.37
08:24:04 PM     all      4.53      0.00      0.38      0.13      0.00      0.00      0.00      0.00      0.00     94.97
08:24:05 PM     all      5.00      0.00      0.57      0.00      0.00      0.00      0.13      0.00      0.00     94.30
08:24:06 PM     all      4.35      0.00      0.32      0.00      0.00      0.00      0.00      0.00      0.00     95.33
08:24:07 PM     all      4.66      0.00      0.76      0.06      0.00      0.00      0.06      0.00      0.00     94.45
08:24:08 PM     all      4.47      0.00      0.19      0.00      0.00      0.00      0.00      0.00      0.00     95.34
08:24:09 PM     all      4.71      0.00      0.57      0.13      0.00      0.00      0.06      0.00      0.00     94.53
08:24:10 PM     all      3.86      0.00      0.32      0.00      0.00      0.00      0.00      0.00      0.00     95.83
08:24:11 PM     all      4.48      0.00      0.51      0.00      0.00      0.00      0.13      0.00      0.00     94.89
08:24:12 PM     all      4.04      0.00      0.32      0.00      0.00      0.00      0.00      0.00      0.00     95.64
08:24:13 PM     all      4.35      0.00      0.50      0.00      0.00      0.00      0.19      0.00      0.00     94.95
08:24:14 PM     all      4.24      0.00      0.63      0.06      0.00      0.00      0.06      0.00      0.00     95.00
08:24:15 PM     all      5.80      0.00      0.82      0.00      0.00      0.00      0.19      0.00      0.00     93.19
08:24:16 PM     all      4.81      0.00      0.89      0.00      0.00      0.00      0.13      0.00      0.00     94.18
08:24:17 PM     all      4.99      0.00      1.01      0.00      0.00      0.00      0.19      0.00      0.00     93.81
08:24:18 PM     all      4.64      0.00      1.02      0.00      0.00      0.00      0.19      0.00      0.00     94.15
08:24:19 PM     all      8.14      0.00      0.95      0.06      0.00      0.00      0.25      0.00      0.00     90.60
08:24:20 PM     all      4.31      0.00      1.08      0.00      0.00      0.00      0.13      0.00      0.00     94.49
08:24:21 PM     all      5.31      0.00      0.89      0.00      0.00      0.00      0.44      0.00      0.00     93.36
08:24:22 PM     all      4.30      0.00      0.51      0.00      0.00      0.00      0.13      0.00      0.00     95.07
08:24:23 PM     all      6.53      0.00      1.52      0.00      0.00      0.00      0.25      0.00      0.00     91.69
08:24:24 PM     all      4.69      0.00      1.14      0.19      0.00      0.00      0.19      0.00      0.00     93.79
08:24:25 PM     all      5.60      0.00      1.07      0.00      0.00      0.00      0.25      0.00      0.00     93.08
08:24:26 PM     all      4.69      0.00      0.70      0.19      0.00      0.00      0.13      0.00      0.00     94.30
08:24:27 PM     all      5.31      0.00      1.14      0.00      0.00      0.00      0.32      0.00      0.00     93.24
08:24:28 PM     all      4.31      0.00      0.89      0.00      0.00      0.00      0.19      0.00      0.00     94.61
08:24:29 PM     all      4.83      0.00      0.70      0.13      0.00      0.00      0.25      0.00      0.00     94.09
08:24:30 PM     all      5.12      0.00      0.82      0.00      0.00      0.00      0.13      0.00      0.00     93.93
08:24:31 PM     all      5.37      0.00      1.07      0.00      0.00      0.00      0.25      0.00      0.00     93.30
08:24:32 PM     all      5.13      0.00      0.89      0.00      0.00      0.00      0.13      0.00      0.00     93.86
08:24:33 PM     all      5.50      0.00      1.01      0.06      0.00      0.00      0.32      0.00      0.00     93.11
08:24:34 PM     all      5.12      0.00      0.88      0.13      0.00      0.00      0.13      0.00      0.00     93.74
08:24:35 PM     all      5.19      0.00      0.89      0.06      0.00      0.00      0.25      0.00      0.00     93.61
08:24:36 PM     all      5.05      0.00      1.07      0.00      0.00      0.00      0.13      0.00      0.00     93.75
08:24:37 PM     all      4.89      0.00      0.64      0.00      0.00      0.00      0.19      0.00      0.00     94.28
08:24:38 PM     all      4.92      0.00      1.01      0.00      0.00      0.00      0.13      0.00      0.00     93.94
08:24:39 PM     all      5.39      0.00      0.82      0.06      0.00      0.00      0.13      0.00      0.00     93.60
08:24:40 PM     all      4.38      0.00      0.70      0.06      0.00      0.00      0.19      0.00      0.00     94.66
08:24:41 PM     all      5.05      0.00      1.33      0.00      0.00      0.00      0.25      0.00      0.00     93.37
08:24:42 PM     all      5.05      0.00      0.69      0.00      0.00      0.00      0.38      0.00      0.00     93.88
08:24:43 PM     all      5.38      0.00      0.82      0.44      0.00      0.00      0.19      0.00      0.00     93.17
08:24:44 PM     all      4.99      0.00      1.14      0.00      0.00      0.00      0.19      0.00      0.00     93.68
08:24:45 PM     all      4.89      0.00      0.89      0.00      0.00      0.00      0.25      0.00      0.00     93.97
08:24:46 PM     all      4.32      0.00      0.83      0.00      0.00      0.00      0.13      0.00      0.00     94.73
08:24:47 PM     all      4.53      0.00      1.02      0.00      0.00      0.00      0.26      0.00      0.00     94.20
08:24:48 PM     all      4.49      0.00      1.01      0.00      0.00      0.00      0.32      0.00      0.00     94.19
08:24:49 PM     all      5.33      0.00      0.82      0.06      0.00      0.00      0.19      0.00      0.00     93.60
08:24:50 PM     all      4.51      0.00      0.89      0.00      0.00      0.00      0.19      0.00      0.00     94.41
08:24:51 PM     all      5.44      0.00      0.82      0.00      0.00      0.00      0.19      0.00      0.00     93.55
08:24:52 PM     all      4.42      0.00      0.88      0.00      0.00      0.00      0.13      0.00      0.00     94.56
08:24:53 PM     all      4.88      0.00      0.82      0.00      0.00      0.00      0.25      0.00      0.00     94.04
08:24:54 PM     all      4.55      0.00      1.14      0.06      0.00      0.00      0.13      0.00      0.00     94.12
08:24:55 PM     all      5.24      0.00      1.07      0.00      0.00      0.00      0.25      0.00      0.00     93.43
08:24:56 PM     all      4.63      0.00      0.57      0.00      0.00      0.00      0.19      0.00      0.00     94.60
08:24:57 PM     all      5.07      0.00      0.95      0.00      0.00      0.00      0.25      0.00      0.00     93.73
08:24:58 PM     all      4.50      0.00      1.01      0.00      0.00      0.00      0.13      0.00      0.00     94.36
08:24:59 PM     all      5.79      0.00      0.88      0.19      0.00      0.00      0.19      0.00      0.00     92.95
08:25:00 PM     all      4.97      0.00      1.01      0.00      0.00      0.00      0.31      0.00      0.00     93.71
08:25:01 PM     all      4.93      0.00      1.07      0.00      0.00      0.00      0.44      0.00      0.00     93.55
08:25:02 PM     all      4.52      0.00      0.64      0.00      0.00      0.00      0.13      0.00      0.00     94.72
08:25:03 PM     all      5.20      0.00      0.95      0.00      0.00      0.00      0.19      0.00      0.00     93.65
08:25:04 PM     all      4.68      0.00      0.95      0.06      0.00      0.00      0.19      0.00      0.00     94.11
08:25:05 PM     all      5.25      0.00      0.82      0.00      0.00      0.00      0.38      0.00      0.00     93.54
08:25:06 PM     all      4.25      0.00      1.02      0.00      0.00      0.00      0.32      0.00      0.00     94.42
08:25:07 PM     all      5.69      0.00      0.88      0.00      0.00      0.00      0.19      0.00      0.00     93.24
08:25:08 PM     all      4.52      0.00      0.83      0.00      0.00      0.00      0.19      0.00      0.00     94.47
08:25:09 PM     all      5.36      0.00      0.95      0.00      0.00      0.00      0.25      0.00      0.00     93.44
08:25:10 PM     all      4.68      0.00      0.76      0.13      0.00      0.00      0.13      0.00      0.00     94.30
08:25:11 PM     all      5.14      0.00      1.08      0.06      0.00      0.00      0.25      0.00      0.00     93.47
08:25:12 PM     all      4.74      0.00      0.88      0.00      0.00      0.00      0.19      0.00      0.00     94.19
08:25:13 PM     all      5.14      0.00      0.89      0.00      0.00      0.00      0.32      0.00      0.00     93.66
08:25:14 PM     all      3.95      0.00      0.83      0.00      0.00      0.00      0.19      0.00      0.00     95.03
08:25:15 PM     all      5.35      0.00      1.07      0.25      0.00      0.00      0.19      0.00      0.00     93.14
08:25:16 PM     all      4.85      0.00      0.95      0.00      0.00      0.00      0.25      0.00      0.00     93.95
08:25:17 PM     all      4.82      0.00      1.02      0.00      0.00      0.00      0.32      0.00      0.00     93.85
08:25:18 PM     all      4.67      0.00      0.82      0.00      0.00      0.00      0.25      0.00      0.00     94.26
08:25:19 PM     all      4.74      0.00      1.14      0.00      0.00      0.00      0.25      0.00      0.00     93.86
08:25:20 PM     all      5.49      0.00      0.76      0.06      0.00      0.00      0.13      0.00      0.00     93.57
08:25:21 PM     all      5.96      0.00      0.94      0.00      0.00      0.00      0.31      0.00      0.00     92.79
08:25:22 PM     all      4.86      0.00      0.82      0.00      0.00      0.00      0.25      0.00      0.00     94.07
08:25:23 PM     all      6.81      0.00      1.78      0.00      0.00      0.00      0.13      0.00      0.00     91.28
08:25:24 PM     all      5.25      0.00      1.27      0.00      0.00      0.00      0.19      0.00      0.00     93.30
08:25:25 PM     all      5.61      0.00      0.95      0.06      0.00      0.00      0.19      0.00      0.00     93.19
08:25:26 PM     all      4.71      0.00      0.64      0.00      0.00      0.00      0.13      0.00      0.00     94.53
08:25:27 PM     all      5.71      0.00      1.13      0.00      0.00      0.00      0.25      0.00      0.00     92.91
08:25:28 PM     all      4.92      0.00      0.82      0.00      0.00      0.00      0.25      0.00      0.00     94.00
08:25:29 PM     all      5.03      0.00      0.76      0.00      0.00      0.00      0.19      0.00      0.00     94.02
08:25:30 PM     all      5.07      0.00      0.89      0.00      0.00      0.00      0.25      0.00      0.00     93.79
