Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/25/2026 	_x86_64_	(16 CPU)

05:05:58 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
05:05:59 PM     all      9.69      0.00      1.72      0.13      0.00      0.00      0.13      0.00      0.00     88.33
05:06:00 PM     all      8.89      0.00      0.88      0.00      0.00      0.00      0.44      0.00      0.00     89.79
05:06:01 PM     all     10.56      0.00      1.08      0.00      0.00      0.00      0.19      0.00      0.00     88.17
05:06:02 PM     all     10.90      0.00      1.08      0.00      0.00      0.00      0.63      0.00      0.00     87.39
05:06:03 PM     all     10.48      0.00      1.40      0.00      0.00      0.00      0.64      0.00      0.00     87.48
05:06:04 PM     all     11.06      0.00      1.20      0.06      0.00      0.00      0.57      0.00      0.00     87.10
05:06:05 PM     all     11.17      0.00      1.14      0.00      0.00      0.00      0.63      0.00      0.00     87.06
05:06:06 PM     all     10.48      0.00      1.33      0.00      0.00      0.00      0.69      0.00      0.00     87.50
05:06:07 PM     all     10.22      0.00      0.89      0.00      0.00      0.00      0.63      0.00      0.00     88.25
05:06:08 PM     all     10.62      0.00      1.07      0.00      0.00      0.00      0.51      0.00      0.00     87.80
05:06:09 PM     all     10.45      0.00      0.82      0.00      0.00      0.00      0.44      0.00      0.00     88.28
05:06:10 PM     all     11.21      0.00      1.20      0.19      0.00      0.00      0.38      0.00      0.00     87.02
05:06:11 PM     all     10.79      0.00      0.83      0.00      0.00      0.00      0.51      0.00      0.00     87.87
05:06:12 PM     all      9.83      0.00      0.89      0.00      0.00      0.00      0.51      0.00      0.00     88.78
05:06:13 PM     all     10.48      0.00      1.02      0.00      0.00      0.00      0.38      0.00      0.00     88.13
05:06:14 PM     all     10.15      0.00      0.82      0.00      0.00      0.00      0.44      0.00      0.00     88.59
05:06:15 PM     all     10.17      0.00      1.01      0.13      0.00      0.00      0.44      0.00      0.00     88.25
05:06:16 PM     all      9.89      0.00      1.01      0.00      0.00      0.00      0.38      0.00      0.00     88.71
05:06:17 PM     all     10.41      0.00      0.82      0.00      0.00      0.00      0.51      0.00      0.00     88.26
05:06:18 PM     all      9.90      0.00      0.82      0.00      0.00      0.00      0.44      0.00      0.00     88.83
05:06:19 PM     all     11.08      0.00      0.89      0.00      0.00      0.00      0.44      0.00      0.00     87.59
05:06:20 PM     all     11.31      0.00      0.95      0.13      0.00      0.00      0.38      0.00      0.00     87.23
05:06:21 PM     all     10.34      0.00      0.82      0.00      0.00      0.00      0.44      0.00      0.00     88.40
05:06:22 PM     all     12.25      0.00      1.70      0.00      0.00      0.00      0.44      0.00      0.00     85.61
05:06:23 PM     all     11.17      0.00      1.21      0.00      0.00      0.00      0.70      0.00      0.00     86.92
05:06:24 PM     all     11.53      0.00      1.01      0.00      0.00      0.00      0.63      0.00      0.00     86.83
05:06:25 PM     all     11.17      0.00      0.63      0.06      0.00      0.00      0.57      0.00      0.00     87.56
05:06:26 PM     all     11.15      0.00      0.89      0.13      0.00      0.00      0.51      0.00      0.00     87.33
05:06:27 PM     all     10.37      0.00      1.14      0.00      0.00      0.00      0.51      0.00      0.00     87.98
05:06:28 PM     all     12.16      0.00      0.76      0.00      0.00      0.00      0.57      0.00      0.00     86.51
05:06:29 PM     all     16.97      0.00      1.21      0.00      0.00      0.00      0.64      0.00      0.00     81.18
05:06:30 PM     all     22.27      0.00      1.59      0.06      0.00      0.00      0.51      0.00      0.00     75.57
05:06:31 PM     all     26.88      0.00      2.37      0.06      0.00      0.00      0.58      0.00      0.00     70.11
05:06:32 PM     all     29.20      0.00      2.29      0.00      0.00      0.00      1.08      0.00      0.00     67.43
05:06:33 PM     all     30.21      0.00      2.31      0.00      0.00      0.00      0.71      0.00      0.00     66.77
05:06:34 PM     all     33.44      0.00      2.88      0.00      0.00      0.00      0.58      0.00      0.00     63.11
05:06:35 PM     all     32.41      0.00      2.95      0.00      0.00      0.00      0.71      0.00      0.00     63.93
05:06:36 PM     all     32.82      0.00      2.58      0.13      0.00      0.00      0.90      0.00      0.00     63.57
05:06:37 PM     all     32.02      0.00      2.61      0.00      0.00      0.00      0.70      0.00      0.00     64.67
05:06:38 PM     all     29.96      0.00      2.37      0.00      0.00      0.00      1.03      0.00      0.00     66.65
05:06:39 PM     all     28.35      0.00      2.12      0.00      0.00      0.00      0.71      0.00      0.00     68.83
05:06:40 PM     all     30.76      0.00      2.68      0.00      0.00      0.00      0.77      0.00      0.00     65.79
05:06:41 PM     all     29.22      0.00      2.37      0.06      0.00      0.00      0.77      0.00      0.00     67.58
05:06:42 PM     all     28.25      0.00      2.31      0.00      0.00      0.00      0.58      0.00      0.00     68.87
05:06:43 PM     all     30.83      0.00      2.36      0.00      0.00      0.00      0.57      0.00      0.00     66.24
05:06:44 PM     all     29.46      0.00      2.30      0.00      0.00      0.00      0.70      0.00      0.00     67.54
05:06:45 PM     all     28.69      0.00      2.29      0.00      0.00      0.00      1.02      0.00      0.00     68.00
05:06:46 PM     all     29.71      0.00      2.51      0.00      0.00      0.00      0.77      0.00      0.00     67.01
05:06:47 PM     all     31.41      0.00      2.89      0.06      0.00      0.00      0.58      0.00      0.00     65.06
05:06:48 PM     all     29.42      0.00      2.50      0.00      0.00      0.00      0.64      0.00      0.00     67.44
05:06:49 PM     all     31.72      0.00      2.81      0.00      0.00      0.00      0.96      0.00      0.00     64.52
05:06:50 PM     all     28.96      0.00      2.31      0.00      0.00      0.00      0.77      0.00      0.00     67.97
05:06:51 PM     all     27.89      0.00      2.48      0.00      0.00      0.00      0.57      0.00      0.00     69.06
05:06:52 PM     all     31.74      0.00      2.68      0.13      0.00      0.00      1.08      0.00      0.00     64.37
05:06:53 PM     all     29.72      0.00      2.55      0.00      0.00      0.00      0.77      0.00      0.00     66.96
05:06:54 PM     all     29.75      0.00      2.23      0.00      0.00      0.00      0.83      0.00      0.00     67.20
05:06:55 PM     all     31.69      0.00      2.50      0.00      0.00      0.00      0.71      0.00      0.00     65.11
05:06:56 PM     all     31.03      0.00      2.30      0.00      0.00      0.00      0.70      0.00      0.00     65.96
05:06:57 PM     all     29.82      0.00      2.43      0.13      0.00      0.00      0.83      0.00      0.00     66.79
05:06:58 PM     all     32.13      0.00      2.77      0.00      0.00      0.00      0.64      0.00      0.00     64.46
05:06:59 PM     all     31.98      0.00      2.44      0.00      0.00      0.00      0.71      0.00      0.00     64.87
05:07:00 PM     all     40.24      0.00      3.28      0.00      0.00      0.00      0.97      0.00      0.00     55.51
05:07:01 PM     all     34.14      0.00      3.01      0.00      0.00      0.00      0.77      0.00      0.00     62.08
05:07:02 PM     all     36.58      0.00      3.12      0.06      0.00      0.00      0.89      0.00      0.00     59.34
05:07:03 PM     all     33.53      0.00      2.63      0.00      0.00      0.00      0.77      0.00      0.00     63.08
05:07:04 PM     all     34.96      0.00      2.95      0.00      0.00      0.00      0.58      0.00      0.00     61.51
05:07:05 PM     all     33.57      0.00      2.94      0.00      0.00      0.00      0.96      0.00      0.00     62.53
05:07:06 PM     all     33.35      0.00      2.94      0.00      0.00      0.00      0.77      0.00      0.00     62.94
05:07:07 PM     all     34.27      0.00      2.57      0.00      0.00      0.00      0.77      0.00      0.00     62.39
05:07:08 PM     all     34.08      0.00      2.75      0.13      0.00      0.00      0.77      0.00      0.00     62.27
05:07:09 PM     all     33.52      0.00      3.07      0.00      0.00      0.00      0.83      0.00      0.00     62.58
05:07:10 PM     all     33.91      0.00      2.82      0.00      0.00      0.00      0.58      0.00      0.00     62.69
05:07:11 PM     all     32.03      0.00      2.57      0.00      0.00      0.00      1.03      0.00      0.00     64.38
05:07:12 PM     all     34.61      0.00      2.62      0.00      0.00      0.00      0.77      0.00      0.00     62.00
05:07:13 PM     all     34.51      0.00      3.21      0.06      0.00      0.00      0.77      0.00      0.00     61.45
05:07:14 PM     all     33.95      0.00      2.64      0.00      0.00      0.00      0.71      0.00      0.00     62.70
05:07:15 PM     all     32.78      0.00      2.74      0.00      0.00      0.00      0.77      0.00      0.00     63.71
05:07:16 PM     all     39.04      0.00      3.41      0.00      0.00      0.00      0.77      0.00      0.00     56.78
05:07:17 PM     all     41.31      0.00      4.70      0.00      0.00      0.00      0.97      0.00      0.00     53.02
05:07:18 PM     all     40.83      0.00      3.85      0.07      0.00      0.00      0.85      0.00      0.00     54.40
05:07:19 PM     all     37.42      0.00      4.39      0.00      0.00      0.00      0.90      0.00      0.00     57.29
05:07:20 PM     all     38.28      0.00      4.21      0.00      0.00      0.00      1.04      0.00      0.00     56.48
05:07:21 PM     all     42.66      0.00      4.91      0.00      0.00      0.00      1.03      0.00      0.00     51.39
05:07:22 PM     all     42.20      0.00      6.41      0.00      0.00      0.00      0.91      0.00      0.00     50.49
05:07:23 PM     all     43.09      0.00      7.47      0.00      0.00      0.00      1.11      0.00      0.00     48.33


Average:        all     24.79      0.00      2.24      0.02      0.00      0.00      0.68      0.00      0.00     72.26
