Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/20/2026 	_x86_64_	(16 CPU)

05:33:28 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
05:33:29 PM     all     13.72      0.00      2.86      0.00      0.00      0.00      0.57      0.00      0.00     82.85
05:33:30 PM     all     13.02      0.00      2.60      0.06      0.00      0.00      0.51      0.00      0.00     83.80
05:33:31 PM     all     12.22      0.00      1.72      0.00      0.00      0.00      0.57      0.00      0.00     85.49
05:33:32 PM     all     11.54      0.00      1.85      0.00      0.00      0.00      0.32      0.00      0.00     86.30
05:33:33 PM     all     12.92      0.00      2.28      0.00      0.00      0.00      0.57      0.00      0.00     84.23
05:33:34 PM     all     11.22      0.00      1.59      0.00      0.00      0.00      0.38      0.00      0.00     86.80
05:33:35 PM     all     12.38      0.00      2.35      0.00      0.00      0.00      0.57      0.00      0.00     84.70
05:33:36 PM     all     11.76      0.00      1.96      0.13      0.00      0.00      0.38      0.00      0.00     85.78
05:33:37 PM     all     12.36      0.00      1.92      0.00      0.00      0.00      0.58      0.00      0.00     85.15
05:33:38 PM     all     11.28      0.00      1.91      0.00      0.00      0.00      0.32      0.00      0.00     86.49
05:33:39 PM     all     12.18      0.00      2.03      0.06      0.00      0.00      0.51      0.00      0.00     85.23
05:33:40 PM     all     10.92      0.00      1.71      0.00      0.00      0.00      0.44      0.00      0.00     86.92
05:33:41 PM     all     11.90      0.00      2.34      0.06      0.00      0.00      0.63      0.00      0.00     85.06
05:33:42 PM     all     12.14      0.00      1.71      0.00      0.00      0.00      0.63      0.00      0.00     85.52
05:33:43 PM     all     11.62      0.00      1.97      0.00      0.00      0.00      0.51      0.00      0.00     85.90
05:33:44 PM     all     11.74      0.00      1.59      0.00      0.00      0.00      0.38      0.00      0.00     86.29
05:33:45 PM     all     12.57      0.00      2.03      0.00      0.00      0.00      0.51      0.00      0.00     84.89
05:33:46 PM     all     11.55      0.00      1.71      0.13      0.00      0.00      0.32      0.00      0.00     86.29
05:33:47 PM     all     12.88      0.00      2.16      0.00      0.00      0.00      0.63      0.00      0.00     84.33
05:33:48 PM     all     11.69      0.00      1.72      0.00      0.00      0.00      0.38      0.00      0.00     86.21
05:33:49 PM     all     12.24      0.00      1.84      0.00      0.00      0.00      0.57      0.00      0.00     85.35
05:33:50 PM     all     11.50      0.00      1.78      0.00      0.00      0.00      0.25      0.00      0.00     86.47
05:33:51 PM     all     12.40      0.00      1.84      0.00      0.00      0.00      0.64      0.00      0.00     85.12
