Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/24/2026 	_x86_64_	(16 CPU)

02:03:00 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
02:03:01 PM     all      9.07      0.00      1.90      0.00      0.00      0.00      0.19      0.00      0.00     88.83
02:03:02 PM     all      8.88      0.00      0.89      0.00      0.00      0.00      0.19      0.00      0.00     90.04
02:03:03 PM     all      9.64      0.00      0.95      0.00      0.00      0.00      0.25      0.00      0.00     89.16
02:03:04 PM     all     10.95      0.00      1.64      0.00      0.00      0.00      0.50      0.00      0.00     86.91
02:03:05 PM     all      9.46      0.00      1.46      0.06      0.00      0.00      0.25      0.00      0.00     88.76
02:03:06 PM     all     10.92      0.00      1.32      0.00      0.00      0.00      0.50      0.00      0.00     87.26
02:03:07 PM     all     10.33      0.00      1.39      0.00      0.00      0.00      0.51      0.00      0.00     87.77
02:03:08 PM     all     10.54      0.00      1.45      0.00      0.00      0.00      0.44      0.00      0.00     87.57
02:03:09 PM     all     11.13      0.00      1.39      0.00      0.00      0.00      0.38      0.00      0.00     87.10
02:03:10 PM     all     10.57      0.00      1.89      0.00      0.00      0.00      0.50      0.00      0.00     87.04
02:03:11 PM     all     10.08      0.00      1.40      0.06      0.00      0.00      0.38      0.00      0.00     88.08
02:03:12 PM     all     10.69      0.00      1.64      0.00      0.00      0.00      0.38      0.00      0.00     87.29
02:03:13 PM     all     10.24      0.00      1.20      0.00      0.00      0.00      0.44      0.00      0.00     88.12
02:03:14 PM     all     10.11      0.00      1.26      0.00      0.00      0.00      0.51      0.00      0.00     88.12
02:03:15 PM     all     11.05      0.00      1.63      0.00      0.00      0.00      0.50      0.00      0.00     86.82
02:03:16 PM     all     10.52      0.00      1.08      0.13      0.00      0.00      0.70      0.00      0.00     87.58
02:03:17 PM     all     10.28      0.00      1.51      0.00      0.00      0.00      0.38      0.00      0.00     87.83
02:03:18 PM     all     11.37      0.00      1.77      0.00      0.00      0.00      0.51      0.00      0.00     86.36
02:03:19 PM     all     10.77      0.00      1.46      0.06      0.00      0.00      0.38      0.00      0.00     87.33
02:03:20 PM     all      9.84      0.00      1.51      0.00      0.00      0.00      0.44      0.00      0.00     88.20
02:03:21 PM     all     10.85      0.00      1.32      0.06      0.00      0.00      0.50      0.00      0.00     87.26
02:03:22 PM     all     11.48      0.00      2.03      0.00      0.00      0.00      0.44      0.00      0.00     86.05
02:03:23 PM     all     10.68      0.00      1.39      0.00      0.00      0.00      0.44      0.00      0.00     87.48
02:03:24 PM     all     11.44      0.00      1.52      0.00      0.00      0.00      0.44      0.00      0.00     86.60
02:03:25 PM     all     11.17      0.00      1.51      0.00      0.00      0.00      0.38      0.00      0.00     86.94
02:03:26 PM     all     10.64      0.00      1.27      0.00      0.00      0.00      0.57      0.00      0.00     87.52
02:03:27 PM     all     11.33      0.00      1.58      0.13      0.00      0.00      0.32      0.00      0.00     86.65
02:03:28 PM     all     11.71      0.00      1.70      0.00      0.00      0.00      0.50      0.00      0.00     86.08
02:03:29 PM     all     11.19      0.00      1.14      0.00      0.00      0.00      0.44      0.00      0.00     87.23
02:03:30 PM     all     14.58      0.00      1.65      0.00      0.00      0.00      0.63      0.00      0.00     83.14
02:03:31 PM     all     11.20      0.00      1.46      0.00      0.00      0.00      0.44      0.00      0.00     86.90
02:03:32 PM     all     10.35      0.00      1.45      0.06      0.00      0.00      0.44      0.00      0.00     87.69
02:03:33 PM     all     11.85      0.00      1.58      0.00      0.00      0.00      0.50      0.00      0.00     86.07
02:03:34 PM     all     11.08      0.00      1.83      0.06      0.00      0.00      0.50      0.00      0.00     86.53
02:03:35 PM     all     10.39      0.00      1.20      0.06      0.00      0.00      0.38      0.00      0.00     87.96
02:03:36 PM     all     11.74      0.00      1.39      0.00      0.00      0.00      0.57      0.00      0.00     86.30
02:03:37 PM     all     11.75      0.00      1.82      0.13      0.00      0.00      0.75      0.00      0.00     85.54
02:03:38 PM     all     10.56      0.00      1.20      0.00      0.00      0.00      0.38      0.00      0.00     87.86
02:03:39 PM     all     10.85      0.00      1.14      0.00      0.00      0.00      0.63      0.00      0.00     87.37
02:03:40 PM     all     10.57      0.00      1.57      0.00      0.00      0.00      0.63      0.00      0.00     87.22
02:03:41 PM     all     10.73      0.00      1.20      0.00      0.00      0.00      0.51      0.00      0.00     87.56
02:03:42 PM     all     11.34      0.00      1.83      0.00      0.00      0.00      0.57      0.00      0.00     86.26
02:03:43 PM     all     10.26      0.00      1.21      0.06      0.00      0.00      0.45      0.00      0.00     88.02
02:03:44 PM     all     10.34      0.00      1.20      0.00      0.00      0.00      0.44      0.00      0.00     88.02
02:03:45 PM     all     11.31      0.00      1.52      0.00      0.00      0.00      0.57      0.00      0.00     86.61
02:03:46 PM     all     10.47      0.00      1.45      0.00      0.00      0.00      0.63      0.00      0.00     87.44
02:03:47 PM     all      9.80      0.00      1.33      0.00      0.00      0.00      0.51      0.00      0.00     88.36
02:03:48 PM     all     11.99      0.00      1.39      0.06      0.00      0.00      0.63      0.00      0.00     85.92
02:03:49 PM     all     10.04      0.00      1.53      0.00      0.00      0.00      0.51      0.00      0.00     87.92
02:03:50 PM     all     10.89      0.00      1.39      0.00      0.00      0.00      0.44      0.00      0.00     87.27
02:03:51 PM     all     11.20      0.00      1.52      0.00      0.00      0.00      0.63      0.00      0.00     86.65
02:03:52 PM     all     11.50      0.00      1.39      0.06      0.00      0.00      0.69      0.00      0.00     86.36
02:03:53 PM     all     10.21      0.00      1.40      0.06      0.00      0.00      0.51      0.00      0.00     87.82
02:03:54 PM     all     10.83      0.00      1.40      0.00      0.00      0.00      0.57      0.00      0.00     87.19
02:03:55 PM     all     10.73      0.00      1.77      0.00      0.00      0.00      0.76      0.00      0.00     86.74
02:03:56 PM     all     10.72      0.00      1.27      0.00      0.00      0.00      0.51      0.00      0.00     87.51
02:03:57 PM     all     10.70      0.00      1.46      0.00      0.00      0.00      0.57      0.00      0.00     87.27
02:03:58 PM     all     10.43      0.00      1.27      0.00      0.00      0.00      0.57      0.00      0.00     87.73
02:03:59 PM     all     10.54      0.00      1.32      0.13      0.00      0.00      0.38      0.00      0.00     87.63
02:04:00 PM     all     10.67      0.00      1.40      0.00      0.00      0.00      0.44      0.00      0.00     87.49
02:04:01 PM     all     10.28      0.00      1.14      0.00      0.00      0.00      0.76      0.00      0.00     87.82
02:04:02 PM     all     10.98      0.00      1.21      0.00      0.00      0.00      0.70      0.00      0.00     87.11
02:04:03 PM     all     10.39      0.00      1.01      0.00      0.00      0.00      0.63      0.00      0.00     87.96
02:04:04 PM     all     10.43      0.00      1.20      0.13      0.00      0.00      0.63      0.00      0.00     87.61
02:04:05 PM     all     10.47      0.00      1.51      0.06      0.00      0.00      0.69      0.00      0.00     87.26
02:04:06 PM     all      9.59      0.00      1.02      0.00      0.00      0.00      0.51      0.00      0.00     88.88
02:04:07 PM     all      9.84      0.00      1.39      0.00      0.00      0.00      0.44      0.00      0.00     88.34
02:04:08 PM     all      9.69      0.00      1.08      0.00      0.00      0.00      0.76      0.00      0.00     88.47
02:04:09 PM     all     10.44      0.00      1.19      0.06      0.00      0.00      0.57      0.00      0.00     87.74
02:04:10 PM     all     10.05      0.00      1.27      0.00      0.00      0.00      0.51      0.00      0.00     88.17
02:04:11 PM     all     10.57      0.00      1.08      0.00      0.00      0.00      0.63      0.00      0.00     87.72
02:04:12 PM     all     10.41      0.00      1.21      0.00      0.00      0.00      0.51      0.00      0.00     87.88
02:04:13 PM     all      9.87      0.00      1.34      0.00      0.00      0.00      0.45      0.00      0.00     88.34
02:04:14 PM     all     10.02      0.00      1.08      0.06      0.00      0.00      0.51      0.00      0.00     88.33
02:04:15 PM     all     10.90      0.00      1.15      0.00      0.00      0.00      0.64      0.00      0.00     87.32
02:04:16 PM     all     10.56      0.00      1.33      0.00      0.00      0.00      0.51      0.00      0.00     87.61
02:04:17 PM     all      9.84      0.00      0.95      0.00      0.00      0.00      0.44      0.00      0.00     88.76
02:04:18 PM     all     11.28      0.00      1.52      0.00      0.00      0.00      0.57      0.00      0.00     86.63
02:04:19 PM     all     10.50      0.00      1.15      0.06      0.00      0.00      0.45      0.00      0.00     87.85
02:04:20 PM     all      9.19      0.00      1.14      0.00      0.00      0.00      0.63      0.00      0.00     89.04
02:04:21 PM     all     10.44      0.00      1.27      0.00      0.00      0.00      0.51      0.00      0.00     87.78
02:04:22 PM     all     10.60      0.00      1.27      0.06      0.00      0.00      0.32      0.00      0.00     87.75
02:04:23 PM     all     11.75      0.00      1.83      0.13      0.00      0.00      0.38      0.00      0.00     85.91
02:04:24 PM     all     10.82      0.00      1.40      0.00      0.00      0.00      0.45      0.00      0.00     87.33
02:04:25 PM     all     10.04      0.00      1.40      0.00      0.00      0.00      0.45      0.00      0.00     88.11
