Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/16/2026 	_x86_64_	(16 CPU)

02:23:38 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
02:23:39 PM     all      6.87      0.00      1.64      0.06      0.00      0.00      0.19      0.00      0.00     91.24
02:23:40 PM     all      6.57      0.00      1.26      0.00      0.00      0.00      0.19      0.00      0.00     91.98
02:23:41 PM     all      6.72      0.00      1.14      0.00      0.00      0.00      0.13      0.00      0.00     92.01
02:23:42 PM     all      5.88      0.00      1.14      0.00      0.00      0.00      0.38      0.00      0.00     92.60
02:23:43 PM     all      6.22      0.00      1.02      0.00      0.00      0.00      0.13      0.00      0.00     92.64
02:23:44 PM     all      5.76      0.00      1.08      0.13      0.00      0.00      0.32      0.00      0.00     92.72
02:23:45 PM     all      6.60      0.00      1.32      0.00      0.00      0.00      0.44      0.00      0.00     91.65
02:23:46 PM     all      6.07      0.00      1.27      0.00      0.00      0.00      0.25      0.00      0.00     92.41
02:23:47 PM     all      6.02      0.00      1.33      0.06      0.00      0.00      0.38      0.00      0.00     92.21
02:23:48 PM     all      6.20      0.00      1.01      0.00      0.00      0.00      0.25      0.00      0.00     92.54
02:23:49 PM     all      6.25      0.00      1.26      0.13      0.00      0.00      0.38      0.00      0.00     91.98
02:23:50 PM     all      6.10      0.00      1.13      0.00      0.00      0.00      0.19      0.00      0.00     92.58
02:23:51 PM     all      6.80      0.00      1.32      0.00      0.00      0.00      0.38      0.00      0.00     91.50
02:23:52 PM     all      6.31      0.00      1.26      0.00      0.00      0.00      0.19      0.00      0.00     92.23
02:23:53 PM     all      6.63      0.00      1.20      0.00      0.00      0.00      0.19      0.00      0.00     91.98
02:23:54 PM     all      5.39      0.00      1.14      0.13      0.00      0.00      0.25      0.00      0.00     93.09
02:23:55 PM     all      5.95      0.00      1.33      0.00      0.00      0.00      0.38      0.00      0.00     92.35
02:23:56 PM     all      6.11      0.00      1.39      0.00      0.00      0.00      0.19      0.00      0.00     92.32
02:23:57 PM     all      6.14      0.00      1.08      0.00      0.00      0.00      0.38      0.00      0.00     92.41
02:23:58 PM     all      6.40      0.00      1.51      0.00      0.00      0.00      0.19      0.00      0.00     91.90
