Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/18/2026 	_x86_64_	(16 CPU)

07:06:51 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
07:06:52 PM     all      1.07      0.00      0.63      0.00      0.00      0.00      0.19      0.00      0.00     98.10
07:06:53 PM     all      0.70      0.00      0.32      0.00      0.00      0.00      0.06      0.00      0.00     98.93
07:06:54 PM     all      1.07      0.00      0.82      0.00      0.00      0.00      0.25      0.00      0.00     97.86
07:06:55 PM     all      0.57      0.00      0.38      0.13      0.00      0.00      0.06      0.00      0.00     98.86
07:06:56 PM     all      0.76      0.00      0.25      0.00      0.00      0.00      0.06      0.00      0.00     98.93
07:06:57 PM     all      0.63      0.00      0.44      0.00      0.00      0.00      0.00      0.00      0.00     98.93
07:06:58 PM     all      0.69      0.00      0.50      0.00      0.00      0.00      0.19      0.00      0.00     98.61
07:06:59 PM     all      1.13      0.00      0.57      0.00      0.00      0.00      0.19      0.00      0.00     98.11
07:07:00 PM     all      0.57      0.00      0.19      0.19      0.00      0.00      0.00      0.00      0.00     99.05
07:07:01 PM     all      0.38      0.00      0.32      0.00      0.00      0.00      0.00      0.00      0.00     99.30
07:07:02 PM     all      0.69      0.00      0.25      0.00      0.00      0.00      0.00      0.00      0.00     99.06
07:07:03 PM     all      1.19      0.00      0.63      0.00      0.00      0.00      0.06      0.00      0.00     98.12
07:07:04 PM     all      1.51      0.00      0.88      0.00      0.00      0.00      0.06      0.00      0.00     97.54
07:07:05 PM     all      0.32      0.00      0.38      0.06      0.00      0.00      0.00      0.00      0.00     99.24
07:07:06 PM     all      0.50      0.00      0.38      0.00      0.00      0.00      0.06      0.00      0.00     99.06
07:07:07 PM     all      0.50      0.00      0.19      0.00      0.00      0.00      0.06      0.00      0.00     99.24
07:07:08 PM     all      0.44      0.00      0.19      0.00      0.00      0.00      0.06      0.00      0.00     99.30
07:07:09 PM     all      0.56      0.00      0.31      0.00      0.00      0.00      0.06      0.00      0.00     99.06
07:07:10 PM     all      0.38      0.00      0.32      0.13      0.00      0.00      0.06      0.00      0.00     99.12
07:07:11 PM     all      0.38      0.00      0.19      0.06      0.00      0.00      0.00      0.00      0.00     99.37
07:07:12 PM     all      0.75      0.00      0.31      0.00      0.00      0.00      0.13      0.00      0.00     98.81
